Symbol	Monocytes_CD14+CD16-	Monocytes_CD16+CD14-	NK_cells	Neutrophils	T_cells_(CD4+)	B_cells	T_cells_(CD8+)	Endothelial_cells	Fibroblasts	Macrophage
C5orf49	12.6875	12.16666667	13.41666667	13.6	11.36363636	15.75	12.26923077	10.72727273	10.75	11.45454545
C5orf51	16.3125	15	10.75	17	14.22727273	22.5	18.07692308	13	15.25	14
C5orf53	95.125	73.5	49.75	65.8	526.2727273	136	218.2692308	222.7272727	752	127.7272727
C5orf54	11.25	11	12.16666667	11.6	10.90909091	14.25	10.53846154	58.90909091	61.75	28.72727273
C5orf55	18.8125	20.16666667	19	19	22	30.5	18.19230769	19.18181818	22.375	21.72727273
C5orf56	99.5	128.1666667	181.4166667	318	212.6818182	128	234.5	37.63636364	36.375	53.27272727
C5orf58	48.375	48.66666667	35.25	55	50.86363636	59.25	64.88461538	31.81818182	32.375	32.72727273
C5orf62	284.125	133.3333333	258.4166667	161.2	93.86363636	16.75	48.96153846	66.54545455	346.375	540.0909091
C6	25	28.66666667	23.33333333	19.6	21.90909091	26	23.03846154	18.81818182	16.5	18.90909091
C6orf1	195.4375	164.3333333	98.83333333	219	140.1363636	127.75	88.76923077	200.1818182	177	194.1818182
C6orf10	10.6875	9.5	8	9.8	10.13636364	11.75	11.92307692	9.272727273	7.375	8.090909091
C6orf103	9.4375	8.666666667	9.916666667	9.4	8.272727273	9.25	8.461538462	9.727272727	7.75	8.454545455
C6orf105	19.3125	25.83333333	17.33333333	30.2	546.7272727	25.25	38.07692308	680.2727273	84.5	205.3636364
C6orf106	310.9375	429.1666667	591.5	353.6	420	533.75	378.0769231	273.2727273	254.875	387.2727273
C6orf108	285.0625	299.1666667	105.5833333	92.8	331.8181818	319.5	169.4615385	381.6363636	408.375	563.3636364
C6orf112	12.125	11.33333333	10.75	13.2	12	15	12.34615385	12.45454545	11.875	12.09090909
C6orf114	17.375	28	272.3333333	32	11.90909091	15.75	17.30769231	41.27272727	16.75	87.54545455
C6orf115	1344.8125	1472.166667	393.1666667	201.8	1493.863636	825.5	1161.423077	1027.454545	316.125	1008.454545
C6orf118	15.75	14.16666667	15.33333333	16	14.18181818	20.75	14.80769231	14.90909091	13	16.63636364
C6orf120	200	117.1666667	61.66666667	108.4	129.3636364	46.75	68.53846154	498.6363636	639.875	406.6363636
C6orf122	31.5	28.16666667	28.66666667	33.4	29.77272727	38.75	32.11538462	24.63636364	28.75	27
C6orf123	12.5	11.83333333	9.916666667	11	11.59090909	12	13.73076923	11	11.125	11.63636364
C6orf124	17.3125	12.16666667	11.25	17.6	14.04545455	28	18.53846154	18.45454545	10.375	11.09090909
C6orf125	23.5	28.5	39.75	24.2	38.5	26.5	23.73076923	24.72727273	24.5	24.72727273
C6orf129	187.125	150.8333333	183.75	104.4	530.7727273	542.5	773.7307692	570.9090909	263.75	363
C6orf130	299.0625	280.5	291.6666667	124.2	477.9090909	781.75	428.1923077	203.3636364	235.125	238.0909091
C6orf132	36.4375	33.83333333	26.16666667	45	26.04545455	56.25	31.80769231	26	59.125	26.54545455
C6orf134	43.25	54.33333333	40.16666667	32.2	74.27272727	50.75	58.11538462	64.45454545	39.5	40.63636364
C6orf136	66.375	122.8333333	347.4166667	74.4	213.8636364	51.25	148.4230769	137.4545455	69.875	101.5454545
C6orf138	33.375	29.66666667	23.83333333	26.8	27.77272727	44.5	35.53846154	35.36363636	27.625	20.90909091
C6orf141	25.625	21.33333333	16.25	23.6	25	34	31.11538462	41.45454545	21.875	20.18181818
C6orf142	21	23.16666667	15.16666667	18.2	17.90909091	20.75	22.84615385	182.5454545	15	16.72727273
C6orf145	56.125	56	41.75	55.4	35.27272727	84.75	52.92307692	1148.636364	1541.875	411.2727273
C6orf146	25.4375	28.16666667	20.91666667	24	24.59090909	39.25	29.38461538	21.09090909	15.875	23.27272727
C6orf147	10.5625	11.16666667	13.83333333	11	12.40909091	12.5	11.73076923	11.81818182	11.375	10
C6orf15	167.8125	185.5	80.75	148.8	110.4090909	157.5	141.5384615	110.8181818	99.25	117.9090909
C6orf150	37.9375	36.66666667	40.66666667	33.6	28.68181818	37	30.88461538	16.90909091	16.5	19.45454545
C6orf153	66.6875	73.83333333	72.25	40.6	94.36363636	40.5	56.07692308	123.0909091	158	76.63636364
C6orf154	36.3125	29	28.5	37	29.27272727	44	36.92307692	36.09090909	36.5	34.09090909
C6orf155	9.5625	9.833333333	11.08333333	9.8	8.681818182	9.75	9.923076923	14.27272727	16.25	9.272727273
C6orf162	100.8125	74.33333333	72.16666667	135.4	156.9545455	230.75	115.8461538	114.3636364	96.375	137.0909091
C6orf163	19.5	22.16666667	10.91666667	32.6	19.59090909	22.75	20.46153846	19.90909091	14.125	22.09090909
C6orf164	16.5	17.16666667	17.25	26.4	15.86363636	17	15.46153846	15.63636364	15.25	17.27272727
C6orf165	68.375	70	55.08333333	68	55.40909091	81	69.61538462	68.54545455	65.25	65.27272727
C6orf168	9	8.333333333	9.333333333	10	8.409090909	11.25	8.730769231	9.181818182	8.875	8.363636364
C6orf170	6.875	10	24.33333333	7.4	26.31818182	7.75	12.61538462	11.18181818	37.875	11.54545455
C6orf173	275.25	191.6666667	87.5	41.8	54.95454545	54.5	106.9230769	1322.636364	477.25	596.1818182
C6orf174	32.0625	32.16666667	26.75	31	25.59090909	30.5	28.73076923	26.09090909	22.625	25.72727273
C6orf176	20.4375	19.5	15.5	19	16.63636364	24.25	17.92307692	14.54545455	12.25	15.72727273
C6orf182	22.6875	22.5	20.16666667	17	21.45454545	21.5	21	38.72727273	44.375	27.81818182
C6orf192	384	57.66666667	106.5	29.8	394.2727273	142.75	148.1153846	199.9090909	100.5	526.5454545
C6orf195	25.3125	28	23.91666667	33.8	23.86363636	31.25	28.42307692	26.54545455	24	26.18181818
C6orf201	15.4375	14.33333333	13.16666667	15	15.5	19.75	15.42307692	13.63636364	10.875	12.27272727
C6orf203	114	66.83333333	108.5833333	19	114.9090909	96.75	129.3846154	269.6363636	301.125	156.3636364
C6orf204	13.9375	12	15.25	16	16.5	12.75	16.57692308	12.36363636	12.25	12.81818182
C6orf208	55.375	51.83333333	58.91666667	41.4	44.18181818	62.25	55.61538462	34.54545455	34.875	34.81818182
C6orf211	413.6875	329.6666667	141.9166667	317.8	256.3636364	174.25	127	545.5454545	569.375	653.0909091
C6orf217	16.375	16.83333333	17.41666667	15.2	16.90909091	14.75	15.03846154	15.09090909	14.25	15.27272727
C6orf218	8.5	8	7.666666667	8.4	7.863636364	9.75	8.538461538	8	8.125	8.090909091
C6orf221	31.9375	35.83333333	35.75	37.6	25.18181818	24.75	25.80769231	37.54545455	31.5	34.63636364
C6orf223	156.625	144.3333333	90.75	141.8	172.2272727	213	188.8461538	108.1818182	93.875	136.5454545
C6orf225	36.75	33.33333333	49.08333333	41.4	47.68181818	63.75	103.8846154	265.5454545	393	48
C6orf226	199.25	198.6666667	599.8333333	87.2	165.8636364	126	208.3076923	143.0909091	131	156.2727273
C6orf25	27.6875	28.5	24.5	37.4	20.13636364	28	22.57692308	27	24.125	27
C6orf27	62.75	63.16666667	69.25	73	49.22727273	58.75	54.65384615	64.63636364	58.375	62.27272727
C6orf35	82.8125	70.16666667	241	43.4	80	62.25	91.23076923	125.0909091	187.75	77.90909091
C6orf41	11.75	11.16666667	11.5	11.2	11.5	16.25	13.26923077	9.909090909	11.875	9.818181818
C6orf47	144.6875	143.6666667	128	172.4	145.0909091	118.5	105.5384615	129.0909091	111.75	135.5454545
C6orf48	1789.125	1428.833333	2695.166667	240.8	3301.863636	2828	3050	1871.909091	3456.375	1154.363636
C6orf52	62.375	60.33333333	55.75	58.2	56	85.75	72.19230769	62.63636364	32.25	56.63636364
C6orf54	113.0625	99.16666667	79.25	119.8	85.63636364	143	102.7307692	82.63636364	69.125	86.72727273
C6orf57	170.4375	83.66666667	37.33333333	38	81.77272727	174.25	92.46153846	138.1818182	139.625	221.2727273
C6orf58	20.75	19.66666667	19.66666667	18.8	17.59090909	24	18.38461538	18.90909091	15.5	15.63636364
C6orf59	93	96.83333333	105	71.6	80.31818182	88.25	110.2692308	55.36363636	55.5	96.54545455
C6orf62	1485.1875	1999	744.1666667	1921.6	2697.863636	110.5	1149.115385	2234.181818	2365.25	3907.909091
C6orf64	142	141.6666667	88.66666667	102.8	245.8636364	130	159.8461538	190.4545455	219.875	216
C6orf70	133.4375	183.5	361	65.2	261.7727273	180.25	182.7307692	228.1818182	206.875	207.5454545
C6orf72	450.125	306.3333333	531.6666667	532.2	264.5909091	464.25	315.4615385	750.5454545	1146.625	517.7272727
C6orf81	46	42.66666667	52.83333333	45	47.54545455	51.25	41.73076923	38.09090909	35.25	40.54545455
C6orf89	257.75	157.3333333	220.8333333	408	173.8181818	193	329.9230769	223.1818182	358.625	340.2727273
C6orf94	14.5	13.5	14.5	15.8	13.22727273	15	14.19230769	13.45454545	13	13.45454545
C6orf97	59	55.16666667	18	71.4	28.09090909	38	31.76923077	22	21.375	37.81818182
C7	18.375	16.33333333	14.75	17.8	16.18181818	25	17.26923077	15.81818182	15.875	16.09090909
C7orf10	37.1875	32	26.08333333	37	28.18181818	49.75	36	67	126.875	30.27272727
C7orf11	507.375	487.3333333	253.5	181	448.1363636	338.5	221.1923077	759.7272727	658.375	420.7272727
C7orf13	97.3125	107.6666667	64.33333333	91.2	88.77272727	99.5	72.57692308	136	95.75	92.45454545
C7orf16	52.1875	534.5	33.75	33	34.59090909	39.25	40.23076923	33.72727273	29.625	94
C7orf20	148.75	180.8333333	241.0833333	159.4	208.0909091	68.25	138.6923077	254.9090909	273.5	149.5454545
C7orf23	596.125	533.5	1623.916667	200.2	1006.181818	1041	594.0769231	461.2727273	750.875	855.1818182
C7orf26	21.25	18.66666667	16.91666667	22.4	17.09090909	20	18.5	15.72727273	12.875	14.81818182
C7orf27	214.8125	209.1666667	170.4166667	170.2	276.2272727	88.25	114.8846154	174.9090909	174	174.9090909
C7orf28A	54.625	61	43.16666667	62.2	51.86363636	57	57.53846154	38.54545455	33.375	45.63636364
C7orf28B	72.625	156	435.4166667	69	168.4090909	76	150.6923077	31.45454545	36.375	44.54545455
C7orf29	87	79.66666667	213.1666667	103	189.4090909	61.25	88.5	48.18181818	63	95.18181818
C7orf30	397.375	332	467.5833333	169	388.8636364	347.25	272.3461538	939.1818182	1057.375	597
C7orf31	126	111.8333333	103.0833333	42.8	107.1818182	96	72.30769231	45.09090909	74.125	97.90909091
C7orf33	25.4375	29.5	18.5	26.4	19.68181818	24.25	21.19230769	18.54545455	15.625	19.54545455
C7orf34	19.6875	19.5	18.41666667	18.6	19.18181818	22.75	19.38461538	16.72727273	15.875	18.09090909
C7orf36	67.9375	40	29.83333333	22	125.9090909	185.5	163.6153846	287.1818182	320.875	165.6363636
C7orf4	23.5625	22.33333333	24.91666667	24	19.77272727	25	25.5	22	21.375	20
C7orf40	381.9375	643.6666667	1159.416667	100.4	338	474.25	1060.076923	214.7272727	207.25	154.8181818
C7orf41	48.5625	42.83333333	133.0833333	185	58.45454545	25.5	36.80769231	55.36363636	142	52.72727273
C7orf42	665.5	765.8333333	884.1666667	673.4	630.2727273	307	517.9615385	1036.363636	1136.375	823.4545455
C7orf43	203.375	259.6666667	161.6666667	420.2	263.8636364	115.5	149.3846154	122.4545455	120.625	150.3636364
C7orf44	236.75	245.1666667	274	269.8	207	382.25	492.8076923	347.1818182	243.25	232
C7orf45	12.9375	10.83333333	8.666666667	11	11.22727273	14.75	13.80769231	9.727272727	8.75	9.545454545
C7orf46	53.6875	53	133.5	29.4	71.63636364	38.5	55.30769231	54.81818182	37	74.45454545
C7orf47	171.125	204.5	349.4166667	260.4	452	101.5	156.2692308	321.7272727	175.875	128.5454545
C7orf49	229.875	206.1666667	67.41666667	102.6	181.7727273	100.5	142.3461538	236.2727273	317	298.3636364
C7orf50	115.125	96.66666667	40.66666667	152.6	72	154.75	105.8461538	82.36363636	77.125	92.36363636
C7orf51	39.8125	34.83333333	30.08333333	39.4	33.5	43.5	34.23076923	31.36363636	29.25	29.09090909
C7orf52	96.375	103.1666667	72.25	81.8	78.18181818	146.25	95.92307692	68.72727273	56.25	104.1818182
C7orf53	33.8125	36.33333333	25.91666667	221.8	34.72727273	33.25	31.61538462	30.09090909	34.125	27.90909091
C7orf54	55	57.16666667	78.33333333	44.2	104.6363636	61	120.3846154	36.72727273	31.375	44.63636364
C7orf55	201.5625	128.8333333	90.25	54.8	155.4545455	491	193.2307692	241.0909091	209.75	192.1818182
C7orf57	7	6.666666667	8.416666667	7.2	7.363636364	7	6.961538462	6.909090909	6.75	18.09090909
C7orf58	163.3125	136.1666667	24.5	22	22.5	60.25	22.57692308	47.90909091	297	159.0909091
C7orf59	1963.75	1720.166667	1108.833333	2813	876.7727273	1417.75	1019.269231	670.1818182	623.75	669.5454545
C7orf60	191.4375	175	176.1666667	364.4	248.2272727	56.75	115.7692308	176.2727273	559.75	248.1818182
C7orf61	51.5	53.16666667	100.4166667	70.6	47.59090909	48.5	48.5	67.45454545	40.5	47.27272727
C7orf62	29.4375	30.66666667	33.91666667	32	27.40909091	40.75	30.34615385	22	20.625	22.09090909
C7orf63	23.8125	22.33333333	19.91666667	24.6	21.13636364	31.25	26.76923077	28.45454545	36.25	21.18181818
C7orf64	118.875	86.66666667	442.4166667	183.2	246.1363636	338.5	602.3076923	114.0909091	154.25	154.1818182
C7orf68	68.5	60.83333333	157.3333333	53.4	62.22727273	94.25	76	213	236.25	179.8181818
C7orf69	20.5625	16.33333333	12.16666667	20.2	15.36363636	28.25	18.96153846	13.18181818	15.375	15.54545455
C7orf70	336.5625	346.6666667	145	274	431.8636364	195.75	209.1923077	745.2727273	1003.75	628.8181818
C7orf71	20.5	19.5	18.16666667	22.6	19.59090909	32.25	20.07692308	15.90909091	14.625	17
C8A	24.125	22.33333333	16.41666667	27.2	19.68181818	25.75	21.30769231	18.72727273	16.75	19.90909091
C8B	55.8125	57.5	39	54.8	43.5	56	58.26923077	39.18181818	33	45.27272727
C8G	21.5625	23.33333333	31.66666667	24.4	20.5	18	20.65384615	23.36363636	21.875	24.81818182
C8orf12	20.6875	20	17.58333333	22.2	18.63636364	24.25	26.92307692	18.09090909	17.125	16.36363636
C8orf17	22.25	20.83333333	21.66666667	20.8	17.54545455	19.75	20.69230769	18.36363636	17	18
C8orf22	14.75	14.5	10.5	15.4	13.27272727	18	14	11.63636364	12.875	11.54545455
C8orf30A	169.8125	188.8333333	102.8333333	100	206.0909091	159	151.5769231	280.5454545	171.125	221.9090909
C8orf31	49.5	71.5	35.58333333	26.2	32.31818182	50	42.15384615	23.18181818	83.75	24.63636364
C8orf33	194.3125	250.8333333	453.5833333	67.6	200.7272727	125	205.6538462	335.7272727	482.5	289.1818182
C8orf34	17.4375	16.16666667	14.91666667	17.6	14.68181818	22	17.73076923	16.09090909	43.875	15.36363636
C8orf37	50.3125	42.5	56.41666667	36.4	64.68181818	65.5	57.69230769	60.45454545	67.25	55.90909091
C8orf38	77.625	76.66666667	276.25	25.4	113.5454545	70.25	165.5	241.4545455	237.25	401.8181818
C8orf39	30.25	26.66666667	27.25	25	24.63636364	24.25	27.80769231	26.09090909	20.75	25
C8orf4	6.4375	7	7.083333333	7	6.409090909	6.25	6.269230769	322.8181818	238.125	6.454545455
C8orf40	522.8125	361.5	912	131.8	580.9545455	455.75	700.3076923	370.6363636	854.75	877.5454545
C8orf41	99.4375	86	115.1666667	116.2	84.5	85.5	109.8846154	198.6363636	147.75	135.2727273
C8orf42	40.625	36.16666667	24.91666667	49.2	35.68181818	31.75	33.76923077	49.63636364	35.625	38.90909091
C8orf44	58.5	50	33	70.4	87.77272727	84	64.92307692	50.81818182	53	58.54545455
C8orf45	9.875	10.33333333	9.833333333	10	9.590909091	8.5	9.384615385	9.909090909	9.125	9.181818182
C8orf46	12.9375	11.16666667	20.66666667	12.8	12.59090909	13.25	12.73076923	12.63636364	15.5	11.45454545
C8orf47	8.8125	8.833333333	10.08333333	9.6	8.818181818	9.75	9.307692308	10.09090909	12.75	8.818181818
C8orf48	12.875	13.5	14.33333333	13.2	12.36363636	14.25	13.26923077	68.81818182	114.75	13.63636364
C8orf49	9.5	9	8.416666667	11	9.227272727	11.25	9.961538462	8.181818182	8	8.727272727
C8orf50	26.6875	26.33333333	34.25	30	30.31818182	33.75	28.53846154	23.63636364	24.375	25.54545455
C8orf51	78.75	69	43.25	67	67.5	85.75	75.80769231	50.36363636	50.375	46.63636364
C8orf54	17.5625	18.83333333	15.41666667	19.2	16.77272727	21.5	17.15384615	15.81818182	14	16.45454545
C8orf55	77.75	102.3333333	68.83333333	56	162.0909091	64.75	58.03846154	145.6363636	72.125	93.63636364
C8orf56	61.1875	59	42.16666667	66	57.72727273	71	61.96153846	53.36363636	44	50.72727273
C8orf59	40.5625	36.66666667	161.1666667	15.4	59.36363636	96.25	153.8076923	63.81818182	32.875	31.54545455
C8orf60	190.75	353.5	291.1666667	1174.6	71.63636364	140	172.6538462	67.36363636	62.375	65
C8orf66	56.25	50.33333333	52.66666667	49.4	47.18181818	59.5	59.73076923	48.36363636	42.5	41.81818182
C8orf68	45.6875	50.16666667	47.33333333	45.2	38.59090909	39.25	45.30769231	33.09090909	33.875	31.72727273
C8orf71	8.75	9.166666667	8.666666667	8.4	8.272727273	9	9.115384615	8.909090909	9	8.090909091
C8orf73	221.125	246	110.3333333	243.6	150.0909091	222.75	167.6538462	125	94	147.7272727
C8orf74	22.4375	26.33333333	29	24	23.09090909	20.25	21.5	27.09090909	22.75	30.18181818
C8orf75	39.9375	37.16666667	30	36.2	32.5	52.5	48.19230769	27.90909091	29	30.09090909
C8orf76	67.6875	80.5	243.0833333	58.2	64.86363636	51	72.88461538	50	68	84.09090909
C8orf77	18.375	13	13.83333333	20.2	18.5	27	25	13.27272727	11.625	12.54545455
C8orf79	28.5	23.16666667	17.16666667	28.2	20.81818182	42.25	31.19230769	20.81818182	33.875	22
C8orf8	11.0625	12	11.58333333	11.6	9.545454545	9.75	10.03846154	10.90909091	10.25	10.63636364
C8orf81	23.5625	14.83333333	11.16666667	13.2	17.40909091	43.25	31.46153846	12.27272727	11.625	13.81818182
C8orf82	165.9375	206.1666667	177.25	43.2	101.1363636	39	32.65384615	231.1818182	313.875	218.5454545
C8orf83	274.5	283.8333333	26.08333333	161	35.68181818	37.5	22.73076923	106.6363636	262	162.4545455
C8orf84	34.375	30.66666667	24.91666667	38.6	27.90909091	45	33.76923077	24.27272727	332.625	26.09090909
C9	9	9.166666667	9.333333333	9.2	7.681818182	9	8.307692308	11.54545455	9.125	9.545454545
C9orf100	52.1875	45.83333333	33.25	51	45.13636364	79.25	64.30769231	34.09090909	34.625	38.54545455
C9orf102	10.75	10.83333333	9.333333333	11.4	13.45454545	11.5	14.57692308	10.36363636	9.375	11.27272727
C9orf103	182.3125	273.8333333	368.5833333	105.8	315.4545455	283.5	236.8846154	137	112.375	287.3636364
C9orf107	14.375	16	14.08333333	20	12.95454545	17.5	14.61538462	13.54545455	12.375	12.18181818
C9orf11	9.875	9.5	9.5	9.2	11	11	10.73076923	9.636363636	8.75	10.18181818
C9orf114	77.4375	69	61.58333333	51	121.3181818	65.25	58.38461538	114.0909091	91.625	100.2727273
C9orf116	59.5	59	44.08333333	58.6	45.81818182	50.75	50.73076923	86.90909091	86.25	57.45454545
C9orf117	181.6875	198.5	157	130.6	143.1818182	184.25	175.1538462	134.7272727	127.375	138.3636364
C9orf119	116.5	85.33333333	95.16666667	72.4	101.3181818	107	120.6153846	350.2727273	444.25	120
C9orf122	16.25	14.66666667	11.75	18.6	14.63636364	17.25	16.07692308	10.90909091	12.75	11.36363636
C9orf123	36.5625	37.33333333	49.5	28.8	117.4545455	43.25	64.61538462	66.54545455	98.5	37.54545455
C9orf125	39.25	31	17.41666667	28.8	32.27272727	41.25	44.46153846	35.36363636	66.5	25
C9orf128	26	27	24	26.8	23.04545455	21.75	20.57692308	28.63636364	21.125	26
C9orf130	29.1875	41	37.75	26.2	29.72727273	30	41.42307692	31.72727273	29.25	32.81818182
C9orf131	79.9375	81.5	33.5	89.4	70.18181818	87	73.61538462	68.27272727	57.875	68.09090909
C9orf135	18.625	17.16666667	13.08333333	19.6	19.09090909	26	25.69230769	15.81818182	13.625	13.72727273
C9orf140	193	166	137.5833333	150.4	124.5454545	236.5	167.6538462	308.3636364	140.25	143.1818182
C9orf142	178.625	220.1666667	308.4166667	94.8	234.9545455	129.25	266.8846154	177.4545455	149.125	130.4545455
C9orf144	13.5	12.33333333	14.25	12.4	11.27272727	13.75	11.23076923	10.09090909	10.375	10.63636364
C9orf144B	27	26	22	23.6	22.09090909	26.25	27.26923077	24.36363636	19.5	23.09090909
C9orf148	41.125	41	28.75	39.8	35.95454545	51	39.73076923	30.09090909	29.625	27
C9orf150	36.1875	31	23.08333333	45.8	30.72727273	39.25	44.42307692	73.72727273	644.25	26.18181818
C9orf152	10.4375	9.333333333	9.25	10.4	10.09090909	12.5	12.34615385	9.272727273	9.875	9.363636364
C9orf156	15.625	14.16666667	11.33333333	16.4	13.36363636	15	14.19230769	10.54545455	9.875	12.63636364
C9orf16	23.75	24	23.16666667	24.8	23.68181818	26	25.11538462	22.09090909	19.625	20.45454545
C9orf163	128.125	127.3333333	102.75	111	113.8636364	127.75	125.7692308	90.09090909	75.75	98.54545455
C9orf167	189.125	238.8333333	44.58333333	105.4	41.81818182	44.25	38.19230769	363.1818182	146.875	217.2727273
C9orf169	78.5625	98.5	73.91666667	72	70.36363636	64.5	74.46153846	83.63636364	69.125	81.81818182
C9orf173	55	65.5	42	37.8	44.22727273	56	57.23076923	45.90909091	36.875	48.81818182
C9orf21	285.5625	341.8333333	1843.75	117.6	126.7272727	61.75	116.6153846	274.9090909	481.25	377.7272727
C9orf23	570.75	469.5	187.5833333	270.2	397.0909091	528.25	455.1153846	383.6363636	390.5	403.5454545
C9orf24	33.5625	28.83333333	24.83333333	26.2	28.68181818	30.25	36.53846154	28.90909091	24.125	27.36363636
C9orf25	94.0625	133.3333333	116.6666667	152.4	130.3636364	111	98.61538462	212.4545455	110	124
C9orf27	21.8125	18.83333333	12.41666667	22.6	16.13636364	43	23.61538462	16.54545455	12.25	15.54545455
C9orf29	21.1875	20.66666667	16.66666667	24.8	20.22727273	27	22.11538462	19	15.625	19
C9orf3	47.3125	46.66666667	29.58333333	48.4	43.40909091	54.25	54.23076923	192.7272727	286.25	38.90909091
C9orf30	70.75	57.16666667	559.5	82.6	182.3181818	74.5	140.1153846	940.5454545	642	503.4545455
C9orf31	42.5625	37.66666667	29.41666667	34.2	38.36363636	68.5	55.61538462	28.09090909	22.625	30.63636364
C9orf37	112.5625	119.1666667	96.41666667	118.6	88	149	84.23076923	107.6363636	104.25	94.18181818
C9orf38	18.8125	25.83333333	26.66666667	15.2	49.22727273	20.25	38.5	16.54545455	13.625	14.81818182
C9orf4	49.6875	52	44.58333333	48.2	35.95454545	51	50.03846154	25.45454545	22.125	29.63636364
C9orf40	66.125	69	86	115.4	119.1818182	106.75	107.0384615	184	166.625	139.9090909
C9orf41	75.625	92.16666667	107.6666667	30.8	194	44.75	114.5769231	178.9090909	194.125	123.6363636
C9orf43	18.25	18	22.83333333	21	17.5	20.25	17.53846154	21.45454545	18.375	21.18181818
C9orf44	74.25	63.5	40.33333333	96.4	43.90909091	107	71.84615385	47.36363636	47.25	56.63636364
C9orf45	59.375	64.83333333	63.66666667	57.6	102.7272727	197.25	73.73076923	66.18181818	38.5	66.45454545
C9orf46	169	141	330.8333333	153.4	316.5454545	234.75	257.4615385	317.1818182	316.5	560.2727273
C9orf47	52.3125	34.83333333	22.33333333	30.6	30.72727273	30.5	38.23076923	25.90909091	27.875	21.90909091
C9orf5	185.4375	140.1666667	318.4166667	74.2	456.6818182	139.75	353.5	462.8181818	592.625	374.4545455
C9orf50	49.5625	48.83333333	54.58333333	50.2	41.22727273	55.75	51.42307692	51.27272727	47.125	47.36363636
C9orf53	40.3125	40.5	45	35	34.77272727	49	43.26923077	39	31.625	40.27272727
C9orf57	10.5	9.666666667	10.25	11.2	9.818181818	11.25	10.76923077	9.181818182	9.25	10.54545455
C9orf6	326.625	279.8333333	114.5	306.8	264	169.25	236.8076923	335.2727273	305	400.2727273
C9orf62	54.8125	48	63.75	50.4	45.95454545	71.75	48.92307692	36.27272727	35.125	35.63636364
C9orf64	1511.1875	1180.166667	1232.083333	1802.4	1410.863636	2880	2158.5	443.0909091	476.625	698.9090909
C9orf66	21.9375	20.83333333	16.33333333	23.4	15.59090909	17	17.73076923	18.09090909	14.375	17.90909091
C9orf68	20.0625	16.5	12.08333333	26	17.13636364	31.25	17.5	15.90909091	13.25	20.18181818
C9orf69	251.75	361.1666667	95.08333333	190.4	390.9545455	84	126.1153846	413.3636364	381.25	324.8181818
C9orf7	463.375	453.5	297.5	450.6	336.5909091	489.5	367.1538462	304.8181818	294.375	289.8181818
C9orf70	37.25	35.83333333	32.25	29.8	26.45454545	31.25	31.11538462	34.36363636	29.25	30.54545455
C9orf71	38.0625	40.33333333	21.5	64.8	28.04545455	45.25	34.38461538	27.63636364	19.5	29.18181818
C9orf72	1231.0625	1604.5	182.25	1603.2	245.5909091	83	149.2692308	106.6363636	86	389.8181818
C9orf75	76.25	81.16666667	96.25	53.2	58.31818182	60.5	50.19230769	78.81818182	83.25	76.09090909
C9orf78	310.8125	481	1019.583333	268.4	628.4545455	267.5	616.8076923	236.1818182	337.875	242.5454545
C9orf79	31.3125	28.5	32.5	29.6	28.81818182	31.75	30.96153846	31.45454545	25.5	28.81818182
C9orf80	166.125	134.5	95.5	108.4	134.9545455	155.25	120.1153846	140	148.75	152.5454545
C9orf82	210.9375	286.6666667	682.75	54	355.0909091	120.5	287.6923077	537.2727273	465.875	495.4545455
C9orf84	9.875	9.5	8.75	11	9.727272727	9.25	9.538461538	9.090909091	8.75	8.909090909
C9orf85	61.625	67.33333333	22.83333333	53	46.27272727	72	63.5	41.09090909	40.5	40.90909091
C9orf86	178.3125	190.5	396	114.6	353.5909091	53.75	106.3846154	248.2727273	128.375	237.1818182
C9orf89	46.625	44	49.58333333	49.2	38.40909091	40	40.30769231	42.72727273	33.375	36.54545455
C9orf9	52.6875	57.16666667	40.75	56.8	42.22727273	64.25	45.88461538	65.45454545	79.875	59.81818182
C9orf91	198	198.1666667	91.83333333	73	93.77272727	90	47.65384615	76.18181818	133	138.0909091
C9orf93	12.8125	13	14.75	14.2	13.13636364	16	12.73076923	15	13	18.18181818
C9orf95	9.25	9.833333333	10.83333333	13.6	18.27272727	9.25	13.07692308	11.81818182	9.5	12.63636364
C9orf96	40.6875	35.33333333	35.16666667	41.2	38.31818182	41.5	41.03846154	39.72727273	32.125	37.72727273
C9orf98	112.625	122.8333333	67.75	100.8	88.77272727	191.25	108.6538462	87.90909091	87	191.4545455
CA1	17.25	17	14.5	14.8	15.54545455	17.25	17.38461538	13.81818182	13.75	12.18181818
CA10	21.1875	20.16666667	16	20.2	18.40909091	29	20.65384615	16.45454545	16.25	17.18181818
CA11	68.6875	63.16666667	136.1666667	55.2	138.3636364	117.75	101.9230769	84.36363636	87.875	212.9090909
CA12	64	58.33333333	44.33333333	59	55.86363636	68.75	71	114.2727273	408.875	81.54545455
CA13	68.125	39	76.58333333	38.2	32.40909091	37.5	33	95.45454545	136.875	37.45454545
CA14	84.5625	67.83333333	42.16666667	64	72.18181818	106.25	102.6153846	50.18181818	36.875	54.09090909
CA2	102.875	175.6666667	21.66666667	159	16.27272727	35.25	106.8461538	14.36363636	17.875	2267.727273
CA3	8.0625	7.666666667	12	9.2	7.590909091	8.75	7.846153846	8.363636364	9	8.181818182
CA4	44.875	52.33333333	37.91666667	226.8	41.40909091	49	35.46153846	44.45454545	34.125	49.81818182
