Symbol	Monocytes_CD14+CD16-	Monocytes_CD16+CD14-	NK_cells	Neutrophils	T_cells_(CD4+)	B_cells	T_cells_(CD8+)	Endothelial_cells	Fibroblasts	Macrophage
ADAMTS12	51.9375	46.83333333	39.41666667	52.4	50.95454545	75.25	64.84615385	84.18181818	658.125	32.27272727
ADAMTS13	121.0625	126	118	168.8	112.7272727	147.5	110.0769231	98.45454545	99.75	105.8181818
ADAMTS14	78.6875	83.66666667	63.91666667	89.6	55.72727273	77.5	60.53846154	61.72727273	58.25	63.90909091
ADAMTS15	35.9375	41	35.08333333	44.6	30.86363636	32	34.34615385	42	30.875	42.54545455
ADAMTS16	60.125	65.5	44.83333333	75.4	39.04545455	70	54.5	46.09090909	47.625	44.63636364
ADAMTS17	20.0625	17.33333333	22.91666667	22.4	26.86363636	21.25	21.38461538	17.09090909	16.25	18.45454545
ADAMTS18	18.8125	17	13.83333333	18.6	18.27272727	22.5	23.96153846	409.5454545	15.125	15
ADAMTS19	7	6	7.666666667	7.2	6.954545455	6.5	6.846153846	7.181818182	7.375	6.727272727
ADAMTS2	51.0625	45.66666667	78.75	51.2	44.31818182	56.25	60.34615385	44.72727273	223.375	44.81818182
ADAMTS20	11.25	11.83333333	11.58333333	11.8	11.59090909	14.75	12.23076923	11.27272727	10.375	9.818181818
ADAMTS3	10.5	10.5	10.75	14.8	9.5	12	10.84615385	20.45454545	23.75	9.363636364
ADAMTS4	76.3125	78.83333333	71.75	80.8	61.40909091	60.75	60.65384615	68.18181818	64	53.63636364
ADAMTS5	8.4375	7.5	8.25	7.4	7.136363636	8.25	7.769230769	7.909090909	47	7.181818182
ADAMTS6	12.0625	11.33333333	15.33333333	12	18.04545455	16.25	16.84615385	196.0909091	121.625	14
ADAMTS7	34.3125	29.5	28	34.6	25.22727273	41.75	30.42307692	28.81818182	27	30.63636364
ADAMTS8	52.5	54.33333333	44.5	46.6	40.77272727	69.75	47.73076923	47.36363636	36.125	50.09090909
ADAMTS9	31.8125	30.33333333	21	29	27.13636364	38.25	32.34615385	22.90909091	19.875	23.18181818
ADAMTSL1	35.625	37.66666667	34.83333333	44	32.72727273	46	36.38461538	67.90909091	111.875	36
ADAMTSL2	38.6875	33.5	38.16666667	45	25.86363636	31.75	28.88461538	33.18181818	26.875	34.18181818
ADAMTSL3	54.5	60	43.58333333	58	44.63636364	56.75	47.19230769	49.36363636	38.25	46.27272727
ADAMTSL4	67.3125	64	28.75	75.6	43.95454545	83.5	61.11538462	34.18181818	35.125	53.18181818
ADAMTSL5	68.4375	66	65.58333333	78.2	59.09090909	71.5	64.5	62.81818182	64.25	59.18181818
ADAP1	973.6875	1252.5	568.6666667	533	237.9090909	227.5	261.6538462	180.8181818	225.125	423.8181818
ADAP2	598.3125	835.5	59.83333333	99	64.86363636	142.5	74.34615385	56.63636364	45.875	1070.454545
ADAR	2314.6875	2574.166667	1739.833333	7176.6	3195.954545	1846.25	2257.538462	1875.181818	1549.5	2088.363636
ADARB1	30	41.5	172.3333333	51.4	355.5454545	164.5	123.7692308	216.1818182	453.125	133
ADARB2	60.625	61	55.5	80.8	53.90909091	63.5	58.19230769	54.90909091	37.625	58.18181818
ADAT1	159.0625	187.5	204.4166667	275.4	214.4090909	194	190.0769231	176.2727273	207.5	142
ADAT2	42.8125	54.83333333	167.0833333	28	145.2727273	44.5	75.19230769	79.72727273	49.5	37.54545455
ADC	93.375	87.5	100.5833333	94.2	91.09090909	101.75	88.5	92.72727273	89.25	74.63636364
ADCK1	137.1875	126.5	63.16666667	91.4	116.9545455	120.25	93.11538462	97.45454545	98.875	161.5454545
ADCK2	97.5	107	121.5	81.6	99.59090909	104.25	77.69230769	125.4545455	90.125	262.2727273
ADCK4	18.8125	17.33333333	13.91666667	23.8	19.40909091	24	17.61538462	15	14.375	16.72727273
ADCK5	68.875	91	59.08333333	50.8	67.27272727	37.25	38.38461538	61.45454545	64	57.81818182
ADCY1	51.5625	50.33333333	39.58333333	64.6	39.13636364	66	45.92307692	45.63636364	36.75	50.18181818
ADCY10	19.5625	19	18.16666667	20.4	18.18181818	21.25	20.03846154	17.09090909	16.375	16
ADCY2	45.75	54.33333333	38.16666667	40.6	35.36363636	36.5	38.5	34.72727273	35.25	35.27272727
ADCY3	44.4375	35.83333333	53.25	43.4	143.9090909	46.5	66	181.3636364	242.125	671.1818182
ADCY4	140.75	143.6666667	91.75	239.2	121.5909091	168.5	145.1153846	417.0909091	104.5	132.6363636
ADCY5	57.0625	59.5	49.5	66.8	49.72727273	64	56.61538462	50.27272727	48.125	43.63636364
ADCY6	68.125	75.66666667	55.5	69.4	53.13636364	96	73.03846154	126.7272727	143.25	61.09090909
ADCY7	765.75	1337.5	1371.083333	407.6	781	133	324.7307692	44.72727273	266	688.4545455
ADCY8	36.6875	36.16666667	23.25	43.2	25.5	55	32.23076923	28.45454545	24	33
ADCY9	130.5625	108.3333333	216.3333333	30	79	34.5	58.73076923	221.9090909	737.75	218.7272727
ADCYAP1	25.5625	24.83333333	21.83333333	26.6	20.95454545	31.5	24.96153846	19.09090909	21.375	18.45454545
ADCYAP1R1	41.625	41	30.25	41.6	34.27272727	41.25	40.07692308	31.45454545	30.875	34.45454545
ADD1	454.875	765	979.9166667	966.4	835.9545455	341.25	323.5769231	994.2727273	718.75	476.9090909
ADD2	46.9375	126.3333333	25	36.8	40.18181818	74	45.07692308	33.09090909	31.75	35.09090909
ADD3	1725.3125	1648.333333	2956.083333	2425.4	5371.636364	2475.5	1974.538462	996.7272727	2856.5	693.5454545
ADH1A	21.4375	18.66666667	14.33333333	19.2	15.13636364	31	17.46153846	13.18181818	12.875	18.36363636
ADH1B	12.875	12.33333333	10.75	12.8	11.5	16.25	13.73076923	9.818181818	222.625	9.818181818
ADH1C	13.8125	13.5	11.58333333	17	11.22727273	15.5	13.07692308	11.54545455	17	11.54545455
ADH4	9.3125	10.16666667	9.166666667	9.2	8.636363636	8.75	8.653846154	9.363636364	9.75	9.545454545
ADH5	489.5625	370.6666667	542.4166667	123	849.5454545	577.25	583.1538462	1086.454545	2314.75	1150.727273
ADH6	33.5625	34.83333333	16.33333333	45.4	28.45454545	54	35.88461538	21	22.375	22.45454545
ADH7	20.5	18.66666667	15.83333333	20.8	18.40909091	20.75	19.34615385	17.36363636	15.5	21.27272727
ADHFE1	222.4375	150.8333333	356.9166667	114.4	281.6818182	145.75	249	97.90909091	112.75	106.6363636
ADI1	993.625	1160.666667	658.4166667	365.4	789.7272727	202	235.2307692	1349.636364	1624.5	1295.272727
ADIG	72.5	53.33333333	43.33333333	62.6	66.22727273	109.5	87.80769231	49.18181818	35.25	58.63636364
ADIPOQ	10.9375	11.66666667	11	10	9.727272727	11	10.53846154	9.272727273	9.875	10.18181818
ADIPOR1	812.4375	806.6666667	645.4166667	2390.4	440.9545455	293.75	511.8461538	586.9090909	585.75	883.9090909
ADIPOR2	478.75	460.6666667	346.4166667	497.4	315.9545455	167	274.4230769	543.0909091	710.75	623.5454545
ADK	622.3125	797.5	254.5833333	175.2	326.2727273	1585.25	478.4615385	974.3636364	828.25	1396.272727
ADM	506.8125	498.8333333	66.58333333	3497	30.59090909	33.75	39.96153846	1469.363636	6231.125	681.9090909
ADM2	132.25	137.3333333	101.3333333	151	104.4090909	150.25	116.6153846	110.1818182	115.75	111.6363636
ADNP	268.625	331	315.5833333	215.4	423.1818182	143.75	194.9230769	385.5454545	430.875	180.4545455
ADNP2	125.5625	173.5	1187.833333	353.8	291.4090909	148	414.1923077	248.6363636	162	219.5454545
ADO	114.75	84.5	152.5	29.2	110.5454545	67	99.5	215	323	794.9090909
ADORA1	100.125	83.66666667	88.58333333	139.6	75.22727273	164.75	101.7692308	70.81818182	59.875	78
ADORA2B	140.5	119.5	27.66666667	85.4	45.95454545	88	56.34615385	315.3636364	181.25	331.1818182
ADORA3	38.25	23	14.66666667	67.4	16.81818182	25	20.30769231	15.90909091	12.5	83.09090909
ADPGK	1369.5	1111.666667	734.5	1272.6	808.4545455	728	763.2307692	599.4545455	600.375	1359.454545
ADPRH	135.8125	121.1666667	35.58333333	41	28	59.5	23	32.27272727	52.75	193.9090909
ADPRHL1	53	56.16666667	41.66666667	61	48.54545455	68.25	61.42307692	46.09090909	45	47.45454545
ADPRHL2	351.75	359.3333333	373.9166667	384.2	347.0909091	221.5	295.9230769	576.2727273	521.375	490.6363636
ADRA1A	14.5	14.83333333	13.58333333	18.2	12.54545455	19.5	14.34615385	13.54545455	13.125	14.09090909
ADRA1B	15.6875	15.5	17.16666667	16.6	12.59090909	13.5	12.76923077	18.90909091	14.75	17.63636364
ADRA1D	18.625	18.5	15.41666667	17.8	15	16	15.5	18.63636364	17.25	17.81818182
ADRA2A	12.375	11.83333333	12.41666667	12.6	13.18181818	12.5	14.57692308	11	162.75	11.45454545
ADRA2B	110.3125	113	85.08333333	130.4	75.77272727	129.25	101.4230769	81.90909091	73.75	132.1818182
ADRA2C	80.1875	68.66666667	49.5	113.2	56.18181818	160.25	81.53846154	55.27272727	93.25	67.90909091
ADRB1	16.4375	15.16666667	17.16666667	18	13.86363636	15.75	14.88461538	18.27272727	13.125	17.09090909
ADRB2	256.625	288.3333333	630	241	111.5	174.25	437.9230769	100.7272727	37.125	112.1818182
ADRB3	55.0625	53.66666667	43.08333333	60	43.77272727	66	59.53846154	44.36363636	38.375	53.90909091
ADRBK1	194.875	180.8333333	189.5	196.6	169.0909091	230.5	202.5384615	144.3636364	135.125	153.6363636
ADRBK2	250.625	365.3333333	59.33333333	94.2	40.95454545	126.5	42.46153846	57.45454545	41.25	390.4545455
ADRM1	391.5625	557	720.25	357.8	337.2272727	130.75	238.6538462	880.2727273	616.375	580.0909091
ADSL	805.3125	626.8333333	447	134.8	1122.636364	503.75	571.3846154	1609.909091	1159.75	764.6363636
ADSS	525.5	650	380.1666667	335.2	443.1818182	202.75	419.5384615	963.9090909	481.5	431.9090909
ADSSL1	71.0625	78.66666667	53.25	74.8	61.22727273	80.75	69	73.09090909	55.875	55.27272727
AEBP1	83.625	87.83333333	113.5	104.8	102.2727273	114.75	77.19230769	193.6363636	1703.75	81
AEBP2	177	242	647.6666667	83.4	418.3181818	67	287.6153846	313	444.625	205
AEN	134.125	139.3333333	176.4166667	169.6	180.1363636	193.75	134.5384615	235	222.75	122
AES	360.3125	623.1666667	1129.416667	199	1713.045455	180.25	498.3461538	718.0909091	515.875	541
AFAP1	7.625	6.833333333	10.91666667	7.8	13.31818182	7	9.576923077	127.0909091	128.75	7
AFAP1L1	17.25	15.66666667	11.91666667	15.4	14.36363636	19.25	15.19230769	214.9090909	34.75	476.0909091
AFAP1L2	16.0625	14.5	12.91666667	13.4	18.36363636	22.25	24	19.81818182	11.375	15.63636364
AFF1	594.0625	485.1666667	1034.166667	1563	1100.318182	510.75	519.9615385	1001.090909	706.375	1242.818182
AFF2	26.4375	27.33333333	24.41666667	29.8	25.40909091	38.5	28.5	20.63636364	19.5	24
AFF3	26	25.33333333	24	31.4	23.5	44.5	23.03846154	27.90909091	26.625	24.63636364
AFF4	288.1875	439.8333333	1256.416667	406	562.3181818	124	427.0769231	738.3636364	997.125	696.7272727
AFG3L1	71.375	90.66666667	61.58333333	56.4	56.27272727	49.5	53.5	56.81818182	48.25	64.36363636
AFG3L2	202.5625	207.8333333	163.25	116.4	210.4545455	190.75	176.7307692	277.6363636	284	300.4545455
AFM	13	15	13.91666667	9.4	11.45454545	11.5	12	10.72727273	12.25	10.45454545
AFMID	54.25	61	34.58333333	48	29.95454545	46	36.38461538	34.27272727	31.125	35.63636364
AFP	35.875	33.83333333	32.58333333	36	26.77272727	30.5	30.96153846	32.81818182	39.625	30.27272727
AFTPH	692.0625	805.1666667	539.0833333	1308.8	718.3181818	887.5	611.2307692	326.6363636	283.625	986.0909091
AGA	259.4375	342.5	185.5833333	44.8	181.9090909	223.5	206.0384615	159.7272727	417.875	403.8181818
AGAP1	20.125	19	733	19.8	31.36363636	26	49.34615385	101.1818182	130.375	17.90909091
AGAP11	17.5	18.16666667	20	18.6	16.86363636	19	17.07692308	18.72727273	18.375	27.90909091
AGAP2	94.8125	83.83333333	97.25	137.6	100.5909091	131.25	93.19230769	52.45454545	50.375	71.18181818
AGAP3	375.1875	308.3333333	281.5833333	174.6	191.5909091	180.25	185.8076923	378.3636364	303.125	529.0909091
AGAP4	37	41.16666667	33.5	52.4	122.4545455	42	91.92307692	20.18181818	39.375	27
AGBL1	30.875	21	17.75	27.6	21.09090909	63	33.26923077	17.54545455	17.875	19.63636364
AGBL2	13.4375	15.33333333	23	16.4	30	23	18.53846154	13.27272727	14.25	12.36363636
AGBL3	8.25	8.333333333	7.666666667	8.6	8.363636364	10	8.230769231	8	7	7.454545455
AGBL4	12.1875	11.83333333	12.41666667	12.6	11.59090909	13.25	10.84615385	12.09090909	10.75	10.81818182
AGBL5	16.5625	18	22.25	16.6	14.27272727	19.5	18.42307692	47.72727273	89.5	15.81818182
AGER	66.25	64.16666667	62.16666667	132.6	58.09090909	65.75	50.84615385	45.36363636	34.25	51.72727273
AGFG1	795.5625	599.1666667	701.4166667	447.6	378.0909091	422.75	634.8461538	509.0909091	355.875	529.6363636
AGFG2	61.4375	74.5	46.58333333	58	206.9090909	51.5	79.11538462	175.1818182	119.5	83
AGGF1	301.1875	264.1666667	331.5833333	220.4	362.8181818	199.5	323.1153846	232.1818182	283.25	330.9090909
AGK	183.5625	188.8333333	444.5	70.8	333.2272727	228.5	294.8846154	480.7272727	313.25	233.5454545
AGL	110.75	163.8333333	404.75	83.6	607.1818182	98	259.5	315.1818182	599.375	371.5454545
AGMAT	24	21.83333333	26.5	23.6	20.31818182	32.5	29.96153846	19.09090909	18	16.54545455
AGPAT1	278.8125	322.1666667	238.25	516.2	403.2272727	207.5	155.6153846	402.2727273	424.875	209.3636364
AGPAT2	348.25	374.3333333	145	284.4	194.0454545	147.25	139.4615385	391.7272727	327	503.7272727
AGPAT3	192.6875	198.1666667	85.91666667	38.8	166.5909091	37.75	76	275.8181818	313.5	220
AGPAT4	77.5	80.33333333	172.75	46.2	50.5	51.5	66.65384615	91.54545455	96.125	101.9090909
AGPAT5	181.8125	191.1666667	203.25	48.4	200.0454545	551.25	161.8076923	869.5454545	326.375	283.4545455
AGPAT6	363.5	337.5	403.1666667	258	380.3636364	132.5	222.5384615	441.8181818	435.375	445.9090909
AGPAT9	435.1875	244.8333333	32.75	1136.4	87.90909091	22.75	46.07692308	110.9090909	25.25	1594.272727
AGPHD1	17.75	17.16666667	16.16666667	17.4	22.18181818	17.25	19.5	22.45454545	23.375	15.81818182
AGPS	177.4375	191.5	110.0833333	70.2	97.31818182	49.25	105.6153846	383.3636364	248.625	550.5454545
AGR2	23.5625	23.83333333	26.66666667	24.4	24.18181818	25.25	22.92307692	20.90909091	18.75	20.63636364
AGR3	9.125	8.333333333	8.333333333	8.6	8.681818182	9	8.807692308	8.818181818	8.5	8.909090909
AGRN	99.875	102.1666667	73	129	78.63636364	113.75	90.92307692	270.1818182	178.125	175.6363636
AGRP	76.8125	69.66666667	81.33333333	66.6	65.04545455	74.5	72.92307692	67.81818182	61.375	76
AGT	37.25	37	27.83333333	38.6	33.77272727	42.25	46.5	32.63636364	119.25	31.09090909
AGTPBP1	160.75	101.5	101.8333333	272.6	97	55.75	71.61538462	46.54545455	47	42.90909091
AGTR1	22.1875	26	27.75	22	20.04545455	18.75	20.73076923	20.72727273	102.875	18.90909091
AGTR2	23.625	22.33333333	22.08333333	21.6	17.40909091	23.5	20.76923077	19	16.5	17.36363636
AGTRAP	2481.5625	1012	604.9166667	1304.6	320.0909091	284	214.0384615	336.1818182	546	510.2727273
AGXT	27.0625	29.5	37.91666667	26	25.86363636	25	26.38461538	29.09090909	23.75	24.54545455
AGXT2	29.5	26	19.33333333	30.6	24.13636364	34.75	30.65384615	19.90909091	15.125	21.27272727
AGXT2L1	10.4375	10.16666667	9.5	10.6	9.636363636	11	9.846153846	9.636363636	8.5	9.272727273
AGXT2L2	313.5625	470	315.4166667	269.8	545.9090909	179.5	262.7692308	157.2727273	169.875	201.2727273
AHCTF1	68.6875	88	332.6666667	818	193.0454545	68.5	197.8846154	183.8181818	127.625	139.7272727
AHCY	373.9375	392.1666667	202.1666667	60.6	197.6818182	246.25	108.3461538	1007.909091	952.75	546
AHCYL1	1256.125	1505.666667	316.4166667	1358.4	992.9090909	610.5	510.6923077	1872.636364	2103.25	3300.545455
AHCYL2	171.8125	218.5	116.25	83.8	209.7727273	85.5	102.7692308	172.5454545	155	220.1818182
AHDC1	41.5625	49.66666667	81.58333333	29	68.59090909	28.5	43.42307692	66.45454545	53.75	37.63636364
AHI1	31.8125	34.5	69.25	33.8	65.54545455	43.5	59.73076923	119.5454545	236	97.27272727
AHNAK	648.9375	435.3333333	39.66666667	39.2	129.4545455	227.75	114.2307692	123.0909091	185.875	98.18181818
AHNAK2	41.75	39.83333333	26.25	43.4	37	54.5	43.23076923	51.09090909	36.25	44.54545455
AHR	860.8125	348	605.8333333	123.6	286.1818182	66.75	159.1153846	346.4545455	410.5	732.2727273
AHRR	26.875	28.83333333	26.5	30.8	26.31818182	24.25	26.88461538	109.5454545	399.75	297.9090909
AHSA1	572.6875	765.1666667	569.3333333	357.2	724.6363636	551	420.6538462	1588	1323.875	659.5454545
AHSA2	252.6875	510.5	970.5	235.4	804.2272727	181	299.5384615	198.2727273	244.5	273.7272727
AHSG	35.4375	39	30.83333333	39.8	28.81818182	33	31	30.45454545	29.375	30.09090909
AHSP	61.25	64	59.58333333	83.8	47.77272727	63.5	55.69230769	48	44.375	52.81818182
AICDA	22.5	14.5	11	26.2	13.68181818	44.75	20.84615385	10.90909091	13.125	17.81818182
AIDA	787	1098.833333	729.4166667	406	2060.909091	2194.5	1267.576923	2258.818182	3045.5	1314.818182
AIF1	7199.3125	7175.833333	286.6666667	5012.4	477.7272727	636.5	489.3846154	99	65.75	2304.545455
AIF1L	35.1875	31.5	24.33333333	29.2	30.18181818	32.75	33.03846154	234.3636364	28.75	21.27272727
AIFM1	192.6875	207.3333333	104.1666667	61.6	216.5	78.25	111.6923077	344.8181818	349.375	510.2727273
AIFM2	50.8125	54.16666667	54.83333333	50	50.18181818	67.75	54.26923077	171	285.75	562
AIFM3	106.5625	144.3333333	70.16666667	58.2	56.54545455	50.5	56.5	56.27272727	53.625	76.09090909
AIG1	40.375	140	77.25	47	56.90909091	26.25	29.73076923	138	294.375	79.18181818
AIM1	746	590	441.9166667	657.8	910.9090909	778	980	227.9090909	56.375	1300.181818
AIM1L	87.5625	96.33333333	99.41666667	105.6	77.18181818	73.75	72.65384615	84.45454545	67.5	83.18181818
AIM2	210.875	183.3333333	31.58333333	402.2	71	2339.5	73.96153846	24.45454545	19.25	53.36363636
AIMP1	898.8125	642.1666667	733.9166667	112.8	1054.545455	1172.75	1296.384615	1158.454545	1164.75	890
AIMP2	635.875	503.5	196	84.2	304.5454545	465.5	342.8461538	1183.363636	1076.75	764.0909091
AIP	701.4375	800.8333333	843.6666667	395.4	976.1363636	568.75	682.4615385	483	476.875	554.7272727
AIPL1	65	62.33333333	53.83333333	63.8	38.54545455	59.25	60.65384615	48.81818182	46.125	53.45454545
AIRE	68.5625	62.83333333	54.25	63.4	67.40909091	85.25	69.07692308	66.45454545	57	60.81818182
AJAP1	26.125	25.16666667	19.16666667	29.2	21.04545455	27.5	25	23.90909091	26.875	22.18181818
AK1	109.875	111.3333333	168.3333333	120.4	147.5454545	164.5	126.3461538	174.2727273	150	181.0909091
AK2	382.1875	357.3333333	68.91666667	119.6	188.9545455	176.75	140.3461538	730.9090909	620.875	459.0909091
AK3	338.6875	315.5	761.75	158.4	877	295.25	746.4615385	1933.909091	2786.375	1252.181818
AK3L1	48.3125	36.66666667	29	40.6	44.31818182	52.5	43.96153846	74.36363636	326.625	176.1818182
AK5	50.1875	42.66666667	58.58333333	48.4	104.5909091	66.25	69.26923077	58	265.5	28.36363636
AK7	80.1875	99	52.83333333	64.6	62.68181818	69.5	74.07692308	58	53.75	60.09090909
AKAP1	164.625	173.5	206.8333333	61.4	401.1818182	135	173.3461538	299.3636364	159.875	291.5454545
AKAP10	118.4375	227	295.8333333	333	326.6818182	79	284.9615385	34.72727273	46.875	111.4545455
AKAP11	338.0625	622.6666667	494.0833333	89.4	897.6363636	472.25	366.8461538	398.2727273	871.375	463.8181818
AKAP12	47.875	39	23.75	41.2	39.95454545	52	50.46153846	2371	1012.875	36.27272727
AKAP13	1414.3125	1542.5	919.5833333	2116.8	765.8181818	959	1520.076923	281.6363636	218	997.5454545
AKAP14	10.3125	9.666666667	10.58333333	10.8	9.181818182	9.75	10.07692308	9	9.25	8.818181818
AKAP3	28.5	26	18.5	22.4	28.13636364	28.75	31.03846154	25.72727273	25.875	28
AKAP4	33.9375	34	26.91666667	44.4	29.18181818	44.25	31.07692308	29.27272727	26.25	27.09090909
AKAP5	22.625	21.33333333	140.75	29.4	18.45454545	36	26.11538462	23.18181818	24.125	41.72727273
AKAP6	33.875	33.66666667	23.83333333	34.2	36.5	62.75	52.92307692	21.90909091	17.875	24.18181818
AKAP7	149.9375	250.5	407.25	29.2	455.5454545	93.75	225	79	177.75	140.1818182
AKAP8	174.0625	246.3333333	363.25	193	210.2272727	94.75	195.8846154	232.3636364	163.625	191.1818182
AKAP8L	172.5625	170.1666667	198.1666667	228.2	127.4090909	207.75	143.6538462	147.0909091	139.75	145.5454545
AKAP9	62.9375	89.66666667	73.75	81.4	137.5909091	28	289.7307692	24.09090909	29.5	32.36363636
AKD1	30	22.66666667	82.66666667	64	48.09090909	120.75	71.15384615	29.90909091	18.375	25.81818182
AKIRIN1	402.5625	487.5	1698.916667	824.8	752.4545455	121.75	300.1923077	347.2727273	485.875	468.5454545
AKIRIN2	834.6875	988	1066.5	1202.2	400.3636364	210	285.5	346.6363636	453.125	592.6363636
AKNA	936.625	1094.833333	1944.583333	1451.8	1718.772727	196	735.4230769	114.5454545	134.75	218.6363636
AKNAD1	8.875	8.5	8.5	8.4	7.681818182	10.5	8.346153846	8.272727273	7.875	7.818181818
AKR1A1	1267.375	1048.833333	328.6666667	86.4	506.3636364	571	301.1923077	1276.181818	937	3828.363636
AKR1B1	822.625	427	672.0833333	105.8	1073.727273	1091	911.1538462	2532.727273	2581.125	1791.272727
AKR1B10	22	20.33333333	15.75	19.2	20.04545455	25	22.92307692	29.54545455	39.25	19
AKR1C1	101.625	93.83333333	74.08333333	82.2	92.72727273	96	93.07692308	160.3636364	1276.75	146.1818182
AKR1C2	9.9375	9.166666667	8.416666667	10.2	10.31818182	10.75	10.03846154	8.545454545	8.875	8.545454545
AKR1C3	24.5625	59	1005.333333	36.2	84.36363636	30.75	124.1923077	323.8181818	941.625	92.54545455
AKR1C4	11.4375	14	11.75	14.2	12.40909091	13.25	11.03846154	10.18181818	9.875	10.81818182
AKR1D1	9.75	9.5	8.416666667	10.4	8.772727273	11.75	10.07692308	9.090909091	8.5	8.818181818
AKR1E2	170.125	164.3333333	70.75	177.2	148.8181818	234.25	168.9230769	136.7272727	109.125	131.9090909
AKR7A2	501.25	374.3333333	363.75	111	485.8181818	217	173.6923077	970.7272727	1004.75	1420.090909
AKR7A3	123.8125	127.6666667	91.41666667	67.6	118.5909091	57.5	84.84615385	166.0909091	166.375	237
AKT1	418.6875	606.1666667	339.5	674	384.1818182	52.25	126	659.8181818	464.5	485.7272727
AKT1S1	64.875	69.5	44.58333333	59.8	67.59090909	24.25	31.76923077	258.3636364	207.875	112.2727273
AKT2	235.9375	349.3333333	437.4166667	212.4	253.0454545	136.25	170.3461538	152	400.125	275.7272727
AKT3	96.75	98.16666667	145	57.8	354.5909091	134.75	204.9615385	520.6363636	932.25	158
AKTIP	112.8125	107.3333333	238.75	361.4	732.4545455	142	437.4230769	357.2727273	521.375	173.3636364
ALAD	236.8125	281.5	209.25	96.8	338.2272727	114.75	97.11538462	284.3636364	239.75	359.7272727
