Gene	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell
PROM1	10.99974881	12.13655489	12.4050491	11.00532787	13.18317826	20.42375543	25.80653389	17.04839034	13.77568838
PRR5	26.36985905	40.28044582	24.58993605	48.47880774	56.89975476	53.61295555	26.15900106	53.46178404	103.0902471
PSAT1	30.48060763	57.12170462	25.69185751	13.44209951	14.38952964	40.84733565	24.81061926	47.40817501	46.89314084
PTPN13	11.16301959	13.44507121	11.92741301	27.80487824	18.40420915	18.93554451	18.83161524	28.35163486	9.517158609
PTPRK	83.3268931	50.56437725	11.04197364	9.916378979	9.662547653	15.27371825	19.19531589	19.68798458	33.09116584
PTPRS	17.82709281	20.31651839	20.21085827	20.14172728	19.4100669	17.75584348	24.4306265	19.67726039	17.89881682
PTTG2	20.32234439	17.33305667	13.24100657	13.21179343	9.337961832	34.94482618	26.94273621	27.90648458	26.15085808
QPRT	16.62845877	20.06874114	26.07350879	56.57070479	28.56441514	28.99579625	30.65533091	28.50476833	26.64745261
RAB9A	112.6560829	117.6899621	202.1099626	230.4590459	193.0434135	164.4978571	136.1018168	115.5462833	168.4145525
RAMP1	20.7638077	22.0824959	27.56631678	20.23627547	48.18629307	60.14600509	35.90370903	30.16397238	29.83861422
RARRES2	19.15199898	21.00016901	17.36619803	24.32616325	26.54872603	13.93728094	36.1118421	18.25109405	14.93854033
RETN	15.52906917	17.07861424	89.1250216	76.80643688	24.12848528	23.91568441	41.7696246	30.15636884	23.79798307
RNASE1	19.07772968	14.86287016	22.78342966	20.36525666	19.81050121	16.3624904	21.783092	20.19513756	14.83435711
RNASE4	15.30665176	34.98040623	71.0216947	28.6183543	17.12555643	16.63778553	19.33838641	24.32127794	14.12522889
RNF122	48.46965891	33.31944712	54.71556386	121.3380482	39.72723432	39.72706585	92.69415809	38.80654871	37.63997544
RPL7	1033.574633	504.5586973	164.1361825	248.2016049	852.5950874	96.48985148	87.50627636	393.3765809	420.3726686
RRAS	27.64082708	21.46215476	108.6019515	388.5406403	43.2836451	41.63677616	21.89782529	73.41138729	38.42751712
S100A12	14.04455284	14.82133631	655.9390706	103.5363811	29.62623346	71.47967761	617.9793152	46.03084801	27.25970063
S100B	9.971537007	10.04302728	9.601537557	10.45242634	18.79017869	34.35659843	11.65674329	11.9424836	22.32865451
S100P	15.49439491	17.96181247	117.6682209	91.22763488	25.23122407	28.55151545	741.1481276	34.51133428	28.0683052
SCRN1	126.5826759	230.9243204	85.13756859	225.9672477	141.0246584	67.68914445	42.81546148	33.9151586	43.23882517
SDC1	24.79887536	24.55698924	20.62648574	24.60396927	23.52050294	16.40288943	26.78966508	24.60514239	19.21975703
SEC63	101.0408738	95.0505003	52.20434746	64.64920698	227.4743361	53.77087671	55.63381994	77.73097269	78.17603793
SERPINF2	25.16540725	19.5227153	22.717928	18.71683726	15.75362721	23.07100574	21.02777312	20.76616794	17.82347812
SETBP1	149.4771373	157.6850312	25.12551429	79.18072748	140.0161993	86.3251283	26.22690449	28.08892499	36.94103439
SF3A3	96.65835861	95.60065853	109.4477111	273.0136464	188.1798452	106.4306596	90.56251197	191.0306861	191.0686657
SFTPD	12.11587979	10.95413588	26.13515207	111.0084149	27.51034975	15.6863971	21.00697561	19.8149713	13.73656666
SFXN3	22.73172352	32.31937286	79.38692925	104.4240825	146.8795385	65.45767325	59.41154885	62.79976	70.13717378
SH3BP2	78.16843296	44.21399353	61.60903233	78.31425495	77.29127281	73.51030774	89.69965897	42.02231674	46.30160147
SIDT1	252.9932429	167.5136467	23.93276043	30.60171078	141.0752992	65.24252936	37.5601137	80.33372021	87.95419742
SIGLEC6	31.38116573	65.9137514	22.01117651	30.17146993	28.75293007	28.08615245	33.3182282	27.61972835	21.34147429
SLC12A3	18.57336278	22.50197068	21.13235793	26.68072967	16.30817715	14.65392851	24.89258946	19.16114417	17.72120515
SLC15A3	86.77486694	68.71479309	258.0951101	457.1806371	40.41397955	29.0927985	331.8926128	45.33917472	24.4990451
SLC17A5	42.4173104	44.36986911	52.41159961	55.07440991	44.43196429	33.76025522	70.25304705	53.27645106	40.91283072
SLC1A4	68.94065372	80.55255659	40.32569773	74.90067158	55.31910111	48.35570754	34.5222468	37.77641149	40.88737035
SLC38A1	488.0248689	298.4439711	28.94731445	24.70920625	377.6814612	139.4567178	62.96139994	310.1665763	424.8822757
SLC4A1AP	83.46892136	84.07982632	72.04207187	54.33381457	250.1006308	66.83547484	72.0946286	77.11608869	92.181389
SLC6A13	20.43557106	24.56967211	28.77147671	22.9546016	20.98048738	36.72781145	33.08536183	25.76961056	26.84066539
SLC7A7	169.2379734	135.1840478	1028.398024	1426.352821	59.04458899	55.35578722	181.1256905	71.83399353	30.82272146
SLC9A3R1	83.40758499	90.71579525	156.9022663	398.1280846	225.6541487	248.7955009	240.0971138	267.3826495	345.9535607
SLCO2B1	13.72861198	14.80060061	22.33152831	24.06692566	13.85957825	17.75770185	24.28052761	17.74458853	14.83308881
SMARCD3	18.0179342	19.66572008	75.88483791	51.76341548	30.65510083	22.9671045	33.63024944	34.85050651	30.18821879
SOCS2	19.53820151	25.22670744	20.3634828	16.48904758	66.63586309	55.13392378	40.24582493	64.01038969	41.69195392
SPAG4	11.32572542	11.47859838	15.26493638	12.15739033	19.15843805	19.83457906	28.81217412	20.48666382	19.66929555
STAB2	18.30632885	15.571111	18.54074989	22.52860939	12.84953871	13.71361601	17.77187838	19.76825935	14.39231432
STEAP4	9.119141213	10.5765404	36.08464011	16.20142401	11.64729396	13.53627795	197.0155245	14.14938737	10.47547468
SYNE1	69.68297964	40.6319927	17.81834697	13.06274478	163.1145958	39.49714884	27.90377716	23.5586851	40.11504631
TAGLN	48.64693621	37.70992937	48.99305197	122.8996579	29.54196098	30.25344916	36.82738238	28.87251715	22.63423102
TBC1D8	27.25407856	26.30226433	73.24456967	184.5374778	40.43529137	28.48446048	41.41484482	32.1559919	22.74865063
TCL1A	793.8900315	67.19269731	27.08883589	20.95840734	15.08949856	22.5362612	35.25030004	30.97811047	26.96561613
TFEC	15.14647828	34.27391711	85.96938494	24.0011959	13.3963332	22.69556948	29.90247021	15.63079984	13.69592199
TGM3	18.67200244	16.30063354	20.78456768	20.90621959	16.16513523	17.6013214	155.5047555	18.1101542	19.16833433
TLL1	9.806158861	9.853894485	8.570943646	13.93196273	12.20677876	11.96126022	19.52987237	11.44631224	9.165693467
TLR5	19.84317429	17.4607716	131.5470643	130.5966791	23.75718605	29.17292635	95.83301736	40.44773288	23.71397596
TLR8	9.326644171	10.19707074	213.8319909	197.1090526	24.18852316	31.48149777	292.4206308	25.79374896	12.25340312
TM4SF5	13.14428075	13.51446334	16.79563909	13.75433829	14.89283198	10.95124472	19.07099699	17.05315871	17.36524199
TMC6	156.0082141	112.4773439	76.38328978	219.0220999	75.47694769	145.3284358	69.3111774	151.5296969	143.6807561
TMEM9B	293.1013468	228.5730278	262.3187706	521.7194662	362.0249888	166.9378872	131.5888342	173.9289963	182.808903
TMF1	70.62512117	60.70641159	61.09001584	47.03119543	268.2541723	67.25367823	89.35249607	80.81724307	78.48457076
TNFRSF10C	20.97788111	20.5374743	33.96841504	32.96000977	13.24339375	22.24537473	134.5211505	21.22750855	18.58356558
TNFRSF13B	124.1332068	338.8951923	33.1073582	23.64943658	40.93534615	31.21117013	34.02311437	29.12585726	25.75276089
TNFRSF25	18.99531444	17.45184712	28.86461675	33.15677888	52.95148519	47.50816226	29.25071009	216.5732474	131.3810495
TNNI2	16.10205868	16.35942391	32.20272251	89.57081015	19.93904793	15.38513929	62.88621982	19.37239669	14.14728385
TOMM22	100.5764343	129.3724564	98.1826432	283.9785378	92.05788275	110.385209	50.82261446	129.3696591	112.3008105
TOMM34	80.37944742	59.49011932	71.87253915	117.2705548	33.66527247	50.04665645	70.40679514	88.14993364	77.74591389
TRAF3IP2	76.05384135	60.21586092	35.08190246	15.7480948	37.04032287	30.00609388	39.10784407	48.63999243	35.13236487
TRAK1	154.9530298	109.6521488	71.06134142	128.5234178	80.69101124	54.64985465	61.09693878	53.64150407	51.15145855
TRAT1	7.602023554	10.17953204	12.37832006	13.75249983	16.38259988	29.13907223	34.05200825	233.6199017	167.2247739
TREM1	30.07968761	20.02153675	189.0386584	138.3063717	16.85737894	26.90458903	769.9501437	27.58564124	22.57252005
TREML2	59.04703951	33.6225686	30.88006696	38.21318721	17.29661252	26.3638513	164.5609373	27.61246847	24.34053288
TRIB1	25.6028137	35.5330923	121.4633862	206.8125087	36.19840256	27.74016998	145.0829252	72.85525466	30.53957141
TSPAN7	12.98130215	11.84703603	11.47876506	15.32942185	15.33759253	12.50292891	28.07989581	17.00232043	14.0554313
TUBB6	49.54087061	81.36752152	84.65287157	56.61536356	47.47981731	29.11667778	24.6815938	33.2058379	32.22643286
TULP2	38.28948445	21.11840897	25.52575228	31.47639759	22.2281077	13.93094875	35.92575199	20.52169975	16.02488289
TYRO3	17.43511222	13.56441341	21.30159238	12.41023821	12.94919954	16.95136515	21.00157631	19.31901197	15.12849243
UBE2J1	168.2494472	316.4862678	133.782872	365.0697934	196.0476083	92.65841108	142.908453	98.3984443	96.24618722
ULK2	16.38260907	18.54879318	34.84627454	105.2756956	63.01138908	42.80753566	27.07728719	33.90029611	32.03860804
WEE1	70.37535195	162.4926038	18.31553158	16.89834763	52.71422446	45.89693998	40.3949701	43.89036134	52.21437186
YTHDF3	89.49164974	106.9180514	137.7057602	178.3100204	448.8237632	93.15356455	199.9340369	107.5264164	105.5709979
ZC3H12A	92.87362225	72.18063163	76.60623247	85.44128968	93.61699879	101.9730179	215.8209127	90.62268836	102.719446
ZDHHC13	48.13921695	46.43761206	25.58411871	26.45391053	49.29293366	44.3164249	44.75965293	47.27510732	53.74693459
ZNF180	21.9479547	23.67205929	42.68408653	29.38606808	48.37618697	28.4626332	36.94482119	37.49038396	26.0460025
ZNF189	50.61358264	52.43125502	67.02029489	32.68412391	44.14307868	49.64192421	71.16705874	48.39242603	41.59917211
ZNF34	23.09076621	21.93093196	37.69218873	86.51823718	35.5281306	42.73919984	33.73785521	35.83927608	34.69316866
ZNF552	54.90738864	52.57601071	29.82752348	25.61186836	44.52250561	38.52459177	31.51712506	38.8255434	46.39369821
ZNF593	45.72708393	57.62753824	54.50388246	155.7826461	51.39747211	37.56988808	24.82233408	77.24705502	77.26550469
