Symbol	B_cells	T_cells_(CD4+)	T_cells_(CD8+)	Endothelial_cells	Fibroblasts	Macrophage
LRRC8D	519	962.1818182	519.9230769	569	774.125	943
LRRC8E	23	19.68181818	23.30769231	35.27272727	45.5	25.63636364
LRRCC1	29.25	31.45454545	29.73076923	24.09090909	24.5	27.90909091
LRRFIP1	979	3560.045455	1851.653846	1023.272727	922.625	2782.181818
LRRFIP2	101.75	94.95454545	129.7307692	278.5454545	360.875	179.8181818
LRRIQ1	20.5	12.18181818	15.26923077	10.54545455	10	10.63636364
LRRIQ3	16.75	13.68181818	14.38461538	11.90909091	12.5	11.09090909
LRRK1	87.5	42.09090909	59.07692308	114.9090909	152	142.3636364
LRRK2	99	24.72727273	27.26923077	20.36363636	42.625	193.2727273
LRRN1	10.25	8.318181818	7.653846154	7.636363636	11.875	7.727272727
LRRN2	148.25	94.54545455	112.1923077	83.72727273	82.75	88.45454545
LRRN3	83.75	1464.772727	957	33.63636364	158.875	39.81818182
LRRN4	13.75	15.04545455	15.30769231	15.45454545	12.875	14.18181818
LRRN4CL	40	29.81818182	33.76923077	29.27272727	366.75	29.90909091
LRRTM1	37.75	29.68181818	32.15384615	29.63636364	29.75	30.45454545
LRRTM2	31.5	14.95454545	20.03846154	12	10.625	11.81818182
LRRTM4	9	8.045454545	8.307692308	8	8.375	6.909090909
LRSAM1	17	29.54545455	18.19230769	32	24.25	42.09090909
LRTM1	69.75	41.81818182	48.61538462	36.45454545	32.625	33.81818182
LRTM2	107.25	65.95454545	59.11538462	48.81818182	41	56.90909091
LRTOMT	73.25	59.5	69.76923077	78.90909091	91	73.90909091
LRWD1	150.5	139.5	103.2307692	254.5454545	193.5	129.9090909
LSAMP	71.5	45.54545455	54.96153846	28.09090909	36.125	29.36363636
LSG1	156.75	331.1818182	334.5769231	375.5454545	214.5	233.2727273
LSM1	588.5	724.9545455	780.3461538	1461.454545	1633.125	1102.454545
LSM10	969.5	366.2272727	319.8461538	428.1818182	406.875	422.7272727
LSM11	38.5	35	32.96153846	74.63636364	59.875	31.63636364
LSM12	190	114.2727273	154.3846154	207	189.5	140.4545455
LSM14A	917.25	1632.681818	988.1538462	1015.363636	1188.375	661.4545455
LSM14B	36.75	54.90909091	47.34615385	54.54545455	61.5	49.27272727
LSM2	865.25	290.2727273	353.9615385	458.4545455	260.625	207.6363636
LSM3	1439.25	651.1818182	1600.653846	1350.090909	1133.125	1215.454545
LSM4	91.75	311.5454545	107	836.3636364	797.625	919.5454545
LSM5	30	63.54545455	76.34615385	118.2727273	153	65.36363636
LSM6	1326.25	562.5909091	913.3076923	437.1818182	323.75	533.0909091
LSM7	559	977.6363636	410.4615385	1965.454545	1342	844.9090909
LSMD1	601.25	343.9090909	338.7307692	1065.909091	784.875	786.2727273
LSP1	340.5	947.8181818	386.1923077	59.09090909	80.75	2112.818182
LSR	26.25	223.3181818	73.34615385	42.27272727	51.125	62.27272727
LSS	37.25	39.63636364	30.65384615	38.45454545	43.625	35.54545455
LST1	492.25	349.8636364	183.1538462	57.09090909	47	1556.454545
LTA	92.5	111.9090909	105.3846154	33	30.125	42.90909091
LTA4H	4420.5	1512.954545	1161.423077	2020.181818	1356	7045.727273
LTB	108.75	106.5454545	98.19230769	49.27272727	25.375	59
LTB4R	97.5	136.4545455	83.46153846	83.90909091	62.375	119.4545455
LTB4R2	56.75	32.36363636	45.26923077	43.63636364	42.375	41.81818182
LTBP1	70.75	51.36363636	56	515.2727273	298.375	57.18181818
LTBP2	100.5	83.95454545	104.3461538	1952.272727	2673.375	120
LTBP3	23.5	746.3181818	57.84615385	548.6363636	703.625	243
LTBP4	59.75	120.9545455	57.34615385	85.90909091	60.75	64.09090909
LTBR	107.5	69.04545455	92.80769231	568.8181818	439.375	400.6363636
LTC4S	42.5	46.45454545	43.76923077	76.09090909	79.125	91.54545455
LTF	58.5	544.6363636	694.7692308	46	50.25	43.54545455
LTK	84.5	77.81818182	70.80769231	54	50	56.45454545
LTV1	334	305.8181818	417.9230769	401.7272727	443.75	399.0909091
LUC7L	95	563.1818182	270.3846154	613.0909091	340.5	190.2727273
LUC7L2	112.25	219.2272727	244.2307692	225.5454545	221.25	189
LUC7L3	1337.75	1341.545455	1172.692308	751.9090909	849.75	476.1818182
LUM	7.75	7.409090909	7.576923077	21.54545455	5325.125	7.636363636
LUZP1	115.25	193.6818182	256.3076923	878.1818182	391.375	270.2727273
LUZP2	76.75	44.40909091	54.5	36	32	34.36363636
LUZP3P	29.25	18.77272727	24.80769231	19.81818182	16.625	19.36363636
LUZP4	71	53.68181818	71.23076923	48.09090909	38.875	48.90909091
LVRN	16	10.22727273	12.76923077	10.54545455	12.25	10.09090909
LXN	84	122.7272727	49.88461538	1659.454545	805	763.0909091
LY6D	46.25	33.54545455	34.65384615	37.81818182	28.75	42.27272727
LY6E	226.5	531.2727273	163.1923077	266.0909091	614	432.9090909
LY6G5C	34.5	76.81818182	59	74.90909091	52.875	35.90909091
LY6G6C	56.75	52.27272727	51.34615385	50.54545455	41.125	43.63636364
LY6G6D	40	38.54545455	41.46153846	42.45454545	34.25	43.63636364
LY6G6E	31.75	25.72727273	28.38461538	27.63636364	23.125	25.27272727
LY6H	20.25	15.77272727	17.07692308	15.90909091	15.375	15.81818182
LY6K	17.5	12.09090909	13.42307692	13.72727273	12.75	13.09090909
LY75	390.25	1076.954545	415.3461538	75.45454545	14.125	656.5454545
LY86	3609.75	152.1363636	146.5384615	51.81818182	39.875	2399.363636
LY9	142.5	1012.727273	445.6538462	29.27272727	24.25	333.0909091
LY96	667.25	279	67.84615385	728.8181818	887.25	3654.454545
LYAR	139.5	337.9090909	374.4615385	528.6363636	244.5	280.1818182
LYG1	62.5	74.68181818	67	51.63636364	46.5	59.18181818
LYG2	19.5	20.31818182	19.19230769	21	20.625	18.81818182
LYL1	193.5	179.6818182	143.9615385	1193.545455	91.625	403.1818182
LYN	1750.5	95.77272727	185.0384615	330.7272727	91	1451.454545
LYNX1	18.75	15.5	17.26923077	14.09090909	17.125	16
LYPD1	29.75	22.72727273	26.92307692	654.7272727	35.875	28.36363636
LYPD3	130.5	142.2272727	211.5769231	59.36363636	58.25	71.54545455
LYPD4	47.5	34.90909091	42.26923077	27.09090909	22.25	26.72727273
LYPD5	33.5	23.54545455	25.73076923	26.18181818	24.25	31.18181818
LYPD6	33	24.86363636	30.69230769	77.36363636	80.375	23.54545455
LYPD6B	48.5	31.45454545	31	29.18181818	69.25	31.09090909
LYPLA1	614.25	911.6363636	432.3846154	2039.636364	878.875	1837.636364
LYPLA2	432.5	556.4090909	449.8846154	667.9090909	321.125	516.9090909
LYPLA2P1	179.5	244.2727273	180	323.1818182	169.125	208.5454545
LYPLAL1	1084.75	201.2272727	217.6153846	441.3636364	368.375	741.9090909
LYRM1	622.75	490.6818182	389.3846154	865.1818182	729.5	379.3636364
LYRM2	1042	284.4090909	825.7692308	359	283	546.0909091
LYRM4	178	312.0454545	233.1923077	739.6363636	590.625	284.5454545
LYRM5	944.75	716.3636364	809.3461538	519.1818182	539.625	624.5454545
LYRM7	169.5	232.8181818	127.3846154	66.72727273	100.625	77.45454545
LYSMD1	57.5	38.40909091	50.61538462	42.45454545	129.75	31
LYSMD2	484	1097.681818	806.6923077	464	271.5	582.7272727
LYSMD3	84.75	288.6363636	175.1923077	397.3636364	417.75	254.3636364
LYSMD4	58.75	113.1818182	69.03846154	92	102.75	67.72727273
LYST	384.5	146.0909091	204.5	49.36363636	50.5	181.8181818
LYVE1	86.5	50.59090909	74.11538462	582.0909091	35.75	46.09090909
LYZ	2255.75	1714.818182	1144.538462	23.18181818	65.5	6824.454545
LYZL4	110	71.68181818	98.38461538	65.54545455	56.25	66.81818182
LYZL6	47.5	40.77272727	46.57692308	44	39.375	38.72727273
LZIC	106.75	112.8636364	97.30769231	136.1818182	186.125	147.6363636
LZTFL1	65.25	117.5454545	98.11538462	183.0909091	367.875	66.09090909
LZTR1	142	269.2272727	167.6153846	253.7272727	257.75	184.3636364
LZTS1	33	35.59090909	29.69230769	28.81818182	32.75	33.36363636
LZTS2	73.5	147.0909091	81.80769231	315.3636364	526.5	190.0909091
M6PR	481.25	713.0909091	254.5	395.1818182	436.125	2347.181818
MAB21L1	12.75	11.72727273	12.5	11.72727273	1009.125	10.63636364
MAB21L2	15.25	17.09090909	18.80769231	14.18181818	14	12.54545455
MACC1	11.25	9.409090909	10	9.181818182	9.75	21.18181818
MACF1	256	728.6363636	383.8076923	834.0909091	570.375	357.4545455
MACROD1	20	39.59090909	25.84615385	78.72727273	90.125	34.81818182
MACROD2	80.75	15.72727273	17.69230769	14.18181818	20.25	14.18181818
MAD1L1	99	572.9090909	118.3461538	147.9090909	150.75	391.3636364
MAD2L1	86	98.27272727	178.9230769	506.4545455	309.875	140.2727273
MAD2L1BP	425	240.8181818	456.4230769	512.0909091	419.25	420.6363636
MAD2L2	97.75	235.1363636	156.6153846	429.1818182	378.875	284.3636364
MADCAM1	90.5	55.81818182	61.53846154	41.90909091	34.625	57.72727273
MADD	305	437.6818182	557.9615385	193.1818182	204.25	339.8181818
MAEA	228.75	869.0454545	343.6538462	871.9090909	916.125	545.7272727
MAEL	20	12.81818182	15.65384615	12.63636364	11.375	12.90909091
MAF	13.25	62.40909091	13.84615385	16.72727273	15.25	33.63636364
MAF1	116.5	552.7727273	198.4230769	522.5454545	409.125	539.2727273
MAFB	43.75	70.72727273	64.84615385	511.1818182	759.5	5316.363636
MAFF	9.75	83.36363636	208.4615385	2611.181818	1355.5	2824.272727
MAFG	122.5	115.5909091	113.8461538	303.7272727	398.25	251.8181818
MAFK	73.25	380.2272727	170.7307692	465.3636364	756.875	342.0909091
MAG	30.25	23.68181818	25.84615385	27.63636364	24.75	23.90909091
MAGEA1	20	16	19	16.63636364	17.75	16.45454545
MAGEA10	45.5	31.36363636	35.26923077	30.09090909	20.25	29
MAGEA11	16	14	13.69230769	14.54545455	14.375	15
MAGEA12	13.75	12	14.15384615	11.54545455	11	11
MAGEA3	27.5	16.36363636	21.07692308	13.90909091	13.625	13.72727273
MAGEA4	13	10.22727273	11.11538462	11.09090909	10.75	10.09090909
MAGEA5	27	21.22727273	20.80769231	20.90909091	17	20.63636364
MAGEA6	15	10.95454545	13.30769231	11	9.875	11.18181818
MAGEA8	33	20.31818182	24	19.18181818	19	19
MAGEB1	10.75	10	11.11538462	13.36363636	10.375	10.72727273
MAGEB18	7.25	6.909090909	7.038461538	7.545454545	8	7.272727273
MAGEB2	15.5	12.22727273	14.61538462	12.09090909	10.375	11.90909091
MAGEB3	16.75	12.18181818	13.76923077	12	12.125	13.36363636
MAGEB4	23.5	16.54545455	19.42307692	16.72727273	12.875	18.27272727
MAGEB6	7.25	6.909090909	6.961538462	7.454545455	7.875	7
MAGEC1	22.75	15.22727273	16.11538462	13.36363636	12.875	13.54545455
MAGEC2	61	43.13636364	57.34615385	38.90909091	44.75	36.63636364
MAGEC3	12.75	12.63636364	12.65384615	12.63636364	13.25	12.54545455
MAGED1	349.5	526.7272727	442.4615385	3577.181818	5220.75	592
MAGED2	226	302.2272727	362.5	1104.636364	941	236.5454545
MAGEE1	177.5	223.3181818	153.8461538	84.45454545	120.375	72.36363636
MAGEE2	12.25	11.09090909	11.42307692	10.18181818	10.75	11.18181818
MAGEF1	64	125.0454545	60.73076923	138.1818182	282.375	70.90909091
MAGEH1	163	441.9090909	258.0384615	506	553.625	170.7272727
MAGEL2	26.25	18.09090909	25.23076923	19.36363636	20.625	18.18181818
MAGI1	79.75	56.90909091	72.26923077	104.0909091	368.75	46.90909091
MAGI2	16	12.5	13.69230769	14.09090909	21	13.45454545
MAGI3	34	25.04545455	30.30769231	28.27272727	24.875	23.54545455
MAGIX	133.75	88.95454545	113.9230769	74.54545455	49.375	80.09090909
Magmas	198.25	159.5	153.8846154	237.5454545	315.25	164.8181818
MAGOH	400.5	408.5909091	831.3076923	531	290.125	241.0909091
MAGOH2	64.25	68.22727273	109.4615385	74.54545455	49.125	55.09090909
MAGOHB	110.5	60.45454545	100.5	173.9090909	147	77.36363636
MAGT1	113	275.2272727	180.0384615	417.3636364	360.625	500.3636364
MAK	16.5	20	21.15384615	16.54545455	16.5	19.09090909
MAK16	166.5	183.4090909	225.6923077	342.1818182	460	233
MAL	36	1758.090909	219.0769231	21.27272727	18.125	24
MAL2	12.5	11.77272727	11.76923077	23	14.5	11.54545455
MALAT1	9246.25	5416.227273	8640.692308	1004.909091	3511.75	1944.727273
MALL	30.75	34.77272727	41.26923077	971.4545455	303	35.63636364
MALT1	315	418.6363636	206	46	219.875	182.3636364
MAMDC2	8.5	8.636363636	9.307692308	44.72727273	667.875	9.272727273
MAMDC4	56.75	58.18181818	47.69230769	40.09090909	31.5	38.18181818
MAML1	296.25	707.7272727	428.2307692	506.7272727	464.875	393.1818182
MAML2	161	599.7272727	322.4615385	186.1818182	605.875	383.2727273
MAML3	59.25	51.95454545	52.19230769	59.63636364	39.625	65.09090909
MAMLD1	25	44.86363636	49.96153846	77.54545455	261.125	39.81818182
MAMSTR	73.5	67.72727273	66.46153846	45.09090909	58	41.09090909
MAN1A1	116	272.7272727	253.7692308	334.5454545	893.125	1862.909091
MAN1A2	18.25	30.27272727	65.19230769	82.54545455	130.25	69.72727273
MAN1B1	140.75	284.6363636	196.8461538	385	516.75	306.1818182
MAN1C1	33.75	618.2727273	153.1538462	70.63636364	339.25	291.5454545
MAN2A1	268.75	758.8636364	582.4615385	757.2727273	1154.375	751.0909091
MAN2A2	351.5	403.9090909	376.8461538	292.6363636	217.625	354.3636364
MAN2B1	182	556.1363636	189.1153846	327.8181818	306.375	2172.636364
MAN2B2	154.75	432.5909091	206.7692308	312.5454545	479.875	483.2727273
MAN2C1	89.75	63.36363636	65.19230769	46.45454545	41.25	52.54545455
MANBA	238	201.5909091	234.1538462	115.9090909	381.75	763.7272727
MANBAL	147.75	138.5454545	133.5384615	511.9090909	890.875	286.0909091
MANEA	28.75	72.90909091	31.30769231	174.8181818	152.625	163
MANEAL	58.5	31.45454545	37.88461538	22.81818182	27	50.45454545
MANF	128.75	312.5909091	272.9230769	1455.363636	748.75	744
MANSC1	13	22.36363636	12.46153846	652.0909091	170.75	17.45454545
MAOA	57.75	48.40909091	51.92307692	437.0909091	123.125	161.9090909
MAOB	88.5	56.18181818	91.26923077	43.09090909	49.75	47.18181818
MAP1A	78.5	47.09090909	46.96153846	35.45454545	22.375	50.72727273
MAP1B	13.25	10.81818182	14.30769231	1333.454545	910.625	11
MAP1D	27.25	35.27272727	29.19230769	37.90909091	31.375	28.18181818
MAP1LC3A	127	138.6363636	167.3846154	309.9090909	538.375	137.5454545
MAP1LC3B	1316	1202.818182	2522.769231	2226.636364	2859.625	2526.272727
MAP1LC3B2	20.25	18.45454545	21.03846154	17.45454545	12	16.54545455
MAP1LC3C	68.25	32.81818182	47.5	29.63636364	46	29.27272727
MAP1S	95.75	127.3636364	64.84615385	260.8181818	115.375	190.9090909
MAP2	41.5	23.40909091	26.61538462	46.72727273	25.25	24.18181818
MAP2K1	470	1097.363636	680.6153846	910.5454545	796.5	1366.636364
MAP2K2	212.75	769.3181818	159.0384615	962.1818182	1086.875	611.1818182
MAP2K3	482.5	497.0909091	529.4230769	481	992.875	682.5454545
MAP2K4	51.5	124.6818182	177	157.0909091	153.875	185.7272727
MAP2K5	49	152.9090909	59.15384615	149.5454545	147.25	118.3636364
MAP2K6	11.25	13.81818182	12.92307692	11.72727273	10.875	12.18181818
MAP2K7	165	75.22727273	113.0769231	46.09090909	51.375	55.18181818
MAP3K1	3021.25	2402.227273	905.9615385	302.5454545	184.125	811.6363636
MAP3K10	146.75	157	143.8846154	162.4545455	129.875	174.9090909
MAP3K11	70	59.45454545	69.38461538	49.18181818	40.625	43.45454545
MAP3K12	55.5	162.5	64.96153846	136.3636364	131.125	82.27272727
MAP3K13	683.5	287.4545455	581.2692308	556.2727273	308.5	643.2727273
MAP3K14	138.25	211.0909091	113.5769231	64.90909091	48.25	146.2727273
MAP3K2	669.5	1178.318182	1746.538462	325.9090909	639.25	2416.272727
MAP3K3	79	219.4545455	141.3846154	467.1818182	280.375	418.6363636
MAP3K4	267.5	611.8636364	391.8076923	299.0909091	351.5	286.8181818
MAP3K5	177.5	484.8181818	231.0769231	191	162.75	875.5454545
MAP3K6	39	67	39.38461538	97.27272727	159.125	79.45454545
MAP3K7	111	430.3181818	257.8846154	338.1818182	478.625	349.6363636
MAP3K8	91	27.22727273	68.73076923	18.81818182	159.125	123.6363636
MAP3K9	79	66.09090909	77.80769231	53.18181818	43.25	50.18181818
MAP4	127.75	206.9545455	113.7692308	487.8181818	460.125	330.1818182
MAP4K1	374	989.1363636	243.6538462	59.54545455	42.25	75.81818182
MAP4K2	56.75	170.9545455	54.34615385	120.6363636	46.75	93.45454545
MAP4K3	12.75	67.77272727	35.53846154	172.5454545	270.625	323.7272727
MAP4K4	152.25	411.0454545	118.0769231	1133	895.75	209.8181818
MAP4K5	65.75	114.0909091	198.8461538	399.5454545	529.25	130.7272727
MAP6	57	42.90909091	53.92307692	31.09090909	84.875	31.90909091
MAP6D1	117.5	69.09090909	102.9615385	95.63636364	96.625	133
MAP7	50.75	46.68181818	47.03846154	45.18181818	38.75	116.6363636
MAP7D1	81	690.9090909	280.6538462	668.6363636	568	585.4545455
MAP7D2	21.75	24.68181818	33.92307692	19	33.5	17.45454545
MAP7D3	80.75	80.77272727	68.65384615	117.6363636	173.125	51.09090909
MAP9	66.5	76.09090909	80.80769231	49.27272727	113.75	51.72727273
MAPK1	940	1775.954545	1416.230769	1631.636364	1600.25	1731
MAPK10	109.25	82.31818182	102.3461538	67.45454545	85.125	60
MAPK11	26.75	33.95454545	26.92307692	74.45454545	75.625	33.27272727
MAPK12	62.5	31.13636364	45.30769231	275.7272727	112.375	36.45454545
MAPK13	154	154.0909091	108.6923077	93.09090909	142.5	765.8181818
MAPK14	229.25	543.7727273	398.2692308	617.2727273	551.75	618.2727273
MAPK15	116.5	86	111.8846154	80	72.25	92.81818182
MAPK1IP1L	2451.75	1807.590909	3178.615385	3207.454545	2740.25	2636
MAPK3	332.25	442.3636364	315.1538462	683.7272727	523.125	386.3636364
MAPK4	70.5	30.09090909	42.42307692	33.09090909	30.25	39.72727273
MAPK6	184.25	431.3181818	413.8076923	1209.181818	1728.375	1599.363636
MAPK7	102.75	186	124.2307692	246.4545455	175.125	179.1818182
MAPK8	60.25	172.6363636	273.1153846	289	353.125	194.3636364
MAPK8IP1	32.75	24.63636364	22.5	29.81818182	23.625	28.63636364
MAPK8IP2	141.25	51.81818182	86.96153846	63.18181818	70.625	66.09090909
MAPK8IP3	80.25	286.9090909	213.5384615	148	101.75	131
MAPK9	127	329.6363636	233.2307692	483.2727273	543.5	496
MAPKAP1	49.75	129.6818182	56.88461538	276.9090909	239	399
MAPKAPK2	196.5	434.7727273	538.3461538	372.9090909	383.125	402
MAPKAPK3	211.5	669.5454545	286.8076923	380	305	1816.454545
MAPKAPK5	39	190.8181818	270.3076923	189.2727273	176.125	270.9090909
MAPKBP1	35.75	38.5	36.57692308	33	32.75	29.09090909
MAPKSP1	479	364.7272727	580.5	793.9090909	926.375	1438.727273
MAPRE1	423	409.4090909	631.3076923	784.3636364	658.25	831.9090909
MAPRE2	221	234.3181818	223.6538462	560.3636364	142	142.3636364
MAPRE3	75.5	58.59090909	58.92307692	51.18181818	43.75	63.27272727
MAPT	114.5	68.09090909	77.65384615	48.45454545	54.75	57.63636364
MARCKS	172.5	12.5	15.19230769	1915	2398.75	1195.181818
MARCKSL1	435.25	1014	283.2692308	2960.545455	651.5	210.7272727
MARCO	62.75	41.18181818	49.5	55.36363636	60.625	283.0909091
MARK1	12.75	10.5	11.73076923	18.72727273	28.625	10
MARK2	51	62	47.11538462	54.18181818	55.25	55.54545455
MARK3	113.75	298.6818182	320.5	278.5454545	284.25	294.3636364
MARK4	164.5	137.2272727	166.3461538	233.8181818	192	140
MARS	49.5	122.0454545	106.3461538	41.18181818	68.25	40.90909091
MARS2	88	91.68181818	75.38461538	70.81818182	66.625	52.36363636
MARVELD1	112.75	81.77272727	105.8846154	675.1818182	957.375	271.9090909
MARVELD2	52	43.31818182	40.76923077	168.5454545	49.25	38.36363636
MARVELD3	53.5	32.72727273	44.76923077	28.27272727	23.375	28.45454545
MAS1	41.75	32.40909091	47	23.54545455	25.25	24.45454545
MAS1L	40.75	30.54545455	39.34615385	29	26.625	24.63636364
MASP1	51.25	51.90909091	59.23076923	43.54545455	1172.75	43.36363636
MASP2	76.25	47.86363636	61.76923077	49.36363636	49.875	54.18181818
MAST1	37.5	33.59090909	36.42307692	46	33.125	45.45454545
MAST2	55.5	55.36363636	51.80769231	202.0909091	283.125	169.8181818
MAST3	154	361.4090909	145.0384615	68.36363636	104.75	154.2727273
MAST4	62.5	232.1818182	95.53846154	749.2727273	132.5	53.54545455
MASTL	16.25	49.27272727	58.30769231	131.7272727	88.625	123.4545455
MAT1A	119.5	77.18181818	95	57.63636364	57.875	64.18181818
MAT2A	731.25	1068.227273	474.3076923	1461.363636	1603.25	1132.727273
MAT2B	2714.25	3636.090909	2270.346154	2694.818182	1874.375	2556.818182
MATK	87.5	100.9090909	131.3846154	69.90909091	67.75	433.1818182
MATN1	60.75	45.09090909	53.15384615	42.54545455	39	46.27272727
MATN2	11.5	15.59090909	11.84615385	279.2727273	216.75	11.54545455
MATN3	6.5	6.363636364	6.5	15.09090909	51.5	6.818181818
MATN4	95.25	67.54545455	72.23076923	78.90909091	70.875	70.27272727
MATR3	3877	5133.454545	5063.576923	4104	4385.875	2854.636364
MAVS	50.25	160.1363636	57.53846154	217.6363636	242.25	221.8181818
MAX	227	622.8181818	221.2692308	408.1818182	350	464.2727273
MAZ	400	751.2727273	452.7692308	828	556.25	581.9090909
MB	43.5	34.77272727	45.30769231	34.63636364	32.125	34.45454545
MBD1	303.25	805.7272727	589.1538462	624.4545455	587.25	541.2727273
MBD2	402	1063.318182	599.5	1171	997.5	1461.636364
MBD3	186.75	193.6818182	171.6153846	254.1818182	229.375	196.9090909
MBD3L1	15.5	9.954545455	12.03846154	11.09090909	8.625	10
MBD3L2	43	29.95454545	34.30769231	30.90909091	26	31.27272727
MBD4	885.5	406.5909091	340.7307692	355.2727273	540.75	856.0909091
MBD5	20.25	19.63636364	19	18.81818182	23.5	15.45454545
MBD6	86.75	104.5454545	85.73076923	95.45454545	79.25	129.6363636
MBIP	33.5	136.8181818	134.5	80.36363636	131.25	73.81818182
MBL1P	27.75	21.86363636	21.26923077	25.27272727	20.875	22.54545455
MBL2	10.75	9.363636364	9.961538462	9.454545455	8.125	8.454545455
