ID,Chondrocyte.articular,B.cell.naive,B.cell.memory,Monocyte.CD14,NK.cell.CD56,Endothelial.large.blood.vessel,Endothelial.microvascular.mammary.or.endometrial,Endothelial.microvascular.non.reproductive,Epithelial.cell.mammary,Epithelial.renal.cortical,Epithelial.respiratory,Fibroblast.cardiac.ventricle,Fibroblast.of.arm,Fibroblast.of.lung,Fibroblast.of.the.aortic.adventitia,Fibroblast.or.papilla.dermal.cell,Hair.follicular.keratinocyte,Macrophage,Mature.neutrophil,Melanocyte.of.skin,Myometrial.cell,Osteoblast,MSC.like.pluripotent.cell,Myocyte.regular.cardiac,Smooth.muscle.cell.aortic,Smooth.muscle.cell.bronchial,Smooth.muscle.cell.of.bladder,Smooth.muscle.cell.coronary.artery,Smooth.muscle.cell.pulmonary.artery,Smooth.muscle.cell.of.trachea,Smooth.muscle.cell.uterine,T.Cell.CD4,T.cell.CD4.memory,T.cell.CD8.memory
S12796,6.333016,6.35121,6.378742,6.586038,6.648538,5.802504,6.325278,6.312616,6.226524,6.480586,5.976538,6.30224,6.745316,5.937582,6.524054,6.203614,6.455412,6.421742,7.150662,6.66983,6.270864,6.081714,6.18064,6.01406,6.5917,6.414264,5.887434,6.508642,6.25135,6.304662,5.81623,6.462106,6.768778,6.606486
S12798,6.604306,6.701284,6.458072,6.464764,6.747932,5.884712,6.43186,6.382752,6.391406,6.677422,6.06013,6.212606,6.817264,6.12827,6.849764,6.333852,6.460088,6.431616,7.015854,6.834782,6.311848,6.182354,6.40614,6.293696,6.685266,6.532908,6.131428,6.730426,6.368844,6.355268,5.973792,6.87312,7.003012,6.881494
S128,6.5857,6.84685,6.57169,6.413296,6.965536,5.819258,6.526016,6.308466,6.443616,6.772812,5.987354,6.14727,6.949496,6.187714,6.820034,6.31711,6.49215,6.560436,6.862268,6.76557,6.4005,6.165562,6.402688,6.33332,6.635346,6.537464,6.082426,6.790128,6.267132,6.299066,6.017406,6.896866,7.127724,7.218526
S1280,6.260842,6.415142,6.619612,6.77335,6.91717,5.69732,6.596154,6.3889,6.290566,6.373846,6.08999,6.47036,6.98165,5.828502,6.372028,6.412266,6.721372,6.575318,7.243446,6.849308,6.606736,6.139144,6.326632,5.913822,6.501316,6.594836,5.96145,6.650222,6.412476,6.476778,5.736524,6.425258,6.890862,6.77
S12800,6.238592,6.335528,6.478918,6.694578,6.724932,5.780358,6.464572,6.20636,6.196048,6.404396,6.00532,6.327712,6.828938,5.847884,6.363076,6.167916,6.483072,6.481826,7.31499,6.777942,6.373622,5.950488,6.153828,5.964828,6.646412,6.481542,5.887824,6.50385,6.276162,6.384878,5.671162,6.328966,6.657328,6.554028
S12809,6.320482,6.299786,6.496794,6.513844,6.634204,5.773194,6.279218,6.291436,6.163206,6.291298,5.921756,6.33122,6.637598,5.741254,6.329966,6.17897,6.435844,6.340226,7.00286,6.627318,6.307676,6.023716,6.055366,5.986164,6.4766,6.311562,5.88018,6.46305,6.28683,6.260558,5.6859,6.381958,6.619462,6.480584
S12813,6.433414,6.396372,6.402986,6.594752,6.57868,5.81648,6.368858,6.272834,6.139798,6.555644,6.117552,6.188976,6.853972,5.934342,6.625218,6.084672,6.458194,6.425642,7.157416,6.671962,6.259024,6.056268,6.125584,6.106464,6.579146,6.448764,5.960678,6.508344,6.212608,6.297634,5.8186,6.63846,6.77447,6.64748
S12814,6.20432,6.340602,6.440742,6.599808,6.602416,5.762742,6.297902,6.200682,6.138154,6.327904,5.916776,6.30776,6.519292,5.784126,6.287816,6.149224,6.352268,6.34617,7.330286,6.6526,6.216032,6.021204,6.054632,5.897524,6.41367,6.32943,5.87968,6.458046,6.232916,6.2619,5.580494,6.3467,6.590424,6.495332
S12817,6.374814,6.523818,6.439372,6.4484,6.837538,5.780454,6.48223,6.360634,6.324714,6.47774,5.929636,6.313368,6.724994,5.878684,6.560944,6.324458,6.55892,6.431164,7.083652,6.729156,6.366056,6.0856,6.266916,6.03747,6.529616,6.42461,5.994154,6.63811,6.334532,6.248324,5.7822,6.601276,6.874084,6.710364
S12819,6.76518,6.785266,6.505006,6.527132,6.873346,5.974902,6.538382,6.412622,6.403088,6.726288,6.063344,6.279398,7.014078,6.196476,7.060728,6.386708,6.540092,6.538862,7.10075,6.88117,6.37819,6.252248,6.413348,6.32703,6.766114,6.592502,6.210262,6.7948,6.348354,6.433754,6.07027,6.947366,7.13021,6.823968
S1282,6.466526,6.461878,6.36716,6.566572,6.678,5.841756,6.374814,6.345514,6.25598,6.589932,6.003986,6.22854,6.788992,5.992134,6.653564,6.195544,6.421014,6.456824,7.121052,6.761608,6.276304,6.07479,6.19638,6.082092,6.637856,6.428954,6.012818,6.511342,6.183712,6.30622,5.824634,6.552816,6.769822,6.651716
S12821,6.6859,6.540084,6.338214,6.55682,6.67834,5.909456,6.395996,6.395994,6.26731,6.699452,6.000476,6.181116,6.811496,6.103712,6.78211,6.265528,6.40989,6.547524,7.116828,6.785442,6.230298,6.157868,6.265834,6.202196,6.714864,6.453482,6.067258,6.666354,6.282504,6.328566,5.978028,6.73459,6.951848,6.765938
S12823,6.311832,6.377614,6.419188,6.514024,6.699836,5.654718,6.395014,6.295158,6.206182,6.35978,5.958912,6.317338,6.659424,5.785362,6.365736,6.234722,6.409674,6.445024,7.339148,6.690444,6.29704,6.05303,6.181904,5.944916,6.489202,6.394008,5.900564,6.56847,6.290986,6.303212,5.681758,6.420934,6.621828,6.650356
S12826,6.420846,6.576138,6.57181,6.737346,6.971006,5.851918,6.664572,6.363818,6.34687,6.629856,6.144282,6.406248,7.070638,6.024978,6.689956,6.327066,6.659294,6.64866,7.428004,6.900238,6.52169,6.110242,6.434564,6.143522,6.741114,6.676124,6.157966,6.797648,6.390808,6.470744,5.872146,6.659626,7.00552,6.92908
S12827,6.326516,6.471422,6.751018,6.803644,6.97983,5.780998,6.754496,6.40403,6.35416,6.391198,6.098194,6.58427,6.873092,5.821284,6.429594,6.40839,6.739936,6.609896,7.27737,6.88324,6.7882,6.106406,6.411232,5.954302,6.594244,6.633562,6.017418,6.781182,6.46496,6.463188,5.750168,6.449312,6.88556,6.812416
S1283,6.83348,6.601458,6.511886,6.638682,6.762026,5.953364,6.49759,6.401196,6.427424,6.666366,6.153732,6.358416,7.00524,6.13539,6.915254,6.360064,6.542192,6.563238,7.211784,6.939888,6.389782,6.143734,6.39393,6.19027,6.76034,6.544408,6.154994,6.68182,6.28542,6.433486,6.009166,6.692496,6.945406,6.728556
S12830,6.449334,6.237998,6.230318,6.600326,6.46466,5.810078,6.302842,6.21205,6.066668,6.40974,6.081182,6.122812,6.73353,5.901416,6.644326,6.00654,6.28772,6.44986,7.250174,6.637756,6.134556,5.979992,5.978996,6.087874,6.603646,6.402534,5.911998,6.375074,6.070604,6.241038,5.836518,6.421382,6.646776,6.42357
S12836,6.69246,6.618488,6.501756,6.721024,6.77116,5.86285,6.531952,6.32234,6.34662,6.62446,6.032186,6.239702,6.877,6.047438,6.771654,6.284324,6.512552,6.633656,7.204538,6.931272,6.386132,6.122526,6.352508,6.193118,6.746464,6.545382,6.124994,6.79574,6.30092,6.38096,5.907438,6.665572,6.871758,6.79756
S12839,6.497166,6.522326,6.538166,6.667124,6.886794,5.807984,6.526112,6.380122,6.297458,6.54386,6.035642,6.37359,6.782734,6.036368,6.617916,6.33079,6.661436,6.486296,7.107036,6.84684,6.454564,6.143848,6.36868,6.090228,6.685554,6.517686,6.049396,6.74944,6.313342,6.461944,5.806042,6.614404,6.937392,6.845472
S12845,6.389518,6.357772,6.268784,6.546276,6.507572,5.808052,6.278386,6.21435,6.06886,6.535262,5.913932,6.100888,6.759464,5.948396,6.59097,6.070044,6.324184,6.36359,7.114292,6.701946,6.205954,6.031724,6.073698,6.067226,6.53156,6.39701,5.90973,6.375062,6.1486,6.26311,5.81628,6.453456,6.720314,6.601346
S12848,6.626838,6.679926,6.47157,6.59463,6.77541,5.86937,6.487386,6.342472,6.359578,6.689546,6.043148,6.238752,6.99565,6.101862,6.859454,6.253206,6.498244,6.536034,7.117896,6.857804,6.35205,6.0898,6.32796,6.215522,6.73771,6.572126,6.170506,6.656336,6.255412,6.358514,6.03036,6.73507,7.02348,6.846912
S12849,6.24157,6.423996,6.56571,6.612616,6.795014,5.806292,6.483874,6.285088,6.315184,6.41263,5.99417,6.33249,6.82322,5.896002,6.401618,6.271662,6.57921,6.431074,7.120634,6.729578,6.472208,6.078698,6.28399,6.00469,6.6115,6.461216,6.043712,6.619222,6.29594,6.35366,5.723706,6.555238,6.950052,6.736558
S12854,6.285476,6.287372,6.54008,6.808126,6.843494,5.746348,6.586434,6.385842,6.258592,6.309002,6.016418,6.556572,6.847492,5.791484,6.333556,6.293398,6.623686,6.544548,7.50198,6.792224,6.538806,6.065204,6.221952,5.879316,6.634806,6.506868,5.922224,6.680494,6.414748,6.413808,5.658322,6.26545,6.610906,6.527552
S12857,6.45607,6.635374,6.50092,6.54051,6.72827,5.89791,6.483842,6.361308,6.375224,6.600236,6.072344,6.276478,6.835774,6.107018,6.78359,6.321214,6.5749,6.532352,7.083954,6.786306,6.434076,6.188812,6.398676,6.216614,6.723658,6.554504,6.07696,6.72081,6.304794,6.372548,5.939768,6.825848,7.054156,6.863942
S12863,6.634024,6.519492,6.44239,6.634096,6.727276,5.891444,6.453118,6.367792,6.347888,6.61782,6.019986,6.241412,6.831052,6.026664,6.738436,6.273454,6.44774,6.538286,7.263544,6.783632,6.296192,6.165212,6.290426,6.157204,6.670062,6.45398,6.046122,6.647782,6.23641,6.351368,5.897044,6.666128,6.883508,6.73702
S12865,6.564284,6.48656,6.456258,6.547352,6.71118,5.81707,6.392032,6.266788,6.320608,6.561162,6.055438,6.190234,6.85808,6.032486,6.716392,6.210322,6.45248,6.430636,7.016746,6.75909,6.367274,6.177986,6.324036,6.181038,6.603538,6.48256,5.989986,6.577368,6.169648,6.296532,5.910054,6.674208,6.881568,6.8078
S12866,6.47202,6.387042,6.402724,6.42862,6.493234,5.853532,6.233856,6.284632,6.167582,6.444038,5.979612,6.165364,6.73311,5.89746,6.650334,6.12651,6.378098,6.378724,6.979452,6.599306,6.252522,6.0756,6.121474,6.047508,6.485422,6.35962,5.979526,6.386532,6.159508,6.246414,5.896158,6.524732,6.657748,6.50894
S12868,6.256068,6.370294,6.370902,6.440812,6.66696,5.74047,6.271572,6.26682,6.194868,6.3778,5.92494,6.210558,6.570858,5.836554,6.433338,6.18946,6.40019,6.335262,7.023198,6.581338,6.232314,6.039782,6.132958,5.980622,6.47916,6.34977,5.88054,6.469612,6.217388,6.263218,5.700394,6.45645,6.660032,6.6173
S12869,5.932454,6.17339,6.394346,6.508358,6.650494,5.549626,6.335726,6.194486,6.114074,6.040032,5.847452,6.456966,6.599018,5.616362,6.042224,6.19568,6.48399,6.221148,6.965288,6.53356,6.418876,5.94244,6.05433,5.730016,6.264954,6.304394,5.772406,6.370952,6.280706,6.31306,5.54714,6.11447,6.489628,6.496976
S12872,6.4898,6.52428,6.524766,6.735654,6.71186,5.850414,6.498098,6.334208,6.331236,6.549336,6.08312,6.299416,6.931598,5.927584,6.61623,6.302104,6.518476,6.598634,7.433196,6.861756,6.434568,6.084608,6.277704,6.114938,6.70942,6.49484,6.031562,6.725356,6.302506,6.358946,5.817076,6.582602,6.805602,6.597648
S12875,6.773202,6.72852,6.593506,6.733894,6.96331,5.971528,6.687132,6.510888,6.449436,6.763978,6.111094,6.315212,7.12229,6.134104,6.921202,6.413498,6.66789,6.72261,7.258884,6.953476,6.521568,6.195716,6.537858,6.347378,6.819352,6.661436,6.236346,6.916046,6.351264,6.42405,5.987146,6.777852,7.087182,6.931024
S12884,5.985852,6.278668,6.614334,6.558638,6.69408,5.679426,6.48063,6.321628,6.198166,6.066416,5.848136,6.45257,6.648528,5.730072,6.017342,6.316644,6.656142,6.29948,7.132186,6.70044,6.56202,6.055108,6.186244,5.78299,6.334222,6.412692,5.867842,6.51354,6.388918,6.37948,5.637042,6.192074,6.646148,6.687526
S12886,5.876788,6.13113,6.529944,6.660582,6.706406,5.635546,6.457424,6.21897,6.144572,6.123582,5.881482,6.516952,6.640854,5.640056,6.125074,6.279214,6.63992,6.4242,6.936706,6.623796,6.462712,5.961336,6.18188,5.849816,6.374188,6.424204,5.797036,6.476816,6.315608,6.383664,5.562022,6.090608,6.681712,6.47996
S12888,6.55012,6.480782,6.45532,6.627246,6.661582,5.840486,6.427,6.378466,6.268734,6.50287,6.065116,6.285924,6.885912,5.977896,6.712176,6.198516,6.483064,6.51792,7.144056,6.770392,6.310196,6.120358,6.19312,6.112772,6.67189,6.487038,5.999552,6.542154,6.228468,6.329496,5.903396,6.571298,6.791354,6.60822
S12893,6.46776,6.462528,6.37782,6.578528,6.700692,5.812548,6.345578,6.3857,6.213818,6.552576,5.98056,6.229326,6.714418,5.982046,6.662006,6.23709,6.46498,6.448028,7.218628,6.752236,6.275778,6.099892,6.166386,6.078044,6.57997,6.466568,5.989576,6.619912,6.280892,6.311614,5.827594,6.589104,6.811074,6.634902
S12897,6.320472,6.411026,6.451262,6.574,6.756692,5.864838,6.554016,6.360816,6.240686,6.477444,5.93356,6.306358,6.6269,5.88353,6.43978,6.262026,6.487492,6.366728,7.305196,6.771244,6.338062,6.037944,6.211354,6.016474,6.482828,6.359218,5.984368,6.483922,6.260112,6.279816,5.801712,6.5476,6.719722,6.712566
S1290,6.456096,6.551272,6.429514,6.695682,6.74373,5.84678,6.464132,6.378232,6.296474,6.521644,6.018344,6.23775,6.724912,5.973536,6.60703,6.26715,6.504744,6.530792,7.124726,6.754312,6.320936,6.128254,6.281438,6.108636,6.650654,6.497282,6.004296,6.683966,6.263556,6.309908,5.84249,6.582354,6.865082,6.671602
S12901,6.529428,6.389352,6.42239,6.569026,6.60487,5.806178,6.369428,6.388798,6.276616,6.495226,6.050294,6.31902,6.788464,5.913284,6.589394,6.194176,6.423496,6.437998,7.163816,6.69869,6.277972,6.083966,6.1982,6.099746,6.596166,6.410354,5.936084,6.523962,6.303162,6.320226,5.82063,6.520864,6.69728,6.59544
S12906,6.628852,6.545944,6.480196,6.581806,6.724016,5.87156,6.461318,6.325186,6.23392,6.55709,6.04157,6.299568,6.977864,6.00365,6.665832,6.243432,6.495462,6.521852,7.176638,6.780944,6.257342,6.147702,6.313954,6.154656,6.648038,6.478906,5.948212,6.655666,6.29081,6.343302,5.811756,6.712948,6.877988,6.715708
S1291,6.507264,6.333048,6.5019,6.705212,6.649846,5.857856,6.473552,6.386022,6.25257,6.548682,6.108554,6.38602,6.97451,6.023956,6.666796,6.230296,6.522592,6.46627,7.337208,6.70209,6.366996,6.053754,6.26272,6.095982,6.729998,6.494074,5.965556,6.567086,6.275474,6.34967,5.845834,6.503072,6.752526,6.551612
S12912,6.19626,6.195968,6.39646,6.480106,6.547964,5.732478,6.241096,6.2104,6.136774,6.315136,5.978986,6.27003,6.619142,5.73506,6.39267,6.117938,6.453212,6.2931,6.864958,6.542626,6.215276,6.06269,6.009618,6.001234,6.442946,6.250742,5.819394,6.380472,6.211594,6.225014,5.741318,6.403886,6.603348,6.509998
S12922,6.437314,6.758304,6.597804,6.361604,6.82362,5.83119,6.46541,6.327028,6.3815,6.621128,6.043276,6.255346,6.876054,6.060676,6.751626,6.362034,6.595644,6.449298,6.8054,6.79611,6.437186,6.162728,6.432932,6.234964,6.556346,6.55389,6.06349,6.786374,6.361194,6.389872,5.826498,6.946004,7.205612,6.927082
S12924,6.554058,6.556276,6.571206,6.549042,6.737072,5.873354,6.48921,6.33508,6.296652,6.513594,6.134976,6.343486,6.940684,6.058292,6.707572,6.2401,6.472406,6.522542,7.243996,6.766392,6.412648,6.155978,6.284168,6.134216,6.619684,6.517602,5.999954,6.54436,6.26254,6.299758,5.916858,6.666238,6.864234,6.751704
S12925,6.344888,6.345664,6.482148,6.632274,6.604124,5.8258,6.364546,6.256836,6.1548,6.50355,6.080436,6.218004,6.803094,5.936022,6.554706,6.092314,6.484938,6.429834,7.17219,6.701846,6.29219,6.103038,6.108762,6.110736,6.641386,6.475184,5.948908,6.489536,6.18041,6.26344,5.868038,6.50181,6.656786,6.537906
S12944,6.656424,6.534314,6.351002,6.475766,6.7168,5.84679,6.388368,6.380004,6.249892,6.566042,5.975824,6.192346,6.749876,6.012978,6.717534,6.229066,6.415176,6.465472,7.178658,6.745844,6.226704,6.125052,6.22465,6.13273,6.613376,6.431844,5.981968,6.59921,6.243864,6.268616,5.90705,6.682252,6.854666,6.670404
S12950,6.759712,6.806964,6.638964,6.6694,6.823912,5.944936,6.59881,6.404596,6.476788,6.803654,6.21307,6.336444,7.111584,6.204088,7.05512,6.358178,6.626694,6.641294,7.272056,6.956274,6.49296,6.25298,6.451336,6.400454,6.857428,6.709964,6.254716,6.810442,6.371092,6.439086,6.136196,6.91954,7.253874,6.935874
S12952,6.339908,6.443414,6.44262,6.60547,6.66844,5.764514,6.368334,6.296182,6.233294,6.454884,5.97938,6.28664,6.62546,5.864952,6.515862,6.212074,6.436712,6.467166,7.121556,6.720646,6.319718,6.027606,6.20155,6.032468,6.555196,6.440396,6.00999,6.595214,6.311422,6.358216,5.795784,6.479622,6.731546,6.56836
S12953,6.26693,6.446976,6.47356,6.450966,6.717798,5.72043,6.449844,6.34907,6.311716,6.327142,5.995096,6.366848,6.6748,5.829256,6.4238,6.244336,6.535014,6.38673,7.022892,6.64948,6.385022,6.100584,6.187362,6.027384,6.518684,6.415386,5.918602,6.544318,6.32189,6.339454,5.760652,6.42856,6.790914,6.63637
S1296,6.54766,6.426196,6.529336,6.710252,6.712076,5.876702,6.540728,6.391658,6.30293,6.626328,6.09053,6.313186,6.925782,5.972936,6.724296,6.270092,6.576798,6.56217,7.34771,6.825368,6.36507,6.126438,6.28064,6.152428,6.690242,6.545586,6.097662,6.623036,6.297794,6.370652,5.879374,6.582412,6.91769,6.636346
S12964,6.68942,6.644282,6.529914,6.688214,6.754862,5.943042,6.54671,6.436296,6.33126,6.68634,6.07458,6.263258,6.945568,6.049058,6.8155,6.322024,6.48904,6.639904,7.162116,6.876358,6.335878,6.161758,6.361952,6.20365,6.730092,6.486498,6.07827,6.759014,6.300166,6.363404,5.98336,6.622882,6.91997,6.78172
S12968,6.682166,6.65371,6.462278,6.65566,6.737334,5.913128,6.441526,6.414356,6.319342,6.77206,6.111888,6.22326,6.927446,6.188326,6.835472,6.271554,6.472202,6.583404,7.29853,6.851742,6.289062,6.185554,6.335518,6.264438,6.764732,6.535326,6.100394,6.752472,6.25072,6.314256,6.000602,6.812342,6.992766,6.768946
S12969,6.361984,6.328188,6.309582,6.48174,6.462276,5.847124,6.277778,6.212656,6.147394,6.31266,5.920196,6.116274,6.767206,6.076034,6.497588,6.032492,6.349338,6.38443,6.979478,6.615746,6.233732,6.093532,6.136574,6.104172,6.475772,6.349362,5.849738,6.293716,6.074106,6.197996,5.781398,6.574188,6.676748,6.648196
S12978,6.86915,6.791842,6.470388,6.603018,6.638908,5.986288,6.470278,6.390344,6.397178,6.784486,6.060654,6.128888,6.999412,6.257176,7.14866,6.302062,6.480078,6.574728,7.094796,6.832616,6.294396,6.227298,6.38872,6.401828,6.80216,6.565842,6.190874,6.775508,6.257162,6.346246,6.138084,6.999466,7.04022,6.81252
S12979,6.272838,6.410394,6.39474,6.693988,6.74821,5.775398,6.403388,6.305742,6.219908,6.472056,5.934544,6.30986,6.756676,5.902846,6.50903,6.208862,6.475052,6.509742,7.329384,6.789646,6.334592,6.010504,6.16592,6.007362,6.614874,6.458302,5.994152,6.561534,6.279556,6.352916,5.70781,6.377174,6.74018,6.629342
S12982,6.316274,6.3622,6.535126,6.607844,6.69139,5.717302,6.425698,6.350066,6.222478,6.341328,6.02194,6.358008,6.67656,5.79709,6.36365,6.270358,6.548666,6.338652,7.15256,6.664932,6.40607,6.071974,6.188952,5.884544,6.575724,6.420658,5.930406,6.542828,6.339696,6.297852,5.76614,6.3859,6.663372,6.535928
S12984,6.509518,6.472458,6.41607,6.6779,6.798042,5.804562,6.536556,6.405682,6.3999,6.515358,5.93058,6.36577,6.819682,5.94983,6.632548,6.307614,6.418852,6.577366,7.402242,6.825962,6.323916,6.063796,6.217838,6.064246,6.650096,6.417506,6.040084,6.609548,6.274204,6.358834,5.822192,6.497752,6.817576,6.709968
S12989,6.369438,6.490482,6.431532,6.622142,6.72743,5.840264,6.411546,6.384892,6.236428,6.51237,5.991808,6.252644,6.63835,5.874804,6.574034,6.208936,6.517258,6.518888,7.242686,6.70392,6.32109,6.062488,6.210876,6.048448,6.581058,6.415418,6.031294,6.628908,6.280492,6.33491,5.777048,6.537476,6.82883,6.678252
S12996,6.465408,6.514604,6.491192,6.571062,6.71113,5.847522,6.422762,6.31186,6.292528,6.587886,6.03805,6.301966,6.839336,6.029108,6.672122,6.250238,6.44937,6.489558,7.316238,6.75666,6.349162,6.139156,6.275306,6.104334,6.64475,6.50653,5.959268,6.629284,6.291202,6.36147,5.84777,6.64266,6.879872,6.717332
S13010,6.71669,6.574678,6.452464,6.729854,6.859732,6.03038,6.60676,6.46773,6.443818,6.700548,6.078442,6.301636,7.076698,6.197198,6.73082,6.351396,6.587962,6.655406,7.44275,6.928886,6.397258,6.230458,6.457088,6.230322,6.79964,6.465214,6.157558,6.835014,6.370916,6.406406,5.929558,6.728564,6.985946,6.82996
S13018,6.207826,6.274308,6.407662,6.555386,6.757116,5.775882,6.403734,6.29152,6.141272,6.21818,5.885202,6.402036,6.609032,5.73574,6.207166,6.241272,6.492462,6.393052,7.143342,6.614088,6.323408,6.002232,6.136726,5.883824,6.396978,6.300224,5.846424,6.377628,6.31672,6.250326,5.701556,6.18591,6.574798,6.546712
S13022,6.61391,6.58445,6.381994,6.693398,6.680792,5.846046,6.40282,6.310126,6.291138,6.610076,6.059978,6.207196,6.88498,6.088538,6.80617,6.2138,6.477954,6.499786,7.193322,6.84822,6.2811,6.124244,6.25122,6.15426,6.694402,6.51329,6.053878,6.66904,6.209104,6.34253,5.864424,6.600442,6.833192,6.622396
S13025,6.626876,6.695014,6.49089,6.457224,6.714828,5.849994,6.431906,6.38001,6.309244,6.611088,5.977124,6.22398,6.609604,6.033656,6.709594,6.284578,6.399814,6.496082,7.191268,6.733376,6.266018,6.094382,6.225942,6.171878,6.668716,6.39265,6.071894,6.604688,6.292228,6.332166,5.918062,6.66853,6.867532,6.71553
S13026,6.502502,6.531614,6.462252,6.518522,6.639172,5.928912,6.41397,6.326404,6.203274,6.609126,6.047656,6.077028,6.864344,6.04782,6.674242,6.2025,6.366952,6.493422,7.022672,6.714554,6.183702,6.126304,6.129444,6.227844,6.618274,6.4722,6.00991,6.4558,6.192532,6.250062,5.832086,6.665634,6.834544,6.775026
S13029,6.667652,6.45162,6.430212,6.64783,6.482612,5.95179,6.357716,6.364998,6.222714,6.729582,6.15027,6.119398,6.961056,6.12565,6.88071,6.100476,6.397956,6.499876,6.93284,6.774556,6.243286,6.198074,6.217164,6.316254,6.707154,6.506012,6.114376,6.465306,6.137736,6.316672,6.02673,6.825096,6.843,6.67805
S13035,6.885212,6.724974,6.41259,6.511972,6.544998,6.007166,6.397472,6.395528,6.365328,6.86569,6.220914,6.145902,7.05701,6.37364,7.104958,6.23899,6.448098,6.61204,7.12458,6.782706,6.262886,6.211054,6.401496,6.473242,6.73104,6.529126,6.245224,6.659794,6.193906,6.357808,6.162164,6.999322,7.09863,6.876524
S13039,6.46102,6.587158,6.802708,6.615782,6.778018,5.885614,6.538302,6.358476,6.374816,6.562244,5.999872,6.35847,6.884834,5.994392,6.615398,6.32634,6.57146,6.650718,7.211074,6.869782,6.453992,6.112086,6.365676,6.179942,6.632962,6.497532,6.045442,6.682444,6.353808,6.406272,5.792332,6.627996,6.919938,6.736762
S13042,6.47693,6.454598,6.367568,6.48037,6.571956,5.812446,6.29723,6.32183,6.225856,6.579122,6.061668,6.21247,6.73675,5.96362,6.71344,6.181908,6.366072,6.490874,7.253126,6.687272,6.308312,6.091788,6.177056,6.129384,6.58017,6.38001,6.066268,6.542372,6.190758,6.288582,5.869796,6.678752,6.725546,6.59641
S13051,6.617148,6.66121,6.547162,6.52555,6.762668,6.012628,6.382446,6.519718,6.438476,6.769832,6.17079,6.271452,6.890964,6.074272,6.814898,6.349544,6.502434,6.575068,7.30374,6.81326,6.450706,6.2057,6.33978,6.288544,6.758062,6.476642,6.17524,6.691264,6.338436,6.393768,5.990598,6.770492,6.972544,6.857168
S13053,6.681718,6.705898,6.690548,6.750876,6.88274,5.953212,6.678188,6.493688,6.492296,6.827644,6.256322,6.4205,7.153488,6.147378,6.995352,6.396852,6.71096,6.693206,7.392548,6.96472,6.61882,6.29698,6.510392,6.352342,6.837186,6.65613,6.229988,6.772214,6.401542,6.501028,6.047564,6.874984,7.173618,6.936626
S13057,6.738686,6.556672,6.443346,6.545162,6.558438,5.870156,6.37328,6.332628,6.251246,6.658884,6.15111,6.168828,6.860502,6.097366,6.913296,6.19591,6.433206,6.429674,7.12867,6.73477,6.31177,6.13025,6.2541,6.205494,6.657932,6.503012,6.095282,6.480234,6.21229,6.259772,6.03437,6.717328,6.834588,6.648788
S1306,6.595532,6.741474,6.630188,6.691034,6.924098,5.92407,6.654502,6.48747,6.43577,6.653158,6.096024,6.365414,7.046136,6.081622,6.82932,6.412686,6.645856,6.637778,7.283586,6.924948,6.559288,6.168528,6.472792,6.286566,6.769378,6.625034,6.166308,6.894958,6.383754,6.47349,5.998176,6.735268,7.092672,6.823072
S13060,6.371218,6.27544,6.293236,6.56901,6.502382,5.775794,6.247048,6.245854,6.12998,6.347204,5.941646,6.232874,6.61053,5.80895,6.391414,6.122966,6.351392,6.33944,7.112392,6.629804,6.15598,6.051656,6.050314,5.955332,6.49618,6.351844,5.8733,6.42064,6.203298,6.222338,5.6852,6.331344,6.615304,6.36624
S13062,5.95854,5.889336,6.19514,6.37517,6.377694,5.596618,6.053996,6.148052,6.039772,6.020628,5.735252,6.243364,6.328748,5.602552,6.051428,6.062792,6.298354,6.145618,6.767058,6.331634,6.041402,5.959646,5.877526,5.62775,6.175792,6.153238,5.712138,6.101068,6.14786,6.146452,5.50092,6.032646,6.29668,6.157806
S13070,6.346732,6.500516,6.562644,6.650078,6.848654,5.746902,6.496964,6.373998,6.303018,6.44995,6.06026,6.413892,6.90315,5.882646,6.493896,6.363104,6.59858,6.539832,7.196444,6.842596,6.48031,6.115734,6.32752,6.066546,6.540528,6.515222,6.004556,6.683796,6.403178,6.357312,5.780744,6.54088,6.929126,6.755786
S13073,6.74142,6.60973,6.55817,6.639544,6.645268,5.925356,6.476476,6.406198,6.388544,6.650066,6.08687,6.311466,6.84225,6.02284,6.852988,6.271562,6.483694,6.539098,7.163164,6.783316,6.329476,6.176096,6.350744,6.28758,6.677416,6.49962,6.166218,6.61942,6.306372,6.325946,6.024972,6.781398,6.9321,6.767536
S1308,6.453672,6.500306,6.429348,6.648484,6.780478,5.861748,6.392674,6.333692,6.246616,6.585406,6.060142,6.267752,6.739564,6.042988,6.68466,6.202982,6.420258,6.512874,7.195756,6.726788,6.305702,6.066788,6.133942,6.137178,6.674708,6.504332,6.056246,6.618988,6.22002,6.34024,5.897392,6.592672,6.75443,6.63095
S13082,6.815922,6.813128,6.50176,6.762812,6.802696,6.029856,6.615788,6.52917,6.486722,6.842536,6.134068,6.1798,7.026314,6.313592,7.01586,6.36886,6.512584,6.651782,7.321806,6.942198,6.391298,6.25099,6.48315,6.389062,6.921342,6.546728,6.193434,6.81452,6.302642,6.395932,6.140578,6.900598,7.043062,6.832816
