ID,Chondrocyte.articular,B.cell.naive,B.cell.memory,Monocyte.CD14,NK.cell.CD56,Endothelial.large.blood.vessel,Endothelial.microvascular.mammary.or.endometrial,Endothelial.microvascular.non.reproductive,Epithelial.cell.mammary,Epithelial.renal.cortical,Epithelial.respiratory,Fibroblast.cardiac.ventricle,Fibroblast.of.arm,Fibroblast.of.lung,Fibroblast.of.the.aortic.adventitia,Fibroblast.or.papilla.dermal.cell,Hair.follicular.keratinocyte,Macrophage,Mature.neutrophil,Melanocyte.of.skin,Myometrial.cell,Osteoblast,MSC.like.pluripotent.cell,Myocyte.regular.cardiac,Smooth.muscle.cell.aortic,Smooth.muscle.cell.bronchial,Smooth.muscle.cell.of.bladder,Smooth.muscle.cell.coronary.artery,Smooth.muscle.cell.pulmonary.artery,Smooth.muscle.cell.of.trachea,Smooth.muscle.cell.uterine,T.Cell.CD4,T.cell.CD4.memory,T.cell.CD8.memory
S10303,6.229314,6.421926,6.474742,6.5418,6.697058,5.761964,6.428952,6.248364,6.201066,6.357154,5.950598,6.283062,6.781914,5.960314,6.408212,6.194998,6.494196,6.388472,7.072272,6.682782,6.37782,6.052818,6.115892,5.993688,6.56188,6.411354,5.877088,6.511156,6.255228,6.379878,5.7237,6.472638,6.823182,6.688838
S10323,6.413716,6.490884,6.441832,6.574512,6.688458,5.800372,6.450636,6.342908,6.24792,6.47969,6.00897,6.270886,6.749612,5.905428,6.529144,6.305954,6.510404,6.453032,7.147546,6.759022,6.360268,6.07408,6.23958,6.071404,6.621764,6.482986,5.978986,6.620142,6.293728,6.33711,5.828548,6.528632,6.742484,6.644994
S10326,6.628902,6.590234,6.421414,6.63242,6.726904,5.916504,6.443366,6.451018,6.317538,6.616108,6.025368,6.208254,6.865368,6.057004,6.765324,6.266768,6.42583,6.513502,7.238812,6.815282,6.339096,6.184974,6.255958,6.253404,6.724962,6.44318,6.124786,6.694102,6.28814,6.319802,5.983182,6.611386,6.827994,6.637246
S10328,6.411374,6.56938,6.487236,6.558644,6.96592,5.821126,6.57175,6.394482,6.323134,6.547212,5.984522,6.371086,6.793566,5.972284,6.556672,6.38538,6.562508,6.518006,7.20812,6.781612,6.442284,6.133122,6.289766,6.058448,6.650268,6.505796,6.07769,6.698848,6.355702,6.38565,5.828372,6.602362,6.888932,6.892554
S10329,6.54185,6.694696,6.505714,6.547494,6.828298,5.911098,6.453588,6.417332,6.366864,6.629916,6.021828,6.3141,6.79554,6.0753,6.742038,6.30932,6.51624,6.579808,7.224732,6.837142,6.384368,6.176118,6.370518,6.161626,6.710726,6.473246,6.073982,6.725726,6.320088,6.362382,5.926054,6.735084,6.940988,6.757308
S10336,6.277658,6.451292,6.42141,6.570182,6.800996,5.796126,6.445736,6.322736,6.28032,6.462398,5.985088,6.306636,6.707308,5.869258,6.433032,6.255616,6.467944,6.453544,7.179134,6.76003,6.390502,6.072298,6.158246,5.995026,6.525566,6.425622,5.99266,6.520042,6.281476,6.340208,5.779742,6.400176,6.74987,6.589014
S10340,6.420106,6.506556,6.408466,6.493398,6.667796,5.787836,6.401148,6.323808,6.282078,6.541302,5.92469,6.230422,6.685942,5.9288,6.59346,6.300872,6.400356,6.430942,7.244182,6.723238,6.273402,6.08977,6.228574,6.103952,6.579824,6.448244,6.041404,6.665042,6.301426,6.30606,5.80119,6.597812,6.855326,6.63168
S10347,5.899822,6.183148,6.425036,6.398194,6.658612,5.624546,6.287414,6.2641,6.147548,6.099348,5.833538,6.39879,6.385332,5.620582,6.116088,6.220368,6.516402,6.272604,6.974206,6.542548,6.326564,6.048404,6.122386,5.774538,6.283028,6.267196,5.813644,6.423846,6.260522,6.25581,5.43836,6.115966,6.512592,6.478114
S10353,6.411628,6.485644,6.543744,6.574046,6.705358,5.832322,6.400112,6.263346,6.21172,6.484218,6.039158,6.289554,6.79019,5.957624,6.513484,6.25608,6.48923,6.439372,7.116626,6.709102,6.25432,6.148026,6.189162,5.99869,6.584172,6.440282,5.962162,6.503704,6.300176,6.261392,5.735662,6.55662,6.818934,6.647452
S10356,6.228642,6.341148,6.416724,6.533978,6.70684,5.730106,6.35261,6.286938,6.221032,6.333098,5.910468,6.35851,6.662878,5.851526,6.324002,6.265762,6.476702,6.413876,6.995826,6.699454,6.312614,6.000852,6.149004,5.948786,6.493922,6.387032,5.9219,6.527818,6.309624,6.28243,5.639898,6.401446,6.748276,6.574012
S10358,6.55321,6.501892,6.461638,6.658658,6.761504,5.921778,6.539278,6.398292,6.360398,6.595592,5.963836,6.28244,6.823234,6.038136,6.655692,6.315066,6.432168,6.584256,7.275194,6.776498,6.331872,6.114618,6.291376,6.134726,6.69523,6.440136,6.024756,6.668652,6.272584,6.340672,5.928312,6.563016,6.767052,6.716204
S10365,6.361262,6.42327,6.2881,6.611824,6.656496,5.76445,6.331294,6.292742,6.20834,6.42651,5.943512,6.234412,6.704532,5.943768,6.537672,6.156896,6.41773,6.401284,7.19597,6.71278,6.24919,5.97874,6.134222,5.970274,6.576458,6.393312,5.93399,6.55855,6.239852,6.255476,5.781054,6.43505,6.739256,6.53696
S1037,6.52646,6.634808,6.4681,6.440956,6.778554,5.863036,6.47129,6.356534,6.328508,6.56815,5.989096,6.212478,6.850136,6.021808,6.717876,6.276668,6.515088,6.522116,7.016994,6.779128,6.396566,6.181874,6.341876,6.237436,6.601954,6.493526,6.052356,6.702356,6.257616,6.290382,5.892018,6.82124,6.980048,6.888546
S10373,6.589434,6.594126,6.559854,6.576332,6.727328,5.864108,6.531896,6.385076,6.345466,6.631908,6.17819,6.382138,6.967012,6.037146,6.777018,6.278418,6.584906,6.542338,7.141252,6.817216,6.436894,6.191426,6.389002,6.214936,6.72145,6.584816,6.096088,6.68817,6.294618,6.377586,5.948336,6.835944,7.024314,6.790536
S10374,6.459868,6.378946,6.285944,6.425786,6.39108,5.717014,6.246538,6.170738,6.137672,6.436292,6.050986,6.14834,6.76733,5.920628,6.579722,6.008316,6.37094,6.27431,6.931942,6.578696,6.263032,6.021598,6.10033,6.063028,6.458734,6.328516,5.846524,6.196926,6.138632,6.178836,5.823112,6.612188,6.679554,6.539396
S10375,6.52234,6.527386,6.51954,6.698054,6.812674,5.940842,6.630932,6.416708,6.2953,6.700636,6.182324,6.276664,7.135602,6.172,6.719846,6.277132,6.670078,6.567178,7.190916,6.826856,6.586394,6.144684,6.359324,6.272292,6.70866,6.646474,6.141872,6.687654,6.351298,6.403188,5.926846,6.660918,7.049376,6.86246
S10377,6.29017,6.135982,6.545212,6.564074,6.57507,5.692728,6.41666,6.222586,6.148366,6.32161,6.081052,6.379678,6.847046,5.788282,6.489754,6.154098,6.615874,6.388614,6.826764,6.668802,6.57956,6.083894,6.187428,5.997974,6.512306,6.592754,5.824834,6.379214,6.284216,6.34933,5.684312,6.412552,6.845802,6.646792
S10378,6.663166,6.72625,6.635558,6.669468,6.801846,5.915974,6.554616,6.42339,6.358622,6.770376,6.158202,6.266464,7.012564,6.19751,6.947322,6.2841,6.597604,6.587278,7.266618,6.908006,6.501986,6.233166,6.443844,6.349678,6.792,6.658562,6.205392,6.772406,6.263888,6.397808,6.140308,6.922802,7.075534,6.924946
S10390,5.76292,6.063944,6.377348,6.41261,6.571826,5.521712,6.20136,6.107732,6.002134,5.980452,5.837018,6.403868,6.414092,5.519198,5.914926,6.130592,6.451558,6.211996,6.870834,6.366656,6.317792,5.874036,5.95117,5.632364,6.241278,6.212282,5.738432,6.267664,6.182696,6.23466,5.488102,6.039344,6.489352,6.403318
S10391,6.611946,6.441396,6.447746,6.53876,6.570314,5.781468,6.402494,6.364024,6.247142,6.489376,6.049116,6.289426,7.02992,5.868508,6.680076,6.142038,6.39405,6.355364,6.866804,6.73571,6.285406,6.115496,6.286324,6.06829,6.558784,6.387924,6.023538,6.389672,6.263614,6.169026,5.875708,6.591468,6.70752,6.457118
S10393,6.692448,6.496672,6.453614,6.596182,6.519136,5.938816,6.4528,6.294924,6.264058,6.714482,6.213136,6.180618,7.038704,6.179508,6.950622,6.142668,6.4412,6.46009,7.083126,6.758134,6.295748,6.156724,6.245226,6.335604,6.685074,6.455006,6.1517,6.503888,6.185418,6.237182,6.073728,6.764714,7.041036,6.85004
S10400,6.324294,6.343168,6.475172,6.693598,6.76531,5.796958,6.473168,6.341468,6.259068,6.401482,5.998592,6.385788,6.73842,5.875568,6.48486,6.28911,6.538882,6.50181,7.213796,6.783822,6.417842,6.041082,6.232962,5.999924,6.612692,6.486706,5.992314,6.608412,6.357324,6.403328,5.749844,6.421826,6.72014,6.55319
S10401,6.262188,6.409264,6.5379,6.58854,6.796644,5.755898,6.487826,6.356952,6.259346,6.37131,5.91685,6.463552,6.746988,5.780256,6.39649,6.335312,6.51343,6.476712,7.12428,6.688034,6.441358,6.096482,6.253516,5.950334,6.524608,6.411234,5.880656,6.546852,6.375588,6.381946,5.719634,6.37448,6.72848,6.688108
S10406,6.448842,6.348828,6.379946,6.608132,6.540206,5.891306,6.291304,6.330776,6.188224,6.415468,5.99973,6.232402,6.778996,5.881908,6.51911,6.200092,6.370284,6.37698,7.213954,6.656742,6.17397,6.093832,6.174246,5.99999,6.559584,6.34886,5.857518,6.467176,6.1885,6.259738,5.785252,6.407282,6.582966,6.452942
S10408,6.296902,6.477576,6.569318,6.657874,6.862012,5.865166,6.552564,6.426428,6.324628,6.40811,6.045564,6.479002,6.854016,5.914032,6.470444,6.345706,6.647194,6.52013,7.28435,6.803864,6.567384,6.077752,6.334794,6.05424,6.599776,6.515828,5.977202,6.698706,6.43794,6.378484,5.789602,6.376166,6.78163,6.752444
S10409,6.680688,6.721756,6.6597,6.69525,6.739996,5.977518,6.622256,6.438086,6.373902,6.853686,6.304406,6.243684,7.055806,6.22387,7.012994,6.250986,6.625506,6.5608,7.178168,6.862976,6.469054,6.230722,6.459142,6.445152,6.802908,6.63783,6.179968,6.728368,6.257778,6.446238,6.184012,6.972782,7.143822,6.972786
S10418,5.973324,6.06262,6.313992,6.351582,6.463122,5.622248,6.231048,6.222442,6.064534,6.048646,5.798666,6.357816,6.425196,5.593184,6.039914,6.121362,6.33577,6.186568,7.08003,6.482918,6.173524,5.970222,5.978656,5.706696,6.242814,6.160902,5.732158,6.229344,6.236188,6.22996,5.490226,5.999756,6.370444,6.263368
S10431,6.243882,6.3302,6.42704,6.606106,6.691522,5.813758,6.328344,6.235514,6.15284,6.466212,6.007786,6.278274,6.716674,5.90257,6.381162,6.177744,6.511774,6.447586,7.031734,6.628608,6.224954,6.084542,6.11611,6.025074,6.519984,6.412876,5.909074,6.483788,6.298526,6.30285,5.722038,6.510532,6.753238,6.606392
S10438,6.467218,6.406944,6.486066,6.614944,6.742144,5.86447,6.448754,6.339662,6.32048,6.519942,6.063944,6.33365,6.899282,6.01008,6.678322,6.271178,6.548772,6.493316,7.141156,6.73864,6.37774,6.096498,6.259706,6.10354,6.643622,6.50488,6.04781,6.618532,6.314822,6.391802,5.871642,6.632202,6.894648,6.691854
S10439,6.60611,6.585122,6.602632,6.842694,6.815404,5.948952,6.59188,6.366936,6.329752,6.63961,6.21869,6.27732,7.147104,6.169,6.789568,6.274614,6.63359,6.611692,7.269148,6.84535,6.4983,6.143644,6.364424,6.21751,6.774742,6.667916,6.119184,6.69308,6.305524,6.44477,5.997512,6.669072,6.954226,6.780024
S10441,6.502418,6.477812,6.482956,6.771626,6.866786,5.973126,6.597412,6.381222,6.352366,6.545768,5.991382,6.419642,6.86967,6.031466,6.605106,6.284446,6.573462,6.618734,7.380134,6.831102,6.371862,6.159598,6.30452,6.11559,6.787474,6.41512,6.00767,6.700906,6.37075,6.353384,5.850602,6.49678,6.77048,6.677846
S10442,6.488234,6.507404,6.516762,6.69797,6.817264,5.845942,6.518132,6.372154,6.325464,6.534648,6.11366,6.388692,6.924428,5.981604,6.628424,6.3063,6.531224,6.539796,7.291566,6.841416,6.421656,6.095808,6.299638,6.119746,6.683596,6.53137,6.003416,6.695138,6.345392,6.403186,5.81664,6.54705,6.920744,6.663658
S1046,6.375872,6.442388,6.468906,6.668292,6.652306,5.828528,6.438436,6.35317,6.300002,6.492378,5.98901,6.293378,6.851078,5.916242,6.530562,6.264254,6.505588,6.519076,7.371942,6.811012,6.356612,6.05329,6.22772,6.059208,6.623392,6.481236,5.994744,6.638076,6.275174,6.346342,5.814436,6.514746,6.755348,6.57247
S10478,6.332194,6.393364,6.503554,6.806786,6.656888,5.787096,6.405518,6.39921,6.2141,6.416244,5.977424,6.351202,6.736706,5.851012,6.395966,6.279848,6.427818,6.466874,7.449016,6.761886,6.292134,6.085896,6.165546,5.930834,6.56519,6.403816,5.935674,6.566926,6.25519,6.368802,5.722306,6.297782,6.598718,6.408978
S10480,6.21533,6.41004,6.46403,6.406568,6.705378,5.744084,6.262852,6.337058,6.20381,6.383342,5.889652,6.187032,6.645508,5.912344,6.491442,6.231042,6.442588,6.328294,6.792172,6.5884,6.30367,6.089866,6.164472,6.04882,6.46095,6.414274,5.902998,6.585806,6.332714,6.297178,5.764504,6.482476,6.749482,6.59531
S10484,6.317178,6.381102,6.53741,6.676516,6.800488,5.787338,6.467852,6.396446,6.289746,6.400428,6.004396,6.392894,6.830482,5.841862,6.436368,6.346006,6.553592,6.481932,7.275182,6.770936,6.419706,6.120758,6.238328,6.012148,6.637164,6.535266,5.947768,6.657736,6.349682,6.395306,5.69961,6.41235,6.772354,6.652034
S10492,6.81492,6.6377,6.710238,6.76791,6.846096,5.954032,6.756572,6.397548,6.448168,6.805666,6.31674,6.300914,7.464302,6.237748,7.070188,6.325108,6.768436,6.743342,7.1836,7.054704,6.724204,6.246376,6.561972,6.458372,6.91351,6.726438,6.24124,6.826742,6.387262,6.51135,6.181894,6.98222,7.296546,7.061986
S10496,6.876662,6.852086,6.555844,6.53358,6.819268,5.970222,6.506728,6.41135,6.43948,6.81878,6.053406,6.187104,6.95531,6.267208,6.99263,6.330648,6.427396,6.536754,7.18142,6.881066,6.297816,6.162222,6.380632,6.339638,6.8384,6.55237,6.228924,6.758406,6.312188,6.377958,6.048628,6.873862,7.010576,6.786582
S10510,6.320134,6.326716,6.300216,6.46766,6.487592,5.840206,6.314952,6.20449,6.118208,6.417976,5.913508,6.181988,6.77559,5.88451,6.480594,6.075792,6.403504,6.3922,6.989726,6.665756,6.26746,6.13884,6.114552,6.014078,6.46129,6.292476,5.81953,6.334838,6.095236,6.189424,5.727778,6.487668,6.716844,6.628556
S10513,6.4429,6.484566,6.352138,6.641812,6.704698,5.881716,6.443702,6.34946,6.25189,6.563016,6.038766,6.226642,6.784262,5.996218,6.585684,6.268846,6.437466,6.52804,7.270442,6.792494,6.3787,6.074624,6.214498,6.059146,6.637234,6.474436,6.072582,6.62996,6.279046,6.340716,5.82343,6.518604,6.904214,6.665482
S10516,6.372584,6.419022,6.419572,6.583866,6.715342,5.792638,6.37558,6.416714,6.27582,6.4237,5.955458,6.306158,6.667192,5.889314,6.499702,6.278156,6.47044,6.417222,7.10439,6.694722,6.306286,6.11843,6.17291,6.00051,6.505596,6.386758,5.94988,6.628496,6.290242,6.335076,5.789312,6.471988,6.732462,6.533876
S10534,6.59858,6.676426,6.438954,6.628686,6.6188,5.89961,6.411768,6.401896,6.29317,6.649914,6.00116,6.2056,6.685322,6.093042,6.808166,6.262578,6.429162,6.439712,7.180922,6.7831,6.26131,6.162348,6.287364,6.155828,6.699036,6.456578,6.049946,6.677128,6.25418,6.30513,5.956924,6.764998,6.85103,6.701648
S10535,6.578016,6.509636,6.412768,6.481136,6.557036,5.94471,6.381674,6.30348,6.258326,6.721728,6.103344,6.16652,6.732042,6.176114,6.904054,6.153278,6.465494,6.482188,6.964308,6.678156,6.237374,6.223504,6.265666,6.282784,6.67139,6.489042,6.075094,6.496436,6.18138,6.304664,5.977894,6.769912,7.004296,6.704478
S10537,6.411746,6.642614,6.567692,6.806754,6.874648,5.859788,6.595382,6.429546,6.343518,6.594246,6.036436,6.335832,6.949652,6.03497,6.657032,6.330652,6.605292,6.595006,7.34818,6.882916,6.516256,6.116914,6.338022,6.120688,6.773096,6.559994,6.087774,6.772248,6.338324,6.428026,5.857596,6.63403,6.917328,6.706238
S1054,6.35978,6.288126,6.433896,6.523048,6.724258,5.838628,6.327654,6.261674,6.205564,6.416078,5.909662,6.3159,6.737594,5.929544,6.456854,6.249506,6.434582,6.438014,6.976938,6.672328,6.234924,6.087314,6.187042,6.002674,6.550126,6.359332,5.938252,6.553766,6.305082,6.275172,5.759092,6.436272,6.721478,6.70654
S10543,6.578508,6.55572,6.568036,6.5293,6.824286,5.856884,6.46933,6.359612,6.304696,6.567956,6.017554,6.29304,6.845916,6.043568,6.69807,6.304032,6.491502,6.50591,7.233404,6.791498,6.360756,6.163346,6.310488,6.08151,6.68074,6.492362,6.070824,6.640674,6.321216,6.36015,5.900374,6.69112,6.848844,6.740342
S10546,6.557142,6.37836,6.326072,6.414778,6.585208,5.829952,6.314942,6.20948,6.143818,6.500608,6.024914,6.145068,6.865882,5.949972,6.635672,6.104476,6.333424,6.311476,6.94994,6.582434,6.249688,6.050276,6.182728,6.11736,6.524438,6.389426,5.942768,6.319296,6.119846,6.157102,5.902384,6.57226,6.681586,6.486246
S1055,6.279066,6.236524,6.348696,6.692528,6.583394,5.737122,6.358096,6.286516,6.212732,6.34695,5.914816,6.289414,6.635858,5.793672,6.328556,6.193424,6.430152,6.413476,7.226592,6.69686,6.248588,6.015324,6.102166,5.916016,6.52182,6.367898,5.896242,6.415334,6.264748,6.304714,5.684278,6.278914,6.606052,6.491374
S10551,6.207968,6.26396,6.455054,6.645994,6.66691,5.71277,6.429952,6.27661,6.127134,6.319032,5.949346,6.29252,6.708558,5.767706,6.35993,6.218584,6.48836,6.368408,7.065682,6.68808,6.286916,6.058984,6.184068,5.841988,6.456346,6.40488,5.862554,6.446356,6.21996,6.2531,5.658626,6.339484,6.67316,6.596754
S10552,6.413382,6.201566,6.417846,6.542638,6.656012,5.735262,6.376204,6.378602,6.198892,6.305366,5.92475,6.384244,6.687142,5.740746,6.345958,6.227248,6.446656,6.37343,7.221544,6.641314,6.324176,6.052546,6.132102,5.936222,6.504386,6.341064,5.925328,6.473692,6.283018,6.314974,5.738134,6.328644,6.542894,6.432556
S10555,6.727434,6.725572,6.620444,6.625718,7.03961,5.922434,6.664542,6.370224,6.400674,6.719722,6.145,6.34778,7.114278,6.161942,6.903956,6.372768,6.641968,6.593338,7.24635,6.943518,6.535898,6.196178,6.437354,6.278408,6.757378,6.64737,6.209992,6.830976,6.3877,6.451838,5.941392,6.867874,7.106164,7.055284
S10559,6.457418,6.513084,6.359288,6.696836,6.699612,5.86496,6.397194,6.395176,6.278242,6.560432,5.988016,6.242828,6.685416,5.993962,6.612638,6.234552,6.462744,6.510298,7.199292,6.736124,6.294436,6.104088,6.182462,6.049808,6.655788,6.426074,6.04675,6.632634,6.261278,6.311902,5.87571,6.54816,6.733634,6.600694
S1056,6.503252,6.663188,6.54448,6.584684,6.676086,5.937768,6.422834,6.38165,6.300618,6.633314,6.086574,6.238068,6.858374,6.07921,6.760212,6.288634,6.498536,6.485806,7.169894,6.771984,6.4075,6.120094,6.368444,6.193836,6.710078,6.54975,6.094696,6.71235,6.28242,6.335972,5.947846,6.692084,6.960774,6.763988
S10563,6.362224,6.474082,6.53268,6.721288,6.838968,5.7728,6.549054,6.37923,6.287412,6.454812,6.020998,6.329526,6.870964,5.882504,6.531964,6.325562,6.550756,6.59222,7.323566,6.81231,6.429572,6.071312,6.292492,6.047914,6.583964,6.560912,5.999982,6.759328,6.38428,6.41031,5.774626,6.501722,6.87217,6.78662
S10574,6.686946,6.694818,6.432746,6.621218,6.796422,5.934364,6.489946,6.385428,6.38165,6.728706,6.031066,6.200016,6.896646,6.186592,6.867544,6.312566,6.499404,6.55753,7.176816,6.811654,6.287956,6.168772,6.333004,6.254074,6.739352,6.49588,6.18775,6.771606,6.287016,6.363202,5.990246,6.788228,7.030026,6.821596
S10576,6.366708,6.334488,6.39687,6.565752,6.571764,5.802966,6.314986,6.262458,6.12488,6.444302,6.043032,6.241046,6.566354,5.896492,6.536002,6.11975,6.390872,6.386678,7.218074,6.662246,6.245726,6.125514,6.11175,6.054214,6.556436,6.439836,5.872824,6.483884,6.19964,6.231664,5.78488,6.541254,6.655682,6.528766
S10578,6.445914,6.322716,6.362616,6.637944,6.562396,5.850832,6.388818,6.255254,6.165218,6.520042,6.047012,6.246992,6.840358,5.901784,6.60048,6.138366,6.480354,6.495384,7.180432,6.738106,6.32611,6.119338,6.104204,6.042196,6.641948,6.473534,5.934948,6.461804,6.195962,6.271728,5.878448,6.49581,6.741186,6.589038
S10579,6.637506,6.621352,6.405392,6.500028,6.64058,5.857394,6.413642,6.275842,6.26562,6.60539,6.052514,6.194938,6.772588,6.056572,6.815844,6.208804,6.367204,6.487808,7.26263,6.75132,6.25912,6.11544,6.229102,6.121054,6.648686,6.43736,6.095556,6.604012,6.201148,6.309672,5.976456,6.714786,6.754192,6.63357
S10582,6.601672,6.630202,6.491892,6.551582,6.753842,5.84224,6.45702,6.387592,6.326604,6.630378,6.02903,6.220326,6.922344,6.081996,6.750322,6.24176,6.420064,6.520728,7.313688,6.753978,6.303944,6.134358,6.279882,6.187876,6.688552,6.483644,6.07757,6.65624,6.259978,6.34515,5.948658,6.709256,6.853112,6.710658
S1059,6.518794,6.536342,6.52678,6.627718,6.89469,5.850378,6.58203,6.451902,6.399668,6.598098,6.004992,6.386492,6.864434,5.972732,6.700546,6.32758,6.5598,6.559098,7.31882,6.89506,6.479366,6.098284,6.352318,6.103698,6.729876,6.533112,6.155382,6.74291,6.417882,6.438772,5.876806,6.598164,6.905164,6.819222
S10599,6.61243,6.594042,6.606612,6.748252,6.712936,5.952614,6.530242,6.298768,6.241528,6.703704,6.160064,6.222602,7.031716,6.1227,6.773028,6.195464,6.552116,6.620802,7.34538,6.884862,6.400206,6.15326,6.350324,6.217926,6.767452,6.62278,6.139484,6.661978,6.260548,6.376684,6.043284,6.72259,6.941252,6.739146
S10611,6.575976,6.563966,6.354698,6.580458,6.617482,5.90231,6.396414,6.413412,6.279742,6.664812,6.041222,6.20584,6.713584,6.051862,6.715796,6.246608,6.40595,6.506508,7.232252,6.771432,6.26499,6.143928,6.213108,6.199832,6.661446,6.432394,6.074562,6.616752,6.239134,6.270296,6.008896,6.656184,6.80259,6.629886
S10614,6.3076,6.468672,6.423108,6.712448,6.80526,5.78826,6.476356,6.360192,6.279034,6.426044,6.004306,6.346362,6.771978,5.909602,6.47122,6.270018,6.505856,6.521842,7.470196,6.758108,6.438486,6.050308,6.214652,5.989912,6.565742,6.442518,5.982444,6.671066,6.273688,6.387648,5.745196,6.4805,6.738408,6.646682
S10624,6.47705,6.511606,6.509146,6.503574,6.652,5.871306,6.483332,6.391842,6.288836,6.598642,5.991872,6.246608,6.669042,5.895574,6.628924,6.181722,6.431318,6.4832,7.143736,6.789028,6.327012,6.041892,6.256182,6.093066,6.613486,6.386346,5.987754,6.594116,6.269264,6.205618,5.89225,6.433332,6.66107,6.664942
S10632,6.290456,6.192006,6.324834,6.443528,6.62405,5.698356,6.256906,6.246988,6.165692,6.266324,5.951182,6.284464,6.579946,5.717978,6.383286,6.125914,6.360404,6.300784,7.058,6.577218,6.208212,6.022778,6.06836,5.938618,6.448882,6.343772,5.86108,6.369718,6.220524,6.21267,5.710494,6.336318,6.626832,6.48979
S10634,6.535838,6.580256,6.42568,6.503082,6.57273,5.862824,6.385506,6.352014,6.26685,6.589864,6.032612,6.155224,6.71215,6.049116,6.740618,6.21343,6.40708,6.444554,7.171846,6.687636,6.262338,6.058098,6.1904,6.160064,6.629218,6.39548,6.085368,6.553726,6.224748,6.297734,5.88116,6.706338,6.836568,6.680238
S10638,6.353692,6.396494,6.502112,6.683796,6.79636,5.866702,6.507134,6.334232,6.33536,6.46424,6.008446,6.376414,6.956792,6.002404,6.549176,6.273688,6.571654,6.62116,7.155068,6.818932,6.41875,6.117878,6.33513,6.00039,6.701928,6.39416,6.012748,6.654886,6.310334,6.364854,5.754402,6.512476,6.839576,6.755214
S10644,6.497424,6.601656,6.493216,6.610276,6.786696,5.866286,6.46142,6.362398,6.287078,6.634742,6.109278,6.173266,6.912488,6.167682,6.731138,6.295174,6.587516,6.55229,7.070058,6.80829,6.355932,6.191158,6.330248,6.179704,6.63503,6.555304,6.058574,6.741928,6.276058,6.309748,5.832722,6.83162,6.965282,6.79288
S10649,6.600096,6.488472,6.327394,6.544336,6.630926,5.878796,6.38311,6.351198,6.259666,6.586866,5.988774,6.152172,6.766332,5.998006,6.676916,6.198878,6.327992,6.445118,7.473186,6.74593,6.151514,6.090352,6.162322,6.12327,6.658434,6.379406,6.015664,6.61196,6.204398,6.306128,5.916972,6.615058,6.704762,6.610216
S10652,6.382834,6.512146,6.481424,6.506646,6.633662,5.822754,6.374226,6.334254,6.217176,6.462414,5.95767,6.270466,6.614504,5.907938,6.582258,6.17801,6.383192,6.431912,7.29308,6.793134,6.32616,6.0179,6.17228,6.054528,6.560268,6.369598,5.962398,6.539106,6.25158,6.24435,5.817934,6.448358,6.590768,6.5481
