ID,naive_B_cell,memory_B_cell,CD14_positive_monocyte,CD16_positive_monocyte,CD56dim_natural_killer_cell,CD56bright_natural_killer_cell,neutrophil,CD4_positive_alpha_beta_T_cell,CD8_positive_alpha_beta_T_cell
S17219,6.75398666667,6.2232,6.90922666667,6.99841176471,6.40836153846,5.0738,6.88865862069,6.42301666667,7.021775
S17223,6.74393333333,6.08864,6.62930666667,6.81072058824,6.64893846154,5.344875,6.99003103448,6.75918333333,7.51565
S17229,7.35380666667,6.15926,6.50208666667,7.01077352941,6.40742307692,5.46335,6.65375862069,6.44953333333,7.8737
S17230,6.90984,6.1815,6.86504666667,7.09209117647,6.92200769231,5.43135,7.403,6.79803333333,7.986275
S17233,6.66805333333,6.0051,7.00482666667,6.91475882353,7.06346153846,5.73575,7.40854137931,7.02693333333,8.125425
S17240,6.94298666667,6.22832,6.97303333333,7.02137941176,6.90567692308,5.33985,7.43123793103,6.89633333333,7.569525
S1725,6.90975333333,5.9605,7.02802,6.97519411765,7.18917692308,5.542125,7.56979655172,7.38283333333,8.09175
S17251,6.93171333333,6.20556,6.99789333333,7.12795588235,6.8082,5.333075,7.22921034483,6.84543333333,7.843725
S17252,6.62065333333,6.03174,6.66005333333,6.71270294118,6.6583,5.42365,6.92604137931,6.70058333333,7.26105
S17254,6.59534666667,6.09962,7.28989333333,7.13077941176,7.01058461538,6.37045,7.42986206897,6.41238333333,8.011275
S17256,6.79249333333,6.09744,6.90188666667,7.04525294118,7.14117692308,5.74075,7.5099,6.94845,8.049675
S17259,6.79029333333,6.01928,6.79021333333,6.84540294118,6.91933846154,5.414125,7.11436551724,6.66641666667,7.509975
S1726,6.76452,6.04746,6.84643333333,6.91945588235,7.0605,5.994775,6.93160344828,6.97081666667,7.75595
S17275,6.98059333333,6.14516,7.01894,6.94652352941,6.84171538462,5.072475,7.2361862069,7.08053333333,8.042725
S17281,6.99672666667,6.17664,6.89833333333,6.96561764706,7.17593076923,5.630975,7.10475172414,6.74428333333,8.3326
S17283,6.86156666667,6.08352,6.84461333333,7.03357941176,7.27196153846,5.49895,7.28512758621,6.85546666667,7.847425
S17284,6.93165333333,6.23508,6.91642666667,6.97702941176,6.9566,5.685675,7.05969310345,6.94613333333,8.3115
S17290,6.70756,6.0448,6.94817333333,6.91826176471,6.81731538462,5.387175,7.04914137931,7.09983333333,7.94855
S17291,6.90623333333,6.07668,6.92834,6.95274117647,6.94946153846,5.9661,7.06860344828,7.07646666667,8.024975
S17295,7.09894666667,6.15854,6.68867333333,6.93027647059,7.07133846154,5.402025,6.79343448276,7.15011666667,8.3337
S17301,7.05034,6.22848,6.9346,6.91922647059,7.04060769231,5.840225,6.79626551724,7.18025,7.771525
S1731,6.92202,6.25998,6.87510666667,6.98856470588,6.76236153846,5.63975,6.97663448276,6.87348333333,8.053825
S17311,7.33641333333,6.06792,6.78860666667,6.96817941176,7.00464615385,5.523625,7.20911724138,7.02951666667,8.026975
S17316,6.90432,6.23448,7.21334666667,7.11678529412,7.22463846154,6.0452,7.31567931034,7.11746666667,8.1898
S17320,6.97638,6.14436,6.86681333333,6.92755588235,7.37685384615,6.184825,7.01596206897,7.19146666667,8.244975
S17322,6.96702,6.17852,6.87784,7.11002647059,6.98926153846,5.394025,7.11812413793,6.72615,7.733425
S17323,8.44405333333,7.45174,6.05427333333,6.76009411765,6.90692307692,5.115525,6.27732758621,6.5544,6.067625
S17332,6.64846,6.17314,7.16004,7.21897941176,6.70556153846,5.14355,7.39314482759,6.59901666667,7.607875
S17333,6.61183333333,6.07132,7.14156,6.99743823529,7.06425384615,5.84675,7.46632068966,6.45185,7.315325
S17334,6.63353333333,6.00236,6.81314666667,6.59985882353,7.13606153846,5.864725,6.71124137931,6.98761666667,7.8117
S17346,7.08560666667,6.12524,6.67141333333,7.05556470588,6.86086923077,5.3492,7.28030344828,6.9491,8.20875
S17351,6.92152666667,6.24194,7.40774666667,6.96617058824,7.37016153846,5.98405,7.41903103448,7.51976666667,8.22675
S17353,6.91492,6.01062,6.64038666667,6.93349411765,6.73653846154,5.351075,6.6838137931,7.01711666667,7.863475
S17362,7.18264666667,6.1931,6.85504,7.11968235294,6.89264615385,5.75095,7.15564137931,6.666,7.808875
S17365,6.96346,6.00288,6.85266666667,6.9322,6.92083846154,5.25825,7.54940689655,6.8067,7.894025
S17367,6.67834,6.0321,7.03870666667,6.95638529412,7.29208461538,5.800675,7.36267241379,6.95265,8.1083
S17369,6.85254666667,6.00682,7.16516,7.13343529412,7.11296153846,5.47575,7.43596896552,6.9764,7.86475
S17370,6.72197333333,5.98628,6.61644666667,6.88216176471,6.63197692308,5.9761,6.95972758621,6.37763333333,7.661475
S17373,6.61462666667,6.06716,7.12604,7.07785882353,6.84847692308,5.427275,7.19723448276,6.63003333333,7.422475
S17378,7.05336,6.16282,6.89594666667,7.17007058824,6.55485384615,5.137375,7.44415172414,6.55953333333,7.824975
S1738,6.81248666667,6.2694,6.48412666667,7.10377941176,6.55902307692,5.284825,6.87606206897,6.572,7.747775
S17381,7.07824,6.21396,7.10997333333,6.92497647059,7.22076923077,5.90155,7.28767241379,7.65846666667,8.5667
S17393,6.58505333333,6.3447,7.04859333333,6.87633235294,6.92595384615,6.15765,6.99527586207,7.04938333333,7.95595
S17396,6.60018,5.88788,6.61516666667,6.66748235294,7.16630769231,5.52805,6.97262413793,7.29516666667,7.675975
S17411,6.68432,6.11438,7.08294,6.95864117647,7.02123076923,4.904125,7.45152413793,6.97755,8.03535
S17412,6.9563,6.2406,7.05984,6.74107352941,7.61380769231,6.189925,7.20994827586,7.70775,8.561175
S17413,6.8318,6.12068,6.96254666667,6.97378823529,7.19620769231,5.3649,7.11937931034,7.52635,8.3593
S17415,7.04620666667,6.33328,6.93288,6.99226470588,6.66519230769,5.49935,7.06295517241,6.70081666667,8.23055
S1742,6.98304,6.06626,6.72018,6.94945,6.81163846154,5.2642,6.92899310345,7.05008333333,8.46815
S17421,6.90527333333,6.15434,6.89109333333,6.91907941176,7.17282307692,5.04425,6.94776551724,7.16731666667,8.270175
S17422,6.62255333333,6.02656,7.01018,7.12984705882,6.75256923077,5.313725,7.38842068966,6.04536666667,7.04715
S17427,6.93043333333,6.0811,6.96088,7.0931,6.99415384615,6.09175,7.61744482759,6.79273333333,7.861975
S17428,6.81866666667,6.1348,6.57747333333,6.87450294118,6.86828461538,5.45925,6.60573103448,6.64891666667,7.93105
S17430,6.86061333333,6.0352,6.97094666667,7.09284705882,6.68843846154,5.38445,7.21692758621,6.75188333333,7.55055
S17431,6.6026,6.03528,6.78096,7.00286470588,6.595,4.795925,6.97303103448,6.75785,7.0457
S17435,7.04842666667,6.05814,6.75944666667,6.94705882353,6.95236923077,5.980375,7.20738965517,6.83001666667,8.19915
S17437,6.75130666667,6.06808,6.66305333333,6.91033823529,6.80996153846,5.37505,7.24033103448,6.46818333333,7.313925
S17446,6.86022,6.27716,7.13178,7.08906764706,6.96578461538,4.926775,7.41326551724,7.12518333333,7.994675
S17448,6.65340666667,6.10604,7.41055333333,7.29152941176,6.73311538462,5.190925,7.49167241379,6.61178333333,7.737375
S17456,6.92765333333,6.28704,7.07203333333,7.04161176471,7.14373076923,5.695625,7.30073793103,6.7945,7.863025
S17458,7.14626666667,6.36708,7.20536,7.36595588235,6.69676153846,5.891575,7.26195517241,6.65816666667,8.4563
S17460,6.974,6.08332,6.92439333333,6.93986176471,7.15864615385,5.53135,7.07149655172,7.17155,7.932425
S17464,6.90256,6.17122,6.79194666667,6.93883529412,7.03497692308,6.55545,6.80691724138,7.10273333333,8.54225
S17467,7.06171333333,6.27668,6.66282666667,6.94639411765,6.97647692308,5.833875,7.09393103448,6.61481666667,7.6612
S17468,6.96646,6.18246,6.89415333333,6.99362058824,6.72946923077,5.890925,7.05666896552,6.8778,7.867225
S17472,7.03916,5.92624,6.82010666667,6.91958823529,7.03263076923,5.2906,7.65591724138,6.82416666667,7.9082
S17478,6.83922666667,6.12352,7.02893333333,7.09205588235,7.47199230769,5.55,7.22980344828,7.07745,7.9765
S17479,6.48533333333,5.96446,6.91737333333,6.82120882353,6.99143076923,5.643,7.11273448276,6.95781666667,7.679625
S17481,6.62748666667,6.0607,6.49634666667,6.76321470588,6.31873846154,5.1097,6.54501724138,6.5444,7.3683
S17485,6.8619,5.93978,7.03076666667,6.91741764706,6.97583846154,5.216975,7.45171724138,7.09375,7.9575
S17493,6.90624,6.20358,6.80612666667,7.02983529412,7.28164615385,5.717075,7.05466551724,6.866,7.9097
S17498,6.63448,5.98628,6.80744,6.87685882353,7.14135384615,6.303,7.33774137931,6.83976666667,7.5336
S17510,6.84536666667,6.08766,7.07672666667,6.95393235294,7.00393846154,5.84675,7.44905172414,6.63891666667,7.9131
S17516,6.50997333333,6.03052,6.92327333333,6.93781470588,6.3558,5.37145,7.21446206897,6.29998333333,7.263675
S1752,6.79364666667,6.07316,6.76953333333,6.96834411765,6.87440769231,5.5058,7.21492758621,6.91141666667,7.919775
S17520,6.78591333333,5.96272,6.74358666667,6.88837058824,6.94947692308,5.5599,7.46731034483,7.01796666667,8.0011
S17521,6.86269333333,6.1151,6.881,7.01280588235,6.98931538462,5.536225,7.01479655172,6.57645,7.39215
S17523,6.77741333333,6.06312,6.87879333333,6.86477058824,6.94453846154,5.619625,6.80185862069,7.40938333333,8.11965
S17529,6.90587333333,6.1591,7.0871,7.18783235294,7.15491538462,6.194675,7.32307931034,7.07971666667,8.589675
S17530,7.19626,6.2298,7.13016,7.08676176471,7.03306923077,5.561875,6.90066896552,6.97825,8.199575
S17539,6.96874,6.02672,6.65422,6.926,6.57929230769,4.860875,6.94911034483,6.79568333333,7.84515
S1754,6.92502,6.15658,6.61752,7.09772352941,6.37362307692,5.4159,6.85478275862,6.33095,7.54705
S17542,6.85819333333,6.19016,7.03498,7.24492058824,6.8281,5.91025,7.18059655172,6.8993,8.1598
S17549,6.97047333333,6.11312,6.78368,6.93518235294,6.79406153846,5.1348,6.87031724138,6.98433333333,8.1449
S17558,6.48184,6.0199,6.84485333333,6.78752647059,7.06465384615,5.402575,7.20941034483,6.93051666667,7.4875
S1756,6.63165333333,5.93564,7.05693333333,6.92589411765,6.85363076923,5.222725,7.36706551724,7.09616666667,8.278
S17563,6.75954666667,6.17114,7.01027333333,7.01785,6.76085384615,5.501375,7.08250344828,6.69445,7.6867
S17567,7.09990666667,6.20782,6.74952,6.94778529412,7.01279230769,5.6146,6.93507931034,7.06726666667,8.3403
S17576,6.97261333333,6.16182,6.65804666667,6.97059117647,6.63089230769,5.6124,6.91146896552,6.92043333333,8.173825
S17577,6.90216666667,6.15574,6.81391333333,7.11919411765,7.22605384615,5.57755,7.02875172414,6.84428333333,8.160175
S17582,6.74715333333,6.1475,6.77257333333,6.88449117647,6.9767,5.903425,7.08063793103,6.98933333333,7.7375
S17583,6.96384,6.15226,6.85982666667,7.05163823529,6.90167692308,5.6212,6.97525862069,6.73213333333,8.069225
S17587,6.93986,6.07568,6.62232666667,6.96662941176,6.86633076923,5.884325,7.08062758621,6.96741666667,8.473375
S17590,6.87550666667,6.1082,7.03906666667,7.1239,6.98143076923,5.119525,7.4955,6.78183333333,8.0585
S176,6.66229333333,6.07804,6.69637333333,6.83963529412,6.81214615385,5.5217,7.06195172414,6.63806666667,7.3709
S17600,6.94876666667,5.96878,6.78984666667,7.04500294118,6.97046153846,5.9176,7.08751724138,6.72983333333,8.0384
S17603,7.05990666667,6.23298,6.75191333333,7.07011176471,7.07366923077,5.484875,7.0642137931,7.2311,8.251
S17609,6.96068,6.03554,6.77324666667,6.92381176471,7.14163076923,5.6526,7.23202068966,7.36821666667,8.317525
S17621,6.59030666667,6.17072,7.49844,7.16242941176,7.41436153846,5.88315,7.58992758621,6.98306666667,7.654375
S17641,6.976,6.10458,6.73607333333,6.76926470588,7.04026153846,5.935225,6.9473137931,7.026,7.9108
S17645,6.86154666667,6.24126,7.15069333333,7.19211470588,6.73320769231,5.017425,7.89272068966,6.59805,8.0403
S17649,6.59382,5.94752,7.16290666667,6.88103529412,7.46772307692,5.9407,7.42186551724,7.37083333333,7.982225
S17650,6.84968,5.93092,6.83126,6.90495294118,6.87456153846,5.959,6.84401724138,7.12708333333,8.06395
S17652,6.94589333333,6.2551,7.05492666667,7.02444117647,7.28650769231,5.84485,7.44467931034,7.097,8.604725
S17654,6.81454666667,6.16816,6.94397333333,6.99970294118,7.10253076923,5.751225,7.28600344828,7.02973333333,8.1002
S17658,7.23916,6.2738,7.37685333333,7.24731470588,7.31201538462,6.798925,7.28195862069,7.76658333333,8.7677
S17660,6.8622,6.12432,6.89745333333,7.08065294118,6.87135384615,5.951725,6.81623448276,6.73061666667,8.6415
S17663,6.71302666667,5.96596,7.26894,7.07388529412,7.23863846154,5.840825,7.50982413793,6.84033333333,8.3692
S17664,7.3141,6.13872,6.78776,7.01336764706,7.03186923077,5.994275,7.38837586207,7.37128333333,8.4651
S17670,6.80447333333,6.12286,6.79402,6.91365882353,6.98879230769,5.3781,7.20601724138,7.0797,7.87885
S1770,6.51183333333,6.03012,6.97070666667,6.93858823529,6.64476153846,5.2935,7.09925517241,6.20103333333,6.9795
S17704,6.76395333333,6.12986,7.20146666667,7.1958,7.14253076923,5.1383,7.5956137931,6.56666666667,7.8381
S17712,7.18763333333,6.13666,6.86444666667,6.93923529412,7.11223846154,5.55725,7.11604137931,7.16041666667,8.070475
S17720,7.06747333333,6.17822,7.20324666667,7.29315,7.23652307692,5.76705,7.11420344828,7.17605,8.367175
S17726,6.96507333333,6.0257,6.75776,6.87535294118,7.24576153846,6.292675,7.26116896552,6.97666666667,8.23445
S1773,6.81898666667,6.03344,6.87322666667,7.10956764706,6.64103846154,5.343675,7.40226551724,6.66476666667,7.643375
S17734,6.44564666667,5.80222,7.29756,7.11792352941,7.1995,5.59835,7.85317241379,6.9539,7.700025
S17735,6.84278666667,6.15792,6.66662666667,6.84163235294,6.67946153846,5.05855,6.85737241379,6.8379,8.0042
S17753,6.68440666667,5.99784,7.27409333333,7.20716470588,6.73719230769,5.158775,7.55373448276,6.6612,7.768175
S17755,6.74095333333,6.16998,6.96304,7.00037058824,7.11441538462,5.74705,7.17529655172,7.17468333333,8.214575
S17759,6.89247333333,5.97396,6.94892,6.85525,7.09556923077,5.297075,7.30965172414,7.22118333333,8.261575
S17767,6.68925333333,6.08692,7.09002,7.01210588235,7.01683076923,5.3092,7.41467241379,6.59241666667,7.3552
S17774,6.78721333333,6.0706,6.58737333333,6.96263823529,6.55986153846,5.576475,7.18190689655,6.4871,7.38405
S17783,6.99587333333,6.02818,6.83503333333,7.02699705882,6.6874,5.1063,7.0325137931,6.82143333333,7.9568
S17784,6.92039333333,6.15174,7.05488666667,7.07094117647,7.24483076923,5.718225,7.47237586207,6.62173333333,7.63065
S17790,6.62937333333,6.0754,6.76043333333,6.89258529412,7.24671538462,6.482575,7.28625517241,6.91213333333,8.411275
S17791,6.85881333333,5.97504,6.92796666667,6.95117352941,7.30970769231,6.027425,7.53599655172,7.2147,8.107125
S17792,6.88064666667,6.02808,6.85737333333,7.09092647059,6.83150769231,5.5284,7.50140689655,6.86446666667,8.196175
S17793,6.88303333333,6.08572,7.17679333333,7.22500882353,6.92702307692,5.807225,7.20432068966,6.94221666667,8.477225
S17799,7.01819333333,6.07844,6.88823333333,7.10961764706,6.91364615385,5.075275,7.53602758621,7.17375,8.314875
S1780,6.84478,6.02098,6.83679333333,6.98841176471,6.79956153846,5.13305,6.77075517241,6.80498333333,8.0727
S17801,6.63042666667,6.05346,7.24842,6.98620588235,7.34779230769,5.6845,7.67786551724,7.01526666667,7.987025
S17806,6.76482,6.19472,6.99524666667,7.00195882353,7.17267692308,5.798975,7.09214827586,7.08183333333,8.22885
S17808,6.98968,6.26246,7.01554,6.95374117647,7.33796153846,5.734725,7.25893448276,7.18675,8.1488
S17810,6.9397,6.1954,6.79501333333,6.95199411765,6.75406153846,5.239225,7.11002413793,6.94598333333,8.081475
S1782,6.96434666667,6.24024,6.92251333333,6.92746470588,7.24067692308,5.60545,7.32162068966,6.87031666667,7.879975
S17823,6.706,6.19124,7.06521333333,6.94551764706,7.13700769231,5.71335,7.34033448276,6.92795,8.077375
S17828,6.62744,6.01052,6.71323333333,6.66242058824,7.29192307692,5.4339,6.95628275862,6.99121666667,7.812975
S17839,6.65545333333,6.1565,6.80354666667,6.72849117647,6.3808,5.2947,6.60014482759,6.87401666667,7.452825
S17843,6.76981333333,6.08584,6.81928,6.97996470588,6.79580769231,5.19515,7.42344482759,6.54611666667,7.299075
S17845,7.03091333333,6.09158,6.94492666667,7.18824705882,6.57431538462,5.410625,7.4380862069,6.87223333333,7.75255
S1785,6.60154,5.98986,7.06367333333,7.02592941176,6.92043076923,5.53285,7.35735862069,6.79556666667,7.768
S17850,6.81872,6.12868,6.80078,6.92791764706,6.96283846154,5.44545,7.19083793103,6.68563333333,7.6619
S17857,7.26163333333,6.14108,6.77487333333,7.12465588235,6.45002307692,5.385,6.94865172414,6.4508,8.185875
S17859,6.91447333333,5.89382,6.57609333333,6.86207647059,7.21830769231,5.25705,7.15214482759,7.12443333333,7.774175
S17865,6.85805333333,6.06324,6.62138666667,6.81797352941,6.97744615385,5.26765,7.12800689655,6.93735,8.0141
S17868,7.13862,6.283,6.72018,6.94767647059,6.80353846154,4.73145,6.84891724138,6.95156666667,7.891725
S1787,7.15660666667,6.13494,6.96745333333,6.92487647059,7.18900769231,5.5188,7.0404862069,7.60998333333,8.57085
S17879,6.67268,6.0015,6.9913,6.97125588235,7.051,6.4001,7.3030137931,6.94411666667,7.6921
S17881,6.91146666667,5.99302,6.79573333333,6.91944411765,6.92162307692,5.47145,7.08374482759,6.86491666667,8.31645
S17884,6.54906666667,5.98256,6.77817333333,6.70430882353,6.51053076923,5.174925,6.75853448276,6.8095,7.382725
S17893,6.89285333333,6.1634,7.10126,7.05913823529,7.14380769231,5.30935,7.35243448276,6.959,7.8792
S17897,6.99137333333,6.33246,6.79868,7.07664411765,6.86668461538,4.926925,6.69182758621,7.30566666667,8.281775
S17899,6.64741333333,5.79432,6.92060666667,6.77176176471,6.67841538462,5.32895,7.31576206897,6.71053333333,7.53195
S17913,6.59277333333,6.05846,7.2086,7.03031470588,7.3315,5.886625,7.33507241379,7.0505,8.3378
S17917,7.50242,6.31318,6.84294,7.10138529412,7.06565384615,6.3343,6.89297241379,7.42955,8.7573
S17928,6.84896666667,5.9052,7.20250666667,7.20081764706,7.20627692308,6.4079,7.56571724138,7.31396666667,8.691275
S17936,6.88604,6.13562,6.97793333333,7.25297941176,6.90676923077,5.9077,7.05736551724,6.75498333333,8.2879
S17938,6.9254,6.22544,7.11643333333,6.95251764706,6.87886153846,5.980675,7.19194827586,7.1784,7.8967
S17940,6.85887333333,5.87334,6.7876,6.87515294118,7.08484615385,5.091,7.0001862069,6.98521666667,7.91195
S17946,7.11653333333,6.06534,6.71309333333,6.86013235294,6.97007692308,5.869875,6.97914827586,7.10255,7.984625
S17948,6.98229333333,5.91006,6.81312666667,6.97988823529,6.46598461538,5.014525,6.75975862069,6.73506666667,7.70075
S17949,6.73075333333,5.92092,7.2341,6.99646176471,7.12113076923,5.868375,7.6036862069,7.13365,7.961475
S17959,6.96815333333,5.956,7.00937333333,6.97347647059,6.8662,5.2621,7.25566551724,7.21175,8.001275
S17960,6.67836,6.22828,6.6009,6.88479705882,6.73112307692,5.36245,6.91870344828,6.55256666667,7.352925
S17973,6.85472666667,6.14508,6.87015333333,7.01192058824,7.11194615385,5.7357,7.23951724138,6.98045,7.839875
S17985,6.82087333333,6.1559,6.70612666667,7.03160882353,6.64318461538,5.347375,6.72867586207,6.68741666667,7.778
S17988,6.70878,6.00386,6.56004,6.96625588235,6.71392307692,5.552375,6.94506206897,6.3515,7.66955
S17993,6.8511,6.05114,7.06144,7.10030882353,6.98464615385,5.860425,7.25950689655,6.6811,7.92205
S18000,6.68936666667,5.98994,6.98924,6.93069705882,7.10461538462,5.71415,7.42495862069,6.33863333333,7.46835
S18003,7.01900666667,6.0789,6.55980666667,6.87168823529,6.53436153846,5.213975,6.98927241379,6.96848333333,8.008675
S18005,7.0301,6.1154,6.81070666667,6.98426764706,6.83089230769,5.2425,7.28305862069,6.70656666667,7.8894
S18007,6.68471333333,6.11734,6.75732666667,6.90829117647,6.75090769231,5.81155,6.81808965517,6.56453333333,7.693125
S18013,6.69282666667,6.10658,6.74841333333,6.86265294118,7.21216923077,5.502825,7.08206551724,7.15176666667,8.090725
S18015,6.68736,6.0328,6.75124666667,6.85397647059,6.92063846154,4.8849,7.22564137931,6.75151666667,7.51475
S18016,6.79094666667,5.99372,6.98852666667,6.96130882353,6.98618461538,5.796225,7.25351724138,7.08201666667,7.9943
S18028,6.55553333333,6.00362,7.09281333333,6.92209705882,7.17335384615,5.721775,7.42777586207,7.17735,8.088325
S1803,6.5516,6.09754,7.03516,6.98996470588,7.00216923077,5.202225,7.26724827586,6.57991666667,7.5244
S18037,6.9296,6.09056,6.73778,7.14262941176,6.36768461538,5.595725,6.91926551724,6.43898333333,7.8749
S18038,6.98774,5.95982,6.75078,7.0063,6.93879230769,5.45155,7.39924137931,7.06511666667,8.260625
S18040,6.92560666667,6.24786,6.99588666667,6.85714411765,7.47222307692,6.244025,7.45422068966,7.49086666667,8.1551
S18046,7.06260666667,6.00662,6.73991333333,6.87429117647,6.78203076923,5.27115,6.81183103448,7.08975,8.031875
S18055,6.9676,6.2436,6.9813,7.04476764706,6.78925384615,5.5045,7.05786206897,6.70951666667,8.0198
S18060,7.46782666667,6.32276,7.07726666667,7.11566470588,7.29978461538,5.62995,7.32459310345,7.56808333333,8.83165
S18063,6.98550666667,6.17264,6.56033333333,6.80013823529,6.94756923077,5.564025,6.55830689655,6.9171,8.301875
S18064,6.52370666667,6.0953,6.83560666667,6.80471470588,7.10893076923,5.486475,7.3762862069,6.8383,7.4902
S18067,6.70652666667,5.99606,7.2175,6.91202058824,7.27376153846,5.5385,7.74947931034,7.06083333333,8.126775
S18071,6.85841333333,6.03546,6.72472666667,6.87909117647,6.57048461538,5.2385,6.92055172414,6.71108333333,7.904325
S18079,6.95728666667,6.0838,6.4193,6.65714411765,6.75983076923,5.48025,6.97094137931,7.17838333333,8.134125
S1808,6.54755333333,5.9278,6.93221333333,7.00722058824,7.06521538462,5.35545,7.55945862069,6.67376666667,7.88865
S18080,7.02179333333,6.296,6.95239333333,7.04912647059,7.21869230769,5.29745,7.70080344828,7.12535,8.112075
S18085,6.69475333333,5.86962,7.13443333333,7.09252352941,6.68842307692,4.998475,7.58775172414,6.61341666667,7.399675
S18089,7.00571333333,6.02304,6.85259333333,6.99148823529,7.07608461538,5.41825,7.47562413793,7.09365,8.08195
S18103,6.66059333333,6.10082,6.82254,6.81651764706,7.12656153846,5.83385,6.99805862069,6.90173333333,7.79855
S18107,6.76918666667,5.94068,7.24886,7.04255294118,7.30193846154,5.440225,7.45363793103,6.99903333333,8.0164
S18117,7.02466,6.04296,7.13374,6.96984705882,7.23899230769,5.882875,7.18537241379,7.6291,8.60755
S18127,6.54404666667,6.14066,7.09802666667,7.12645882353,7.07732307692,5.374025,7.30544137931,6.7401,7.732375
S18135,6.6802,6.02156,7.44688666667,7.10280882353,7.42571538462,5.80435,7.6615862069,6.80885,7.84425
S18139,6.87494666667,6.0357,7.14720666667,6.90561764706,6.90299230769,5.8489,7.17770344828,7.31666666667,8.310625
S18142,6.90222666667,5.95406,6.70225333333,6.90006176471,6.80405384615,5.2425,7.09081034483,7.02513333333,7.997625
S1815,7.02287333333,6.07564,6.73168666667,6.82915882353,6.97470769231,5.593475,6.85284137931,7.23416666667,8.5186
S18152,6.75052666667,5.94208,6.71719333333,6.93454117647,6.62683076923,4.9347,7.19795862069,6.69351666667,7.336475
S18155,7.06406666667,6.15144,6.79074,6.83349705882,7.11721538462,5.699575,6.9631137931,7.42425,8.370525
S1816,6.50835333333,6.18982,6.93280666667,6.66508235294,7.21008461538,5.989225,6.95903793103,7.15041666667,7.620325
S18161,6.55807333333,6.1508,6.82276666667,6.89221764706,6.97656923077,5.40375,7.00546551724,6.7299,7.687775
S18173,6.77579333333,6.05812,6.91644,7.06875294118,6.93399230769,5.3212,7.70224137931,6.49721666667,7.679475
S18180,6.88948,6.13036,6.91079333333,7.02723529412,6.78738461538,5.3113,7.23591724138,6.83875,8.104175
S18182,6.53204666667,6.1346,7.16152666667,6.93135882353,7.49215384615,5.67325,7.27906551724,7.13723333333,7.76185
S18189,6.66910666667,5.97848,7.0361,7.05320294118,7.25867692308,5.66685,7.60177586207,7.44696666667,8.097375
S18199,6.87948,6.15262,6.86496666667,6.95440588235,7.31955384615,6.45985,7.03295517241,6.98576666667,7.94985
S18212,6.77855333333,5.9992,6.95649333333,6.71629411765,7.34254615385,5.8145,7.14952758621,7.50515,7.70715
S18222,7.1345,6.10762,6.87924666667,6.908,7.18736153846,5.58255,7.38750344828,7.39418333333,8.1237
S18228,7.05988666667,6.1975,6.69665333333,6.82678235294,6.94433076923,5.838275,7.07731724138,7.04836666667,8.199425
S18234,6.76780666667,6.02488,6.84031333333,6.93914117647,6.39577692308,5.08335,7.13130344828,6.7113,7.175775
S18244,6.84768,6.21146,7.08012666667,7.10309705882,7.06198461538,6.338,7.12059310345,6.79256666667,8.262325
S18263,6.67180666667,6.20266,6.88049333333,6.93398529412,7.14546153846,5.7527,7.17459655172,7.15608333333,7.8799
S18265,6.95788,6.24586,6.99232666667,7.1323,7.11779230769,5.997175,7.33297241379,6.70828333333,8.4283
S18270,6.62406666667,6.08172,7.19312,7.22605294118,6.83083846154,5.357725,7.29122413793,6.60266666667,7.4802
S18272,7.08273333333,6.24202,6.93148,6.92695882353,7.20833846154,5.45175,7.22928275862,6.9816,8.0397
S18277,6.74487333333,6.20798,7.06714,7.11441176471,6.85731538462,5.576625,7.21803103448,6.68615,7.696775
S18278,6.91902666667,6.115,7.05986666667,6.97394705882,7.01796153846,5.652075,7.10545172414,6.99691666667,8.277275
S18279,6.82616666667,6.12346,6.80688,6.81302647059,7.21467692308,5.522925,7.06832068966,7.33768333333,8.19865
S18282,6.98147333333,5.99362,6.98479333333,6.79378235294,7.48068461538,5.9901,7.43577241379,7.37125,8.368425
S183,6.9547,6.25944,6.73686666667,7.06357941176,6.76090769231,5.5339,6.92065517241,7.06103333333,8.12405
S18308,7.07566,6.16636,7.02935333333,6.94193235294,7.19092307692,5.277325,6.96428965517,7.0858,8.20195
S18320,6.62686666667,6.01094,6.75114,7.08910588235,6.76684615385,5.2954,7.27142068966,6.89698333333,8.431025
S18321,6.92832,6.00348,6.85136666667,7.01574411765,7.09034615385,5.46805,7.36189310345,6.87428333333,8.3424
S18324,6.80114,6.06658,6.48752666667,6.86352647059,6.80758461538,5.2024,6.74223793103,6.9368,7.656975
S18330,6.99185333333,6.13458,6.69541333333,7.07611470588,6.93599230769,6.149875,7.21262068966,6.74408333333,8.321625
S18334,6.83846,6.0153,7.20992666667,7.06668529412,7.17390769231,5.156925,7.51217241379,7.0723,8.00885
S18337,6.72221333333,6.09642,6.83114666667,6.97656764706,6.94073076923,5.382475,7.10781034483,7.10865,7.965825
S18339,6.72606666667,5.92148,6.88377333333,6.81851176471,7.22195384615,5.617225,7.38804482759,7.26366666667,8.0063
S18346,6.96711333333,6.20216,6.72165333333,6.94477647059,6.75343846154,5.644275,7.12490689655,6.91623333333,8.20185
S1835,6.83972,6.0986,7.27550666667,6.99612058824,7.39320769231,5.768575,7.61760689655,7.47148333333,8.4601
S18352,6.76146,6.13672,6.85706666667,7.02693823529,7.07416153846,5.505425,7.27977586207,6.83928333333,7.807125
S18358,7.00712666667,5.9641,7.04554,6.97424411765,6.9212,4.83455,7.85790689655,6.7913,7.790375
