ID,B_cells,Blood_CD34._cells,Dendritic_cells,Eosinophils,Fibroblasts,Keratinocytes,Lymphatic_endothelial_cells,Macrophages,Monocytes,NK_cells,Neutrophils,Plasma_cells_CD138.,Platelets,Reticulocytes,Subcutaneous_Adipose,T_cells_CD3.,T_cells_CD4.,T_cells_CD8.,T_cells_Gamma_Delta,T_cells_Regulatory,Vascular_Endothelial_Cells
S10441,6.511112,6.09808,6.243244,6.837552,6.451174,5.832638,6.284236,6.340244,7.72508,6.804314,7.907894,5.56768,6.267226,5.063938,5.317062,6.748504,6.682834,7.276982,6.734128,6.329538,6.619086
S10442,6.549484,6.104256,6.218832,6.748092,6.441448,5.783268,6.262518,6.291358,7.511954,6.755684,7.743942,5.533548,6.30109,5.107622,5.308876,6.823792,6.856948,7.310872,6.748064,6.327166,6.586708
S1046,6.482084,6.070098,6.102456,6.76695,6.392334,5.70078,6.138918,6.259722,7.434586,6.652042,7.924534,5.486146,6.267408,4.999076,5.259382,6.692892,6.726366,7.221334,6.689014,6.29722,6.534192
S10478,6.42469,5.875964,6.17792,6.800332,6.332916,5.672132,6.173088,6.288388,7.596532,6.43136,7.973536,5.460984,6.26345,5.071898,5.306874,6.51502,6.427668,7.088402,6.540034,6.200738,6.527864
S10480,6.536332,5.999334,6.088554,6.51128,6.273584,5.73377,6.100534,6.103452,7.09741,6.650966,7.26251,5.465118,6.104764,5.080804,5.264542,6.698626,6.76884,7.276126,6.59886,6.29911,6.439998
S10484,6.406296,6.037384,6.199004,6.749462,6.411394,5.710616,6.231592,6.26364,7.516518,6.596128,7.78314,5.535116,6.226916,5.09189,5.300216,6.695148,6.636986,7.255534,6.6194,6.265836,6.50964
S10492,6.70944,6.410214,6.288888,6.658524,6.563204,5.800662,6.41059,6.514138,7.502694,6.99644,7.664548,5.809692,6.489004,4.999916,5.437194,7.01663,7.273526,7.490696,7.108712,6.466896,6.653064
S10496,6.972092,6.26966,6.196004,6.68585,6.394354,5.780262,6.113464,6.281622,7.36516,7.11387,7.73498,5.558834,6.331542,4.903516,5.322408,6.849292,7.08744,7.529162,6.887026,6.499674,6.648068
S10510,6.460464,6.027494,6.052774,6.532654,6.22093,5.682894,5.969306,6.188186,7.14725,6.535584,7.374368,5.543902,6.048388,5.093474,5.281132,6.611162,6.822292,7.113676,6.557254,6.13085,6.23453
S10513,6.44957,6.04923,6.093242,6.674506,6.371042,5.71691,6.10634,6.248526,7.551234,6.770348,7.720872,5.571964,6.223692,4.975842,5.33609,6.761968,6.79115,7.29706,6.744182,6.318348,6.576624
S10516,6.51772,5.996912,6.1043,6.673314,6.305064,5.679624,6.199568,6.244664,7.464678,6.597024,7.59226,5.478764,6.147412,5.102832,5.260898,6.721638,6.699858,7.173788,6.59986,6.278784,6.513332
S10534,6.72669,6.140934,6.156724,6.685974,6.367368,5.724348,6.078904,6.23507,7.45971,6.837756,7.688974,5.5491,6.265556,4.978544,5.258808,6.791676,6.940352,7.372956,6.631102,6.393686,6.59123
S10535,6.729458,6.15887,6.07613,6.627178,6.316564,5.752936,6.10323,6.19416,7.291154,6.897898,7.46919,5.547964,6.161878,5.000606,5.358642,6.744834,7.108084,7.340124,6.696214,6.294804,6.531842
S10537,6.671012,6.182334,6.291912,6.812942,6.435076,5.799964,6.26089,6.362122,7.615722,6.814672,7.814278,5.57224,6.27765,4.956668,5.299456,6.847846,6.881176,7.455118,6.857944,6.440362,6.578768
S1054,6.442868,5.974592,6.126706,6.555306,6.285766,5.71421,6.142286,6.1953,7.22708,6.574572,7.368372,5.49122,6.170864,5.146056,5.291848,6.728084,6.68098,7.231056,6.610826,6.295248,6.492372
S10543,6.66498,6.130276,6.115508,6.703396,6.384664,5.740936,6.146384,6.248156,7.241494,6.83665,7.760926,5.52456,6.260878,5.044318,5.340124,6.707376,6.877798,7.390002,6.769558,6.391396,6.548732
S10546,6.502542,5.987262,6.09832,6.51999,6.264452,5.670476,5.973992,6.123,7.057196,6.655146,7.415412,5.488768,6.228066,5.008716,5.224804,6.558952,6.790448,7.001356,6.654544,6.193292,6.385284
S1055,6.29244,5.854422,6.095778,6.6712,6.26999,5.661252,6.13186,6.175426,7.38045,6.41761,7.692758,5.403586,6.211526,5.087022,5.23458,6.524888,6.497518,7.043914,6.46204,6.108352,6.438086
S10551,6.33286,5.959416,6.137314,6.659836,6.323064,5.63439,6.1739,6.15105,7.333402,6.458288,7.502722,5.403442,6.090826,5.085558,5.276354,6.70491,6.613304,7.198242,6.568602,6.178646,6.424696
S10552,6.29504,5.899536,6.010428,6.737182,6.300048,5.711706,6.192588,6.15176,7.297478,6.408874,7.661342,5.44451,6.270814,5.152886,5.241628,6.48382,6.384264,7.049426,6.415776,6.172196,6.461104
S10555,6.74984,6.284402,6.170856,6.754412,6.451376,5.803932,6.274414,6.320242,7.390762,7.11486,7.737544,5.60749,6.393764,4.996188,5.425692,6.930556,7.129198,7.71524,6.995216,6.506092,6.641802
S10559,6.513166,6.049912,6.19678,6.740726,6.30039,5.71024,6.07783,6.267232,7.455764,6.736598,7.699878,5.484824,6.252984,5.000784,5.320892,6.699232,6.784592,7.309978,6.661828,6.284714,6.51805
S1056,6.76099,6.11887,6.165212,6.64565,6.378344,5.728944,6.161894,6.272634,7.414178,6.838266,7.69389,5.555404,6.20025,5.01342,5.32993,6.92359,6.984892,7.422482,6.805574,6.360104,6.600764
S10563,6.444744,6.027194,6.23272,6.723466,6.434014,5.764928,6.260142,6.352508,7.528054,6.658804,7.85188,5.513378,6.229294,5.047518,5.299498,6.792222,6.752536,7.399128,6.730384,6.31282,6.546358
S10574,6.71837,6.197668,6.16053,6.734424,6.367392,5.754902,6.136318,6.335918,7.468818,6.98777,7.70597,5.546562,6.278114,4.975008,5.324248,6.921972,7.061482,7.466878,6.85616,6.43581,6.590574
S10576,6.502382,5.97779,6.05094,6.67112,6.228568,5.724508,6.101186,6.196,7.219684,6.58084,7.715714,5.50814,6.122574,5.059836,5.291374,6.493936,6.661722,7.078684,6.389346,6.187426,6.474514
S10578,6.39399,5.95267,6.127052,6.661886,6.33365,5.667262,6.085892,6.287722,7.312558,6.663176,7.690612,5.529,6.30321,5.028088,5.255558,6.47648,6.627684,7.061998,6.610308,6.203908,6.462804
S10579,6.637266,6.065992,6.067008,6.707342,6.294438,5.689548,6.068572,6.20905,7.235202,6.77205,7.841932,5.475512,6.226032,4.966128,5.28356,6.685926,6.819636,7.329094,6.674882,6.310734,6.507132
S10582,6.682324,6.086862,6.125194,6.714978,6.306198,5.708054,6.08549,6.267682,7.439656,6.915204,7.904668,5.567306,6.223004,4.945662,5.313158,6.722522,6.911676,7.39468,6.794176,6.367682,6.587642
S1059,6.592088,6.113488,6.136604,6.772218,6.420416,5.759868,6.235272,6.294576,7.437674,6.856376,7.831858,5.53947,6.372652,5.038266,5.350254,6.831446,6.826694,7.509066,6.808926,6.410424,6.61123
S10599,6.699444,6.181698,6.256882,6.755966,6.425246,5.731226,6.180508,6.28808,7.551902,6.920356,7.895178,5.61256,6.340246,4.959654,5.342582,6.690182,6.959656,7.275174,6.818036,6.319766,6.54803
S10611,6.560236,6.079386,6.091218,6.700858,6.283758,5.689078,6.06692,6.23443,7.424074,6.81229,7.785634,5.437906,6.341812,4.978574,5.282596,6.725934,6.867268,7.306422,6.7055,6.318462,6.5741
S10614,6.41926,5.969774,6.127302,6.863682,6.350604,5.697264,6.181878,6.273616,7.532006,6.681732,7.948894,5.488176,6.188394,4.992302,5.287326,6.74488,6.723754,7.272036,6.680458,6.349976,6.489842
S10624,6.604868,6.07492,6.168258,6.652584,6.328464,5.75098,6.09765,6.270174,7.455694,6.64631,7.591708,5.471686,6.2423,5.024628,5.22911,6.687936,6.67551,7.282764,6.61788,6.275788,6.525926
S10632,6.290992,5.88517,5.992552,6.593374,6.209106,5.714552,6.100536,6.069252,7.10941,6.475866,7.453792,5.407882,6.140134,5.123304,5.288258,6.462998,6.506964,7.027434,6.407814,6.166584,6.328438
S10634,6.726554,6.062226,6.114114,6.615162,6.305336,5.709662,6.077888,6.204448,7.213344,6.80611,7.673174,5.49314,6.155724,5.046082,5.324876,6.718742,6.965192,7.291034,6.696102,6.332722,6.52214
S10638,6.561442,6.12259,6.301054,6.737548,6.403888,5.786472,6.2485,6.320368,7.541136,6.751262,7.609298,5.566802,6.258954,5.046452,5.288328,6.839116,6.807154,7.292202,6.793398,6.294784,6.5808
S10644,6.697206,6.19548,6.19883,6.650218,6.342822,5.775124,6.200996,6.346094,7.483934,6.919204,7.583718,5.633512,6.224508,4.97906,5.369198,6.895614,7.028222,7.445942,6.856828,6.460724,6.572078
S10649,6.559726,6.019604,6.050702,6.768062,6.28012,5.70512,6.02432,6.22076,7.249802,6.742168,8.058332,5.44127,6.287224,4.97786,5.245576,6.615852,6.736668,7.252794,6.612302,6.290974,6.564604
S10652,6.585186,5.940542,6.009492,6.668052,6.262952,5.663808,6.129222,6.20044,7.271534,6.601896,7.792062,5.450002,6.15065,4.986426,5.405586,6.5272,6.577532,7.175958,6.569962,6.239346,6.47089
S10654,6.791924,6.233498,6.162854,6.671394,6.374174,5.771308,6.076902,6.277754,7.501796,7.016604,7.733058,5.673862,6.265166,4.944514,5.295326,6.737732,6.941414,7.423046,6.744058,6.424244,6.576168
S10655,6.554132,6.070716,6.06873,6.706502,6.30124,5.758564,6.084604,6.186998,7.30003,6.76808,7.71282,5.499764,6.220498,4.98887,5.283576,6.723244,6.83873,7.331982,6.55148,6.308458,6.558594
S10656,6.894674,6.289236,6.282824,6.754426,6.42816,5.822922,6.155634,6.358436,7.44961,7.318986,7.925468,5.678344,6.37134,4.933858,5.42841,7.026648,7.246626,7.631242,7.040652,6.54566,6.69093
S10657,6.420702,6.021872,6.04404,6.669016,6.37977,5.730374,6.184736,6.236754,7.236976,6.446996,7.475626,5.551492,6.221236,5.227852,5.369156,6.620222,6.570352,7.150908,6.596358,6.274492,6.491058
S10658,6.858714,6.2625,6.2002,6.730912,6.431072,5.817862,6.105302,6.346668,7.475504,7.152348,7.936502,5.606084,6.345918,4.90661,5.4005,6.91322,7.172952,7.54709,6.967774,6.474668,6.677168
S10660,6.48716,6.114252,6.155536,6.525238,6.285708,5.70247,6.156154,6.14257,7.210084,6.698356,7.177754,5.512828,6.152748,5.136412,5.277792,6.748202,6.82717,7.311466,6.637986,6.244214,6.442138
S10661,6.782902,6.179944,6.10945,6.667116,6.362254,5.788554,6.151192,6.271982,7.3037,6.863908,7.640876,5.512714,6.305904,4.976688,5.332344,6.83968,6.993908,7.44078,6.74083,6.409346,6.575188
S10676,6.866036,6.248478,6.338998,6.781586,6.359596,5.82774,6.06878,6.418162,7.654272,6.980784,7.898324,5.587092,6.430928,4.873562,5.248032,6.571084,6.806728,7.341796,6.809708,6.353472,6.730562
S1068,6.710652,6.125654,6.23555,6.653548,6.339324,5.787954,6.17748,6.296992,7.45991,6.878246,7.710544,5.540316,6.26305,4.935286,5.303734,6.861312,6.960048,7.434484,6.821526,6.419008,6.585308
S10681,6.456202,5.873518,6.030868,6.54479,6.210514,5.721962,6.054468,6.051562,7.097272,6.566412,7.419616,5.572374,6.152776,5.138752,5.323196,6.472716,6.67733,6.992136,6.499464,6.166484,6.340344
S10686,6.300732,5.957974,6.057508,6.557376,6.274064,5.604806,6.129554,6.087196,7.234814,6.457384,7.469622,5.441308,6.14527,5.138098,5.211472,6.529912,6.598774,7.02787,6.458582,6.14139,6.404832
S10688,6.731402,6.17881,6.233382,6.690906,6.372298,5.76593,6.25357,6.292932,7.51238,6.901854,7.746328,5.527336,6.358718,4.947176,5.400088,7.0492,7.10319,7.453692,6.782016,6.519382,6.574934
S10690,6.391968,5.936332,6.18372,6.68034,6.349514,5.71094,6.222192,6.15558,7.331454,6.62289,7.497122,5.537682,6.199326,5.171864,5.317484,6.606462,6.64982,7.158486,6.511858,6.278466,6.481884
S10698,6.68345,6.120962,6.102676,6.640428,6.239268,5.704542,6.086416,6.272502,7.365956,6.848528,7.499694,5.549322,6.121854,4.924246,5.309312,6.774098,6.952638,7.44162,6.741758,6.408152,6.484538
S107,6.666526,6.170822,6.148116,6.692886,6.412828,5.803034,6.143814,6.272468,7.37121,6.890936,7.73689,5.620238,6.259218,5.053596,5.30623,6.882174,7.102832,7.464312,6.884432,6.425164,6.609316
S10703,6.691272,6.196138,6.093674,6.613166,6.344108,5.74312,6.055262,6.211916,7.388886,7.000764,7.613836,5.568076,6.29772,4.912502,5.32069,6.837432,7.035924,7.436266,6.84501,6.420558,6.569642
S10726,6.618346,6.1407,6.166398,6.686118,6.342684,5.772766,6.157454,6.246518,7.315992,6.69137,7.580358,5.582244,6.297634,5.098362,5.277944,6.875222,6.936606,7.32401,6.727936,6.354698,6.528776
S10729,6.462834,6.116742,6.169036,6.755396,6.375204,5.755912,6.328628,6.33273,7.494756,6.571442,7.594004,5.575028,6.373868,5.165058,5.341558,6.679552,6.711816,7.229372,6.580328,6.31092,6.616068
S10733,6.673666,6.179712,6.228484,6.693904,6.362156,5.766468,6.110166,6.29005,7.473872,6.959598,7.816238,5.530642,6.24369,4.888336,5.309294,6.786244,7.015016,7.370452,6.8379,6.37891,6.620042
S10734,6.400594,6.184024,6.149062,6.60536,6.374612,5.837526,6.253564,6.237894,7.344092,6.598174,7.328208,5.657226,6.280834,5.163284,5.309726,6.793042,6.922316,7.251468,6.743948,6.284188,6.33543
S10735,6.64712,6.026108,6.124432,6.703346,6.327518,5.711378,6.192954,6.190652,7.263796,6.652368,7.602232,5.443472,6.28807,5.087494,5.314892,6.738744,6.755996,7.253364,6.693198,6.307626,6.493278
S10740,6.337264,6.051942,6.28529,6.78228,6.446024,5.80914,6.31993,6.401086,7.709188,6.588204,7.809076,5.58522,6.292518,5.079434,5.306632,6.925836,6.75977,7.302888,6.73102,6.322812,6.519806
S10745,6.580806,5.991456,6.25392,6.779848,6.300712,5.714728,6.122834,6.301108,7.584392,6.754398,7.957898,5.507876,6.246566,4.95211,5.284286,6.538624,6.641904,7.254272,6.673588,6.28721,6.575372
S10748,6.504882,6.027634,6.136482,6.65349,6.359546,5.725752,6.251864,6.235906,7.317036,6.559864,7.500394,5.479684,6.245738,5.140204,5.273884,6.785794,6.734614,7.25815,6.600902,6.27511,6.477682
S10753,6.636552,6.152276,6.30281,6.885688,6.476186,5.836108,6.393028,6.47852,7.731136,6.797432,7.850906,5.596624,6.415868,5.021346,5.318014,6.996892,6.960696,7.504728,6.91916,6.47229,6.677546
S10756,6.823972,6.161552,6.138546,6.684152,6.357706,5.743482,6.110214,6.289296,7.42094,6.895716,7.742356,5.569144,6.287078,4.976152,5.338884,6.762568,6.985438,7.345884,6.73663,6.395742,6.600394
S10757,6.819406,6.314822,6.181082,6.60774,6.41381,5.820764,6.22532,6.265594,7.350428,7.020604,7.45807,5.719882,6.237342,4.941058,5.398542,7.077358,7.268542,7.504028,6.95496,6.484994,6.603818
S1076,6.696522,6.047584,6.179776,6.776996,6.419722,5.727968,6.267248,6.277306,7.546356,6.72478,7.720202,5.49128,6.274652,5.016034,5.311478,6.88909,6.848314,7.400362,6.773416,6.360692,6.526082
S10764,6.34631,6.041484,6.04084,6.7462,6.322896,5.710436,6.232258,6.264204,7.324012,6.44037,7.480062,5.49986,6.219626,5.163074,5.306332,6.720098,6.580784,7.204354,6.581462,6.256766,6.430584
S10767,6.68881,6.162968,6.224472,6.618722,6.388846,5.803876,6.21451,6.290654,7.260838,6.882468,7.456156,5.636344,6.289102,5.126192,5.350218,6.890438,7.03642,7.373614,6.8602,6.42207,6.567456
S10776,6.613346,6.100436,6.152372,6.808724,6.371974,5.721864,6.152748,6.292994,7.61324,6.87106,7.96882,5.510626,6.220254,4.93302,5.303824,6.812152,6.862176,7.346044,6.786392,6.328118,6.609088
S10778,6.650522,6.161818,6.216798,6.815576,6.387206,5.84746,6.26077,6.349122,7.531392,6.742624,7.987266,5.529002,6.33192,5.04153,5.390242,6.878622,6.987502,7.45403,6.798356,6.426916,6.573764
S10784,6.500388,5.942798,6.156074,6.879072,6.337912,5.700054,6.199208,6.301374,7.653576,6.679852,8.084976,5.459766,6.207338,4.941882,5.284722,6.685472,6.676856,7.271654,6.678366,6.36305,6.555992
S10787,6.464072,6.0376,6.067784,6.709802,6.385842,5.71211,6.1793,6.167946,7.32568,6.613618,7.54835,5.427494,6.19459,5.065456,5.309302,6.750684,6.697844,7.308312,6.616058,6.287194,6.47831
S10800,7.100104,6.062268,6.125612,6.682616,6.368014,5.692722,6.13781,6.286642,7.287484,6.82968,7.764514,5.528346,6.186974,5.007996,5.369662,6.769678,6.795048,7.272708,6.786872,6.36296,6.57911
S10805,6.5696,6.012384,6.094062,6.69713,6.342178,5.755214,6.275372,6.302138,7.431174,6.535786,7.782372,5.500864,6.41267,5.145516,5.307844,6.646794,6.654678,7.218926,6.647156,6.267012,6.56327
S10813,6.577642,6.007576,6.10265,6.707672,6.345128,5.68306,6.10035,6.259194,7.43056,6.791112,7.755494,5.512382,6.197774,4.954022,5.271618,6.670992,6.750658,7.335202,6.672216,6.345946,6.47817
S10814,6.283302,5.871064,5.976106,6.50767,6.119114,5.684106,6.0144,6.083414,6.975286,6.34428,7.30597,5.413978,6.051512,5.226042,5.293806,6.44701,6.508774,6.93655,6.310486,6.166252,6.280272
S10815,6.664786,6.127098,6.124094,6.754904,6.29478,5.720326,6.059342,6.246572,7.335766,6.874628,7.848574,5.506874,6.31595,5.014466,5.296182,6.788362,6.940242,7.327204,6.751928,6.38331,6.636562
S10817,6.46524,6.031246,6.006128,6.49293,6.195012,5.711308,6.14089,6.13403,7.106482,6.651752,7.344538,5.627188,6.276814,5.109132,5.320718,6.74848,6.851476,7.125186,6.560468,6.265074,6.399602
S1083,6.738622,6.226122,6.197404,6.719978,6.396252,5.75178,6.120624,6.293472,7.51235,6.977772,7.711788,5.52069,6.229954,4.906266,5.31821,6.871794,6.964894,7.458244,6.811082,6.388402,6.63211
S10835,6.506666,6.05853,6.32299,6.621162,6.34211,5.760444,6.115448,6.371316,7.519268,6.676464,7.598936,5.601452,6.263284,5.011038,5.250712,6.58478,6.739526,7.198372,6.7152,6.223374,6.650474
S10838,6.700838,6.142852,6.19287,6.644106,6.283728,5.691922,5.997158,6.26432,7.35321,6.899724,7.773316,5.539748,6.360076,4.942272,5.31243,6.705982,6.980758,7.372586,6.786224,6.36284,6.556174
S10844,6.552606,6.059514,5.98664,6.596698,6.28979,5.664362,6.056042,6.143796,7.20266,6.668474,7.574304,5.44472,6.206974,4.988854,5.217778,6.646922,6.808604,7.264504,6.541832,6.271568,6.417066
S10845,6.589914,6.052628,6.166692,6.696256,6.334248,5.694376,6.090922,6.295812,7.483428,6.84242,7.849536,5.47737,6.387986,4.96699,5.270002,6.66132,6.822174,7.244318,6.709292,6.30231,6.631302
S10846,6.79815,6.202222,6.134684,6.66759,6.351976,5.735826,6.160262,6.281748,7.26634,6.868344,7.427334,5.6428,6.215708,5.040886,5.368252,6.851658,7.115898,7.406598,6.8102,6.373648,6.52801
S10853,6.437956,6.02151,6.063544,6.669026,6.276204,5.672548,6.028328,6.196022,7.291018,6.658786,7.745266,5.547752,6.25583,5.06155,5.257658,6.431338,6.637322,7.030792,6.565298,6.201668,6.482024
S10854,6.82434,6.202466,6.17764,6.69909,6.387654,5.75957,6.13779,6.278052,7.3905,6.890258,7.569204,5.556658,6.227834,4.988036,5.339642,6.929416,7.059582,7.409456,6.803074,6.45121,6.585066
S10865,6.57075,6.05009,6.107992,6.729828,6.40836,5.754562,6.256424,6.31763,7.53892,6.75133,7.727882,5.47698,6.235502,5.003016,5.293762,6.786584,6.782154,7.354248,6.735596,6.349818,6.596652
S10866,6.625632,6.204072,6.156558,6.638186,6.318544,5.76698,6.169614,6.284964,7.494888,6.933138,7.731236,5.597036,6.331516,4.920244,5.361546,6.659132,6.95639,7.31639,6.882588,6.370348,6.591252
S10869,6.45407,6.066118,6.21501,6.764022,6.390254,5.728084,6.22938,6.400584,7.657502,6.80316,8.02342,5.495326,6.361076,4.953528,5.316178,6.530326,6.63443,7.28069,6.694802,6.283864,6.645062
S10873,6.454552,6.018378,6.10883,6.655108,6.315822,5.697916,6.200126,6.290216,7.30773,6.566548,7.701928,5.452716,6.325516,5.074486,5.281512,6.61666,6.640162,7.2721,6.611088,6.275224,6.568604
S10876,6.838382,6.255254,6.256852,6.663006,6.424188,5.786178,6.07377,6.333348,7.581752,6.970844,7.734668,5.628722,6.320136,4.859198,5.289528,6.907624,7.094662,7.492106,6.949646,6.410702,6.670492
S10883,6.61379,6.084034,6.20173,6.69516,6.391756,5.730286,6.164962,6.296118,7.356056,6.703394,7.692472,5.540732,6.252546,5.122642,5.371704,6.629886,6.775032,7.144632,6.648836,6.308894,6.532504
S10885,6.508978,6.123978,6.19546,6.757804,6.42521,5.774466,6.23899,6.306506,7.425904,6.581152,7.642474,5.597684,6.38383,5.163086,5.320524,6.786528,6.838606,7.194782,6.723298,6.288144,6.538916
S10893,6.56221,6.026782,6.17363,6.65597,6.297958,5.703058,6.0997,6.234316,7.363352,6.732074,7.712226,5.489694,6.164516,4.993694,5.2982,6.615688,6.846258,7.163648,6.607154,6.28321,6.493746
S10895,6.51413,6.107412,6.181582,6.773554,6.338824,5.766686,6.148298,6.272838,7.566006,6.814666,7.885938,5.513668,6.34584,4.99313,5.31503,6.660416,6.705586,7.325076,6.693474,6.373382,6.613734
S10902,6.614904,6.079662,6.07439,6.657124,6.2495,5.653618,6.088644,6.165914,7.13171,6.655214,7.471854,5.52142,6.220174,5.068702,5.301138,6.742726,6.833418,7.200636,6.616172,6.27275,6.385712
S10903,6.445112,6.212224,6.119306,6.728716,6.435646,5.84727,6.287514,6.29091,7.391964,6.779612,7.672666,5.690574,6.340886,5.178568,5.338264,6.68574,6.884182,7.122564,6.80264,6.283828,6.556576
S1092,6.613214,6.052034,6.13829,6.754424,6.319452,5.715272,6.079056,6.307762,7.500298,6.769272,8.055,5.485932,6.258068,4.926246,5.26508,6.660782,6.84382,7.294836,6.689018,6.328952,6.582694
S10925,6.662558,6.053472,6.198352,6.744848,6.313138,5.707366,6.157598,6.24719,7.399586,6.680852,7.627532,5.529442,6.217068,5.032996,5.307572,6.68053,6.776128,7.264116,6.67988,6.343844,6.572186
S10927,6.465274,6.086066,6.191434,6.845354,6.44486,5.77363,6.26276,6.325094,7.638018,6.759216,7.899108,5.486364,6.302372,5.007872,5.321646,6.933166,6.873332,7.38332,6.792256,6.347556,6.553974
S10936,6.719846,6.246836,6.291092,6.683502,6.461256,5.770582,6.18854,6.376666,7.451824,7.011428,7.71847,5.650958,6.387806,4.909666,5.36432,6.980078,7.118674,7.56265,6.935262,6.445832,6.628704
S10945,6.622968,6.147016,6.254346,6.797672,6.48025,5.814862,6.233786,6.366498,7.69676,6.825432,8.005964,5.594126,6.226832,4.953142,5.275724,6.773708,6.773324,7.390566,6.79597,6.39016,6.613692
S10947,6.284426,5.937208,6.001698,6.59407,6.231,5.6958,6.149026,6.083912,7.032014,6.344224,7.34126,5.430296,6.14333,5.199572,5.265034,6.49378,6.500786,7.013348,6.403052,6.165276,6.335666
S10949,6.730164,6.269804,6.143412,6.590588,6.380302,5.80064,6.08448,6.318058,7.238734,6.976824,7.668006,5.67547,6.358444,5.015206,5.37069,6.83451,7.170938,7.321886,6.867014,6.370934,6.564972
S1095,6.255552,5.815216,6.042318,6.62867,6.325758,5.674418,6.165082,6.144702,7.144742,6.327664,7.457228,5.486834,6.1519,5.223768,5.230278,6.57812,6.44127,7.027118,6.458346,6.171378,6.414874
S10961,6.461736,6.032194,6.136964,6.669628,6.337428,5.699938,6.094444,6.264308,7.296614,6.753916,7.836482,5.532036,6.338998,5.049258,5.30036,6.534938,6.675236,7.262504,6.712738,6.235138,6.544752
S10969,6.705774,6.208368,6.154952,6.725492,6.297806,5.777404,6.158354,6.260268,7.44159,6.927582,7.667542,5.496818,6.238664,4.896822,5.352088,6.804234,7.050768,7.468132,6.808464,6.42993,6.582826
S10972,6.68817,6.024014,6.155048,6.694464,6.36518,5.682156,6.182038,6.27077,7.313796,6.727432,7.647414,5.495376,6.236926,5.028722,5.282896,6.587114,6.636676,7.220742,6.703898,6.278232,6.546006
S10973,6.553708,6.007194,6.244174,6.797686,6.35175,5.749282,6.236222,6.365842,7.461144,6.689466,7.919324,5.57752,6.272842,5.06351,5.309246,6.745446,6.698516,7.297378,6.690336,6.306978,6.538996
S10978,6.630826,6.033158,6.173992,6.757364,6.388414,5.702632,6.155804,6.262342,7.391272,6.882624,7.928536,5.510518,6.296638,4.95768,5.287944,6.767318,6.90055,7.427338,6.744594,6.331878,6.559716
S10979,6.656402,6.102108,6.240652,6.69258,6.393234,5.760056,6.16876,6.329908,7.44073,6.797394,7.706286,5.569144,6.34191,5.068512,5.272214,6.894076,6.909142,7.372042,6.82063,6.39191,6.579362
S10986,6.344084,5.985412,6.03904,6.599264,6.318852,5.640706,6.154614,6.209028,7.295508,6.51397,7.65331,5.496014,6.187142,5.062336,5.279534,6.654892,6.614946,7.1669,6.585376,6.188668,6.461694
S10989,6.61582,6.044884,6.094624,6.708018,6.288572,5.746776,6.057024,6.219892,7.348074,6.770844,7.709658,5.501536,6.176746,4.970124,5.290082,6.794684,6.966156,7.34222,6.597362,6.388788,6.510928
S10995,6.761518,6.25527,6.247962,6.719598,6.363702,5.754538,6.132092,6.33828,7.49996,7.026104,7.886144,5.680702,6.301622,4.921652,5.305852,6.82829,7.090934,7.403638,6.907954,6.411808,6.626494
S11005,6.586596,6.112698,6.142038,6.624634,6.351768,5.741164,6.18717,6.203676,7.322158,6.7743,7.552812,5.620756,6.31214,5.108496,5.333608,6.698672,6.949878,7.193746,6.758842,6.345894,6.512922
S11008,6.648294,6.08197,6.113426,6.690344,6.324294,5.744228,6.163582,6.214634,7.333842,6.686406,7.794786,5.500596,6.356748,5.064468,5.291616,6.745462,6.820432,7.261556,6.651674,6.339568,6.552988
S11010,6.424832,5.935,6.039108,6.438458,6.120696,5.679138,5.90598,6.096794,6.921286,6.456418,7.220918,5.595016,6.042742,5.07778,5.200742,6.550226,6.762244,7.088982,6.455774,6.219454,6.353074
S11013,6.502416,6.056494,6.201866,6.753756,6.374782,5.725106,6.153048,6.228684,7.478714,6.77523,7.7713,5.503248,6.218018,4.94441,5.23484,6.794258,6.822534,7.430592,6.76646,6.335142,6.539004
S11016,6.731938,6.193834,6.279694,6.665852,6.458832,5.836534,6.166622,6.368582,7.52767,6.93969,7.702414,5.693524,6.321518,5.029102,5.33153,6.746914,7.028678,7.352052,6.893762,6.373394,6.668922
S11017,6.585466,6.10576,6.213904,6.737684,6.371936,5.762302,6.267346,6.346038,7.59276,6.763888,7.684308,5.557082,6.258708,5.03115,5.316676,6.759342,6.794168,7.25312,6.7967,6.329802,6.479994
S11020,6.514548,6.070076,6.225178,6.730162,6.54696,5.81253,6.240482,6.318862,7.593168,6.78529,7.771018,5.646428,6.270902,5.070856,5.305048,6.79195,6.77358,7.261534,6.771754,6.303346,6.543252
S11027,6.574966,6.130062,6.195772,6.721828,6.384144,5.700598,6.15899,6.315352,7.473228,6.869038,7.890892,5.619026,6.364762,4.995266,5.300132,6.691928,6.848858,7.230112,6.775868,6.293672,6.581208
S11035,6.62491,6.083102,6.118998,6.613592,6.210066,5.7152,6.0064,6.208806,7.22001,6.698226,7.706746,5.547206,6.234252,5.027438,5.251462,6.5736,6.866116,7.140372,6.627812,6.286894,6.431548
S11041,6.541188,6.008198,6.105298,6.645332,6.30564,5.744706,6.019442,6.168214,7.239908,6.737132,7.698782,5.456706,6.14388,4.970502,5.264826,6.701618,6.853422,7.26347,6.659928,6.308188,6.465642
