T cells	CD8 T cells	Cytotoxic lymphocytes	NK cells	B lineage	Monocytic lineage	Myeloid dendritic cells	Neutrophils	Endothelial cells	Fibroblasts
S7644	8.03823076923077	4.3623	7.20696	6.496625	7.2262625	6.32002857142857	4.982	7.32077142857143	4.85307142857143	5.2617625
S7652	7.29069230769231	3.8809	6.90372	6.120475	6.205625	6.17764285714286	4.794	8.54175714285714	4.97316428571429	5.3152
S7653	6.82380769230769	3.8853	6.44314	5.668125	6.452075	6.28974285714286	4.74054	9.18262857142857	5.017575	5.2258625
S7655	7.3916	4.2433	6.85942	5.8653	6.6730375	5.88727142857143	5.05132	8.35396428571429	5.05680357142857	5.4367875
S7659	7.37553846153846	4.1948	6.76516	5.872525	6.738025	5.92222857142857	4.67842	8.12457857142857	5.11662857142857	5.691825
S7660	7.39166923076923	4.3806	6.58396	5.96185	6.36995	5.88031428571429	4.64568	8.58411428571429	4.95596785714286	5.40905
S7668	7.51644615384615	4.7714	7.17044	6.3498	6.960175	6.45517142857143	4.92346	8.71246428571428	4.97401785714286	5.1122125
S7670	7.85516923076923	3.9477	7.63746	6.4688	6.2440375	6.54885714285714	4.88292	8.61512857142857	4.87463214285714	5.4142
S7671	7.53733076923077	4.0592	6.78534	6.049025	6.2032625	6.84652857142857	5.15678	8.76100714285714	4.993425	5.2297375
S7673	7.50039230769231	4.6866	6.99314	6.20605	6.3698	6.73658571428571	5.20338	8.62468571428571	4.8337	5.1618125
S7674	7.53720769230769	4.8479	7.37648	6.3648	6.201375	6.77911428571429	5.11322	8.98822142857143	4.99893214285714	5.2492875
S7678	7.39134615384615	4.4852	6.57854	5.69615	6.212975	5.76792857142857	4.64154	7.98422857142857	4.99915	5.4156125
S7691	7.62273076923077	3.7219	7.33708	6.6045	6.2989	6.05902857142857	4.59108	8.70406428571428	4.97241785714286	5.1448625
S7693	7.3779	3.9239	6.32096	5.646075	6.6451625	6.52575714285714	4.89766	8.67907857142857	5.01183928571429	5.358475
S7694	7.77656153846154	4.7458	6.80856	6.05245	6.5164	6.37481428571429	5.26532	8.37724285714286	4.89903214285714	5.302925
S7699	7.14004615384615	4.337	6.43326	5.568975	6.129175	5.8543	5.01108	8.2197	5.07350357142857	5.5581375
S7703	7.47376923076923	4.6625	7.15852	6.058225	5.908025	6.4297	5.0535	8.33686428571429	4.95467142857143	5.427925
S7711	7.4367	3.8942	6.90132	5.95765	6.6584875	6.12732857142857	4.85418	8.39706428571429	5.101325	5.47905
S7712	7.10524615384615	4.6199	7.25822	6.109225	6.0490375	6.28688571428571	5.15388	8.63857857142857	5.04709285714286	5.49325
S7714	7.13574615384615	4.3765	7.22524	6.162325	6.5192875	6.79015714285714	4.72176	8.82196428571429	4.7913	5.1840625
S7717	7.35326923076923	4.7622	7.36092	6.264975	7.0853375	6.70988571428571	4.70964	8.69885	4.88939285714286	5.1406875
S7723	7.35549230769231	4.3033	6.71552	5.6941	6.4188875	5.87928571428571	4.81826	8.47251428571429	5.06628571428571	5.5329
S7741	7.44243076923077	5.2429	6.97918	5.8593	6.46665	5.97595714285714	4.8174	8.03894285714286	5.082025	5.5382375
S7743	7.2207	4.3453	7.07152	5.990775	6.5637625	6.671	4.90694	8.56097142857143	5.00118928571429	5.373575
S7746	7.28743076923077	3.3861	6.80192	5.93015	6.2093625	6.32791428571429	4.80388	8.44061428571429	5.09665	5.4708
S7747	7.56763846153846	3.9939	6.95074	6.15465	6.4537125	6.15297142857143	4.82964	8.54205	4.86248214285714	5.3244
S7764	7.83359230769231	4.5596	7.38302	6.2933	7.015475	6.65468571428571	5.01168	8.37447857142857	4.70522142857143	5.0263875
S7781	7.41733076923077	4.1238	7.29404	6.012025	6.1745125	6.29044285714286	4.96864	8.70478571428571	4.93602857142857	5.2304125
S7784	7.27916923076923	4.1746	7.0121	6.0725	6.0874	6.6311	5.10928	8.78923571428571	5.023525	5.388
S7795	7.09366153846154	3.6068	6.5151	5.7197	6.2716	6.36617142857143	5.00666	8.34912142857143	5.13434642857143	5.341225
S7800	6.99973846153846	3.794	6.1667	5.474175	6.102075	5.91274285714286	4.72154	8.30449285714286	5.16748214285714	5.652175
S7803	7.58338461538461	4.3815	7.4726	6.563425	6.658525	6.41411428571429	4.85628	8.53668571428571	4.8701	5.335525
S7805	7.21867692307692	3.8052	7.61952	6.617125	6.516225	6.49897142857143	5.03366	8.40206428571429	4.91086428571429	5.3194
S7806	7.32094615384615	4.4634	6.92108	5.88645	5.9207875	6.17764285714286	5.13162	8.73974285714286	4.97548928571429	5.257575
S7807	7.32665384615385	4.2035	7.43034	6.12545	6.1947125	6.5084	4.96374	8.43194285714286	5.11776785714286	5.3452625
S7823	7.224	3.9804	6.82956	5.75585	6.4024375	6.40761428571429	4.87124	8.209	5.06950357142857	5.478975
S7824	7.27268461538462	3.9353	6.89892	6.116375	6.1006375	6.09261428571429	4.88246	8.60572142857143	5.02154285714286	5.4055
S7827	6.86353846153846	4.5655	6.7084	5.70175	6.2078	5.79361428571429	4.87836	8.48992857142857	5.12569642857143	5.621975
S7829	7.33741538461538	4.0071	7.1362	6.3113	6.4143	6.56574285714286	4.87674	8.58592142857143	5.01108214285714	5.320575
S7831	7.37361538461538	3.9916	6.91696	6.119175	6.553625	6.69434285714286	4.96762	9.08797142857143	4.87895714285714	5.1514625
S7837	7.39534615384615	3.499	6.55832	5.75995	6.400925	5.95425714285714	4.84574	8.63659285714286	4.97884285714286	5.3787875
S7849	7.29884615384615	4.7933	6.8757	6.189975	6.6245125	6.3198	4.718	8.69369285714286	4.96307857142857	5.2323125
S7851	7.66391538461538	4.6036	7.08608	6.403125	7.0936875	6.38165714285714	4.7792	8.23880714285714	4.79142857142857	5.1371
S7853	7.34781538461538	4.6255	6.82774	5.938425	6.6496125	6.11977142857143	4.91622	8.33712142857143	4.91278928571429	5.197925
S7855	7.35359230769231	3.8611	6.25796	5.514075	5.9769125	6.23532857142857	4.7658	8.63849285714286	5.08988571428571	5.53025
S7856	7.48152307692308	3.6199	6.657	5.709825	6.9582625	6.00161428571429	4.77986	8.22762857142857	4.97633928571429	5.508075
S7863	7.49233076923077	5.3494	7.4601	6.139	6.694425	6.33038571428571	5.10802	8.31421428571429	4.99642857142857	5.377525
S7878	7.47683846153846	4.5847	7.89032	6.415375	6.356925	6.60398571428571	5.22704	8.76698571428572	4.966725	5.2348875
S7881	7.69485384615385	4.9752	7.1284	5.8985	6.8304375	6.58374285714286	5.04586	8.69269285714286	4.90398571428571	5.30505
S7886	7.42522307692308	4.6099	7.05686	5.78925	6.52915	6.2748	4.89084	8.18405	4.94343214285714	5.33025
S7898	7.01155384615385	4.2157	7.14212	6.579025	5.96105	6.3204	4.54554	8.36327142857143	4.99944285714286	5.2738875
S7903	7.50430769230769	4.4818	7.07296	6.280375	6.6054375	6.5259	5.39362	8.58362142857143	5.06091071428571	5.34605
S7907	7.45634615384615	4.4827	7.59718	6.9118	6.3298875	6.73861428571429	4.98018	8.71897142857143	4.91171785714286	5.2138875
S7908	7.28983076923077	4.1356	6.97706	6.0162	6.2197	6.509	5.09478	8.5182	5.05087857142857	5.2894875
S7913	7.58436923076923	4.3185	7.0244	6.0168	6.2641625	6.20854285714286	4.9747	8.1054	4.91650714285714	5.2675
S7929	7.32420769230769	4.3864	6.98448	5.6532	6.1796125	7.09391428571429	4.8542	8.26312142857143	5.03654642857143	5.3578375
S7930	7.2016	4.2	6.2744	5.459925	6.450875	6.3772	4.89084	8.66504285714286	4.97977142857143	5.4139125
S7933	6.90993076923077	4.2259	6.36586	5.6426	5.99125	6.08012857142857	5.14038	8.33354285714286	5.25561071428571	5.7277
S7936	7.44136923076923	4.7464	7.24208	6.05305	6.8288875	6.49111428571429	4.82972	8.34222857142857	4.87365357142857	5.2547875
S7939	7.38536923076923	4.1935	7.0862	6.276175	6.119925	6.48665714285714	4.89274	8.69818571428571	4.94409642857143	5.3588875
S7941	7.36666153846154	4.22	6.8259	5.8063	6.460475	5.98888571428571	5.0199	8.48433571428571	5.04766785714286	5.49185
S7951	7.56629230769231	4.4717	7.03556	5.93205	6.3540625	6.55258571428571	5.03974	8.32180714285714	4.84502142857143	5.223625
S7955	6.97224615384615	4.3045	7.22598	6.332075	6.32115	6.1388	4.83442	9.37930714285714	4.92220714285714	5.0672625
S7961	7.71193846153846	4.4776	7.15542	6.283825	6.497925	6.39732857142857	4.83344	8.43591428571429	4.79336428571429	5.1471625
S7978	7.4746	4.7183	7.06898	5.963825	7.1129625	6.24514285714286	4.92172	8.46682857142857	4.92105714285714	5.33525
S7982	7.29151538461538	3.7966	7.00158	5.986475	6.823	6.05024285714286	4.86578	8.45672857142857	4.942825	5.3233625
S7994	6.96203076923077	4.2636	6.87766	5.767175	6.00395	6.7216	5.03294	8.85778571428571	5.04038571428571	5.3510625
S7997	7.52782307692308	4.2181	7.13086	6.1197	6.6773625	6.53127142857143	5.03174	8.64980714285714	4.92138571428571	5.318725
S800	7.45436153846154	3.5254	6.51248	5.759475	6.6360125	6.74967142857143	4.99982	8.55532142857143	4.91098214285714	5.2936625
S8003	7.57447692307692	4.7498	7.33602	6.272125	6.4530625	6.44657142857143	5.18406	8.43742142857143	4.93229642857143	5.2295125
S8008	7.49576153846154	3.8546	6.74454	6.162225	6.408975	6.35498571428571	4.92246	8.09616428571429	4.93127857142857	5.34085
S8016	7.32624615384615	4.3164	7.13898	5.97085	6.884075	6.25704285714286	4.89298	8.39941428571429	5.11655357142857	5.564125
S8020	7.35337692307692	4.7058	7.36466	5.920725	6.1022375	6.41271428571429	4.8173	8.24348571428571	4.94052857142857	5.2175125
S8023	7.55361538461538	4.642	7.16272	5.8701	6.627175	6.17867142857143	4.98574	8.63508571428571	4.90225	5.2920875
S8028	7.49425384615385	4.4475	7.58472	6.622475	6.4217125	6.54671428571429	5.0072	8.04043571428571	5.05435714285714	5.3522375
S8033	7.61295384615385	4.2554	7.6773	6.4877	6.6296625	6.84752857142857	5.0109	8.52622857142857	4.87475357142857	5.0789
S8036	7.03837692307692	4.0844	6.55334	5.582225	6.1191	6.10985714285714	4.94772	8.83958571428571	5.09036785714286	5.656125
S8038	7.78133076923077	4.774	6.87822	5.876375	7.0468625	6.37222857142857	4.9557	8.54860714285714	4.927375	5.27435
S8041	7.65777692307692	4.3203	7.41252	6.083175	6.674475	6.1676	5.03756	8.21497142857143	5.07093928571429	5.2356125
S8049	7.30257692307692	4.2897	7.62932	6.164675	6.0849875	6.1176	4.59114	8.25398571428572	4.944825	5.4243
S8060	7.08066153846154	4.083	6.55474	5.679625	6.8157125	6.25048571428571	4.87564	8.48005	4.93689285714286	5.3599625
S8064	7.4203	3.653	6.93668	6.204725	6.541725	6.17477142857143	4.99778	8.28609285714286	5.0417	5.273375
S8066	7.55346153846154	4.6306	7.74114	6.307625	6.5324125	5.87851428571429	4.82914	8.00767142857143	4.98043571428571	5.2423
S8070	7.43496923076923	4.5987	7.17496	5.993425	6.5700625	6.0895	4.63218	8.68091428571429	4.92522142857143	5.3843875
S8073	7.12406923076923	4.5546	7.38502	5.984125	5.996925	6.24942857142857	4.73788	8.7816	4.95972857142857	5.3929875
S8077	7.33243846153846	4.4549	7.64338	6.494575	6.361	6.4846	5.0891	8.61382142857143	4.89068928571429	5.32925
S8088	7.99989230769231	5.0597	7.31826	6.035625	6.0200375	6.37132857142857	5.38312	8.29200714285714	4.96775	5.272825
S8089	7.25323846153846	3.8489	7.13994	6.37375	6.4994	6.39378571428571	4.85428	8.67824285714286	4.96500714285714	5.2845
S8093	7.45963846153846	4.6125	6.82652	5.9376	6.4461625	6.18968571428571	4.5141	8.33884285714286	4.947	5.348225
S810	7.49666153846154	3.9358	7.18804	6.025575	6.52735	6.44791428571429	4.97632	8.42645	5.04229285714286	5.3531625
S8110	7.74487692307692	4.2654	6.72564	6.1337	6.4427625	6.34222857142857	5.07188	8.40399285714286	4.96288928571429	5.3144625
S8119	7.24315384615385	4.5059	7.11982	6.23705	6.6797875	6.73164285714286	5.00924	8.91075714285714	5.22390357142857	5.6344
S8125	7.67526153846154	4.3132	7.00172	6.257	6.7098125	6.20722857142857	4.89206	8.47684285714286	4.851275	5.168575
S814	7.56098461538462	5.652	7.74934	6.33085	5.7792625	6.29431428571429	4.73992	8.61464285714286	4.88521428571429	5.1307
S8142	7.67542307692308	3.8242	6.6762	6.08225	6.2329	6.22191428571429	4.95382	8.51437857142857	4.98180357142857	5.3695
S8147	7.56067692307692	5.5335	6.80878	5.944425	6.2879875	6.31187142857143	4.8195	8.43851428571429	5.01485714285714	5.281525
S8148	7.19488461538462	4.2775	7.19156	6.338725	6.8990125	6.44005714285714	4.99614	8.62471428571429	4.87403928571429	5.1385
S8154	7.33290769230769	3.8305	6.93942	6.088925	6.6046625	5.99397142857143	4.89462	9.04911428571429	5.03185357142857	5.2210375
S8158	7.32366923076923	4.0635	6.6738	5.9104	6.9421375	6.47921428571429	4.84134	8.23552142857143	4.94788928571429	5.26845
S8161	7.43644615384615	4.3217	6.85596	5.849175	6.387075	6.25247142857143	5.0502	8.43494285714286	4.99791785714286	5.2763125
S8165	7.55870769230769	4.3169	7.41206	6.242825	6.2768125	6.5172	4.79918	8.72032857142857	4.91017857142857	5.180475
S8175	7.64448461538462	4.7535	7.50884	6.565975	6.2772	6.98195714285714	4.99082	8.48782142857143	4.92476071428571	5.28395
S8180	7.14802307692308	4.2977	6.7283	5.631525	6.3373625	6.24681428571429	4.94292	8.81155714285714	5.06232857142857	5.3571
S8190	7.85656923076923	5.1679	7.38642	6.33495	6.880475	6.28221428571429	4.99426	8.15757142857143	4.86693214285714	5.4204625
S8194	7.61955384615385	4.0522	7.19934	6.637875	6.77855	6.35031428571429	5.01028	8.52913571428572	4.801525	5.091075
S8196	7.62223846153846	5.6841	7.4344	6.013425	6.640875	6.47395714285714	5.1783	8.19491428571428	4.90187142857143	5.3320375
S8202	7.31979230769231	4.6704	7.03844	5.85335	6.7036875	6.51887142857143	5.11658	8.43640714285714	5.05028928571429	5.397725
S8204	7.8189	4.5306	7.2483	6.22835	7.145375	6.13451428571429	4.8533	8.60114285714286	4.88735357142857	5.1672375
S8211	7.62659230769231	4.3211	7.03866	5.892075	6.5523125	6.7226	5.07028	8.76757142857143	4.885575	5.1520875
S8215	7.33548461538462	4.7029	6.70484	5.85355	6.1232875	6.1905	4.99114	8.72921428571428	5.01593928571429	5.4852875
S8216	7.06019230769231	3.6632	6.68826	5.8636	6.127475	6.3592	4.97668	8.41022857142857	4.973675	5.4152
S8217	7.46560769230769	4.3811	6.94214	5.91875	6.73545	6.14875714285714	4.77092	8.40864285714286	4.9312	5.3944125
S8221	7.67826923076923	4.3705	7.195	5.6841	6.75735	6.10877142857143	4.77342	8.51168571428571	4.86881071428571	5.30665
S8228	7.52254615384615	4.2866	6.68404	6.04885	6.2795	6.20117142857143	4.80882	8.78500714285714	4.94334642857143	5.3815125
S823	7.02964615384615	4.0441	7.03546	6.166275	5.7754	6.42417142857143	5.37568	8.70643571428571	4.98937142857143	5.3912
S8230	6.97598461538462	4.7488	6.565	5.560025	5.9229125	5.86911428571429	4.72098	8.29093571428571	5.16665357142857	5.6548375
S8231	7.32209230769231	4.2234	6.89322	5.837775	6.3146625	6.17277142857143	4.91992	8.31760714285714	5.035075	5.4401625
S8237	7.73502307692308	4.0088	7.13082	6.2205	6.8523	6.43697142857143	4.63612	7.87174285714286	4.88461071428571	5.3263875
S8241	7.41965384615385	3.7539	7.00262	6.04575	6.122325	6.62454285714286	4.7853	8.63851428571428	5.01040357142857	5.3670375
S8242	7.02601538461538	4.4702	6.87092	6.12395	6.1679125	6.05042857142857	4.79656	8.45192857142857	5.06903571428571	5.563775
S8250	7.43579230769231	4.5276	7.44948	5.6478	7.0475375	5.99911428571429	4.83128	8.32821428571429	5.09788214285714	5.5668125
S8256	7.42637692307692	4.429	7.00908	5.7894	6.5238125	6.03917142857143	4.92932	8.71942142857143	5.04388928571429	5.4401625
S8267	7.32781538461539	3.7866	6.4813	5.654225	6.3541	5.93782857142857	4.97808	8.05123571428571	5.17065714285714	5.5488125
S827	7.39899230769231	3.7124	6.3239	5.7383	6.5453625	6.39191428571429	4.98348	8.63117142857143	4.99727142857143	5.3267125
S8276	7.70263846153846	5.2449	7.03038	6.220225	7.0597375	6.32601428571429	4.9333	8.76502857142857	4.911575	5.176925
S8281	7.60675384615385	4.4529	7.1186	6.034775	6.4287875	6.39565714285714	4.89556	8.62625	4.947825	5.269025
S8283	7.29270769230769	3.6263	7.32426	6.07555	6.0189875	6.132	4.95192	8.52970714285714	5.01308571428571	5.343525
S8294	7.44363076923077	3.9782	6.4625	5.785425	6.61875	6.28371428571429	4.71682	8.60448571428571	4.968475	5.4469
S8299	7.09604615384615	4.3677	6.96866	6.1974	6.124075	6.03951428571429	5.07296	8.22645	5.10511428571429	5.5703125
S8306	7.42569230769231	4.1583	7.41074	6.4441	6.5631375	6.82698571428571	5.18684	9.00377142857143	4.90883571428571	5.181125
S8308	7.22935384615385	4.3883	7.5922	6.1075	5.875	5.88165714285714	4.61604	8.78558571428571	5.09604285714286	5.6007625
S8310	7.09737692307692	3.7135	6.71066	6.020325	6.3259875	6.15454285714286	4.91208	8.57713571428571	5.11789285714286	5.5656125
S8312	7.63427692307692	3.7279	7.10884	5.98065	6.6541375	6.24494285714286	5.02912	8.41247857142857	4.89843214285714	5.3967
S8313	7.75593846153846	4.7041	6.78618	5.87395	6.1624125	6.67661428571429	5.35916	8.44125714285714	4.96447142857143	5.3828
S8323	7.35561538461538	4.2223	7.0217	5.930575	6.2503	6.54697142857143	4.94134	8.53985714285714	5.00624285714286	5.3185
S8325	7.14659230769231	4.033	7.46164	6.209875	5.9364	5.87221428571429	4.87592	7.82086428571429	5.03027857142857	5.5499375
S8327	7.40936923076923	4.7565	7.08694	5.9268	6.690275	6.37027142857143	5.00738	8.43528571428571	5.01195	5.3624875
S833	7.19696153846154	3.8119	6.1519	5.86915	6.5274625	6.15275714285714	4.90358	8.58381428571429	5.15182857142857	5.5055
S8336	7.34753076923077	4.5376	7.01958	5.851425	6.4392375	6.406	4.66918	8.26279285714286	5.09084642857143	5.354825
S8346	7.35593846153846	3.9832	6.79802	5.902525	6.7652875	6.1292	4.86062	8.59674285714286	4.95367857142857	5.489075
S8350	7.41464615384615	4.1573	7.17866	6.062825	5.9958375	5.69401428571429	5.00972	8.11035	5.107975	5.5021875
S8352	7.53373846153846	4.5999	7.20446	6.265475	6.63085	6.41855714285714	4.93294	8.4448	4.93836428571429	5.2756625
S8353	7.45749230769231	4.6056	7.2087	6.193625	6.5194125	6.05542857142857	4.83148	8.3274	4.91491785714286	5.170975
S8355	7.23635384615385	3.7116	6.51366	5.786575	6.406525	5.99808571428571	4.79248	8.49464285714286	4.952475	5.3663125
S8363	7.45436153846154	4.1181	7.033	6.128275	7.2206	6.57185714285714	5.11454	8.56151428571428	5.00984285714286	5.260475
S8382	7.26286923076923	4.2454	7.43104	5.997925	6.402675	6.38055714285714	4.83118	8.58964285714286	5.07203571428571	5.343825
S8383	7.42006923076923	4.323	7.54852	6.1942	6.6556125	6.43165714285714	4.8602	8.50846428571429	4.95035	5.329775
S8389	7.45658461538462	5.0104	6.85644	5.73085	6.2141875	6.23322857142857	5.17012	8.34022857142857	5.02942142857143	5.3597125
S839	7.57115384615385	4.3832	7.19852	6.336625	6.6188875	6.51827142857143	4.97896	8.38222857142857	4.90659642857143	5.2701125
S8393	7.82657692307692	4.6899	6.7321	6.078125	6.9322375	6.56207142857143	4.85402	8.44057142857143	4.82236428571429	5.0813375
S8394	7.77099230769231	4.4413	7.27686	6.1156	6.2726625	6.29791428571429	4.85134	8.11245714285714	4.87244642857143	5.322325
S8399	7.67894615384615	3.9512	6.65192	5.661075	6.46015	6.37154285714286	5.07914	8.41962142857143	4.917925	5.2581625
S841	7.48537692307692	3.7859	7.04092	6.139975	6.487625	6.30228571428571	4.99814	8.44060714285714	5.00071785714286	5.3835875
S8413	7.27585384615385	4.1753	7.21596	6.019575	6.3920625	5.98184285714286	5.06454	8.38212142857143	5.12359285714286	5.4359
S8419	7.3394	4.2993	7.15638	5.764	6.334825	6.27602857142857	5.51934	8.84516428571429	5.09580714285714	5.3067375
S8421	7.34286923076923	4.1921	6.66944	5.602	7.1641875	5.90042857142857	4.68792	8.34722857142857	5.14335	5.59345
S843	7.5669	4.2311	6.7968	5.90575	6.482625	6.52942857142857	4.99628	7.87728571428571	4.81059642857143	5.2242
S8439	7.24903076923077	4.2231	6.83148	5.617875	6.11135	5.97421428571429	4.77744	8.62778571428571	5.07046785714286	5.365575
S8440	7.4271	4.1934	7.19016	6.480925	6.3890375	6.38481428571429	4.8724	8.38259285714286	5.07389642857143	5.401225
S8446	7.12896153846154	4.1186	6.9269	6.23155	6.2299625	6.2593	4.7138	8.53107142857143	5.03549642857143	5.4246
S8456	7.08192307692308	4.2733	7.44728	6.423125	5.8648875	6.34755714285714	5.03308	8.71227857142857	4.98147142857143	5.396725
S8458	7.35225384615385	3.9448	6.64584	5.73605	6.1061875	6.42651428571429	4.77322	8.86851428571429	4.95229642857143	5.198125
S8461	6.90340769230769	4.0987	6.74132	5.6864	6.4359625	5.96135714285714	4.85698	8.37215714285714	5.17583214285714	5.5453
S8471	7.20164615384615	4.5161	7.05616	6.1563	6.4254875	6.10248571428571	4.94132	8.22492142857143	5.13554285714286	5.41945
S8474	7.50425384615385	3.9922	6.64222	5.82355	6.8740625	5.94418571428571	5.1062	8.36798571428571	5.02429285714286	5.4481
S8479	7.34184615384615	3.9647	7.15672	5.994875	6.3967375	6.09544285714286	4.69776	8.7748	4.97520357142857	5.3446375
S848	7.49070769230769	3.8969	7.02192	5.922025	6.662725	6.67194285714286	4.82488	8.81981428571429	4.855825	5.3018875
S8492	7.69870769230769	4.1539	6.84194	5.8779	6.5883125	6.22947142857143	5.21	8.42412142857143	5.06194285714286	5.467275
S8499	7.02551538461538	4.103	6.84484	6.105625	6.314675	6.64791428571429	5.03756	8.94637857142857	5.0063	5.192125
S8508	7.28993846153846	4.4048	6.9823	5.88815	6.9736125	6.11021428571429	5.02002	8.3458	5.04522857142857	5.371525
S8513	7.35554615384615	3.8098	6.79902	5.99535	6.291125	6.43777142857143	4.88546	8.60706428571429	5.01920714285714	5.3104625
S8517	7.29882307692308	4.0123	6.53876	5.7834	6.1929875	6.16175714285714	4.7353	8.26674285714286	5.08393928571429	5.53045
S8519	7.56991538461538	4.3923	6.90288	5.876125	6.815275	6.54375714285714	4.9519	8.55659285714286	4.89098214285714	5.2161375
S8528	7.23188461538462	4.0327	7.74122	6.52955	6.1525125	6.56035714285714	4.86256	8.72982142857143	5.007425	5.1189
S8531	7.41416153846154	4.6783	7.20316	6.432575	6.29135	6.17495714285714	4.95254	8.45740714285714	4.86182142857143	5.157375
S8539	7.32828461538462	3.7914	7.2438	6.059225	6.4771	6.15642857142857	4.90376	8.79450714285714	5.01365714285714	5.3987
S8540	7.35761538461538	3.7199	7.24012	5.768325	6.3920375	6.82814285714286	4.91322	9.10084285714286	5.07315	5.2975625
S8545	7.07166923076923	4.0642	7.41852	6.375	7.286425	6.99815714285714	5.38496	8.49181428571429	4.96102142857143	5.2779625
S8547	7.58864615384615	4.2577	7.1175	6.0198	6.1521375	6.26884285714286	4.89554	8.703	4.90156071428571	5.2249625
S8557	7.74554615384615	4.6846	7.34934	6.553725	6.8287875	6.25112857142857	5.16268	8.56432857142857	4.87802142857143	5.10495
S8563	7.24434615384615	4.7213	6.80506	5.6804	6.588	5.82654285714286	4.82676	8.66809285714286	5.03566785714286	5.410275
S8567	7.43698461538462	3.8392	6.70602	5.737175	6.4198625	5.8884	5.11454	8.46987142857143	5.09232142857143	5.46405
S8575	7.89421538461538	5.1249	7.05634	6.13205	6.4432	6.17802857142857	5.21252	8.72627857142857	4.81989285714286	5.1561375
S8586	7.72066153846154	4.4787	7.22848	6.079025	6.722375	6.36902857142857	4.74172	8.23196428571429	4.837725	5.1744625
S8587	7.14582307692308	4.4212	7.28316	6.29245	6.17475	6.69211428571429	4.97346	8.56864285714286	5.00258571428571	5.2706375
S8588	7.58561538461538	4.243	6.68262	5.540975	6.1828375	6.79522857142857	5.04392	8.51825	4.87508928571429	5.1792
S8590	7.14516153846154	4.3683	7.02274	6.137425	5.8758	6.65252857142857	4.99614	8.82493571428571	4.90996428571429	5.2741625
S8592	7.57716923076923	5.0203	6.44102	5.6529	6.3045375	6.47387142857143	5.12738	8.35816428571429	5.01392857142857	5.2931375
S8594	6.96519230769231	3.745	7.05248	6.260875	5.7614375	6.0215	4.7964	8.07475	5.01067857142857	5.5012875
S8596	7.63155384615385	5.2574	7.79252	6.509675	6.8601375	6.42591428571429	5.05346	8.57957857142857	4.81878571428571	5.18055
S86	7.50050769230769	4.3293	7.10646	5.976925	6.742425	6.31162857142857	4.88268	8.69326428571429	4.91613928571429	5.303525
S8608	7.4679	4.3757	7.08882	6.12575	6.207275	6.66307142857143	5.08274	8.55691428571429	5.03760714285714	5.3245625
S8612	7.48291538461539	4.0053	6.98882	6.058925	5.9290625	6.44174285714286	4.68826	8.5758	4.90599285714286	5.2597625
S8618	7.58021538461538	5.0415	7.39418	6.38085	6.8246125	6.74837142857143	4.86682	8.12184285714286	4.98765714285714	5.2899625
S8633	7.44356153846154	4.7729	7.22358	6.030425	6.7029625	6.3235	5.01316	8.33784285714286	4.92735	5.3293
S8638	7.42857692307692	4.1173	6.98326	6.39375	6.417425	6.60605714285714	5.04858	8.65822857142857	4.85765	5.169175
S8639	7.71196923076923	5.1954	6.89642	5.96445	7.0698	6.33467142857143	5.21894	8.83505714285714	4.88043214285714	5.0529125
S8641	7.01580769230769	4.5311	7.0238	6.10595	6.408175	6.17704285714286	4.91686	8.72802857142857	5.0017	5.3083875
S8644	7.31955384615385	3.7192	7.30312	6.27565	6.2022	6.14224285714286	4.97588	8.37927142857143	5.10672142857143	5.5036625
S8645	7.24205384615385	4.279	6.74484	5.974675	6.556525	6.16861428571429	5.06594	8.52442857142857	4.95391428571429	5.2976
S8658	7.63314615384615	4.9512	6.99774	6.277725	6.767925	6.15727142857143	4.64114	8.79433571428571	4.7748	5.0824125
S8665	7.3843	4.4013	7.40858	6.3363	5.987125	6.14374285714286	5.0614	8.49424285714286	5.09989642857143	5.389
S8668	7.04822307692308	4.0445	6.45748	5.77735	6.4172	6.35358571428571	4.92106	8.82267142857143	5.10106071428571	5.4666125
S8669	7.55544615384615	5.8652	7.5672	6.03625	6.590925	6.25495714285714	5.18552	8.26168571428571	5.10516785714286	5.4003125
S8671	7.36425384615385	4.079	6.83476	6.375225	6.4369625	6.69498571428571	5.06264	8.65653571428571	4.99931071428571	5.125825
S8672	7.4345	4.1776	6.73926	5.687925	6.5482125	6.39357142857143	5.29874	8.32284285714286	5.06853571428571	5.389175
S8674	7.47083076923077	4.4276	7.08854	5.9612	6.0576625	6.1162	5.06632	8.30915714285714	5.09326785714286	5.555675
S8678	7.78855384615385	4.9575	7.1987	6.365275	6.4206	6.18764285714286	5.02238	8.16152142857143	4.91618571428571	5.37655
S8685	7.65834615384615	4.4141	6.98692	6.094425	6.62125	6.4859	4.9351	8.56921428571428	4.945525	5.206325
S8689	7.47414615384615	3.9035	6.5298	5.752875	6.603225	5.9114	4.8701	8.28708571428571	4.98687857142857	5.45025
S8692	7.13533846153846	4.0633	7.11528	6.0936	6.1093125	6.44635714285714	5.00082	8.75077857142857	4.96750357142857	5.4627875
S8715	7.48583846153846	4.1244	7.05392	6.0729	6.67925	6.19524285714286	4.8423	8.14582857142857	5.06295357142857	5.50785
S8725	7.41660769230769	3.9742	7.26548	6.438225	6.0182625	6.10377142857143	4.90162	8.17373571428571	5.12393571428571	5.4854625
