ID,Monocytes_CD14+CD16-,Monocytes_CD16+CD14-,NK_cells,Neutrophils,T_cells_(CD4+),B_cells,T_cells_(CD8+)
S3140,6.22472,6.099698,6.475264,6.636374,6.481226,5.03359,5.689004
S3145,6.27977,5.919106,6.363452,6.817962,6.416444,4.878562,5.700032
S3148,6.227172,5.975566,6.292658,6.737568,6.37329,5.006242,5.488998
S3153,6.282136,6.032204,6.421384,6.71919,6.564826,5.023844,5.660058
S3158,6.132924,5.99471,6.485,6.796402,6.606338,4.880712,5.639456
S3164,6.250074,6.0698,6.084946,6.673064,6.236896,5.086494,5.375966
S317,6.206184,6.16142,6.211642,6.559798,6.269736,5.211266,5.275174
S3176,6.135304,5.824952,6.262578,6.512708,6.365144,4.930418,5.438842
S3180,6.166866,6.031272,6.341676,6.646544,6.457806,4.986896,5.488878
S3186,6.254976,6.107208,6.517028,6.905728,6.53379,4.9074,5.650434
S319,6.174864,5.881274,6.327548,6.715374,6.38602,4.883356,5.419916
S3193,6.20457,6.10226,6.34671,6.776888,6.43261,5.054458,5.59544
S3195,6.2022,6.037496,6.336224,6.732886,6.41044,5.024756,5.423276
S3197,6.37693,6.195,6.467752,6.739556,6.597662,5.102834,5.662154
S320,6.187464,6.11049,6.34061,6.818398,6.393202,5.010458,5.457824
S3212,6.241272,6.084018,6.317784,6.873362,6.355354,4.947558,5.441708
S3217,6.197172,6.011172,6.397528,6.748078,6.529684,5.03646,5.564528
S3226,6.008356,5.971064,6.169252,6.358136,6.348144,5.156232,5.60005
S3232,6.17969,6.054776,6.388864,6.78452,6.356918,5.000682,5.46982
S3237,6.154918,5.867276,6.131408,6.544766,6.2451,5.041356,5.544986
S3238,6.12802,5.917996,6.431088,6.605986,6.5614,4.897184,5.498188
S3239,6.170332,6.20787,6.247662,6.632298,6.239082,5.155322,5.325576
S324,6.10274,6.010836,6.291416,6.65273,6.501792,5.006122,5.566782
S3244,6.198028,5.914172,6.498944,6.618338,6.552224,4.918314,5.800796
S3245,6.083272,6.037514,6.32099,6.648628,6.468712,4.988134,5.555358
S3250,6.16545,6.03589,6.289408,6.7078,6.41212,5.032016,5.526266
S3251,6.05762,5.860434,6.416482,6.614202,6.472186,4.920556,5.622748
S3253,6.240864,5.972982,6.384294,6.584702,6.514874,5.113184,5.753692
S3261,6.265282,5.973248,6.294618,6.867484,6.319388,4.885946,5.555546
S3262,6.121656,6.00041,6.437484,6.710484,6.518906,4.879106,5.514238
S3266,6.227666,5.900614,6.441014,6.601296,6.467156,4.999862,5.79047
S327,6.303912,6.121414,6.405176,6.715166,6.579282,4.951932,5.437546
S3272,6.287206,6.089322,6.53813,6.823328,6.590464,4.882278,5.610896
S3274,6.246994,6.091456,6.523794,6.745602,6.70683,4.954326,5.451484
S3279,6.2781,5.950494,6.39421,6.644204,6.59586,4.991288,5.735092
S3282,6.172656,5.81496,6.461688,6.609992,6.564012,4.921182,5.823452
S3295,6.141892,5.981846,6.300658,6.71843,6.418076,5.022196,5.51868
S3299,6.27507,6.017958,6.474136,6.673952,6.579082,4.95401,5.677226
S3311,6.31228,6.117834,6.179756,6.897898,6.169096,5.003762,5.391356
S332,6.13464,5.849004,6.439178,6.687534,6.535998,4.852998,5.65687
S3321,6.181858,6.16383,6.358176,6.588076,6.379384,5.139358,5.49827
S3328,6.180418,6.055728,6.392604,6.66845,6.515026,4.952846,5.57918
S3334,6.128342,5.935894,6.19801,6.635796,6.356456,5.031888,5.550704
S3343,6.284256,5.999184,6.466864,6.754482,6.599166,4.9649,5.766336
S3346,6.177898,6.092938,6.464104,6.650102,6.648152,5.015806,5.599098
S3350,6.33651,6.13032,6.437742,6.80005,6.478546,4.998516,5.475194
S3356,6.281618,6.088396,6.29753,6.798732,6.386734,5.052296,5.475176
S3359,6.112826,6.004742,6.415324,6.63036,6.389244,4.993448,5.705374
S3360,6.301816,6.309412,6.433774,6.7499,6.547666,5.047062,5.396748
S3364,6.11413,6.010622,6.176656,6.689858,6.361742,5.01933,5.381188
S337,6.235724,6.115002,6.439522,6.705858,6.64671,5.00262,5.434656
S3373,6.141408,6.051434,6.307348,6.727762,6.414366,4.952306,5.443424
S3376,6.255382,6.098676,6.368884,6.658204,6.427934,5.017548,5.545952
S3380,6.242574,6.249136,6.44157,6.69101,6.486518,5.074322,5.485558
S3387,6.258612,6.137978,6.373784,6.71224,6.420434,5.06563,5.510662
S3390,6.151444,6.199902,6.401582,6.665732,6.550122,4.965578,5.49793
S3392,6.309994,6.216632,6.335434,6.828308,6.39298,5.017652,5.53094
S3397,6.136776,5.978932,6.264268,6.735104,6.357632,4.92468,5.550794
S3400,6.218396,6.039766,6.54449,6.811664,6.673742,4.94321,5.63428
S3410,6.279654,6.291518,6.40339,6.724118,6.447408,5.048512,5.37174
S3417,6.188318,6.101654,6.282506,6.758214,6.365718,5.015358,5.379986
S3421,6.19654,6.151938,6.302974,6.752,6.44261,5.048828,5.404696
S3425,6.156436,5.946092,6.34819,6.61492,6.489794,4.961962,5.547718
S3426,6.235622,6.003596,6.415068,6.82546,6.515318,4.939484,5.545834
S3435,6.198394,5.997512,6.29425,6.655272,6.357212,5.10577,5.56878
S3448,6.199974,5.943196,6.513098,6.593416,6.568152,5.024526,5.705072
S3456,6.281748,6.158396,6.552184,6.876674,6.496618,4.94127,5.656998
S3466,6.161592,6.112434,6.16454,6.472512,6.242142,5.153332,5.331064
S3467,5.986336,5.855496,6.419116,6.620282,6.57095,4.939892,5.618886
S3473,6.205888,6.091776,6.55924,6.75563,6.681596,4.908604,5.620258
S3475,6.209292,5.960826,6.408398,6.708138,6.500636,4.9204,5.62818
S348,6.388592,6.228768,6.489456,6.853426,6.485584,5.006528,5.565624
S3485,6.245446,6.035112,6.281672,6.469616,6.456176,5.135068,5.528928
S3486,6.176162,6.076052,6.317404,6.809278,6.473432,4.970352,5.4511
S3492,6.212972,6.199014,6.314008,6.503866,6.44157,5.168704,5.324182
S3496,6.18986,5.925216,6.321144,6.79962,6.437272,4.887356,5.604066
S35,6.378322,6.027906,6.50567,6.729674,6.635426,4.963932,5.736012
S351,6.202622,6.125016,6.381592,6.6907,6.535422,5.00075,5.360292
S3510,6.193176,5.907684,6.30359,6.649504,6.555514,4.979106,5.502392
S3514,6.346122,6.11575,6.36116,6.75291,6.435046,5.061216,5.571036
S3516,6.349018,5.939998,6.39591,6.864642,6.47957,4.893758,5.56665
S3517,6.227816,5.996656,6.495756,6.723682,6.542098,4.973148,5.67434
S3521,6.198372,6.148898,6.283948,6.71842,6.342268,5.09544,5.45695
S3525,6.183496,6.064954,6.35314,6.777958,6.488196,5.048654,5.626866
S3527,6.258462,6.108326,6.377846,6.845286,6.552428,4.955588,5.573516
S3531,6.157238,6.036322,6.305946,6.786148,6.360508,4.978384,5.516444
S3542,6.250812,6.151852,6.33479,6.631624,6.523816,5.10358,5.485302
S3545,6.206938,6.037246,6.383016,6.898364,6.411118,4.900136,5.394332
S3547,6.33412,5.965958,6.413954,6.90067,6.363058,4.991808,5.553462
S3548,6.219392,5.971158,6.471146,6.761144,6.668618,5.103372,5.718776
S3550,6.122774,6.005048,6.399922,6.725672,6.498866,4.935708,5.519984
S3551,6.087174,6.051506,6.472546,6.76293,6.619078,4.923628,5.517788
S3557,6.230104,6.082016,6.485706,6.799664,6.662332,4.96706,5.514618
S3567,6.120356,6.001464,6.50227,6.693724,6.689294,4.903158,5.541566
S3569,6.158096,5.893756,6.252072,6.576872,6.377432,5.090828,5.697912
S3570,6.159982,6.015902,6.371886,6.79577,6.514702,4.955288,5.425436
S3579,6.251768,6.092214,6.466884,6.663842,6.487058,5.061288,5.596758
S3587,6.211064,5.978592,6.411138,6.758034,6.518534,4.936114,5.597472
S3589,6.27797,6.204228,6.390088,6.771224,6.405432,5.027228,5.480414
S3592,6.22377,6.001458,6.407266,6.807538,6.611332,4.896758,5.46379
S3599,6.230712,6.047502,6.375166,6.760884,6.448892,4.974018,5.437886
S36,6.232378,6.045226,6.193606,6.708284,6.282772,5.133364,5.368398
S3610,6.245196,5.903178,6.473084,6.729818,6.53033,4.968844,5.575676
S3620,6.274208,6.069882,6.36798,6.827936,6.583816,5.141188,5.642912
S3630,6.188822,6.057468,6.392226,6.774174,6.598518,4.896208,5.509688
S3636,6.190632,5.916798,6.277236,6.683968,6.420522,5.052,5.590716
S3637,5.88243,5.918496,6.589942,6.44555,6.735394,4.94882,5.78269
S3655,6.235908,6.04683,6.258402,6.785528,6.343582,4.963812,5.412712
S366,6.05648,5.88424,6.255066,6.655316,6.462864,4.868786,5.519498
S3667,6.300056,5.973516,6.4794,6.763278,6.505522,4.993028,5.666152
S3668,6.32808,6.169486,6.538212,6.881774,6.626914,5.01144,5.653858
S3694,6.118672,5.85896,6.382094,6.636398,6.624792,4.884454,5.533204
S37,6.167598,5.90324,6.325078,6.746138,6.611528,4.920058,5.5133
S3701,6.18617,6.063616,6.28628,6.738778,6.451348,4.940128,5.586864
S3704,6.095342,5.891524,6.330692,6.677332,6.43343,4.975778,5.58743
S3706,6.145342,6.061578,6.337138,6.759108,6.464382,4.997326,5.618874
S3707,6.2804,6.260298,6.580908,6.767628,6.527122,5.007162,5.492696
S3711,6.209702,6.07994,6.383624,6.686102,6.520454,4.930816,5.516696
S3713,6.259866,6.067306,6.379504,6.80088,6.452972,5.00679,5.55621
S3715,6.245832,6.026438,6.34343,6.734452,6.452828,4.94966,5.516104
S3721,6.347156,6.149514,6.429052,6.77207,6.377302,4.993728,5.5835
S3725,6.140062,5.925788,6.429022,6.65532,6.515106,4.96574,5.543128
S3726,6.208598,5.976704,6.42549,6.77186,6.59003,4.92925,5.652488
S3727,6.204178,5.99905,6.461918,6.77703,6.64453,4.87929,5.546508
S3733,6.085756,6.028756,6.267786,6.601516,6.437438,5.062208,5.481838
S3734,6.216946,5.966054,6.413236,6.590922,6.670518,5.002696,5.727874
S3736,6.331382,6.236066,6.40739,6.842786,6.482926,4.986708,5.39279
S3752,6.251226,6.105004,6.486474,6.8031,6.661398,4.993916,5.626816
S3755,6.095298,5.97759,6.396498,6.71002,6.607908,4.889012,5.59712
S3760,6.259226,6.065122,6.406646,6.8429,6.521948,4.997152,5.650976
S3762,6.155834,5.984352,6.322006,6.78008,6.359,4.921102,5.548328
S3768,6.221338,6.054406,6.323228,6.66499,6.415702,5.036468,5.546574
S3779,6.301714,6.093242,6.344122,6.737978,6.305376,5.023904,5.512102
S3783,6.1106,6.081064,6.263478,6.704892,6.328544,4.921202,5.326562
S3788,6.18251,6.030456,6.515156,6.676142,6.583928,5.018692,5.7499
S3790,6.185376,6.009988,6.406674,6.760182,6.545086,4.938212,5.53229
S3794,6.170264,6.021348,6.339422,6.617688,6.65466,5.064912,5.596078
S3796,6.165816,5.87168,6.39118,6.564488,6.500064,5.069586,5.775312
S3798,6.173876,5.989,6.38541,6.661972,6.407216,4.981442,5.61476
S380,6.251662,6.10875,6.509,6.704302,6.617336,4.981316,5.589854
S3802,6.200306,6.050532,6.413186,6.777134,6.477036,4.926122,5.500414
S381,6.287318,6.125,6.599776,6.743188,6.6139,5.059106,5.716484
S3812,6.203484,6.055256,6.36997,6.725074,6.535168,5.009922,5.491588
S3813,6.299228,5.952472,6.451446,6.711664,6.647568,4.971136,5.75708
S3822,6.250458,6.064564,6.37254,6.772334,6.4795,4.973916,5.536112
S3826,6.268476,5.924634,6.32187,6.64494,6.489298,5.029286,5.719588
S3827,6.143942,5.964204,6.2613,6.649468,6.26849,5.004422,5.516218
S3828,6.155246,5.978172,6.39344,6.74893,6.552012,4.964844,5.609142
S3834,6.20508,5.964636,6.439148,6.722552,6.544784,4.966378,5.550022
S3838,6.22908,5.9457,6.360128,6.605456,6.452362,4.998308,5.635188
S3845,6.155474,5.941516,6.410336,6.668508,6.656164,4.929768,5.542134
S3848,6.118058,5.953318,6.292482,6.630296,6.513812,5.047444,5.649114
S3850,6.227266,6.096734,6.371604,6.748506,6.413092,4.98091,5.527824
S3855,6.109676,5.931348,6.343324,6.635414,6.45476,4.924598,5.448786
S3858,6.238686,6.056546,6.248316,6.775992,6.31682,5.018432,5.498718
S3867,6.27732,6.175314,6.286304,6.823704,6.346134,5.029892,5.43983
S3871,6.147946,5.971248,6.227474,6.686538,6.332822,5.018062,5.538192
S3879,6.185594,6.029606,6.512772,6.820244,6.637782,4.882038,5.62775
S388,6.286284,6.100108,6.436312,6.73571,6.457582,5.038546,5.540406
S3880,6.106546,5.964798,6.457716,6.788866,6.601736,4.8671,5.61413
S3881,6.304786,6.085172,6.339182,6.769164,6.369948,5.000402,5.566992
S3889,6.230566,6.117094,6.155084,6.507474,6.198392,5.195348,5.347072
S3892,6.263514,6.052924,6.378996,6.707532,6.5066,4.94543,5.432416
S3894,6.176376,6.028528,6.447124,6.736064,6.593914,4.962142,5.493412
S3903,6.200766,6.065088,6.332432,6.69352,6.32104,5.004788,5.450434
S3907,6.226762,6.056176,6.31326,6.699366,6.453282,4.979152,5.438618
S3908,6.295062,6.19416,6.343842,6.660284,6.553422,5.007968,5.337682
S3914,6.136298,5.984766,6.331474,6.742876,6.551948,4.97803,5.608666
S3925,6.20368,5.993758,6.351246,6.699556,6.578996,4.969454,5.563722
S3928,6.169036,6.091768,6.211906,6.58682,6.304302,5.143376,5.397086
S3929,6.102278,6.011062,6.336476,6.648618,6.407942,4.951354,5.647998
S393,6.250972,6.155808,6.374634,6.718552,6.495532,5.055386,5.46969
S3930,6.199588,6.087452,6.31785,6.822204,6.327532,4.99414,5.435704
S3933,6.240498,6.011998,6.433784,6.738222,6.535722,4.984016,5.635792
S3939,6.096172,6.062806,6.345828,6.614604,6.617622,4.956546,5.405016
S3946,6.219224,6.036986,6.25136,6.78669,6.29668,4.995446,5.42598
S3947,6.261254,5.954822,6.337942,6.73547,6.470572,4.9523,5.68152
S3957,6.16037,6.007396,6.2979,6.775872,6.453066,4.980026,5.474964
S3960,6.338506,5.976708,6.378168,6.649566,6.442874,5.017746,5.643834
S3963,6.21371,6.126214,6.250546,6.813734,6.206682,5.052112,5.333594
S3968,6.216622,6.005548,6.399562,6.65956,6.506652,4.995484,5.623516
S3974,6.098376,6.058286,6.346478,6.598588,6.556822,4.986702,5.387038
S3982,6.20811,6.022348,6.427506,6.659116,6.435802,4.98128,5.67924
S3983,6.112678,6.059032,6.280428,6.706236,6.364452,5.011456,5.357294
S3985,6.307812,6.077982,6.257994,6.76297,6.345194,5.045558,5.576768
S399,6.106202,5.988526,6.20877,6.54705,6.459694,5.05726,5.470234
S4001,6.220536,6.033632,6.339942,6.619406,6.488202,5.012632,5.504026
S4004,6.237856,6.22637,6.386112,6.620606,6.360046,5.149322,5.380624
S4009,6.15049,6.020972,6.16019,6.557604,6.215846,5.169196,5.503646
S402,6.192758,5.878854,6.277196,6.471968,6.284356,5.070718,5.615614
S4031,6.189824,6.057856,6.376906,6.755902,6.514216,4.975142,5.55716
S4032,6.277002,6.086178,6.402164,6.674946,6.529954,5.010516,5.551986
S4043,6.24406,6.094214,6.35963,6.666402,6.414998,5.000984,5.539592
S4048,6.312556,6.320328,6.302502,6.622358,6.413996,5.15954,5.309604
S4050,6.185218,6.036976,6.31228,6.634948,6.38195,5.053746,5.53085
S4061,6.198252,6.014978,6.2759,6.667538,6.336626,4.962494,5.412038
S4064,6.139192,5.976526,6.28752,6.715128,6.416058,5.017612,5.501566
S4067,6.14332,5.96808,6.459348,6.615572,6.569426,4.960868,5.57497
S4069,6.333234,6.07424,6.410174,6.78484,6.577298,4.982068,5.580846
S4070,6.197546,6.108216,6.275914,6.755718,6.274296,4.998656,5.44495
S4078,6.350646,6.114284,6.540982,6.848914,6.635634,4.938766,5.599418
S4084,6.258122,6.10704,6.327126,6.774332,6.431702,5.076876,5.523978
S4088,6.15908,6.06225,6.394272,6.68002,6.510894,4.996034,5.522058
S4089,6.16011,5.868894,6.33879,6.54931,6.383154,5.045306,5.641568
S4094,6.221098,5.985072,6.332674,6.704228,6.365292,5.076462,5.500474
S4097,6.290512,6.047234,6.41219,6.753116,6.436694,4.95108,5.556008
S4098,6.147548,6.11693,6.299238,6.49496,6.48774,5.13825,5.566852
S4099,6.176924,6.0145,6.434464,6.661352,6.648684,4.90522,5.64775
S4101,6.265686,6.015748,6.514302,6.640254,6.673746,4.976328,5.743994
S4104,6.261366,6.011348,6.528032,6.57304,6.581574,4.99745,5.710976
S412,6.288742,6.01691,6.313414,6.685452,6.324242,5.029488,5.641676
S4125,6.247564,5.9926,6.499874,6.629432,6.72878,4.952562,5.702576
S4137,6.211944,6.07776,6.423444,6.750628,6.537024,4.922306,5.393546
S414,6.224786,6.081988,6.460022,6.87778,6.650294,4.949608,5.561528
S4140,6.243214,6.168564,6.368088,6.83021,6.45389,4.9183,5.381612
S4144,6.244336,6.006922,6.410676,6.579272,6.34692,5.057826,5.729558
S4158,6.18834,6.002638,6.274102,6.67523,6.403898,4.991986,5.594776
S4164,6.172076,5.927894,6.530452,6.73921,6.55613,4.856514,5.697876
S4171,6.214608,6.018602,6.37201,6.832744,6.369754,4.895458,5.520406
S4175,6.23004,5.959632,6.506474,6.705804,6.56003,4.966946,5.713618
S4180,6.323534,6.115044,6.354208,6.803808,6.46586,5.000896,5.548188
S4183,6.24004,6.113418,6.467168,6.829408,6.511996,4.901606,5.473448
S4188,6.198294,6.075184,6.37056,6.749912,6.476492,4.967782,5.422524
S4190,6.25704,5.976406,6.392512,6.549048,6.60701,5.023782,5.481632
S4191,6.214922,6.077022,6.459022,6.742066,6.560664,4.931458,5.63862
S420,6.34437,6.12754,6.412694,6.740806,6.524934,5.098136,5.596714
S4209,6.235136,6.238146,6.340016,6.684272,6.580208,4.9421,5.371998
S4218,6.306948,6.068856,6.291456,6.708468,6.256066,5.115542,5.737978
S422,6.222962,6.110518,6.403842,6.789646,6.475712,4.981652,5.588948
S4220,6.248432,6.053608,6.372518,6.658192,6.398424,5.054412,5.568098
S423,6.304034,6.144264,6.576816,6.710452,6.55174,5.051048,5.568326
S4230,6.23813,6.092532,6.34338,6.774672,6.36374,5.04134,5.602568
S4236,6.225152,6.20419,6.43265,6.737008,6.572242,5.022624,5.423112
S4242,6.120874,6.032192,6.158916,6.658188,6.222134,5.154078,5.396966
S4247,6.313944,6.255574,6.307014,6.767276,6.335436,5.047474,5.38069
S4249,6.17035,6.03642,6.431898,6.79087,6.566316,4.953216,5.514752
S425,6.151556,6.051436,6.286054,6.774824,6.31434,4.985568,5.402254
S4253,6.210044,6.096118,6.495998,6.774028,6.670908,4.959346,5.613066
S4255,6.211418,5.964792,6.372126,6.762844,6.599454,4.867186,5.600906
S4257,6.481402,6.134702,6.461586,6.795756,6.429538,5.045096,5.650666
S4263,6.296276,6.18175,6.382244,6.783566,6.453858,5.069946,5.537966
S4265,6.119512,5.902182,6.373862,6.714752,6.268374,4.921286,5.667436
S4276,6.207554,6.19239,6.30545,6.605252,6.406236,5.154522,5.469008
S4278,6.38875,6.076172,6.210056,6.775058,6.292892,4.97126,5.430066
S4282,6.235638,6.10935,6.394938,6.84749,6.544426,4.93452,5.462862
S4285,6.175636,5.95063,6.494224,6.671668,6.624788,4.901778,5.73132
S4286,6.23663,5.999248,6.228132,6.661648,6.334034,5.064956,5.46755
S4287,6.181616,5.98339,6.478456,6.776086,6.542826,4.95814,5.543252
S4294,6.224982,6.05108,6.256708,6.728116,6.325064,5.028872,5.398072
S4299,6.12632,5.988334,6.295936,6.624758,6.363108,5.084826,5.56239
S4310,6.171368,6.035634,6.516406,6.681392,6.732584,4.91999,5.682766
S4315,6.142674,6.024444,6.469704,6.65145,6.567076,4.954456,5.677546
S4317,6.100704,5.843858,6.45291,6.634458,6.567732,4.89133,5.73604
S4321,6.183568,5.978006,6.418958,6.622132,6.502526,4.99245,5.58771
S4345,6.238634,6.069456,6.368238,6.627222,6.558708,5.032124,5.49563
S435,6.27156,5.98565,6.440162,6.757962,6.51025,4.947332,5.639038
S4354,6.20375,6.060474,6.438878,6.63838,6.449076,5.011846,5.571402
S4356,6.23877,6.345462,6.304876,6.611488,6.437626,5.13055,5.366122
S4357,6.22561,6.230346,6.406188,6.64329,6.547064,5.083884,5.459238
S4358,6.144772,6.185986,6.18554,6.535474,6.273712,5.239056,5.411496
S4359,6.198104,6.07371,6.367126,6.778978,6.5338,4.990624,5.519068
S4360,6.360644,6.263466,6.358664,6.866822,6.313158,5.021288,5.322858
S4361,6.23779,5.967378,6.35683,6.653398,6.281026,5.03374,5.674056
S4366,6.091028,5.988308,6.405884,6.579842,6.65194,4.984956,5.585126
S4370,6.18078,6.128824,6.293464,6.649424,6.49325,5.033542,5.3196
S4377,6.220814,6.030606,6.55749,6.749306,6.563166,4.941634,5.69366
S4379,6.214222,6.063572,6.356292,6.757308,6.470548,4.963444,5.569964
S4384,6.28555,6.054776,6.472296,6.829288,6.479396,4.982168,5.69578
S4390,6.284186,6.200974,6.329742,6.74881,6.337034,5.038824,5.319586
S4393,6.206388,6.101786,6.313792,6.892986,6.420802,4.988954,5.442918
S4399,6.09687,5.990072,6.209638,6.720084,6.473952,4.978146,5.381026
S4400,6.201142,6.02462,6.346638,6.705744,6.465556,4.969788,5.549018
S4407,6.227668,6.195236,6.20741,6.634212,6.244514,5.183674,5.4174
S4416,6.434338,6.059286,6.45595,6.70035,6.55799,5.07729,5.705482
S4418,6.158128,5.982746,6.456048,6.649072,6.42451,4.950806,5.58242
S4419,6.254888,6.040792,6.358134,6.764608,6.43475,4.965132,5.496704
S4421,6.221484,6.049154,6.311886,6.687236,6.392664,5.00806,5.497418
S4423,6.300914,6.109244,6.510628,6.855836,6.533974,4.944194,5.67083
S4426,6.253834,6.002538,6.31934,6.767926,6.395462,5.0149,5.494334
S4437,6.158532,5.951288,6.493892,6.72073,6.61569,4.867266,5.613742
S4438,6.385084,6.166694,6.521712,6.817266,6.63043,4.99789,5.667856
S4442,6.225498,6.003758,6.317262,6.812932,6.462184,4.963698,5.578092
S4450,6.322856,5.99714,6.440044,6.72607,6.550832,5.049232,5.628944
S4451,6.181236,6.057802,6.400046,6.752298,6.596594,4.9617,5.50374
S4453,6.158056,6.080394,6.266074,6.652884,6.300494,5.076256,5.371712
S4456,6.16824,5.937558,6.30561,6.675994,6.456836,4.941632,5.564952
S446,6.279562,6.131422,6.427894,6.710786,6.480036,5.035916,5.602816
S4460,6.14184,5.98599,6.344238,6.57578,6.44617,4.969406,5.60951
S4464,6.123578,6.171406,6.182766,6.676922,6.191792,5.099616,5.224298
S4475,6.212544,5.998172,6.312962,6.630104,6.47312,5.088632,5.449826
S4480,6.17272,5.988352,6.401928,6.724102,6.476158,4.911428,5.555656
S4490,6.525996,6.340258,6.584742,7.000882,6.618594,5.254984,5.631074
S4494,6.203976,5.994046,6.3657,6.674094,6.413962,4.957504,5.476124
S4499,6.241462,6.096728,6.276554,6.775252,6.276386,5.022706,5.512618
S451,6.272102,6.092376,6.335868,6.692408,6.495088,5.054036,5.637522
S4517,6.196564,6.101972,6.34253,6.74239,6.486162,5.012776,5.39905
S4522,6.262442,6.055754,6.230582,6.81106,6.351648,5.06086,5.382468
S4523,6.151094,6.023824,6.31362,6.649344,6.392406,5.009992,5.388708
S4524,6.187056,6.116426,6.377276,6.670858,6.430284,5.05474,5.389392
S4526,6.295342,6.171744,6.407258,6.77773,6.389538,4.979248,5.436886
S4530,6.167924,6.01303,6.462078,6.66201,6.60837,4.9318,5.566558
S4534,6.143622,6.02378,6.442148,6.648744,6.565756,4.925728,5.534162
S4535,6.194466,5.944136,6.390302,6.745642,6.55388,4.917684,5.558964
S455,6.241208,5.983702,6.415428,6.731942,6.494184,4.95501,5.59805
S4551,6.197628,6.067648,6.38669,6.762012,6.43433,4.95013,5.544976
S4558,6.150516,5.87363,6.302262,6.763566,6.505614,4.88048,5.491658
S456,6.19347,5.928648,6.220264,6.664134,6.33587,5.012338,5.419102
S4560,6.165228,6.017144,6.169066,6.633886,6.244942,5.120766,5.37893
S4566,6.18287,6.226038,6.256418,6.673396,6.293414,5.076502,5.491124
S4573,6.173098,6.050044,6.30912,6.784114,6.34257,4.969558,5.465434
S4585,6.257122,6.107208,6.232854,6.650008,6.302824,5.10738,5.487928
S4590,6.13935,6.103484,6.15748,6.566364,6.215072,5.150252,5.283558
S4595,6.12085,6.045714,6.417574,6.682046,6.621988,4.984534,5.529926
S4601,6.153276,5.997536,6.218986,6.71531,6.29911,5.038482,5.464878
S4602,6.235448,6.010696,6.399624,6.71707,6.532574,4.965872,5.563466
S4603,6.220478,5.954558,6.36452,6.726424,6.429104,4.955192,5.494548
S4606,6.213558,6.005946,6.414518,6.718248,6.47318,5.053682,5.553334
S4607,6.141852,5.930242,6.387652,6.767132,6.518292,4.94433,5.71039
S4610,6.244354,5.994856,6.288408,6.726088,6.360858,5.01243,5.577202
S4612,6.102072,5.935042,6.367746,6.78219,6.458062,4.86942,5.656904
S4618,6.129758,6.037744,6.298518,6.647456,6.488114,5.013818,5.526494
S4619,6.282564,6.210618,6.291888,6.707596,6.299922,5.164228,5.336914
S4621,6.188936,6.000464,6.387714,6.737232,6.537392,4.968118,5.599092
S4629,6.307054,6.183938,6.380554,6.765746,6.48208,4.997618,5.432858
S4630,6.066578,5.851328,6.322142,6.798424,6.440142,4.904084,5.5568
S4631,6.118576,5.90769,6.432388,6.696766,6.579942,4.95207,5.712686
S4635,6.197998,5.971794,6.429098,6.797164,6.580962,4.888078,5.57558
S4638,6.219244,6.049466,6.297446,6.776902,6.343048,5.057072,5.453478
S4651,6.258412,6.001156,6.337068,6.659092,6.526668,5.020136,5.552838
S4652,6.219974,6.071842,6.41065,6.85204,6.494068,4.943734,5.551998
S4660,6.34054,6.100628,6.338712,6.608388,6.549826,5.154542,5.732688
S4670,6.208092,6.060166,6.391474,6.694454,6.426772,5.036162,5.476344
S4686,6.087908,6.026562,6.397896,6.72175,6.572564,4.900276,5.49512
S4691,6.275544,6.07724,6.449078,6.6809,6.472032,5.05296,5.63134
S4697,6.248742,5.954662,6.41684,6.746906,6.464446,4.945804,5.62485
S4703,6.124602,6.019284,6.307216,6.637282,6.471632,4.978742,5.376118
S4705,6.143002,6.036488,6.209482,6.64469,6.208032,5.08203,5.504258
S4706,6.176218,6.042592,6.356642,6.742944,6.417846,4.980916,5.545688
S4708,6.154792,5.92608,6.496324,6.510434,6.708736,4.909466,5.655154
S4714,6.198392,6.033498,6.088238,6.541286,6.172328,5.115074,5.375594
S4715,6.164406,6.018184,6.407642,6.676224,6.628616,4.871656,5.566468
S4717,6.192902,6.10987,6.268556,6.765108,6.366284,5.023656,5.36321
S4718,6.289872,6.26323,6.496382,6.654944,6.62204,5.083278,5.4328
S4720,6.208752,6.006916,6.482596,6.723118,6.737286,4.89075,5.490664
S4722,6.218348,6.178132,6.358166,6.873668,6.497006,4.97242,5.450252
S4726,6.141598,5.93948,6.413998,6.691476,6.593576,4.934654,5.63085
S4733,6.366126,6.080808,6.528726,6.837066,6.644744,4.980502,5.568066
S4744,6.287926,6.077094,6.507712,6.677252,6.631028,4.991176,5.701686
S4748,6.228088,5.953378,6.264522,6.718376,6.362024,4.943228,5.546568
S4766,6.24382,6.072552,6.349712,6.64656,6.455386,5.03822,5.544116
S4767,6.240444,6.173944,6.413854,6.791194,6.558578,4.969002,5.309394
S4775,6.20184,5.983926,6.215018,6.655384,6.246654,5.093962,5.589308
S4783,6.224134,6.07616,6.249208,6.678058,6.3159,5.002082,5.555666
S4790,6.251024,6.114284,6.377248,6.72877,6.403362,4.976272,5.391674
S4793,6.228014,6.094976,6.370354,6.68507,6.44754,5.04561,5.483306
S482,6.094404,5.992018,6.206346,6.595886,6.312828,5.058354,5.524816
S4820,6.196412,6.131838,6.272396,6.816346,6.345138,5.035508,5.410622
S4827,6.5034,6.299328,6.551956,6.846166,6.515726,5.073844,5.588116
