ID,Monocytes_CD14+CD16-,Monocytes_CD16+CD14-,NK_cells,Neutrophils,T_cells_(CD4+),B_cells,T_cells_(CD8+)
S16379,6.322592,6.132468,6.39227,6.85534,6.495866,4.962304,5.440418
S16386,6.230604,5.950694,6.34065,6.74035,6.465076,4.967488,5.546388
S16389,6.215984,6.160192,6.343962,6.7428,6.47609,5.056118,5.460162
S1639,6.128332,5.941646,6.50735,6.617928,6.686326,4.902086,5.684554
S16391,6.23568,6.027752,6.406842,6.748322,6.550656,4.986278,5.631486
S16401,6.130468,5.98385,6.343376,6.585818,6.484444,5.008654,5.70255
S16407,6.147904,6.000792,6.290502,6.565178,6.483688,5.017722,5.45934
S16408,6.358084,6.017902,6.442246,6.694972,6.54606,5.046758,5.659376
S16412,6.270676,6.137796,6.408618,6.855536,6.509984,4.95613,5.51465
S16414,6.136492,5.979102,6.28507,6.689062,6.465904,4.95448,5.509524
S16419,6.11501,5.963338,6.398508,6.634122,6.45266,5.008098,5.665328
S16420,6.256426,6.028454,6.430662,6.736224,6.477368,4.94563,5.600074
S16422,6.166422,6.034006,6.300306,6.712876,6.32413,5.022884,5.565676
S16423,6.11923,5.967094,6.23217,6.65196,6.326332,5.04774,5.414128
S16428,6.250292,6.033052,6.44395,6.691536,6.50614,5.03143,5.665794
S16439,6.178034,5.986288,6.49948,6.744762,6.533038,5.005104,5.762646
S16441,6.169448,5.859964,6.350826,6.731424,6.46684,4.901314,5.605776
S16450,6.26173,6.247538,6.51248,6.678304,6.635524,5.038786,5.530464
S16455,6.263356,6.104926,6.415944,6.742556,6.62132,4.99314,5.684812
S16460,6.327552,5.937342,6.570764,6.789626,6.610734,4.923466,5.8217
S16473,6.24219,6.101744,6.368338,6.837084,6.47548,4.97196,5.368282
S16475,6.083746,6.003412,6.477594,6.567486,6.669946,4.938612,5.549892
S16476,6.271862,6.130502,6.455462,6.705796,6.483646,4.969132,5.57159
S16478,6.247138,6.1006,6.435924,6.741206,6.571048,4.986554,5.541468
S16480,6.263298,6.046504,6.417994,6.858348,6.425778,5.044506,5.532432
S16488,6.217464,5.98105,6.52319,6.783982,6.741672,4.886126,5.728736
S1649,6.100656,5.932248,6.179258,6.829342,6.219018,4.96382,5.354704
S16498,6.311564,6.01072,6.448938,6.720996,6.658398,5.018056,5.632704
S16503,6.251484,6.084068,6.38028,6.67501,6.57768,4.99287,5.417692
S16504,6.177868,5.974572,6.379464,6.707998,6.479464,4.992244,5.483802
S16505,6.257646,6.075896,6.238506,6.824338,6.32653,5.051574,5.589894
S16506,6.090482,5.949504,6.390988,6.67831,6.443664,4.982672,5.598998
S16515,6.214216,5.975932,6.299824,6.78706,6.303044,4.81804,5.40485
S16518,6.24138,6.066572,6.388382,6.806964,6.57644,4.91207,5.55524
S16526,6.155964,5.997242,6.459794,6.73124,6.564978,4.898034,5.520454
S16529,6.289464,6.06305,6.374708,6.738094,6.557096,5.024886,5.48503
S1653,6.323066,6.04711,6.485582,6.751634,6.647212,4.997904,5.623332
S16532,6.142568,6.015524,6.55503,6.605606,6.66442,4.8869,5.586836
S16535,6.207352,6.20568,6.215816,6.61927,6.24689,5.170444,5.33372
S1655,5.856356,5.980384,6.43024,6.38291,6.52529,5.134304,5.731292
S16551,6.178812,5.981518,6.428096,6.791712,6.56659,4.939084,5.640238
S16561,6.199738,5.996086,6.4052,6.648398,6.461936,4.971556,5.648244
S16571,6.067356,6.068098,6.250458,6.641862,6.34921,5.064868,5.40187
S16575,6.20034,6.22245,6.595746,6.670576,6.728072,5.06892,5.525316
S16584,6.19043,6.015774,6.301202,6.716026,6.367958,5.0831,5.577696
S1659,6.09258,6.006296,6.360486,6.751074,6.50929,4.956496,5.575048
S16591,6.067718,5.895998,6.533574,6.695366,6.629246,4.8468,5.67622
S166,6.197948,6.059714,6.372208,6.692978,6.53553,4.963736,5.515898
S1660,6.19183,5.958902,6.317026,6.726286,6.419748,4.89142,5.4809
S16604,6.271466,6.18724,6.313772,6.839862,6.393622,4.985946,5.435864
S16606,6.258196,5.909458,6.464814,6.709184,6.629266,4.962146,5.67639
S16609,6.206974,6.05623,6.357266,6.6699,6.437872,5.075994,5.52289
S16612,6.096922,5.87615,6.262716,6.651492,6.364828,4.981796,5.521948
S16619,6.156396,6.072402,6.40251,6.75954,6.450282,4.991906,5.53474
S16623,6.18876,5.9586,6.377344,6.697804,6.596094,4.887812,5.479202
S16632,6.13622,5.998094,6.24726,6.725038,6.34008,5.027982,5.515648
S16640,6.104754,6.02407,6.457536,6.650894,6.627284,4.979884,5.583746
S16641,6.268502,6.054594,6.30646,6.785078,6.445108,4.995402,5.55252
S16644,6.12611,5.893504,6.34019,6.61729,6.359254,5.059236,5.85049
S16646,6.18914,6.09544,6.287914,6.647364,6.396024,5.081816,5.363388
S16649,6.149124,6.072112,6.459808,6.658128,6.538822,5.0304,5.575856
S16652,6.201718,5.920942,6.392996,6.770684,6.44199,4.994812,5.573448
S16654,6.190028,6.054188,6.334354,6.686298,6.482978,4.991672,5.548374
S16655,6.107344,5.968558,6.391478,6.706718,6.566964,4.876988,5.6534
S16656,6.278818,6.090698,6.454266,6.717154,6.579232,5.092878,5.735996
S16669,6.277514,6.224086,6.24468,6.756474,6.253976,5.122108,5.21926
S16671,6.30063,6.099706,6.424268,6.668204,6.502064,5.028708,5.626948
S16675,6.32755,6.040552,6.338076,6.722798,6.534488,5.047428,5.63034
S16676,6.25753,6.338534,6.40449,6.705174,6.406366,5.089262,5.504078
S16696,6.103758,6.033692,6.314724,6.577732,6.46376,5.01917,5.422564
S16698,6.079932,5.976224,6.177804,6.54759,6.214008,5.024466,5.358182
S1670,6.190344,6.050854,6.358226,6.783194,6.448612,5.014948,5.464496
S16700,6.185462,5.995138,6.3602,6.75677,6.441112,4.949994,5.544558
S16706,6.17596,6.145164,6.201962,6.678124,6.279404,5.1147,5.28967
S1671,6.214462,5.981768,6.352398,6.783704,6.486246,4.870796,5.475584
S16712,6.278902,5.946968,6.353456,6.705776,6.35684,5.082858,5.701148
S16715,6.199812,5.92899,6.42277,6.577026,6.492936,5.045722,5.80056
S16717,6.260004,6.048114,6.36605,6.719178,6.525652,5.062614,5.495058
S16721,6.313002,6.143872,6.400208,6.674796,6.355896,5.109886,5.57764
S16725,6.198126,5.853598,6.37266,6.816906,6.503276,4.909184,5.547398
S1673,6.185438,6.14792,6.18415,6.597074,6.23293,5.150098,5.325598
S16747,6.15111,6.054278,6.350456,6.591322,6.574122,5.028214,5.546344
S1675,6.148062,5.897256,6.396886,6.687342,6.560256,4.932282,5.530194
S16757,6.237294,6.01747,6.274138,6.76489,6.36149,4.971998,5.450904
S16758,6.09848,5.893092,6.224176,6.637896,6.491508,4.941638,5.439136
S16762,6.129962,5.951756,6.498846,6.737238,6.654278,4.895282,5.73134
S16770,6.335804,5.969186,6.680022,6.647888,6.667256,5.018134,5.876092
S16773,6.35943,6.041174,6.441262,6.821812,6.468344,4.962034,5.514992
S16775,6.266802,6.117996,6.354058,6.666516,6.456188,5.063,5.631112
S1678,6.078546,5.913294,6.33189,6.530168,6.433798,4.971188,5.65786
S16780,6.190666,6.0391,6.322326,6.732756,6.505944,4.985888,5.425952
S16785,6.287318,6.16183,6.250672,6.628508,6.354272,5.161888,5.540134
S16791,6.20853,6.013722,6.416522,6.81762,6.525954,4.910744,5.57426
S16792,6.244968,6.075198,6.461488,6.578338,6.525358,5.108696,5.642162
S16797,6.06125,6.016364,6.229344,6.615944,6.405388,5.022862,5.505222
S16799,6.27514,6.159924,6.260194,6.756036,6.339348,5.061312,5.352124
S1680,6.163224,6.038356,6.329566,6.628522,6.41036,5.080892,5.515982
S16801,6.119604,5.829382,6.505034,6.639066,6.549496,4.975426,5.8273
S16806,6.180166,5.949124,6.391434,6.686232,6.565382,4.963886,5.615296
S16811,6.257464,6.133676,6.12133,6.60713,6.16752,5.126396,5.420346
S16815,6.319768,6.169918,6.4773,6.716302,6.591626,5.101422,5.630954
S16816,6.098268,6.0325,6.245072,6.542504,6.191982,5.07299,5.379798
S16825,6.267008,6.109726,6.465712,6.759906,6.57268,4.888264,5.52904
S16827,6.084592,5.940794,6.304172,6.536862,6.282024,5.079878,5.598222
S16829,6.204934,5.939994,6.471962,6.796974,6.662316,4.863356,5.638694
S16830,6.170424,6.051654,6.27709,6.6634,6.288554,5.050858,5.442176
S16835,6.226254,6.062696,6.212016,6.735144,6.247378,4.992966,5.526142
S16841,6.157412,5.882076,6.561208,6.69388,6.745698,4.92279,5.769632
S16843,6.240424,6.101832,6.32619,6.831012,6.425222,4.935688,5.38959
S16853,6.189634,6.139584,6.376894,6.708528,6.486208,5.034062,5.428492
S16859,6.272346,6.073712,6.459254,6.781598,6.487006,4.958582,5.667262
S16860,6.115682,6.014512,6.25562,6.63401,6.484544,5.012412,5.444658
S16880,6.145638,5.95147,6.207116,6.642374,6.274746,5.012572,5.420436
S16893,6.323716,6.139282,6.383042,6.862598,6.438066,4.983202,5.447868
S16896,6.183106,6.018768,6.362984,6.658044,6.409518,4.956278,5.547876
S16905,6.194618,6.02255,6.225998,6.570496,6.269628,5.115878,5.487352
S16909,6.166668,5.94271,6.448084,6.676288,6.549718,4.956094,5.701384
S16910,6.158122,6.027422,6.257214,6.6564,6.394928,5.11042,5.517842
S16915,6.21975,6.10346,6.454064,6.67098,6.51277,5.080336,5.529148
S16928,6.129256,5.889132,6.466112,6.678854,6.604694,4.950376,5.675666
S16929,6.238244,6.125404,6.315416,6.706566,6.399534,5.117196,5.444722
S16932,6.314452,6.09003,6.514132,6.727924,6.510172,5.05907,5.711582
S16933,6.247984,6.035662,6.36592,6.682996,6.450684,5.010746,5.575766
S16939,6.150758,6.084552,6.459846,6.702284,6.666702,4.938402,5.60538
S16947,6.223412,6.082142,6.269576,6.780036,6.264454,5.011284,5.476056
S16949,6.234136,6.064382,6.324496,6.79235,6.4778,4.990424,5.553512
S16951,6.23386,6.123642,6.2914,6.659032,6.512376,5.004964,5.44331
S16961,6.21761,6.067352,6.494082,6.719006,6.582088,4.918378,5.469032
S16963,6.126544,6.100302,6.342468,6.718256,6.557308,5.013922,5.475096
S1697,6.171706,6.065166,6.53298,6.819814,6.570476,4.912776,5.49345
S16976,6.127376,6.003962,6.312176,6.74248,6.38385,4.980204,5.442794
S16977,6.193668,6.037792,6.351406,6.759542,6.330914,5.031716,5.595402
S16992,6.279366,5.97528,6.160926,6.579864,6.303808,5.122934,5.402092
S16994,6.197602,6.097382,6.293806,6.69509,6.37507,5.020666,5.460356
S16995,6.277566,6.13027,6.401714,6.68033,6.474644,5.134526,5.63273
S17000,6.192212,6.13031,6.417734,6.809176,6.439918,5.038964,5.476346
S17002,6.111016,6.005418,6.360202,6.713972,6.377674,5.004976,5.583516
S17012,6.3136,6.045658,6.50065,6.79099,6.63616,4.888304,5.692024
S17015,6.16586,6.059214,6.206772,6.560624,6.378464,5.133752,5.343268
S1702,6.092176,5.857784,6.352224,6.540264,6.373168,5.01818,5.737552
S17021,6.146248,6.011392,6.356874,6.6708,6.40743,5.028156,5.466166
S17025,6.175816,5.971692,6.371288,6.69149,6.53398,4.901044,5.566978
S17027,6.148858,5.924356,6.371764,6.743362,6.610758,4.940314,5.636046
S17030,6.227726,6.066952,6.402084,6.76247,6.491176,4.967952,5.489684
S17037,6.177358,6.016076,6.478756,6.720492,6.627704,4.940804,5.666764
S17040,6.308836,6.132318,6.307474,6.780848,6.314268,5.087622,5.55287
S17046,6.275566,6.102694,6.323542,6.854752,6.374934,5.052894,5.547884
S17047,6.143648,5.971618,6.38769,6.576214,6.506332,4.949678,5.539748
S17055,6.159772,5.866888,6.29811,6.659548,6.403564,4.914324,5.607292
S17056,6.298194,6.028452,6.413086,6.707036,6.5932,4.97194,5.7142
S17057,6.200082,6.011856,6.310036,6.754718,6.419776,5.01896,5.370238
S1706,6.307404,5.971662,6.466168,6.693448,6.582534,5.08221,5.737862
S17068,6.173388,5.932718,6.457904,6.5021,6.472346,5.08408,5.77057
S17070,6.188108,5.922194,6.46783,6.602154,6.529816,4.953378,5.845934
S17077,6.170202,6.053958,6.3627,6.801962,6.419676,4.941094,5.54187
S17078,6.330684,6.172938,6.140538,7.021684,6.174652,5.005746,5.276434
S17079,6.197598,5.994342,6.406814,6.743288,6.690316,4.960608,5.582866
S17080,6.259478,6.099046,6.374568,6.793818,6.437304,4.953452,5.448546
S17091,6.175478,6.125156,6.27248,6.67908,6.341254,5.150204,5.50176
S17095,6.24431,6.157754,6.421684,6.774414,6.439534,4.948652,5.550414
S17097,6.141238,5.90397,6.443078,6.591508,6.54245,4.989616,5.750016
S17099,6.152524,5.878888,6.37902,6.62172,6.61061,4.917292,5.613922
S17102,6.269884,5.843064,6.355754,6.662772,6.484586,4.95343,5.748226
S17110,6.255656,5.919944,6.435154,6.557962,6.374706,5.023376,5.806754
S17114,6.256828,6.016144,6.280782,6.610108,6.24279,5.122764,5.599974
S17117,6.297248,6.050086,6.47841,6.795704,6.659516,4.926968,5.585996
S17131,6.206128,6.032848,6.22078,6.477266,6.281376,5.14988,5.389438
S17132,6.128452,5.896532,6.409308,6.71753,6.57186,4.906308,5.61272
S17133,6.139494,6.042552,6.377838,6.825028,6.469158,4.956496,5.54366
S17134,6.252204,6.044916,6.375284,6.817848,6.525938,4.965226,5.526502
S17142,6.182076,6.018422,6.395824,6.829246,6.458728,4.945992,5.49031
S17148,6.155686,5.938662,6.477694,6.811706,6.589128,4.94531,5.4357
S17150,6.21904,6.01101,6.378004,6.694076,6.535964,4.942424,5.478164
S17151,6.142044,6.008758,6.39929,6.64052,6.50141,5.012242,5.52171
S17180,6.256812,5.913258,6.32144,6.580644,6.44156,5.105876,5.776824
S17187,6.299788,6.137522,6.229754,6.829342,6.251134,4.984302,5.393118
S17197,6.168172,5.996034,6.304984,6.685644,6.500452,5.012228,5.44848
S17198,6.243072,6.0636,6.438638,6.786984,6.379026,5.00761,5.525126
S17205,6.270192,6.073086,6.336606,6.935536,6.418984,4.951414,5.495984
S1721,6.249738,6.109404,6.514868,6.700538,6.582458,5.012044,5.61743
S17210,6.260744,6.021478,6.21306,6.70395,6.388228,5.025568,5.52658
S17211,6.241182,6.045054,6.520108,6.900486,6.693374,4.947344,5.575436
S17212,6.24987,6.050816,6.383464,6.744034,6.466702,4.942914,5.51861
S17219,6.26507,6.136996,6.24725,6.657426,6.26795,5.05979,5.347626
S17223,6.149308,6.103638,6.262582,6.624598,6.340646,5.153078,5.525912
S17229,6.126758,6.298312,6.273676,6.679598,6.419936,5.088944,5.241318
S17230,6.193314,6.165636,6.412602,6.813178,6.521654,4.97816,5.451496
S17233,6.260414,6.096364,6.360698,6.696298,6.434288,5.12638,5.681496
S17240,6.232336,6.14178,6.400186,6.762868,6.487948,5.052236,5.546132
S1725,6.232036,5.994992,6.43383,6.810992,6.512804,4.970594,5.643356
S17251,6.211386,6.090438,6.304642,6.706846,6.462922,5.025868,5.459442
S17252,6.145418,6.024538,6.132482,6.537352,6.232994,5.095952,5.45485
S17254,6.36661,6.11791,6.508322,6.841516,6.432012,4.946664,5.499632
S17256,6.262484,6.10535,6.509316,6.78471,6.567656,5.049692,5.63463
S17259,6.167812,6.024134,6.218622,6.71128,6.318916,5.035204,5.46448
S1726,6.223802,6.074936,6.408862,6.606842,6.457828,5.107576,5.691678
S17275,6.22548,6.054792,6.32894,6.686796,6.482156,5.085118,5.605152
S17281,6.184032,6.017934,6.431718,6.723282,6.501572,4.9486,5.544776
S17283,6.184478,6.01904,6.440488,6.732598,6.482176,4.959564,5.591962
S17284,6.204322,6.013588,6.453868,6.69575,6.500214,4.968946,5.565284
S17290,6.231904,6.044228,6.293144,6.583482,6.358256,5.045,5.618732
S17291,6.19595,6.05528,6.442218,6.659976,6.516014,5.005488,5.590722
S17295,6.095998,5.979078,6.374114,6.634242,6.57468,5.016724,5.622944
S17301,6.133504,5.959884,6.363656,6.587214,6.423408,5.034648,5.626202
S1731,6.18049,6.058356,6.342186,6.698322,6.439658,5.030976,5.485642
S17311,6.102266,6.033638,6.338656,6.694822,6.535156,4.97924,5.519102
S17316,6.230834,6.059318,6.557092,6.741136,6.55877,5.043646,5.700282
S17320,6.133598,5.906228,6.494438,6.711364,6.62677,4.893406,5.635784
S17322,6.218414,6.07551,6.391552,6.760312,6.456262,5.050016,5.459362
S17323,5.794148,5.961738,6.605542,6.476902,6.512488,5.007026,5.700736
S17332,6.33539,6.18509,6.295402,6.879596,6.432764,5.04115,5.424862
S17333,6.268014,6.036802,6.330684,6.780332,6.427814,4.969782,5.669354
S17334,6.068008,5.858898,6.306462,6.465008,6.22697,5.111538,5.626386
S17346,6.16079,6.105782,6.369268,6.778628,6.520094,4.969984,5.52156
S17351,6.47751,5.992132,6.399562,6.684166,6.46827,5.203096,5.895392
S17353,6.114904,6.050262,6.274876,6.596354,6.458956,5.069966,5.468494
S17362,6.240204,6.13458,6.360378,6.693128,6.407034,5.031168,5.451912
S17365,6.156372,6.043914,6.340376,6.816198,6.46597,4.970442,5.48946
S17367,6.22253,6.030246,6.422226,6.750036,6.472772,4.977624,5.719438
S17369,6.301894,6.09958,6.454976,6.755212,6.558736,4.931378,5.58095
S17370,6.138798,6.135522,6.244492,6.639514,6.263976,5.062038,5.369402
S17373,6.332374,6.0939,6.38762,6.631304,6.286218,5.20473,5.601274
S17378,6.386288,6.297264,6.40565,6.782728,6.410366,5.14558,5.551554
S1738,6.252932,6.1296,6.326956,6.62985,6.461228,5.12431,5.46195
S17381,6.261726,5.972648,6.397478,6.686398,6.618344,5.009836,5.826794
S17393,6.193018,6.036854,6.32657,6.54638,6.26825,4.990578,5.655574
S17396,6.084128,5.900846,6.218906,6.612552,6.301798,4.94933,5.588294
S17411,6.285424,6.0407,6.350792,6.795146,6.517158,5.031742,5.587214
S17412,6.110128,5.764678,6.52313,6.601508,6.68416,4.914312,5.945216
S17413,6.218408,5.966994,6.525932,6.626412,6.538902,5.026776,5.77094
S17415,6.246452,6.121432,6.359296,6.702244,6.498358,5.09214,5.476586
S1742,6.222974,6.011938,6.298808,6.58676,6.536096,4.972924,5.372958
S17421,6.215838,5.921448,6.335102,6.61174,6.511134,4.99815,5.655438
S17422,6.263488,6.136378,6.300004,6.81263,6.215314,5.040722,5.342982
S17427,6.171802,5.993524,6.382766,6.752486,6.43476,4.918862,5.504334
S17428,6.17231,5.999918,6.296424,6.554862,6.428494,5.00786,5.43327
S17430,6.26747,6.161202,6.273084,6.734474,6.308662,5.078002,5.49296
S17431,6.222256,6.029484,6.112706,6.628726,6.209678,5.04028,5.39491
S17435,6.191334,6.044104,6.392698,6.763028,6.475792,4.996506,5.47835
S17437,6.1868,6.065718,6.278164,6.750268,6.274314,5.075946,5.464622
S17446,6.284558,6.060382,6.381172,6.751606,6.593974,4.999692,5.557598
S17448,6.401918,6.162534,6.424418,6.896048,6.468708,5.004462,5.396198
S17456,6.291932,6.048666,6.40434,6.797106,6.461882,4.942322,5.564976
S17458,6.376244,6.335962,6.520714,6.765812,6.554178,5.008788,5.41588
S17460,6.16878,6.01815,6.453062,6.690836,6.573402,4.993386,5.57484
S17464,6.13757,5.930232,6.391992,6.624472,6.499946,4.95849,5.580962
S17467,6.159996,6.029134,6.337036,6.677988,6.365894,4.996888,5.434188
S17468,6.237954,6.121834,6.358548,6.716756,6.456104,5.054186,5.468846
S17472,6.175682,6.039666,6.333884,6.813878,6.38289,4.973436,5.478334
S17478,6.209334,5.958664,6.514756,6.678636,6.536212,4.953678,5.762938
S17479,6.151818,5.965418,6.26112,6.609078,6.291168,5.114498,5.635558
S17481,6.124934,6.091404,6.099546,6.474388,6.262456,5.144414,5.334752
S17485,6.227322,5.986884,6.355176,6.753372,6.454984,4.89815,5.54941
S17493,6.198758,6.026476,6.438532,6.726548,6.580134,4.913216,5.49724
S17498,6.172768,5.964632,6.247752,6.707622,6.281808,4.96448,5.525134
S17510,6.25472,6.051798,6.29752,6.847008,6.441296,4.990046,5.479172
S17516,6.227454,6.111852,6.140984,6.669928,6.134442,5.127028,5.276216
S1752,6.205506,6.115984,6.341888,6.695584,6.42454,5.102496,5.494646
S17520,6.128408,6.01511,6.296966,6.723816,6.398566,4.982884,5.552578
S17521,6.218018,6.065498,6.2844,6.669122,6.3905,5.014798,5.514316
S17523,6.187586,5.875276,6.3204,6.517398,6.447084,4.939914,5.51748
S17529,6.345686,6.104062,6.515996,6.792406,6.621768,5.024122,5.622774
S17530,6.22276,6.001672,6.419064,6.690028,6.548792,4.918418,5.521036
S17539,6.153278,6.084378,6.27307,6.67575,6.333618,5.097064,5.441936
S1754,6.159076,6.157116,6.309962,6.623844,6.311656,5.09725,5.309482
S17542,6.22169,6.219786,6.474772,6.77228,6.560896,4.99325,5.533668
S17549,6.134108,5.925778,6.241218,6.661446,6.430088,4.98373,5.447568
S17558,6.1846,6.013686,6.246356,6.70161,6.280188,5.056712,5.59421
S1756,6.244174,5.972776,6.30318,6.635704,6.447828,5.078046,5.63451
S17563,6.358542,6.137962,6.292414,6.59511,6.337922,5.18198,5.507654
S17567,6.146836,5.995366,6.422444,6.635266,6.594824,4.993268,5.605952
S17576,6.223264,6.122984,6.308378,6.636204,6.463386,5.050166,5.440004
S17577,6.219244,6.096352,6.467096,6.770754,6.592652,4.958912,5.546218
S17582,6.170142,6.013716,6.361842,6.637474,6.419022,5.08608,5.608756
S17583,6.152498,6.038518,6.310872,6.650774,6.43032,5.011848,5.430634
S17587,6.126044,6.028604,6.384366,6.674254,6.556344,4.935716,5.497658
S17590,6.24946,6.123452,6.430074,6.771392,6.482632,4.95026,5.487986
S176,6.217142,5.986388,6.23103,6.63422,6.302346,5.111858,5.484682
S17600,6.183074,6.114424,6.399222,6.678182,6.462944,4.983246,5.472386
S17603,6.14288,5.977234,6.454018,6.738962,6.60825,4.985468,5.483944
S17609,6.143562,6.00809,6.444574,6.70295,6.608438,4.933466,5.652254
S17621,6.39881,5.948912,6.407694,6.755886,6.489682,4.953794,5.711536
S17641,6.067354,5.972034,6.327048,6.62514,6.426092,5.042286,5.543706
S17645,6.317328,6.210834,6.395742,6.961098,6.495364,5.007942,5.444628
S17649,6.192812,5.929288,6.396514,6.68908,6.46119,4.956798,5.83309
S17650,6.201642,5.99381,6.294606,6.53601,6.34049,5.074192,5.581004
S17652,6.25114,5.9875,6.427814,6.791902,6.620634,4.948476,5.58047
S17654,6.23371,6.039434,6.401628,6.75424,6.49631,4.996908,5.622184
S17658,6.454412,6.13548,6.587128,6.714224,6.665058,4.996886,5.871742
S17660,6.237382,6.091118,6.373246,6.608074,6.508184,4.961864,5.546668
S17663,6.291718,6.011636,6.454884,6.76269,6.473444,4.985102,5.697922
S17664,6.177618,6.095236,6.493596,6.723084,6.70602,4.976858,5.562656
S17670,6.214152,6.018592,6.31858,6.580882,6.367804,5.01207,5.592386
S1770,6.312546,6.115766,6.30328,6.617734,6.194584,5.21848,5.50015
S17704,6.304112,6.054836,6.448078,6.907406,6.493114,4.8901,5.519776
S17712,6.103626,5.982162,6.412884,6.771578,6.623882,4.952494,5.575912
S17720,6.309788,6.082324,6.56764,6.678928,6.696974,4.899046,5.586058
S17726,6.205592,5.975926,6.418138,6.73911,6.508556,4.990494,5.709692
S1773,6.238914,6.187356,6.27313,6.78915,6.396004,5.064054,5.357598
S17734,6.384048,6.07796,6.418224,6.858084,6.535462,4.972752,5.598266
S17735,6.126046,5.952186,6.222128,6.639542,6.331728,5.078076,5.440608
S17753,6.33223,6.13731,6.318042,6.820484,6.356316,5.000422,5.414864
