ID,CD38.negative.naive.B.cell,memory.B.cell,CD14.positive..CD16.negative.classical.monocyte,cytotoxic.CD56.dim.natural.killer.cell,mature.neutrophil,memory.CD4.positive.alpha.beta.T.cell,CD4.positive..alpha.beta.T.cell,memory.CD8.positive.alpha.beta.T.cell
S16612,8.080714,7.707674,8.211228,7.977306,9.782162,7.93874,8.660326,7.926504
S16619,8.262512,7.84425,8.403098,8.184396,9.907674,8.03304,8.648014,8.0548
S16623,8.279218,7.850222,8.44161,8.1925,9.790116,8.06279,8.719196,8.138498
S16632,8.050292,7.603832,8.021378,7.847876,9.833366,7.739766,8.4185,7.80751
S16640,8.220234,8.055874,8.318478,8.485844,9.851914,8.246552,8.841002,8.300622
S16641,8.214694,7.895774,8.36446,8.119232,9.982264,7.969626,8.78645,8.02079
S16644,8.011356,7.876806,8.14314,7.990162,9.837144,8.074878,8.948652,8.03279
S16646,7.96259,7.758504,8.166428,7.94567,9.68941,7.746402,8.640502,7.867966
S16649,8.130756,7.952442,8.21361,8.261264,9.83285,8.102426,8.756738,8.068918
S16652,8.313476,7.990766,8.48582,8.289176,10.09058,8.145454,8.726596,8.122082
S16654,8.152994,7.795558,8.262514,8.123168,9.86389,7.987162,8.614878,7.988722
S16655,8.39253,7.9187,8.392324,8.249956,10.029202,8.189574,8.857432,8.100062
S16656,8.25583,8.190224,8.489914,8.419114,10.136654,8.332142,9.112282,8.23491
S16669,7.87758,7.734322,8.458072,8.09344,9.979642,7.700754,8.33143,7.806214
S16671,8.100218,8.069358,8.544872,8.531738,9.964082,8.219106,8.88321,8.217182
S16675,8.16725,7.974088,8.500888,8.197448,9.99863,8.139392,8.826288,8.184382
S16676,8.129712,8.172976,8.54903,8.494414,10.00036,8.119926,8.617108,8.125038
S16696,8.012792,7.757936,8.17507,8.064414,9.542816,7.8661,8.504938,7.970798
S16698,7.79761,7.493402,7.882448,7.857052,9.47787,7.530408,8.302572,7.775862
S1670,8.238078,7.88001,8.431874,8.19525,9.989368,8.039002,8.638366,8.031362
S16700,8.228852,7.831074,8.295358,8.147008,9.986046,8.021422,8.635672,7.969876
S16706,7.874108,7.67078,8.16436,7.937052,9.74332,7.672154,8.282166,7.769302
S1671,8.39655,7.95915,8.595698,8.303618,10.022806,8.159538,8.682024,8.108242
S16712,8.08136,7.817864,8.339852,7.96545,9.771286,7.97378,8.687296,8.006074
S16715,8.088606,8.030614,8.310256,8.305016,9.875084,8.306432,9.11466,8.256798
S16717,8.426118,8.196246,8.582898,8.374494,9.887138,8.269408,8.940978,8.20488
S16721,7.98577,8.111578,8.393732,8.255548,9.90991,8.063866,8.79749,8.163916
S16725,8.30624,7.944344,8.499446,8.163312,9.96897,8.158696,8.761818,8.192874
S1673,7.611204,7.601704,7.972002,7.901228,9.656092,7.633258,8.461116,7.648264
S16747,8.20784,8.062152,8.310234,8.19404,9.664198,8.21814,8.949772,8.116168
S1675,8.29954,7.877054,8.231298,8.16005,9.641514,8.059652,8.7498,8.037656
S16757,8.153304,7.756518,8.313134,8.073988,9.847008,7.89313,8.620604,7.93613
S16758,8.15063,7.61586,8.065602,7.823912,9.542708,7.814202,8.497556,7.911078
S16762,8.421804,7.893964,8.41832,8.359084,9.930542,8.21151,8.770646,8.173256
S16770,8.39371,8.441572,8.666128,8.697332,10.03231,8.767424,9.466282,8.58074
S16773,8.322646,8.03803,8.672532,8.424924,10.076338,8.196274,8.77428,8.181806
S16775,8.116226,8.148092,8.551746,8.356556,10.025308,8.261948,8.90138,8.177256
S1678,7.902398,7.90994,8.158304,8.169812,9.872078,8.155614,8.98166,8.076228
S16780,8.233762,8.006274,8.465964,8.23886,9.955814,8.07426,8.839574,8.116874
S16785,7.870834,8.133974,8.5157,8.372762,10.040092,8.114936,8.99362,8.006826
S16791,8.394052,7.908706,8.456958,8.286834,10.036444,8.184892,8.727122,8.083608
S16792,8.140366,8.102012,8.352204,8.354242,9.68315,8.20109,8.946482,8.233918
S16797,7.971618,7.51538,7.90463,7.864422,9.543262,7.673814,8.251188,7.780172
S16799,8.007472,7.81605,8.445868,8.164222,9.971822,7.864806,8.484014,7.87202
S1680,8.092906,7.769594,8.139538,7.967054,9.628128,7.863644,8.620192,7.900594
S16801,8.324734,7.882864,8.295834,8.224662,9.926474,8.353932,8.89947,8.211278
S16806,8.377416,7.784314,8.313306,8.094302,9.876576,8.045946,8.730312,8.071392
S16811,7.620544,7.660994,8.109934,8.020068,9.899752,7.573432,8.544552,7.845926
S16815,8.254502,8.264494,8.5384,8.468734,10.072316,8.371818,9.002894,8.343592
S16816,7.590722,7.440184,8.005032,7.814938,9.566756,7.505008,8.29068,7.724522
S16825,8.227812,8.117886,8.596362,8.531142,10.046156,8.379076,8.972294,8.19252
S16827,7.691886,7.679468,7.968524,7.82226,9.697744,7.795198,8.541706,7.844666
S16829,8.642472,8.067962,8.75641,8.42978,10.211298,8.440234,8.930544,8.354538
S16830,7.929048,7.729148,8.068012,7.975596,9.808254,7.686224,8.347488,7.906834
S16835,7.994032,7.80018,8.312722,7.986642,10.001916,7.949182,8.657138,7.922786
S16841,8.442182,7.908984,8.351434,8.13596,9.72935,8.223174,8.77505,8.17486
S16843,8.279132,7.936874,8.53286,8.322902,9.974904,8.086458,8.626364,8.033458
S16853,8.146446,8.081674,8.430756,8.351334,9.860768,8.18642,8.824574,8.18322
S16859,8.257586,8.032014,8.582212,8.376248,10.096118,8.26814,8.905466,8.131836
S16860,8.041238,7.77695,8.02422,7.952592,9.580022,7.876266,8.635518,7.94482
S16880,7.945454,7.603238,8.234074,7.796516,9.634986,7.769778,8.411168,7.797084
S16893,8.197,8.027132,8.580374,8.37616,10.175352,8.221816,8.769324,8.140656
S16896,8.166942,7.87696,8.352418,8.238648,9.735094,8.123674,8.765672,8.139708
S16905,7.88575,7.654556,8.083948,7.938352,9.5825,7.658856,8.580136,7.851222
S16909,8.3277,7.983944,8.268048,8.222216,9.905456,8.254614,8.920402,8.15918
S16910,8.082288,7.74315,8.189972,7.935174,9.646222,7.890152,8.62644,7.96954
S16915,8.079812,7.933406,8.460968,8.377146,9.793924,8.097632,8.684364,8.149218
S16928,8.540014,8.032374,8.470424,8.361042,9.898716,8.315996,8.933912,8.246568
S16929,7.95486,7.9014,8.26659,8.11914,9.920606,7.986178,8.724374,8.027822
S16932,8.247536,8.169354,8.564092,8.464856,10.219452,8.386966,9.057074,8.354282
S16933,8.187684,7.871522,8.45928,8.16239,9.861848,8.04228,8.606914,8.180974
S16939,8.218574,8.145664,8.40517,8.397684,9.81789,8.297158,8.84834,8.303002
S16947,8.089204,7.616198,8.310698,8.05244,9.935624,7.779388,8.37221,7.910048
S16949,8.274392,7.9133,8.34545,8.229084,10.105258,8.0401,8.654624,8.08608
S16951,8.1368,7.946026,8.452756,8.13599,9.767472,8.021958,8.692534,8.007022
S16961,8.335896,8.147994,8.65741,8.522362,9.866192,8.38273,8.936524,8.34733
S16963,8.300626,7.951484,8.212898,8.086638,9.833352,8.022104,8.653666,7.990036
S1697,8.426676,8.007064,8.553244,8.431914,10.021442,8.15751,8.744562,8.183766
S16976,8.172754,7.83193,8.39057,8.184212,9.937764,7.984828,8.631906,8.053288
S16977,8.208796,7.92825,8.37595,8.149716,9.99177,7.983492,8.670576,8.013718
S16992,7.965514,7.8035,8.38026,7.921484,9.399834,7.853042,8.498124,8.03743
S16994,8.021088,7.83906,8.254408,8.077154,9.790266,7.850174,8.600516,7.881814
S16995,8.07934,7.924106,8.334216,8.20688,9.659674,8.06069,8.721078,8.136776
S17000,8.22248,8.006138,8.489988,8.27484,10.01296,8.070514,8.708354,8.047508
S17002,8.043646,7.671928,8.128916,8.023476,9.829488,7.865354,8.59345,8.018302
S17012,8.390508,8.090728,8.588446,8.302074,9.95474,8.235456,8.728822,8.229692
S17015,7.786226,7.723864,8.014816,7.934398,9.532042,7.707706,8.592786,7.858904
S1702,8.041476,7.787612,7.966164,7.726078,9.703022,8.061798,8.849188,7.986264
S17021,8.147708,7.884418,8.319396,8.196214,9.831282,7.867472,8.53505,8.01272
S17025,8.351676,7.969256,8.443442,8.296764,9.901936,8.169218,8.837832,8.126972
S17027,8.422774,7.894078,8.361892,8.284936,9.931662,8.237234,8.779572,8.220252
S17030,8.379326,8.005642,8.622934,8.294048,9.958142,8.132302,8.72263,8.094488
S17037,8.438228,8.032686,8.554444,8.443136,10.037614,8.268868,8.888806,8.25979
S17040,8.007104,7.884996,8.47185,8.029454,10.160172,8.126148,8.579594,8.024202
S17046,8.137492,8.0274,8.431316,8.248138,10.279028,8.087164,8.6705,8.135426
S17047,8.208166,7.915564,8.23988,8.154882,9.61652,8.110428,8.75583,8.111182
S17055,8.304656,7.778634,8.382278,8.088228,9.883578,8.055684,8.784066,7.963678
S17056,8.431542,8.034004,8.648776,8.314512,9.838908,8.31307,8.79504,8.273
S17057,8.050394,7.895896,8.362488,8.183584,9.770096,7.939154,8.557524,7.933698
S1706,8.132204,8.186852,8.561402,8.45475,9.835518,8.361372,9.121998,8.382666
S17068,8.108906,8.025912,8.243796,8.405768,9.701372,8.316224,9.00286,8.139602
S17070,8.289986,8.067062,8.510452,8.443992,9.906342,8.406076,9.187822,8.320604
S17077,8.223702,7.820698,8.272284,8.109262,9.897878,7.91982,8.44152,7.977952
S17078,7.755768,7.469512,8.636162,7.928358,10.199094,7.587354,7.897212,7.502706
S17079,8.252836,8.0328,8.304632,8.240206,9.876226,8.233298,8.83819,8.21885
S17080,8.16799,7.913068,8.555048,8.37076,10.097554,8.078164,8.673318,8.152584
S17091,8.01454,7.665862,8.120602,8.021408,9.863634,7.738278,8.462954,7.889316
S17095,8.246144,8.035018,8.733288,8.488276,10.083678,8.138222,8.70541,8.102606
S17097,8.148212,7.887168,8.191314,8.235296,9.81838,8.250078,8.894374,8.146736
S17099,8.357968,7.963548,8.427046,8.24318,9.606696,8.222758,8.84434,8.174976
S17102,8.189152,7.970188,8.404192,8.13818,10.062954,8.25086,9.054162,8.12123
S17110,8.08707,7.91751,8.362498,8.208576,9.842762,8.330718,8.888956,8.112986
S17114,7.95589,7.648734,8.137204,7.87604,9.6677,7.80589,8.5368,7.891004
S17117,8.411952,8.194918,8.63425,8.3546,10.091868,8.353984,8.927318,8.259492
S17131,7.911818,7.885032,8.157408,8.044542,9.475584,7.767422,8.591474,7.867972
S17132,8.283886,7.869426,8.272916,8.029998,9.823188,8.071936,8.742874,8.023116
S17133,8.298384,7.76217,8.437128,8.135062,9.976596,7.944792,8.44136,7.996536
S17134,8.335774,8.078384,8.570196,8.211372,10.071164,8.194688,8.75675,8.168124
S17142,8.275798,7.975922,8.465554,8.26651,10.068112,8.191974,8.701458,8.13944
S17148,8.309532,8.044654,8.524836,8.399692,9.80473,8.266938,8.850984,8.250082
S17150,8.288572,7.960224,8.484454,8.330408,9.884072,8.168946,8.81299,8.086396
S17151,8.340456,7.835668,8.309564,8.3319,9.636962,8.010552,8.56483,8.100402
S17180,8.258808,8.109296,8.503724,8.215954,9.864962,8.317146,9.202916,8.080606
S17187,8.181912,7.808666,8.65077,8.144832,10.149346,7.886404,8.275804,7.931172
S17197,8.12539,7.821646,8.273918,8.086458,9.735326,7.98468,8.677008,8.04054
S17198,8.245376,7.992552,8.602916,8.31409,10.129806,8.189442,8.679244,8.259928
S17205,8.25525,7.7962,8.505986,8.217166,10.193574,8.034572,8.420598,8.126862
S1721,8.303658,8.14241,8.4609,8.289174,9.954798,8.219472,8.980658,8.20573
S17210,8.21817,8.007138,8.579558,8.42795,10.03483,8.236976,8.840464,8.102764
S17211,8.610834,8.005414,8.814528,8.591996,10.1868,8.300082,8.410244,8.43489
S17212,8.255232,7.910146,8.524668,8.136406,9.889474,8.056982,8.659794,8.020984
S17219,7.814046,7.884744,8.311622,8.028118,9.63936,7.821844,8.490444,7.880644
S17223,7.86414,7.613568,8.060896,7.930912,9.776172,7.67572,8.48844,7.816854
S17229,8.129956,7.95401,8.316848,8.34949,9.648396,7.833726,8.388288,7.903576
S17230,8.2515,8.064704,8.425288,8.425496,10.061664,8.065944,8.700846,8.084968
S17233,7.95576,8.124132,8.317746,8.353244,10.105924,8.262014,9.097156,8.174624
S17240,8.234338,7.99902,8.39214,8.29816,9.979228,8.102222,8.718254,8.129208
S1725,8.325736,7.965286,8.530278,8.183108,10.053342,8.277948,8.749222,8.167572
S17251,8.125228,7.981166,8.491044,8.21,9.798664,8.118008,8.775664,8.080298
S17252,7.732918,7.498462,7.87149,7.602592,9.593856,7.511562,8.354426,7.685716
S17254,8.10187,7.958482,8.705246,8.517152,9.935492,8.106012,8.512604,8.194584
S17256,8.249032,8.061992,8.408624,8.273274,10.030072,8.225998,8.897284,8.150932
S17259,8.019296,7.734262,8.338718,7.9189,9.795322,7.787688,8.537456,7.884698
S1726,8.045426,8.11861,8.361018,8.364302,9.841782,8.205872,8.943204,8.158254
S17275,8.127674,7.802766,8.251038,7.978922,9.740668,7.880446,8.726028,8.065858
S17281,8.353524,7.830122,8.35894,8.240258,9.817338,8.028478,8.645778,8.158426
S17283,8.355338,7.903316,8.532236,8.234256,9.948146,8.0628,8.61789,8.113928
S17284,8.248378,7.901708,8.45457,8.219618,9.78301,8.11226,8.76236,8.102516
S17290,7.959506,7.934532,8.143594,8.140646,9.865404,8.03296,8.812196,8.013302
S17291,8.206708,7.92607,8.422662,8.228806,9.80859,8.049318,8.6241,8.092616
S17295,8.367126,7.80605,8.226086,8.119576,9.625768,7.96242,8.654176,8.11148
S17301,8.26356,7.741496,8.228558,7.957176,9.596184,7.945846,8.5461,8.01654
S1731,8.088374,7.806216,8.3196,8.129898,9.758088,7.966174,8.637486,7.94221
S17311,8.382042,7.873806,8.419212,8.300504,9.939806,8.08968,8.682994,8.089692
S17316,8.365196,8.203622,8.546444,8.48948,10.146028,8.334716,9.008122,8.383834
S17320,8.454458,7.852942,8.50158,8.3982,9.784164,8.292318,8.800648,8.264172
S17322,8.227672,7.950604,8.472602,8.253104,9.915024,8.018766,8.634718,8.046554
S17323,8.975838,8.235758,8.071086,8.057392,9.244102,8.215518,8.829656,7.901874
S17332,8.10184,7.990188,8.548418,8.265852,10.061322,8.067402,8.67505,8.044046
S17333,8.182752,7.945132,8.294432,8.280164,9.986186,8.101052,8.629644,8.03955
S17334,7.855272,7.61806,7.809138,7.817128,9.435192,7.781594,8.4224,7.895736
S17346,8.208868,7.98302,8.410308,8.323462,10.068722,8.100808,8.68824,8.092332
S17351,8.202812,8.370362,8.635912,8.4288,10.02496,8.621976,9.466594,8.419458
S17353,7.958262,7.806088,8.119592,7.986128,9.642246,7.812592,8.664012,7.885196
S17362,8.2767,7.903022,8.662314,8.26168,9.957872,8.102322,8.686598,8.087104
S17365,8.274196,7.855936,8.415298,8.153754,10.102158,7.94142,8.663034,7.999312
S17367,8.32486,7.999964,8.56637,8.29385,10.053884,8.25414,8.819786,8.131718
S17369,8.344156,8.128728,8.755574,8.40937,10.133288,8.309062,8.90049,8.216858
S17370,7.834882,7.585844,8.12652,8.072776,9.77022,7.662848,8.300818,7.76445
S17373,7.77141,8.092082,8.381908,8.445918,9.906884,8.19995,8.969472,8.117738
S17378,8.13229,8.095758,8.52792,8.413736,10.085614,8.083872,8.767932,8.135146
S1738,7.89894,7.979384,8.30764,8.182234,9.599304,7.907928,8.575218,7.971564
S17381,8.277768,8.29703,8.482596,8.393808,10.039736,8.476212,9.294704,8.25247
S17393,7.966724,7.919102,8.31253,8.175354,9.756976,8.282884,8.78903,8.12276
S17396,7.939572,7.67357,8.069808,7.89562,9.79202,7.85535,8.534206,7.805082
S17411,8.131556,7.900764,8.486934,8.15993,10.056188,8.134362,8.779316,7.990692
S17412,8.397418,7.923814,8.273526,8.203584,9.79935,8.354432,9.041408,8.192954
S17413,8.269662,8.092056,8.443706,8.256498,9.88664,8.369802,9.079108,8.21756
S17415,8.18113,8.05119,8.431284,8.342332,9.88022,8.027278,8.754094,8.070844
S1742,8.10832,7.995078,8.332502,8.050522,9.7207,8.11129,8.840326,7.959856
S17421,8.301984,7.953616,8.275028,8.05745,9.855074,8.137794,8.836138,8.087946
S17422,8.106444,7.892184,8.651056,8.274926,10.056232,7.821656,8.467648,7.989252
S17427,8.177538,7.994818,8.458548,8.274664,9.906416,8.121438,8.653924,7.991614
S17428,8.09928,7.742006,8.16421,8.066666,9.56546,7.865824,8.39164,7.97736
S17430,8.063382,7.917498,8.474728,8.194348,10.034976,7.944592,8.607608,7.984836
S17431,7.847776,7.672888,8.16666,7.885494,9.580762,7.721274,8.367722,7.860662
S17435,8.265302,7.917638,8.41775,8.329534,10.008344,8.020774,8.655138,8.080852
S17437,7.93996,7.81091,8.181296,8.105966,9.954916,7.85295,8.529306,7.947554
S17446,8.235188,8.036518,8.51142,8.237032,9.965074,8.246794,8.85523,8.187744
S17448,8.2017,8.223276,8.814544,8.52799,10.19174,8.309388,8.901258,8.306514
S17456,8.446158,7.91236,8.68896,8.284248,10.036318,8.075386,8.521988,8.164454
S17458,8.280432,8.413736,8.946058,8.811912,10.05325,8.477296,8.942506,8.446416
S17460,8.2881,7.890436,8.34071,8.115846,9.82476,8.112676,8.81563,8.088222
S17464,8.188548,8.004986,8.33676,8.356706,9.685692,8.236568,8.850254,8.240696
S17467,8.184528,7.814268,8.294312,8.034242,9.796576,7.848552,8.502122,7.900866
S17468,8.166784,7.77211,8.4091,8.17705,9.808514,7.929458,8.503728,8.058118
S17472,8.335932,7.852246,8.329832,8.173872,10.211156,7.87147,8.56017,7.970468
S17478,8.49405,8.087236,8.70987,8.457952,10.024126,8.388504,8.880204,8.304918
S17479,7.813816,7.862002,8.074794,7.98358,9.798546,7.909946,8.772482,7.903404
S17481,7.552226,7.505074,7.870226,7.63998,9.349086,7.417902,8.310104,7.611438
S17485,8.270564,7.800208,8.441888,8.018404,9.905162,8.062388,8.660324,8.012562
S17493,8.359012,8.010144,8.524788,8.53083,9.911892,8.267076,8.723152,8.203632
S17498,8.055132,7.667578,8.192074,7.92483,9.937444,7.839036,8.463358,7.86459
S17510,8.17782,7.88608,8.481968,8.110116,10.010196,8.033098,8.502882,8.007272
S17516,7.588592,7.600804,8.168986,7.917244,9.88557,7.52692,8.327266,7.767612
S1752,8.11518,7.828896,8.39907,8.191672,10.028752,7.947418,8.552178,7.979872
S17520,8.183358,7.80711,8.305966,8.047072,10.041226,7.988188,8.66753,7.967368
S17521,8.1196,7.847264,8.366268,8.10716,9.824876,7.89236,8.590196,7.946764
S17523,8.01073,7.837828,8.288442,8.115538,9.403672,8.090404,8.601286,7.988952
S17529,8.362322,8.212086,8.689914,8.628996,10.090212,8.405932,8.92601,8.468578
S17530,8.393512,8.053018,8.661944,8.353468,9.778456,8.23782,8.777358,8.217182
S17539,8.064828,7.735882,8.161678,8.021626,9.837444,7.834312,8.5341,7.925026
S1754,7.89908,7.824598,8.299282,8.342212,9.656078,7.787916,8.38929,7.91614
S17542,8.153788,8.136348,8.69097,8.552956,9.980872,8.339556,8.832762,8.29045
S17549,8.17739,7.811704,8.266164,7.990264,9.631324,7.961398,8.671698,8.019058
S17558,7.900732,7.683224,8.188622,7.908918,9.823384,7.84753,8.703868,7.900872
S1756,7.929306,8.152792,8.3852,8.405054,9.962988,8.295734,9.091424,8.1444
S17563,7.81841,7.956216,8.381996,8.06784,9.733436,7.982124,8.957608,8.084358
S17567,8.36016,7.910654,8.368806,8.224542,9.745338,8.082242,8.696968,8.18494
S17576,8.072104,7.88239,8.213424,8.069814,9.7303,7.92815,8.692134,8.084412
S17577,8.345446,8.003204,8.533822,8.473718,10.011904,8.20032,8.71147,8.239048
S17582,8.036276,7.910084,8.265754,8.152716,9.838872,8.04215,8.7825,8.099858
S17583,8.135712,7.870482,8.466128,8.273876,9.741476,8.057092,8.731796,8.101304
S17587,8.22643,7.936214,8.30404,8.100854,9.767868,8.074472,8.743414,8.060604
S17590,8.23391,8.063806,8.569996,8.41542,10.102052,8.129996,8.753048,8.221462
S176,7.850894,7.685584,8.077158,7.941476,9.711514,7.711656,8.625686,7.888002
S17600,8.216034,7.929476,8.457468,8.41156,9.910664,8.089882,8.704088,8.102494
S17603,8.381934,7.921254,8.388152,8.22595,9.833508,8.198826,8.68722,8.175802
S17609,8.38894,7.96935,8.260864,8.251782,9.934494,8.23223,8.842804,8.131788
S17621,8.297054,8.231234,8.78871,8.479532,10.128656,8.533222,9.125838,8.274644
S17641,8.178796,7.77049,8.115366,8.044138,9.741502,7.964656,8.699716,7.92809
S17645,8.28208,8.2324,8.748716,8.625892,10.382488,8.311078,8.803912,8.246266
S17649,8.235922,7.867452,8.36139,8.161738,9.99743,8.223778,8.906262,8.188876
S17650,8.099584,8.043298,8.296908,8.215386,9.793368,8.145382,8.90822,8.174244
S17652,8.411442,8.043934,8.544638,8.316826,10.094656,8.278736,8.83889,8.224356
S17654,8.256286,7.872344,8.44524,8.210306,9.930374,8.123816,8.665354,8.17009
S17658,8.380752,8.584464,8.977846,8.976014,10.094094,8.84767,9.46437,8.646274
S17660,8.168032,8.194056,8.46945,8.55236,9.848836,8.32449,9.08871,8.255476
S17663,8.32098,8.145834,8.716616,8.52413,10.204674,8.37811,8.980844,8.389778
S17664,8.48395,8.21299,8.598738,8.542372,10.063248,8.452138,9.054716,8.311568
S17670,8.065566,8.039108,8.296178,8.194432,9.92316,8.093246,8.837526,8.076018
S1770,7.720272,7.910326,8.292532,8.16733,9.908358,7.889362,8.77666,7.960808
S17704,8.422216,7.993868,8.62543,8.34208,10.18589,8.13845,8.67256,8.143638
S17712,8.449578,7.957806,8.378818,8.283352,9.895818,8.182768,8.768012,8.096748
S17720,8.518154,8.302742,8.88823,8.804338,9.975892,8.541518,9.068436,8.478464
S17726,8.281732,8.07935,8.458908,8.33689,10.11913,8.222776,9.05513,8.177816
S1773,8.14119,7.895424,8.474456,8.25499,10.015648,7.866146,8.456694,7.93767
S17734,8.325154,8.13166,8.734384,8.502698,10.303488,8.265634,8.735902,8.311636
S17735,8.069042,7.69322,8.11343,7.894086,9.703652,7.742778,8.288064,7.984304
S17753,8.192312,8.082924,8.80038,8.53627,10.165172,8.224222,8.729518,8.209962
S17755,8.265504,8.152266,8.536492,8.379864,9.956428,8.369174,8.99327,8.253686
S17759,8.287108,7.90418,8.306062,8.112944,9.95159,8.210664,8.992136,8.110214
S17767,8.07331,7.809324,8.300836,8.092292,9.93234,7.953836,8.589068,8.002384
S17774,7.916008,7.679246,8.172104,7.923342,9.811476,7.616292,8.36494,7.750766
S17783,8.135832,7.877022,8.351326,8.1263,9.809648,7.988702,8.72846,7.969478
S17784,8.352416,7.93589,8.551888,8.35031,9.978174,8.152918,8.676498,8.121986
S17790,8.23419,7.934244,8.26707,8.29628,9.941792,8.11373,8.740678,8.164142
S17791,8.369546,7.851418,8.584884,8.292028,10.086738,8.180958,8.37963,8.23319
S17792,8.247742,8.025276,8.518914,8.248996,10.11493,8.092094,8.713736,8.034156
S17793,8.248878,8.277054,8.832862,8.580684,9.988868,8.377306,9.005332,8.326038
S17799,8.381994,8.07075,8.55157,8.440816,10.144548,8.304636,8.78586,8.28414
S1780,8.087414,7.828372,8.3437,7.992608,9.725398,8.011274,8.74124,7.978782
S17801,8.149206,8.099874,8.54307,8.269678,10.103048,8.360052,9.15069,8.200952
S17806,8.33691,7.906326,8.44959,8.278854,9.870536,8.133838,8.771618,8.169924
S17808,8.379062,7.902192,8.444772,8.144328,9.923096,8.218174,8.7918,8.138696
S17810,8.06363,8.013606,8.258756,8.0786,9.77481,8.040998,8.94267,8.03988
S1782,8.391036,7.912518,8.45686,8.21083,9.99468,8.142376,8.85357,8.098916
S17823,8.241368,7.73622,8.421434,8.149022,9.900844,8.01277,8.570664,8.076938
