ID,Bcells,Monocytes,NKcells,Neutrophils,CD4_Tcells,CD8_Tcells
S11897,8.428152,9.002464,8.74579,10.308664,8.69475,8.00512
S1190,7.930524,8.726338,8.633908,9.867548,8.422982,7.9304
S11903,7.851842,8.738,8.586224,10.233072,8.442588,7.744234
S11905,7.924474,8.837986,8.441678,9.998538,8.260118,7.52146
S11907,8.229102,9.00571,8.727938,10.139698,8.795784,7.917044
S11914,7.747008,8.76697,8.335928,10.064892,8.363514,7.481128
S11917,8.17975,8.817986,8.756322,10.151384,8.666724,7.902476
S11928,8.172916,8.798858,8.77299,10.02395,8.535498,7.789802
S11929,8.240366,8.883334,8.714852,10.148086,8.523358,7.838768
S1193,8.08467,8.751394,8.592664,9.760682,8.482672,7.796192
S11930,8.124924,8.741168,8.726794,9.970184,8.621232,7.86719
S11934,7.98266,8.49677,8.641736,9.762524,8.324414,7.795778
S11939,8.134272,8.842838,8.555858,10.228408,8.138474,7.712888
S11944,8.154542,8.745356,8.746924,10.04622,8.622472,7.923688
S11945,8.011674,8.695724,8.530016,10.002984,9.053024,7.921178
S11957,8.301172,8.86938,8.478222,10.174574,8.273704,7.933524
S11958,8.373662,9.093718,8.901338,10.328376,8.331912,7.776406
S1196,8.029916,8.909026,8.583946,10.273462,8.275172,7.66947
S11960,8.078786,8.577548,8.601846,9.861224,8.370418,7.731236
S11965,7.702322,8.31545,8.26373,9.70111,8.653,7.678176
S11967,8.013758,8.803946,8.697554,10.128748,8.293218,7.667832
S1197,7.98928,8.708718,8.433468,9.941698,8.341578,7.58428
S11973,8.463328,8.92888,8.749102,10.157258,9.123384,8.283722
S11974,8.056928,8.821392,8.59846,10.151622,8.569466,7.769758
S11980,8.106222,8.869112,8.769804,10.19202,8.465692,7.880114
S11985,8.055598,8.926984,8.774186,10.093144,8.593276,7.959516
S11987,8.184396,8.94621,8.733202,10.262414,8.269592,7.795002
S11993,8.107826,8.988542,8.74544,10.174266,8.69174,7.930586
S12001,7.868434,8.650506,8.554058,9.95257,8.19691,7.657946
S12004,8.255002,8.920712,8.783098,9.822852,8.30642,7.714566
S12006,8.072712,8.409752,8.430244,9.627774,8.323914,7.772842
S12010,7.967986,8.659382,8.745854,9.754954,8.47836,7.614798
S12011,8.288014,9.108686,8.838484,10.154304,8.694698,7.886636
S12012,7.918322,8.670132,8.468838,9.959938,8.194334,7.433706
S12022,8.397308,8.884044,8.676418,9.858206,8.335332,7.657116
S12043,8.485448,8.953862,8.770152,10.206562,8.540594,8.0443
S12052,8.104118,8.61451,8.677688,10.00147,8.679494,7.871858
S12056,8.11031,8.748756,8.677886,10.1287,8.467552,7.85141
S12057,7.951888,8.771838,8.535512,10.049356,8.512152,7.805496
S12058,7.803058,8.58855,8.401384,9.999994,8.008066,7.380452
S12061,8.095736,8.744632,8.681524,9.994738,8.680962,7.931116
S12064,8.143282,8.839692,8.745942,9.969878,8.915988,8.119826
S12073,8.414776,9.167512,8.860694,10.565702,8.503928,7.71383
S12076,7.971774,8.574364,8.542084,9.87104,8.122304,7.558368
S12079,7.79101,8.499004,8.367744,10.020328,8.363702,7.638508
S12089,7.973556,8.728972,8.521442,9.93317,8.27477,7.56316
S12098,7.973962,8.768598,8.595826,10.06969,8.665264,7.933762
S1210,8.153032,8.839036,8.764572,10.11529,8.41171,7.96232
S12101,7.959964,8.52679,8.496208,9.860468,8.141822,7.545948
S12105,8.303794,8.953626,8.812754,10.184862,8.901288,8.199802
S12106,8.055606,8.77047,8.628772,9.957352,8.113848,7.450378
S1212,8.123194,8.87676,8.60919,9.980726,8.293066,7.953646
S12120,8.024106,8.99099,8.714206,10.18692,8.026294,7.869756
S12129,8.238714,8.86084,8.785352,10.136296,8.452726,7.910738
S12137,8.18552,8.857468,8.667136,10.190364,8.295562,7.781412
S12140,7.867526,8.65461,8.568058,9.869388,8.474212,7.791758
S12159,8.304502,8.832278,8.77938,10.108298,8.942122,8.074138
S12170,7.911764,8.80955,8.60033,10.09745,8.314174,7.763066
S12178,7.98145,8.648604,8.61542,9.814032,8.43482,7.875298
S12179,8.17955,8.759422,8.682416,10.002528,8.562042,8.027246
S1218,8.10055,8.67434,8.611002,9.927158,8.659068,7.738556
S12182,7.941104,8.62439,8.584822,9.837226,8.257082,7.579364
S12196,8.010776,8.825912,8.63954,10.066444,8.57401,7.874362
S12198,8.09304,8.714168,8.644862,10.10903,8.727398,7.803918
S1220,8.118116,8.743206,8.588,9.98029,8.61502,7.921614
S12200,7.86589,8.539252,8.450148,9.896032,8.301346,7.741948
S12202,7.958978,8.654202,8.60304,10.01977,8.237398,7.742222
S12206,8.074132,8.976126,8.808154,10.15306,8.58858,7.90324
S12208,8.16476,8.985382,8.850768,9.91677,8.66676,7.896758
S12215,8.28096,8.810626,8.71131,9.952586,8.457728,7.814784
S12221,8.314914,9.008954,8.930632,10.142248,8.292754,8.14316
S12228,8.412364,9.14408,8.902164,10.218012,8.733646,7.838162
S12231,7.877422,8.71905,8.588678,9.962182,8.3214,7.751738
S12240,8.079266,8.636624,8.501688,9.742232,8.929136,7.90087
S12241,8.241084,8.929436,8.77954,9.874428,8.501754,7.769642
S12244,8.058568,8.759378,8.560056,9.9418,8.266306,7.694922
S12245,8.000566,8.713646,8.603158,10.013372,8.360472,7.722254
S12249,8.38024,8.965938,8.878388,10.067284,8.615522,7.917532
S12251,8.144468,8.771604,8.56929,9.968674,8.291318,7.699064
S12261,7.890998,8.51224,8.453396,9.676832,8.13261,7.501594
S12264,8.083394,8.786806,8.762136,10.022524,8.60678,7.985334
S12265,7.793494,8.776336,8.605538,10.042396,8.509982,7.706114
S12271,8.085706,8.8871,8.662252,10.13915,8.360492,7.784778
S12276,8.5235,8.900548,8.881308,10.023728,8.62062,7.977308
S12278,7.956604,8.786474,8.705404,10.043378,8.31134,7.889678
S12279,8.362316,9.151754,8.833584,10.333106,9.005672,8.142846
S12282,8.110538,8.840934,8.574672,10.05296,8.474146,7.771968
S12285,8.17244,8.882938,8.736422,10.03048,8.538052,7.876894
S12291,8.060054,8.781488,8.623432,10.109044,8.591102,8.000194
S12294,8.08015,8.937112,8.72776,10.212528,8.525372,7.800838
S12308,7.922676,8.675442,8.591706,9.952222,8.299638,7.717048
S12335,8.02398,9.030686,8.648702,10.039942,8.68859,7.979314
S12344,8.294344,9.030186,8.685414,10.20034,9.15883,8.169748
S12347,8.182794,8.840196,8.667984,9.997648,8.3232,7.657412
S12348,8.126948,8.742148,8.741258,10.065634,8.628928,7.925814
S12354,8.223564,8.62913,8.633568,9.699618,8.225632,7.932716
S1236,8.046802,8.798014,8.729284,10.14545,8.415366,7.80876
S12365,8.035806,8.67697,8.515736,9.809028,8.587134,7.76337
S12366,8.335376,9.018358,8.656396,10.268772,8.290086,7.73058
S12374,8.109014,8.910814,8.602248,10.161664,8.509646,7.890378
S12385,8.558708,9.251606,8.941342,10.366714,8.579144,8.045988
S1239,7.99657,8.93479,8.579654,10.065554,8.515028,7.848084
S12391,7.998808,8.749012,8.705376,9.998832,8.55145,7.85579
S12394,8.070196,8.771214,8.584212,10.04903,8.438864,7.70063
S12406,8.133536,8.942496,8.695152,10.297384,8.642016,7.93268
S1241,8.061846,8.787086,8.601538,10.18403,8.530914,7.632064
S12410,8.000372,8.677254,8.618256,9.761562,8.383518,7.57485
S12417,7.938228,8.666136,8.548364,10.000278,8.26603,7.749368
S12419,8.237848,9.095898,8.829136,10.340578,8.840136,7.966912
S12428,7.915916,8.733872,8.601946,9.919816,8.529826,7.69837
S12431,8.124274,8.902082,8.699518,10.226828,8.38362,7.961634
S12432,8.150628,8.939054,8.837018,10.00705,8.553064,8.03446
S12436,8.116906,8.826422,8.840348,10.168012,8.591526,7.910868
S12437,8.16702,9.064118,8.739834,10.315112,8.526756,7.843534
S12439,8.154056,9.039428,8.73802,10.081784,8.659044,7.78358
S12440,7.975484,8.636002,8.512332,9.919844,8.449472,7.720862
S12441,8.075926,8.96899,8.838922,10.099962,8.075746,7.730596
S12447,8.20987,8.903272,8.687362,10.231988,8.65511,7.83572
S12450,7.776886,8.753294,8.54848,10.305694,8.200764,7.71044
S12452,8.053296,8.710076,8.5168,9.85966,8.374114,7.84746
S1246,8.127046,8.736498,8.711462,10.003016,8.597288,7.880128
S12463,7.968898,8.576744,8.581704,9.885394,8.504872,7.918296
S12464,8.332292,8.579054,8.675722,9.693222,8.785174,7.96483
S12488,8.092376,8.49096,8.50382,9.505334,8.329502,7.75213
S12489,8.033172,8.811696,8.648762,10.056646,8.365908,7.647644
S12496,8.230006,8.7495,8.589222,9.895404,8.963252,7.871298
S12500,7.931874,8.660284,8.608576,9.94642,8.24876,7.74213
S12501,8.14825,8.835094,8.809662,10.068544,8.735632,7.99577
S1251,7.900816,8.698104,8.527944,9.991324,8.47433,7.775322
S12516,8.513552,9.254522,9.01292,10.272412,9.005914,8.309644
S1252,8.163916,8.845862,8.714626,10.114488,8.455206,7.84614
S12524,7.917082,8.88657,8.601276,10.126478,8.593104,7.844776
S12527,7.837184,8.605892,8.458226,9.961446,8.192922,7.697986
S12535,8.544668,9.39048,8.911154,10.57944,8.605144,7.860674
S12540,8.021808,8.789068,8.631022,10.01773,8.248888,7.821074
S12548,8.174718,8.905486,8.75478,10.088624,8.2434,7.776866
S12556,8.111994,9.009526,8.70233,10.220748,8.65355,7.928568
S12563,8.242756,8.992662,8.756504,10.15245,8.407998,7.818086
S12568,8.734488,8.734182,8.48978,9.75735,8.649288,7.775214
S12569,8.162944,8.772396,8.631638,9.912878,8.554266,7.923166
S12570,8.205002,8.986928,8.792184,10.143562,8.438284,7.853374
S12577,8.215278,9.021504,8.811644,10.340788,8.606098,7.924592
S12582,8.274964,9.077314,8.527876,10.043106,8.475428,7.670732
S12583,8.119372,8.997892,8.807334,10.175754,8.627996,7.908178
S12585,8.310162,8.68075,8.497768,9.883418,8.442992,7.710226
S12590,8.058346,8.455314,8.437262,9.820446,8.546912,7.568308
S12596,8.079182,8.981886,8.796556,10.074764,8.344226,7.725434
S12597,8.020786,8.819858,8.649788,10.0699,8.43052,7.760816
S12604,8.145484,8.744162,8.686506,9.802558,8.610634,7.91926
S12605,7.922804,8.485866,8.504006,9.771158,8.351016,7.69242
S12608,7.943502,8.736736,8.590484,9.904146,8.359212,7.722378
S12617,8.19317,8.870764,8.855574,10.13122,8.907386,7.960604
S12618,7.902596,8.517614,8.512104,9.911686,8.454448,7.871198
S12624,8.04959,8.722834,8.682158,9.958138,8.27821,7.743652
S12628,8.11004,8.613554,8.645674,9.890796,8.146568,7.540996
S12637,8.024764,8.711238,8.660786,9.956194,8.4949,7.803228
S12655,8.065618,8.825972,8.733744,9.98915,8.626852,8.005292
S12658,8.383212,9.17143,8.941024,10.471392,8.549164,7.893574
S1266,8.371334,8.826034,8.778708,10.075798,8.699732,7.917984
S12665,8.330906,8.762224,8.796078,9.955654,8.251866,7.98643
S12666,8.080968,8.825266,8.73999,9.995166,8.357268,7.920124
S12667,8.013916,8.689438,8.68909,9.87267,8.44266,7.803774
S12675,8.260314,8.74532,8.69689,9.92327,8.73119,8.075142
S12682,8.018454,8.739176,8.567114,9.89611,8.336394,7.76258
S12691,7.915402,8.720434,8.535086,10.03183,8.291152,7.680066
S12704,8.300318,9.114398,8.8514,10.262636,8.685216,7.929844
S12706,7.953758,8.385178,8.48467,9.791908,8.49174,7.691994
S12707,8.244382,9.024558,8.821146,10.178784,8.865098,8.116554
S12721,8.098766,8.764458,8.939452,10.07144,8.583022,7.905238
S12722,7.892128,8.798956,8.61348,9.996656,8.370764,7.73941
S12731,7.72958,8.611782,8.323706,10.01005,8.204478,7.449984
S12734,8.181932,8.586502,8.570294,9.670384,8.459194,7.762084
S12735,8.00423,8.639838,8.394822,9.862118,8.413834,7.68403
S12736,8.375302,9.30093,8.881896,10.387774,8.486544,7.821286
S12742,7.96752,8.933668,8.793422,10.179422,8.345168,7.763474
S12754,8.141226,8.77534,8.639376,10.0438,8.29488,7.671508
S12760,7.82903,8.330938,8.363028,9.719274,8.304998,7.57088
S12773,8.087502,8.876416,8.656048,10.04851,8.444902,7.677036
S12775,7.96529,8.601488,8.553702,9.923098,8.239532,7.774022
S12776,8.04616,9.23391,8.63411,10.572932,8.22423,7.643212
S12779,7.900242,8.635038,8.575634,9.842272,8.454752,7.854104
S12781,8.495186,9.067044,8.92426,10.198636,8.697866,7.911814
S12785,8.064088,8.815668,8.745646,10.027238,8.354574,7.906978
S12790,8.213568,8.788264,8.71605,9.900518,8.556108,7.889346
S12794,8.198404,8.788694,8.777776,10.245278,8.624134,7.896758
S12796,8.080804,8.787352,8.575144,10.123794,8.41761,7.764568
S12798,8.132642,8.73683,8.729676,9.73956,8.609172,8.052776
S128,8.336414,8.6588,9.00254,9.619022,8.746382,8.233668
S1280,8.37061,9.20962,8.940098,10.387758,8.815634,7.949
S12800,8.116872,9.05261,8.649786,10.457754,8.408366,7.70032
S12809,7.980288,8.476966,8.526726,9.830034,8.097052,7.602172
S12813,8.010166,8.589908,8.480226,10.040246,8.619746,7.728052
S12814,8.072956,8.763336,8.555202,10.191102,8.236124,7.559926
S12817,8.234292,8.689918,8.777206,9.796714,8.476728,7.810106
S12819,8.23558,8.773994,8.816772,9.842914,8.720946,8.110098
S1282,8.055664,8.792088,8.615066,9.96741,8.445896,7.776952
S12821,7.884256,8.6875,8.685526,9.868596,8.424904,7.867998
S12823,7.955656,8.734102,8.680014,10.142998,8.249562,7.724062
S12826,8.342808,9.160592,9.018572,10.389998,8.800274,8.116092
S12827,8.561724,9.34591,9.051268,10.233948,8.80933,8.012766
S1283,8.050108,8.951758,8.710718,10.01552,8.662538,8.003004
S12830,7.539766,8.599188,8.290696,10.079246,8.303778,7.54432
S12836,8.153426,8.957796,8.728618,10.047842,8.589508,8.014226
S12839,8.397596,8.9619,8.881358,10.000428,8.768282,7.994994
S12845,7.86157,8.712476,8.450218,10.128834,8.405202,7.660302
S12848,8.088954,8.863972,8.734604,10.043038,8.576382,8.016744
S12849,8.244742,8.855552,8.717602,9.960016,8.575182,7.821204
S12854,8.154594,9.244194,8.72293,10.356662,8.442668,7.72919
S12857,8.321324,8.876312,8.749514,9.86552,8.79062,8.031288
S12863,8.219648,8.919096,8.800744,10.11947,8.539002,7.947628
S12865,8.19661,8.865948,8.73775,10.00783,8.70248,7.958226
S12866,7.948084,8.317728,8.359728,9.819256,8.189722,7.669326
S12868,7.93079,8.392036,8.546292,9.669806,8.301354,7.65916
S12869,7.967966,8.65736,8.562246,9.895776,8.171436,7.41938
S12872,8.18166,9.156936,8.67528,10.313356,8.477148,7.856546
S12875,8.376414,9.164982,8.998074,10.113188,8.941554,8.18381
S12884,8.47525,8.999058,8.749968,10.253952,8.14671,7.782802
S12886,8.288274,8.914084,8.541568,9.827962,8.488258,7.561762
S12888,7.919234,8.778844,8.586806,10.074362,8.525032,7.83432
S12893,8.011232,8.65823,8.643162,10.02716,8.40874,7.812144
S12897,8.330054,8.755652,8.684332,10.160548,8.200226,7.713068
S1290,8.106398,8.854496,8.637348,9.824108,8.529226,7.824294
S12901,7.88967,8.73163,8.601188,10.020636,8.282522,7.723338
S12906,8.091466,8.731302,8.743654,10.113432,8.552238,7.967582
S1291,8.140644,8.855202,8.666444,10.295756,8.454112,7.774092
S12912,7.90652,8.40349,8.493054,9.887868,8.307518,7.546924
S12922,8.397074,8.66651,8.78776,9.41855,8.866408,8.115922
S12924,8.270734,8.80715,8.749106,10.192916,8.49179,7.868008
S12925,7.993582,8.772616,8.587538,10.164878,8.505186,7.624348
S12944,7.954514,8.57821,8.648102,9.987872,8.446622,7.820694
S12950,8.565112,9.079018,8.935188,10.303076,8.970672,8.185936
S12952,8.009186,8.758096,8.564496,9.825208,8.401918,7.734482
S12953,8.047154,8.578266,8.674642,9.86423,8.349988,7.74502
S1296,8.09781,8.984412,8.642716,10.201606,8.594946,7.867394
S12964,8.141724,8.888484,8.717994,9.967034,8.462912,7.909924
S12968,8.194768,8.890368,8.73183,10.066296,8.567022,7.960332
S12969,7.78285,8.36148,8.379348,9.845118,8.334314,7.642596
S12978,8.243628,8.745562,8.585634,9.880294,8.668588,8.025
S12979,8.028706,8.932704,8.639794,10.16073,8.394036,7.675364
S12982,8.161548,8.795704,8.71344,9.984764,8.355778,7.713384
S12984,7.948338,8.902232,8.715878,10.221476,8.296484,7.774732
S12989,8.034554,8.747164,8.543202,9.897914,8.36642,7.779808
S12996,8.220844,8.888636,8.754514,10.254826,8.617126,7.979044
S13010,8.110346,9.202448,8.779414,10.314224,8.380118,7.998016
S13018,7.97194,8.785516,8.714714,10.00905,8.028292,7.568086
S13022,7.85084,8.734968,8.46603,9.977008,8.541628,7.808284
S13025,8.120966,8.687224,8.626656,9.84598,8.41251,7.820728
S13026,8.035404,8.620706,8.538762,9.892556,8.690644,7.835278
S13029,7.943406,8.557438,8.342532,9.912514,8.890322,7.800924
S13035,8.066208,8.696874,8.4646,10.009478,8.794958,8.030964
S13039,8.552478,8.91392,8.751748,10.070544,8.720704,7.955012
S13042,8.001894,8.475526,8.443556,9.985538,8.368502,7.650936
S13051,8.070964,8.722902,8.658374,10.016476,8.48029,7.969522
S13053,8.427344,9.170522,8.94369,10.361394,9.00551,8.19602
S13057,7.894042,8.572948,8.510704,9.820012,8.46247,7.776804
S1306,8.33266,9.083386,8.875558,10.116656,8.781336,8.100928
S13060,7.808606,8.55867,8.384206,9.89115,8.288276,7.576416
S13062,7.389672,7.881718,7.974058,9.413406,7.86768,7.119156
S13070,8.313286,8.984322,8.872966,10.15167,8.762244,7.948586
S13073,8.161468,8.799298,8.681724,9.957112,8.652774,7.948352
S1308,8.003328,8.701464,8.72441,10.102096,8.349924,7.736934
S13082,8.365338,8.99409,8.801746,10.152336,8.588148,8.047052
S13084,8.193216,8.9983,8.938548,10.179706,8.737264,8.04838
S13094,7.857788,8.614692,8.552264,10.069172,8.63687,7.86362
S13109,8.215228,8.82861,8.74027,10.076802,8.81144,8.039982
S13114,8.302224,9.001304,8.847606,10.199748,8.782372,8.03596
S13131,8.093642,8.903574,8.553942,10.303722,8.190996,7.419306
S13132,8.333124,8.96474,8.807958,9.964008,8.721888,7.792354
S13134,8.151992,8.877424,8.623792,10.09085,8.700226,7.858404
S13154,8.159792,8.985908,8.623004,10.1496,8.664028,7.987706
S13161,7.911904,8.743946,8.54325,10.123316,8.199712,7.8073
S13169,8.217424,9.01312,8.625172,10.167882,8.591468,7.946694
S1317,8.587236,9.273742,9.057256,10.298642,8.81219,7.966894
S13170,7.976276,8.874556,8.696608,10.180138,8.346508,7.844384
S13173,8.279938,8.95964,8.757894,10.251714,8.72496,8.02
S13178,8.400396,8.93287,8.78937,10.04927,8.759754,7.938398
S13192,7.98332,8.677942,8.640612,10.033852,8.28784,7.709872
S13194,8.326664,8.990936,8.653898,9.964286,8.412814,7.751068
S13195,7.966818,8.45558,8.76934,9.59395,8.31117,7.711882
S132,8.240414,8.833882,8.6059,10.034938,8.321722,7.763768
S13203,7.92963,8.489616,8.483966,9.665764,8.305558,7.5961
S13216,8.428906,9.128034,8.84435,10.207776,8.529674,7.99747
S13217,8.312962,9.089508,8.91994,10.332716,8.732822,8.10727
S13219,7.78319,8.733118,8.421298,9.972838,8.391656,7.635524
S1322,8.106716,9.03151,8.618622,10.200858,8.551466,7.772474
S13227,7.982474,8.501618,8.528418,9.774566,8.350392,7.628646
S13231,7.981422,8.619578,8.613608,9.777812,8.64362,7.859154
S13234,8.236802,8.95834,8.687656,10.227486,8.299598,7.75857
S13243,8.296936,9.118468,8.839738,10.146242,8.78399,8.103166
S13248,8.294378,8.796712,8.689628,10.148376,8.618058,7.938106
S13253,7.918664,8.716348,8.458414,10.169118,8.515476,7.729556
S13272,8.061706,8.623716,8.520634,10.016034,8.147922,7.64031
S13275,8.155728,8.897626,8.7221,10.16519,8.501958,7.888396
S13278,7.632046,8.312542,8.117032,9.728464,8.190572,7.376846
S13283,8.17373,8.724334,8.59121,9.986618,8.68051,7.890834
S13289,8.349844,8.85979,8.681214,10.114594,8.957044,8.153374
S1329,8.282532,8.683022,8.671348,10.049226,8.763132,8.027776
S13291,8.182546,8.937516,8.841474,10.029374,8.529186,7.754016
S13293,8.193918,8.527348,8.542472,9.67516,8.648822,7.863186
S13296,8.26083,9.037954,8.919874,10.040606,8.825196,8.252734
S13299,8.027882,8.79029,8.676112,10.229566,8.373496,7.744278
S1330,7.698966,8.279864,8.235876,9.677908,7.758878,7.347156
S13300,8.027138,8.740768,8.776194,10.040854,8.528372,7.868782
S13305,8.272012,8.963166,8.603246,10.113954,8.635054,8.00201
S1331,8.173568,8.883198,8.665332,10.176484,8.523042,7.939496
S13310,8.287328,8.984352,8.847012,10.274718,8.579688,7.885752
S13311,8.469098,9.119404,8.817714,10.079734,8.72628,7.824042
S13324,7.911584,8.625254,8.483796,9.889398,8.418528,7.652416
S13326,7.821076,8.438404,8.472532,9.75186,8.394836,7.831128
S13329,7.969054,8.763596,8.631618,10.06326,8.294336,7.637816
S13331,8.022078,8.695376,8.509898,10.02595,8.496256,7.857962
S13336,8.660156,9.288372,8.999734,10.235728,8.708202,7.958438
S13339,8.094856,8.579088,8.49586,9.799214,8.343292,7.736956
S13341,7.748784,8.493552,8.274418,9.841986,8.093142,7.315342
S13345,8.309098,8.84174,8.741694,9.89733,8.570822,7.862718
S13346,8.059456,8.76003,8.627166,9.92248,8.26026,7.711696
S13349,7.875034,8.64657,8.55752,9.849866,8.61099,7.833494
S1335,8.080692,8.81088,8.645192,10.144416,8.450652,7.822798
S13352,7.959278,8.733864,8.701104,10.02679,8.416134,7.792314
S13354,8.194136,8.8902,8.662898,9.942152,8.378982,7.670074
S13357,8.041992,8.764328,8.683398,9.692866,8.438458,7.687702
S13367,8.41597,8.960726,8.799988,10.175688,8.691364,7.921382
S13369,7.836872,8.607104,8.450156,9.946476,8.285984,7.570194
S13370,8.264438,8.888412,8.700868,10.20873,8.514432,7.95917
S13374,8.091848,8.675408,8.774866,9.857268,8.625748,7.85594
S13378,8.210948,9.02451,8.884514,10.203416,8.812654,8.209366
S13382,7.939146,8.406088,8.383904,9.787048,8.116964,7.414736
S13389,8.01659,8.653164,8.453642,9.826098,8.221706,7.511968
S13391,8.253088,9.110858,8.978348,10.292656,8.628236,8.065672
S13396,8.206826,8.714484,8.531014,10.070902,8.16911,7.490048
S13398,8.23985,8.795578,8.710054,10.033062,8.570824,7.806612
S13403,8.087976,8.824474,8.610468,9.806432,8.44995,7.814748
S13405,7.985546,8.703796,8.65352,10.036214,8.406772,7.663152
S13407,8.29099,9.024386,8.980914,9.990056,8.767558,8.139934
S1341,7.965854,8.55904,8.501428,9.939788,8.16855,7.663608
S13415,8.28961,8.764096,8.700224,10.0088,8.365862,7.709636
S13416,8.00586,8.745116,8.59521,9.95808,8.60118,8.004922
S13420,8.157398,8.99945,8.89775,10.0249,8.699656,8.157266
S13425,8.152972,8.861462,8.61923,10.042676,8.43335,7.81851
S13433,8.168226,8.87285,8.732842,10.0418,8.543726,7.942366
S13442,7.922846,8.6308,8.490954,9.976226,8.315722,7.73397
S13444,7.985944,8.784426,8.546228,10.200432,8.303838,7.590442
S13445,8.08244,8.816032,8.568238,10.071088,8.638306,7.975182
