ID,CD14,CD19B,CD4HelperT,CD4MemoryT,CD4NaiveT,CD4RegulatoryT,CD56NK,CD8CytotoxicT,CD8NaiveT
S11334,6.276054,6.000342,6.8097,5.8729,5.641778,5.537078,6.44991,5.805506,5.714456
S11335,6.337716,6.2112,6.875662,5.967884,5.686022,5.563818,6.45345,5.747546,5.681652
S11345,6.393278,6.018196,6.83928,5.986496,5.687976,5.663946,6.330786,5.636558,5.817088
S11349,6.429904,6.048522,7.106612,5.993196,5.775456,5.63636,6.716094,5.881902,5.87185
S1135,6.406538,6.164736,6.958754,5.945214,5.648996,5.59581,6.478882,5.75907,5.75486
S11352,6.355782,6.052506,6.88987,5.9367,5.66522,5.60177,6.444546,5.697434,5.709692
S11353,6.378656,6.067978,6.891826,5.98992,5.6509,5.512316,6.485436,5.73513,5.67399
S11368,6.288938,6.099636,6.903392,5.888638,5.633636,5.542196,6.618062,5.903026,5.705608
S11369,6.395962,5.96389,6.921628,6.022138,5.610188,5.586058,6.438448,5.655376,5.733784
S11371,6.243908,5.977534,6.773212,5.919842,5.74322,5.510674,6.47961,5.869566,5.715992
S11377,6.373824,6.110882,6.833436,5.938214,5.705978,5.496812,6.411664,5.742052,5.67822
S11378,6.150868,6.058694,6.656684,5.796932,5.681422,5.415404,6.470068,5.829348,5.704156
S11383,6.268356,6.160282,6.971558,5.925874,5.79385,5.511242,6.622122,5.99549,5.80395
S11384,6.112938,6.047436,6.80898,5.88842,5.808568,5.461032,6.520112,5.98541,5.764586
S11392,6.344734,6.08821,6.900492,5.962974,5.706706,5.571622,6.431154,5.809768,5.806884
S1140,6.278482,5.96778,6.645258,5.924552,5.66034,5.534782,6.33261,5.654824,5.683858
S11410,6.436698,6.084424,6.998352,5.97505,5.756568,5.547132,6.476628,5.776452,5.796118
S11411,6.27695,6.136406,7.11042,6.001684,5.708228,5.533358,6.643586,5.992372,5.724428
S11414,6.313758,6.07123,6.759338,5.952348,5.614686,5.607604,6.405796,5.691386,5.741928
S11419,6.35421,6.151596,6.972844,5.929434,5.707208,5.556708,6.542068,5.811966,5.741472
S11424,6.220386,6.056688,6.993924,5.98903,5.817562,5.498794,6.514348,5.9098,5.833958
S11425,6.302062,6.094308,6.97237,5.960596,5.627408,5.515972,6.462724,5.816692,5.691326
S11433,6.510674,6.111088,7.205764,6.121102,5.729326,5.615582,6.6091,5.81717,5.953128
S11434,6.36366,6.150686,7.090966,5.968154,5.747248,5.501188,6.638962,5.943604,5.763352
S11436,6.412066,6.109936,6.962688,5.98465,5.699506,5.58144,6.543288,5.791774,5.675378
S11437,6.179828,6.151804,6.951864,5.93247,5.79535,5.51081,6.591212,5.958826,5.80108
S11440,6.355068,6.194368,6.851152,5.892954,5.66125,5.563498,6.458764,5.651366,5.660006
S11449,6.183082,6.091326,6.827846,5.885052,5.708498,5.45759,6.542978,5.90183,5.651426
S11459,6.24793,6.045002,6.848422,5.92697,5.770262,5.48684,6.371208,5.68917,5.7578
S11477,6.330214,6.052658,6.919768,5.942346,5.715384,5.575208,6.563132,5.874176,5.72284
S11480,6.367656,6.128592,6.777506,5.926872,5.677852,5.55702,6.41788,5.804156,5.680192
S11486,6.176024,6.104594,6.802518,5.85939,5.674836,5.47985,6.47976,5.861422,5.750662
S11501,6.20468,5.94481,6.530648,5.906554,5.730098,5.550636,6.327062,5.73765,5.715374
S11504,6.296554,6.032644,6.841262,5.939346,5.647142,5.549496,6.417412,5.79026,5.759946
S11507,6.218124,6.009466,6.750838,5.964054,5.678746,5.559642,6.380266,5.791294,5.750782
S11518,6.461264,6.066284,7.3199,6.106284,5.66133,5.582598,6.751206,5.983172,5.833806
S11525,6.291074,6.015588,6.875786,5.950116,5.707204,5.490068,6.433056,5.82129,5.705408
S11531,6.318558,5.950874,6.75783,5.940568,5.650358,5.48967,6.393744,5.666128,5.651586
S11532,6.274064,6.112816,6.879256,5.94611,5.69451,5.550596,6.47794,5.83441,5.706946
S1154,6.243232,6.124054,6.903208,5.921002,5.79053,5.495688,6.591924,6.01094,5.799672
S11542,6.388038,5.99777,6.801506,6.000818,5.65509,5.596082,6.294986,5.661814,5.7736
S11543,6.338522,6.156236,6.883944,5.902926,5.65217,5.496168,6.531784,5.780872,5.63865
S11546,6.342634,6.229854,6.988078,5.929006,5.721502,5.521478,6.581622,5.832204,5.707148
S1155,6.4837,6.064274,6.931648,5.977732,5.700766,5.68468,6.526438,5.692012,5.814268
S1156,6.101864,5.976106,6.691534,5.8966,5.750302,5.49934,6.423466,5.951882,5.754818
S11568,6.312606,6.086056,6.769328,5.94508,5.594584,5.522098,6.384586,5.782492,5.666194
S11576,6.253502,6.221992,7.005058,5.92351,5.792316,5.461974,6.671458,6.011318,5.7734
S11584,6.34635,6.114646,6.875012,5.900546,5.677068,5.494032,6.49246,5.766416,5.682558
S11586,6.448294,6.156266,7.088118,6.046548,5.705824,5.598474,6.60585,5.849066,5.86192
S11590,6.319964,6.151388,7.006658,5.933482,5.77108,5.511896,6.61843,5.902394,5.723458
S11592,6.214994,5.992416,6.782568,5.913982,5.67324,5.55552,6.316378,5.738184,5.65356
S11593,6.331644,6.18314,6.987288,5.964588,5.775304,5.531914,6.62862,5.847354,5.730362
S11599,6.401724,6.130372,6.942384,5.996822,5.747312,5.639346,6.444364,5.77343,5.806194
S1160,6.22817,6.01454,6.725146,5.903922,5.627172,5.452152,6.39674,5.787738,5.694334
S11610,6.278514,6.006832,6.657356,5.882122,5.653342,5.556478,6.225186,5.63528,5.72597
S11615,6.32666,6.021442,6.883088,5.880038,5.68913,5.482762,6.547898,5.788614,5.659724
S11629,6.223202,6.16228,7.011134,5.916398,5.80326,5.554146,6.68779,6.01251,5.769772
S11631,6.30638,6.166818,6.990694,5.913336,5.747576,5.5443,6.620574,5.992064,5.73957
S1164,6.33985,6.153468,6.91024,5.874234,5.683584,5.508836,6.591446,5.86562,5.714992
S11642,6.3827,5.995164,6.66005,5.893618,5.680228,5.580286,6.285544,5.631066,5.738854
S11656,6.354794,6.13007,6.821238,6.009074,5.603176,5.590498,6.344634,5.753472,5.765448
S11663,6.424748,6.077826,6.998134,6.071058,5.793538,5.629014,6.603526,5.86831,5.876476
S11667,6.442732,6.179826,7.176252,6.07336,5.79779,5.605648,6.655406,5.79413,5.823436
S11668,6.284188,6.035638,6.858188,5.884806,5.663976,5.503348,6.478668,5.703654,5.643972
S1167,6.292118,5.918618,6.791712,5.932848,5.642842,5.533294,6.457514,5.721108,5.715776
S11673,6.449856,5.957086,6.752346,5.972084,5.692938,5.601774,6.292066,5.58,5.701842
S11682,6.410022,6.239046,7.02307,5.879696,5.697272,5.52318,6.57471,5.837538,5.673274
S11693,6.265646,6.131684,6.898708,5.956022,5.732304,5.527778,6.449374,5.806916,5.697614
S11696,6.2762,6.189898,6.87133,5.906034,5.720006,5.478032,6.489216,5.872816,5.69183
S11699,6.358718,6.182018,7.028128,5.959724,5.727708,5.504042,6.639666,5.903264,5.726562
S117,6.210964,5.74614,6.407962,5.854518,5.598604,5.47552,6.065622,5.495484,5.64469
S1170,6.26462,6.189208,6.951696,5.919648,5.744118,5.519996,6.597438,5.980016,5.72
S11709,6.313792,6.04048,6.798012,5.900556,5.57296,5.47054,6.451566,5.761058,5.65779
S11713,6.196424,6.085318,6.80896,5.944518,5.68324,5.467878,6.449498,5.909376,5.72806
S11717,6.268322,6.057688,6.88136,6.031552,5.695794,5.61468,6.388066,5.815376,5.797618
S1173,6.394124,6.101074,6.810482,5.94294,5.639188,5.60075,6.491368,5.697586,5.745432
S11731,6.406154,6.01711,6.838404,5.923252,5.597552,5.532802,6.461064,5.659202,5.652334
S11732,6.308764,6.104524,6.813808,5.90162,5.674582,5.513942,6.524368,5.88638,5.671986
S11733,6.431796,6.055168,7.099586,6.13223,5.769416,5.641534,6.571448,5.830174,5.872982
S11734,6.277474,6.128356,6.799384,5.895052,5.706102,5.522076,6.48777,5.853238,5.671768
S11735,6.423186,6.153656,6.955676,6.002886,5.615944,5.553256,6.5424,5.810656,5.71141
S11737,6.35498,5.887382,6.718868,5.973462,5.684664,5.591406,6.277184,5.571734,5.786662
S11745,6.392062,6.1122,7.01949,5.977764,5.726278,5.66097,6.47,5.729102,5.760348
S11760,6.336204,5.969592,6.632048,5.96538,5.607764,5.590254,6.2199,5.57028,5.746412
S11761,6.23412,6.337714,6.805312,5.848564,5.640492,5.577052,6.383646,5.768174,5.69975
S11769,6.31378,6.024154,6.728218,5.856134,5.651354,5.596796,6.333864,5.63294,5.635096
S11783,6.246848,6.159458,6.96155,5.90741,5.744652,5.51247,6.649522,5.957498,5.707776
S11784,6.285286,6.089082,6.85655,5.845826,5.665362,5.491398,6.44009,5.766906,5.646982
S11786,6.314706,6.114118,6.955732,5.964032,5.700124,5.556164,6.53643,5.83535,5.779662
S11797,6.352836,6.100526,6.923742,6.002134,5.701658,5.544636,6.421852,5.722326,5.730516
S11799,6.309068,6.156494,6.84119,5.93961,5.67741,5.471706,6.469144,5.817782,5.72706
S118,6.320712,6.022216,6.905756,5.9384,5.70489,5.496694,6.524898,5.78525,5.664956
S11800,6.260522,6.206492,6.99326,5.92927,5.768998,5.491766,6.637174,5.971288,5.738738
S11802,6.37071,6.012018,6.87841,5.928504,5.68293,5.536596,6.419774,5.71237,5.73221
S11806,6.348382,6.016542,6.698082,5.933758,5.598306,5.58436,6.24704,5.650912,5.68923
S11807,6.395146,6.261446,6.913756,5.992406,5.663812,5.64824,6.322042,5.692528,5.817226
S11810,6.264274,5.961296,6.791748,5.88575,5.718262,5.426254,6.4328,5.827892,5.739454
S11811,6.328438,6.124662,6.908846,5.882044,5.696644,5.551384,6.582678,5.810916,5.66223
S11812,6.364664,6.022216,6.682662,5.866722,5.58469,5.588702,6.31148,5.622184,5.699694
S11820,6.286226,6.137002,6.915044,5.916702,5.671832,5.52574,6.60117,5.894842,5.71462
S11822,6.25324,6.048262,6.787622,5.917744,5.588,5.531524,6.452346,5.754796,5.627438
S11823,6.274314,6.11767,6.780438,5.841346,5.686916,5.545176,6.348214,5.745088,5.707976
S11826,6.290914,5.985734,6.700156,5.904712,5.601312,5.54786,6.447982,5.730256,5.709768
S1183,6.29098,5.961726,6.675384,5.929876,5.72032,5.59763,6.290802,5.713494,5.771398
S1184,6.303996,6.062224,6.898684,5.952294,5.728766,5.461136,6.537018,5.852608,5.657778
S11842,6.243032,6.126876,6.991824,5.9602,5.8751,5.548036,6.518728,5.983592,5.830162
S11843,6.359168,6.13562,6.865826,5.874184,5.561544,5.486372,6.525164,5.773302,5.632684
S11844,6.37111,6.087558,6.88252,5.904338,5.672538,5.535876,6.45842,5.792316,5.756592
S11850,6.475272,5.993376,6.920716,6.054824,5.730896,5.797338,6.428696,5.592656,5.811316
S11853,6.27344,5.996966,6.74551,5.900004,5.687388,5.559026,6.403828,5.73617,5.781074
S11857,6.367146,6.031456,6.808896,5.99969,5.681472,5.597582,6.394522,5.70298,5.705492
S11858,6.359262,6.144374,6.766886,5.92941,5.664598,5.526058,6.391862,5.727862,5.750354
S11860,6.302908,6.15534,7.037496,5.968782,5.730984,5.571392,6.536738,5.858936,5.767808
S11864,6.301632,5.95049,6.720416,5.912844,5.629034,5.4683,6.41822,5.71047,5.661622
S11870,6.269446,6.152796,6.908986,5.883016,5.761478,5.515288,6.609096,5.945232,5.74599
S11875,6.20234,6.09327,6.815328,5.912858,5.661092,5.487744,6.44956,5.823244,5.684346
S11877,6.241042,5.914772,6.638692,5.958926,5.600308,5.551012,6.1137,5.617908,5.737386
S11878,6.370244,6.128932,7.125672,6.005696,5.81484,5.634314,6.65087,5.892198,5.853552
S11882,6.241024,5.982698,6.711024,5.910824,5.620796,5.456728,6.32482,5.720352,5.66027
S11883,6.266942,5.923414,6.5704,5.89423,5.586736,5.506218,6.228436,5.571602,5.629252
S11884,6.405512,6.1954,7.057382,5.974946,5.611212,5.546736,6.638876,5.797534,5.64212
S11886,6.364622,6.053918,6.74708,5.989478,5.645718,5.534422,6.330902,5.669504,5.632178
S11897,6.29203,6.173328,6.962082,5.862222,5.71507,5.482498,6.579008,5.85791,5.707734
S1190,6.273514,6.154008,6.890744,5.909946,5.675648,5.383174,6.619068,5.989316,5.637122
S11903,6.245624,6.071632,6.787864,5.904134,5.680078,5.485604,6.491332,5.757298,5.62859
S11905,6.339384,6.097562,6.8364,5.880606,5.706098,5.595792,6.403852,5.699528,5.680862
S11907,6.307798,6.051632,6.89919,5.962202,5.813458,5.526996,6.506774,5.851164,5.787134
S11914,6.184838,5.995764,6.732162,5.829628,5.629858,5.484042,6.277512,5.657672,5.646
S11917,6.31662,6.180198,6.93322,5.946946,5.811362,5.560152,6.5149,5.874036,5.80214
S11928,6.364838,5.989214,6.87178,5.991804,5.708104,5.601682,6.42159,5.726476,5.785954
S11929,6.272198,6.0975,6.82877,5.953472,5.64477,5.474414,6.38025,5.832874,5.683686
S1193,6.29621,6.156888,6.831848,5.906198,5.676344,5.460446,6.518646,5.862584,5.70124
S11930,6.334318,6.080262,6.844256,6.015666,5.679104,5.543714,6.440614,5.835842,5.741422
S11934,6.253468,6.05337,6.820984,5.961294,5.64678,5.498138,6.41484,5.795948,5.707898
S11939,6.291516,6.112422,6.813972,5.892886,5.663686,5.550118,6.440688,5.76786,5.643396
S11944,6.217246,6.088942,6.850688,5.903612,5.742436,5.474418,6.484636,5.913844,5.756006
S11945,6.246818,5.993218,6.877994,5.967302,5.76634,5.633628,6.450036,5.897248,5.862036
S11957,6.196816,6.230474,6.991832,5.85859,5.798242,5.528002,6.591634,5.931804,5.677186
S11958,6.48595,6.067742,7.045654,5.9924,5.572236,5.769242,6.409416,5.641684,5.867562
S1196,6.350688,6.00326,6.776892,5.887842,5.637694,5.542548,6.439298,5.695548,5.664318
S11960,6.327638,5.994636,6.826476,5.987012,5.674526,5.525814,6.459102,5.745198,5.700534
S11965,6.180654,5.933514,6.619742,5.825882,5.676126,5.467892,6.41009,5.89111,5.673228
S11967,6.352932,5.907994,6.837396,5.991788,5.639442,5.59825,6.403266,5.690652,5.68272
S1197,6.400344,6.127414,6.905202,6.038284,5.711558,5.604792,6.379854,5.649812,5.726542
S11973,6.139168,6.20085,6.990072,5.917976,5.758446,5.67447,6.568206,5.989856,5.784386
S11974,6.355042,6.129298,6.816086,5.853872,5.592446,5.506174,6.501576,5.840216,5.64871
S11980,6.358946,6.197262,6.92159,5.914746,5.625418,5.546498,6.613494,5.843456,5.687422
S11985,6.387928,6.216834,6.995428,5.953596,5.654776,5.56192,6.656744,5.883082,5.727492
S11987,6.381462,6.037542,6.921556,5.985418,5.640596,5.616724,6.484648,5.739404,5.789952
S11993,6.338748,6.109288,6.96476,5.99302,5.715418,5.527012,6.551844,5.873322,5.754164
S12001,6.277374,6.049182,6.768636,5.8967,5.66403,5.49752,6.392408,5.752262,5.637918
S12004,6.469934,6.089698,6.918568,6.018268,5.76323,5.626592,6.4507,5.699694,5.763316
S12006,6.225058,6.17708,6.786514,5.964284,5.735982,5.519688,6.487522,5.921488,5.682068
S12010,6.422516,5.949338,6.835614,6.022234,5.689824,5.625274,6.371028,5.662622,5.773846
S12011,6.437824,6.141726,7.02533,6.026778,5.719228,5.603056,6.527284,5.739186,5.75476
S12012,6.353048,5.947396,6.687222,5.92866,5.68524,5.568082,6.276618,5.59426,5.709972
S12022,6.51996,6.086278,6.96444,6.004642,5.825836,5.70683,6.38724,5.635044,5.895444
S12043,6.316922,6.302514,7.009488,5.927442,5.669484,5.576174,6.650558,5.968294,5.740612
S12052,6.280276,6.075936,6.802232,5.899038,5.660692,5.539192,6.52105,5.875112,5.74408
S12056,6.306776,6.147188,6.823348,5.929946,5.670232,5.598064,6.464414,5.78385,5.676294
S12057,6.291534,6.077078,6.858706,5.934686,5.736692,5.50553,6.478418,5.859116,5.717368
S12058,6.356252,5.965688,6.615952,5.920138,5.589472,5.59181,6.205272,5.570506,5.677614
S12061,6.293538,6.065502,6.865752,5.947368,5.749816,5.530878,6.560448,5.930004,5.72916
S12064,6.219368,6.108322,6.865694,5.900582,5.711374,5.536226,6.57657,5.908344,5.708888
S12073,6.431898,6.091526,6.968702,6.02783,5.625836,5.735268,6.480442,5.604036,5.813012
S12076,6.33388,6.019652,6.691636,5.876038,5.688424,5.559452,6.30726,5.664334,5.726606
S12079,6.172058,6.052382,6.691754,5.855386,5.634786,5.469698,6.362032,5.838198,5.695448
S12089,6.379288,6.019982,6.73407,5.96265,5.66759,5.528672,6.316098,5.660428,5.70775
S12098,6.239478,6.15987,6.926852,5.962626,5.765072,5.494492,6.575984,5.8775,5.685062
S1210,6.332756,6.239594,6.935542,5.899172,5.760208,5.494726,6.577034,5.932308,5.74125
S12101,6.350732,6.039634,6.713438,5.91166,5.690336,5.60481,6.311714,5.621586,5.764282
S12105,6.249572,6.142374,7.074,5.967588,5.769376,5.548058,6.679854,6.015796,5.848636
S12106,6.456822,6.003176,6.85095,6.023446,5.756968,5.689664,6.28885,5.529438,5.781484
S1212,6.26215,6.009432,6.972518,5.90434,5.787414,5.517064,6.58741,5.91223,5.706422
S12120,6.399278,6.054154,6.985194,5.939986,5.724154,5.53564,6.522786,5.75728,5.629046
S12129,6.348226,6.160582,6.961224,5.954338,5.7778,5.56509,6.510534,5.845296,5.804936
S12137,6.33554,6.191492,6.818288,5.911502,5.624444,5.545874,6.479776,5.744284,5.687568
S12140,6.265748,6.038618,6.75585,5.894732,5.739778,5.51409,6.482106,5.868776,5.743502
S12159,6.253934,6.100242,6.887108,5.922504,5.707958,5.508022,6.595714,5.950358,5.73645
S12170,6.290108,6.09487,6.868138,5.873406,5.638564,5.435862,6.488252,5.825978,5.65855
S12178,6.243778,6.051066,6.81867,5.896688,5.651434,5.504178,6.501162,5.90739,5.654742
S12179,6.241894,6.166302,6.918722,5.937542,5.666098,5.501802,6.581882,5.98782,5.736118
S1218,6.327268,5.972986,6.860732,6.009462,5.718958,5.55891,6.3459,5.721518,5.765114
S12182,6.301944,5.958492,6.704742,5.855214,5.635686,5.60667,6.301218,5.632004,5.696254
S12196,6.326206,6.122512,6.952208,5.984298,5.780128,5.558106,6.499962,5.841414,5.740046
S12198,6.285874,6.035312,6.785928,5.900678,5.748928,5.57077,6.482554,5.829768,5.757524
S1220,6.216314,6.103264,6.860294,5.88338,5.728378,5.459746,6.570004,5.921178,5.740524
S12200,6.323848,6.049518,6.78338,5.912476,5.638606,5.518542,6.46231,5.775036,5.643966
S12202,6.362122,6.113068,6.811164,5.906988,5.667332,5.492658,6.407748,5.732642,5.65852
S12206,6.38131,6.094156,7.013232,5.98654,5.679874,5.54965,6.563484,5.818826,5.76065
S12208,6.340258,6.044592,6.950176,5.98496,5.677068,5.458918,6.52848,5.82177,5.753232
S12215,6.290636,6.07492,6.85413,5.921208,5.695704,5.533804,6.48558,5.813188,5.720472
S12221,6.334018,6.248622,7.204614,6.029356,5.817126,5.604342,6.692544,6.014172,5.737772
S12228,6.463018,6.10646,7.105818,6.095218,5.76526,5.639722,6.451106,5.718834,5.873066
S12231,6.316328,6.095784,6.813048,5.90845,5.651874,5.515814,6.457608,5.810754,5.730298
S12240,6.234572,6.035778,6.879148,5.96121,5.77053,5.531062,6.461206,5.876822,5.812796
S12241,6.441982,6.080174,6.919826,6.018162,5.723704,5.581818,6.439902,5.755826,5.766604
S12244,6.295692,6.146956,6.82893,5.888724,5.57895,5.613238,6.385574,5.753758,5.652786
S12245,6.357846,6.07185,6.825322,5.978028,5.724012,5.535684,6.439968,5.75123,5.772536
S12249,6.384664,6.142508,7.056138,6.050418,5.678522,5.57671,6.63205,5.774406,5.760762
S12251,6.34705,6.13186,6.865248,5.930404,5.70056,5.487454,6.443494,5.78242,5.677162
S12261,6.38775,5.954994,6.659394,5.966064,5.643602,5.563198,6.268698,5.647594,5.732128
S12264,6.218004,6.03697,6.861998,5.850236,5.681288,5.43921,6.571052,5.900958,5.68424
S12265,6.279884,6.04094,6.789444,5.880678,5.596728,5.437994,6.480702,5.772978,5.645288
S12271,6.402958,6.119714,6.858158,5.964832,5.689856,5.50751,6.503862,5.753972,5.66788
S12276,6.368572,6.045584,7.02968,6.001778,5.721392,5.559754,6.538914,5.855692,5.764862
S12278,6.34698,6.105646,6.867134,5.895772,5.630394,5.489742,6.56537,5.877442,5.696122
S12279,6.37178,6.144972,7.043276,5.955458,5.810238,5.56183,6.652924,5.931358,5.841698
S12282,6.28666,6.050994,6.903628,5.873208,5.62446,5.502616,6.463926,5.749318,5.717174
S12285,6.33589,6.082898,6.946236,6.028162,5.75335,5.55808,6.501836,5.813758,5.787168
S12291,6.230506,6.2277,6.926882,5.92592,5.762336,5.50233,6.551584,5.915042,5.747806
S12294,6.361188,6.134696,6.875282,5.991102,5.640682,5.570376,6.445462,5.797686,5.754522
S12308,6.35107,6.10632,6.817618,5.869864,5.613032,5.537844,6.44389,5.727184,5.631898
S12335,6.379164,6.136288,7.160844,6.013704,5.714544,5.594424,6.66441,5.83316,5.77935
S12344,6.243904,6.139136,7.076696,5.961112,5.837326,5.50884,6.781908,5.98861,5.817972
S12347,6.353032,6.148082,6.793804,5.940218,5.610848,5.47994,6.4273,5.722838,5.65277
S12348,6.280416,6.06286,6.87614,5.898324,5.74807,5.483944,6.481808,5.786114,5.733042
S12354,6.223434,6.100018,7.017558,5.985704,5.869408,5.59551,6.44113,5.869362,5.776302
S1236,6.307514,6.07408,6.8975,5.928004,5.61308,5.55067,6.498852,5.808774,5.692466
S12365,6.330392,5.990782,6.856952,5.948716,5.722206,5.538332,6.434174,5.74721,5.674156
S12366,6.407576,6.091856,6.872612,5.958734,5.657384,5.548002,6.485554,5.73033,5.724758
S12374,6.298426,6.169884,6.947672,5.92607,5.713152,5.507184,6.558816,5.849012,5.683138
S12385,6.427974,6.155858,7.119014,6.016256,5.710102,5.688876,6.636254,5.825396,5.81716
S1239,6.301244,6.183188,6.91985,5.89653,5.653564,5.44961,6.526508,5.820966,5.649136
S12391,6.301716,6.150924,6.85422,5.934742,5.704396,5.539686,6.493844,5.8578,5.750302
S12394,6.43888,6.079438,6.833142,6.016134,5.752228,5.570768,6.403092,5.70214,5.744622
S12406,6.316216,6.13717,6.855296,5.933754,5.708848,5.487768,6.54213,5.84416,5.743168
S1241,6.363474,6.084302,6.83188,5.944504,5.708756,5.576608,6.426776,5.703802,5.766724
S12410,6.383316,5.973646,6.793854,6.004766,5.655202,5.5352,6.346516,5.66368,5.735812
S12417,6.282072,6.134276,6.873998,5.946012,5.698434,5.5234,6.42566,5.753996,5.70135
S12419,6.393,6.170478,7.037112,5.943516,5.693418,5.551576,6.573406,5.871804,5.777158
S12428,6.257398,5.951004,6.792688,5.92457,5.715724,5.46266,6.42152,5.741624,5.65842
S12431,6.285636,6.240872,6.9689,5.944474,5.63934,5.56895,6.585104,5.870272,5.673874
S12432,6.304392,6.1064,7.008118,5.927506,5.661564,5.51845,6.589916,5.901102,5.705742
S12436,6.168002,6.062388,6.883666,5.825292,5.651018,5.483326,6.609552,5.84827,5.702454
S12437,6.396506,6.082558,6.889952,5.977246,5.554278,5.579834,6.46084,5.826758,5.711956
S12439,6.43703,6.026574,6.953228,6.005504,5.729862,5.532818,6.457638,5.779784,5.772116
S12440,6.248584,6.040184,6.774994,5.907582,5.730338,5.524182,6.344278,5.759402,5.681322
S12441,6.433488,6.080744,6.870308,5.919538,5.653054,5.544692,6.526178,5.734742,5.649818
S12447,6.347322,6.142102,6.88693,5.97463,5.720806,5.612392,6.413746,5.788106,5.76898
S12450,6.296796,6.068254,6.730974,5.852712,5.611986,5.62453,6.432972,5.71568,5.58451
