ID,CD14,CD19B,CD4HelperT,CD4MemoryT,CD4NaiveT,CD4RegulatoryT,CD56NK,CD8CytotoxicT,CD8NaiveT
S14823,6.412398,6.179108,6.939512,5.970736,5.709096,5.54273,6.501692,5.767674,5.687478
S14824,6.323014,6.016538,7.040344,6.062794,5.770928,5.53693,6.568662,5.903292,5.81504
S14829,6.33797,6.057168,6.739404,5.956102,5.654538,5.605386,6.363876,5.69008,5.72795
S14838,6.2757,6.138654,6.867654,5.889116,5.661594,5.487168,6.518128,5.750618,5.619286
S14841,6.32607,6.13862,6.89086,5.991896,5.684224,5.56683,6.454126,5.863896,5.710034
S14848,6.39187,6.011354,6.78305,5.939172,5.687386,5.556448,6.413482,5.694742,5.765742
S14853,6.208942,6.105878,6.851146,5.854354,5.660288,5.456286,6.512958,5.90655,5.712608
S1486,6.390668,6.001052,6.713156,5.925758,5.576792,5.607362,6.266608,5.586714,5.713006
S14862,6.342884,6.073436,6.894764,5.926408,5.738344,5.554572,6.471522,5.78039,5.747992
S14873,6.382358,6.111316,7.13334,6.03582,5.718956,5.636992,6.676536,5.911814,5.842598
S14885,6.389706,6.111554,6.98363,5.978938,5.720698,5.535142,6.523228,5.813012,5.798888
S14888,6.397462,6.1974,7.08813,6.031772,5.72639,5.616008,6.577088,5.862032,5.86387
S14890,6.245806,6.03876,6.726088,5.89608,5.594744,5.506982,6.38051,5.729162,5.696202
S14895,6.370222,6.051628,6.738886,5.944556,5.654072,5.566914,6.39152,5.702482,5.677652
S14896,6.374298,6.146738,7.013984,5.901202,5.784008,5.603104,6.640412,5.967082,5.786976
S14900,6.26439,6.09711,6.860838,5.926876,5.784976,5.558954,6.526536,5.923956,5.7292
S14906,6.367174,6.05612,6.821728,6.005112,5.651642,5.500308,6.416708,5.762046,5.67958
S14909,6.125494,6.133268,6.831616,5.907548,5.672198,5.391122,6.540742,5.888888,5.64118
S1491,6.289214,6.190522,6.862312,5.966182,5.6431,5.506088,6.514958,5.834016,5.71836
S14913,6.246004,6.061166,6.775752,5.892314,5.657318,5.415468,6.4489,5.845964,5.715814
S14914,6.410186,6.149856,7.125532,5.991898,5.74044,5.601514,6.649218,5.833466,5.732238
S14916,6.19614,6.130278,7.010966,6.032584,5.81603,5.580712,6.630586,6.04889,5.81331
S14919,6.37717,6.159278,6.813516,5.892576,5.605338,5.548556,6.433214,5.74749,5.656166
S14949,6.249158,6.152172,7.009958,5.916258,5.79394,5.489136,6.65085,6.006064,5.780554
S1495,6.316186,6.023142,6.80715,6.017312,5.654438,5.6293,6.439488,5.75752,5.819792
S14954,6.226502,6.156542,6.918136,5.95757,5.755276,5.548636,6.544758,5.929992,5.743244
S14956,6.286698,6.18153,7.000342,5.914574,5.745222,5.552412,6.683386,5.952304,5.777368
S14961,6.268736,6.238322,6.744304,5.917376,5.698698,5.526348,6.284292,5.656498,5.745728
S14976,6.348194,6.082436,6.820318,5.939204,5.671782,5.558486,6.407058,5.71636,5.661166
S14978,6.402866,5.949056,6.892102,5.982712,5.743828,5.4909,6.44319,5.800414,5.767046
S14980,6.11178,6.08188,6.758386,5.901286,5.663872,5.49402,6.467554,5.902022,5.740838
S14983,6.332192,6.122966,6.950354,5.963838,5.67707,5.611504,6.543772,5.835058,5.74768
S14989,6.282312,6.105564,6.846058,5.920104,5.650846,5.516964,6.519948,5.847452,5.643388
S14991,6.312468,6.227822,6.83768,5.809412,5.644724,5.506468,6.581692,5.828758,5.606382
S14999,6.34698,5.884834,6.570828,5.931738,5.661966,5.477662,6.213402,5.59448,5.6679
S15000,6.260902,6.087588,6.926698,5.919722,5.763922,5.54927,6.583496,5.949248,5.679324
S15012,6.455378,6.035862,6.864382,5.948522,5.703118,5.614926,6.415556,5.671596,5.733162
S15013,6.299974,6.018586,6.760646,5.862842,5.702732,5.453854,6.44349,5.8109,5.728476
S1502,6.23755,6.103096,6.889,5.93404,5.701246,5.473238,6.508538,5.924482,5.683834
S15023,6.287478,6.127448,6.822944,5.94351,5.719918,5.465484,6.427656,5.821272,5.720086
S15024,6.28536,6.031732,6.835562,5.86819,5.627448,5.454816,6.485958,5.796984,5.614056
S15025,6.351368,6.20609,7.023878,5.9868,5.673362,5.550412,6.62639,5.878972,5.806922
S15032,6.350828,6.242812,7.101314,5.986962,5.773906,5.550306,6.706178,5.973396,5.779574
S15033,6.240574,6.000036,6.781268,5.89233,5.67851,5.411726,6.460216,5.827514,5.67243
S15041,6.213302,6.149494,6.8744,5.933578,5.707512,5.50564,6.590026,5.94096,5.730394
S1505,6.335432,6.140722,6.735198,5.8782,5.665584,5.563594,6.42607,5.75453,5.626724
S15054,6.41522,6.239536,7.142024,5.943408,5.744862,5.595964,6.713818,5.900496,5.831004
S15061,6.365122,6.140854,6.98924,5.971698,5.696742,5.497892,6.531966,5.895068,5.770038
S15063,6.33909,5.992036,6.87399,5.930112,5.698426,5.495704,6.49684,5.837944,5.71855
S15065,6.320042,6.087136,6.986734,6.016632,5.704536,5.527848,6.553258,5.822798,5.711138
S15069,6.352496,6.271288,7.039726,5.998556,5.709948,5.570202,6.595736,5.948592,5.78749
S15070,6.350452,6.042782,6.85357,5.91313,5.740266,5.52757,6.54554,5.88692,5.774528
S15071,6.417882,6.16245,7.046522,6.02191,5.733868,5.54856,6.515498,5.854206,5.772084
S15077,6.289826,6.009204,6.843346,5.932774,5.758804,5.541028,6.385604,5.753034,5.670448
S15078,6.335214,6.275654,7.070892,6.059968,5.639734,5.58047,6.50722,5.783824,5.760878
S1508,6.183188,6.080556,6.780954,5.927712,5.675046,5.496014,6.41229,5.874072,5.722044
S15080,6.312658,6.07047,6.991886,5.951096,5.758546,5.565536,6.609432,5.923144,5.76771
S15085,6.316294,6.079882,6.845982,5.912968,5.675504,5.482442,6.50806,5.801904,5.687846
S15089,6.324828,6.148652,6.932412,5.94018,5.708614,5.475646,6.561326,5.884682,5.710496
S15092,6.396944,6.046034,6.715396,5.969524,5.608308,5.544362,6.40892,5.668894,5.687728
S15093,6.375866,6.054594,6.917324,6.007546,5.686484,5.581304,6.413864,5.722806,5.7668
S15099,6.397474,5.990274,6.781378,6.0152,5.641312,5.601902,6.245286,5.594024,5.73143
S1510,6.277282,6.05406,7.006128,5.963354,5.803852,5.473066,6.55372,5.871916,5.734466
S15100,6.351602,6.0809,7.03352,5.95495,5.731736,5.507914,6.50008,5.887858,5.813196
S15107,6.37812,6.09507,6.924082,5.996684,5.730934,5.637812,6.51665,5.766686,5.81602
S15108,6.449008,6.092792,6.957686,6.01466,5.635686,5.52355,6.546434,5.836542,5.702544
S1511,6.305516,6.138842,6.970612,5.93465,5.733194,5.515356,6.630212,5.979256,5.743274
S15110,6.342292,6.068994,6.830906,5.948926,5.641112,5.584428,6.40549,5.69641,5.727694
S15111,6.289676,6.07223,6.713112,5.938972,5.68358,5.526512,6.3422,5.756638,5.728704
S15113,6.344516,6.031858,6.738174,5.916866,5.605452,5.54127,6.328108,5.671858,5.666552
S15115,6.294706,6.101866,6.965996,5.90965,5.677548,5.533568,6.567342,5.879896,5.810068
S15120,6.26096,6.128988,6.817388,5.887476,5.721116,5.396796,6.540998,5.853544,5.649258
S15121,6.264402,6.106254,6.896772,5.959644,5.743772,5.587574,6.443046,5.807124,5.77381
S15124,6.302636,6.055796,6.860138,5.921356,5.65596,5.542774,6.46883,5.833918,5.722456
S15126,6.378986,6.025166,6.8489,5.929754,5.749686,5.557326,6.437072,5.76397,5.694908
S15129,6.374252,6.1348,6.905534,5.93131,5.668228,5.520206,6.480248,5.742596,5.700688
S15130,6.272268,6.137702,6.956854,5.910648,5.761318,5.54158,6.617934,5.942932,5.769402
S15153,6.390588,6.010436,6.875634,5.975824,5.63159,5.542676,6.511788,5.738842,5.70597
S15160,6.253172,5.972876,6.78971,5.909038,5.660044,5.514178,6.533268,5.759616,5.629548
S15167,6.35068,5.984276,6.766292,5.94659,5.649488,5.546242,6.332382,5.6981,5.736768
S1517,6.426818,6.151278,6.98191,5.969454,5.650012,5.533602,6.536826,5.794076,5.756524
S15179,6.42049,6.188452,6.920282,5.958938,5.590952,5.566014,6.46752,5.710936,5.725966
S15184,6.34869,6.14915,6.991534,5.944566,5.678712,5.638268,6.56816,5.90997,5.83077
S15192,6.35402,6.168764,7.02604,5.951606,5.678406,5.473018,6.647362,5.920262,5.715838
S15193,6.257594,6.124926,6.87649,5.88022,5.669582,5.448346,6.481846,5.863166,5.734378
S15198,6.256186,6.089198,6.7107,5.915674,5.70796,5.63942,6.478158,5.759508,5.734732
S1520,6.319766,6.090124,6.800168,5.865446,5.671512,5.447018,6.464578,5.768702,5.63995
S15208,6.30244,5.983948,6.82538,5.925734,5.674662,5.572994,6.482296,5.831572,5.813462
S1521,6.288468,5.991462,6.620546,5.883264,5.66607,5.552398,6.226446,5.626002,5.678412
S15216,6.215932,6.158046,6.764068,5.888684,5.671458,5.519096,6.375834,5.850254,5.724702
S15218,6.379064,6.093332,6.853152,5.968104,5.683092,5.65789,6.325912,5.622966,5.732252
S1522,6.244576,6.20614,6.918636,5.895378,5.673344,5.527624,6.587092,5.853426,5.645232
S15223,6.412636,6.072492,6.958338,6.013716,5.692634,5.615924,6.411402,5.74945,5.744638
S15237,6.26721,6.223924,6.960124,5.93908,5.662198,5.47576,6.595962,5.992766,5.741952
S15239,6.219364,6.167662,6.895388,5.88687,5.680776,5.54383,6.522582,5.945886,5.716498
S15241,6.427778,6.015406,6.983268,5.984288,5.659798,5.56253,6.377578,5.63159,5.725758
S15246,6.345282,6.07758,6.82404,5.912884,5.620658,5.597176,6.446764,5.775454,5.706582
S15254,6.262038,6.07583,6.980438,6.031792,5.829178,5.58128,6.458576,5.856592,5.843214
S15258,6.330702,6.092028,6.738616,5.897982,5.559094,5.559764,6.436086,5.638412,5.668972
S15259,6.119578,6.0853,6.838814,5.868638,5.72057,5.472904,6.57531,6.004116,5.662902
S15264,6.293872,6.156556,6.994066,5.926142,5.689978,5.610138,6.659062,5.906522,5.747622
S15266,6.290346,5.932588,6.683014,6.009014,5.61483,5.539298,6.241314,5.599832,5.665492
S15273,6.404964,6.184316,6.942322,6.008882,5.623764,5.598006,6.451804,5.700254,5.743758
S1528,6.27899,6.219484,6.918402,5.912584,5.635256,5.523526,6.577586,5.763542,5.644058
S15285,6.22767,6.038206,6.841034,5.89225,5.67908,5.474496,6.504616,5.85485,5.65295
S15294,6.454364,6.083952,7.155434,6.025844,5.700998,5.453298,6.672644,5.949846,5.798806
S15304,6.388586,6.129838,6.99328,5.966972,5.734272,5.629908,6.45121,5.686226,5.703662
S15308,6.304452,6.032956,6.83523,5.923106,5.653358,5.496744,6.486856,5.803766,5.725214
S15313,6.286798,6.109046,6.847976,5.92493,5.734722,5.48663,6.478678,5.8769,5.711186
S15329,6.253572,6.070922,6.902566,5.87608,5.611322,5.40229,6.579802,5.812754,5.591442
S1533,6.234746,5.942846,6.660256,5.93968,5.684142,5.511004,6.275256,5.627566,5.715266
S15338,6.24914,6.058466,6.87029,5.879928,5.743802,5.565712,6.483372,5.820894,5.749056
S15340,6.273478,6.188316,6.88451,5.867384,5.695756,5.502364,6.547374,5.973328,5.71708
S15345,6.45515,6.062534,6.832022,5.970858,5.608704,5.639092,6.436494,5.65392,5.821474
S15354,6.448616,5.975386,6.79903,5.990306,5.609392,5.61203,6.342026,5.579162,5.745532
S15366,6.364594,6.024358,6.78247,5.896314,5.663164,5.522386,6.332444,5.72546,5.743374
S15368,6.38145,6.13739,6.982498,6.043004,5.687024,5.540544,6.472638,5.77988,5.776588
S15372,6.504568,6.1439,7.15062,6.027128,5.747878,5.61962,6.647262,5.836498,5.807412
S15374,6.434174,6.121702,6.949638,6.126094,5.708508,5.640404,6.462132,5.700414,5.901146
S15375,6.346288,6.247728,7.024876,5.95401,5.75167,5.563282,6.579822,5.94875,5.786898
S15380,6.330458,6.04389,6.820632,5.976748,5.705474,5.532052,6.350424,5.73689,5.716862
S15382,6.393692,6.071458,6.921896,6.015136,5.747942,5.622736,6.475794,5.768004,5.84867
S1539,6.372616,6.203802,6.94011,5.924056,5.622972,5.520132,6.575236,5.870732,5.700684
S15394,6.340142,6.046532,6.84489,5.981148,5.632518,5.628064,6.421406,5.744808,5.786072
S15401,6.30783,6.023488,6.889064,5.930512,5.692392,5.480992,6.469566,5.780888,5.710572
S15413,6.464214,5.98131,6.839312,6.090484,5.679074,5.646294,6.28951,5.598292,5.821128
S15417,6.405682,6.12121,6.95635,5.956014,5.679584,5.53957,6.558204,5.861028,5.773232
S1542,6.355626,6.018022,6.785416,6.034634,5.660074,5.538174,6.345168,5.670668,5.671248
S15420,6.294796,5.938616,6.865674,5.943712,5.75453,5.508438,6.472962,5.871312,5.7767
S15427,6.375152,6.165648,6.973198,5.996458,5.669052,5.54984,6.561922,5.893152,5.740016
S15428,6.422448,6.15362,7.063502,6.048938,5.74818,5.65052,6.55494,5.768508,5.886118
S15429,6.405558,5.96771,6.726206,5.987454,5.584458,5.640304,6.2976,5.621042,5.76535
S15432,6.411222,6.09111,6.884952,5.961962,5.641624,5.522352,6.457474,5.728836,5.719994
S15433,6.327918,6.100688,6.97764,5.944516,5.728574,5.4714,6.531568,5.85997,5.745012
S1544,6.26497,6.241968,7.057198,5.967462,5.745598,5.547636,6.71627,6.076514,5.813146
S15446,6.377484,6.047438,6.908696,5.962404,5.72534,5.544948,6.459602,5.776144,5.701074
S15452,6.249206,6.116638,6.81558,5.860812,5.59866,5.458944,6.529632,5.885368,5.66812
S15455,6.393778,6.130914,6.73801,5.928652,5.583844,5.55886,6.421958,5.722494,5.671302
S15458,6.31327,6.060598,6.871524,5.922938,5.645708,5.492986,6.452186,5.772792,5.655148
S1546,6.350882,6.081044,6.902082,5.954976,5.722624,5.55725,6.430832,5.779644,5.79014
S15463,6.319196,6.166352,6.94767,5.895316,5.74381,5.5344,6.552566,5.911066,5.743616
S15470,6.247922,5.999592,6.675376,5.848632,5.651882,5.50071,6.365344,5.699388,5.6465
S15479,6.287494,6.13401,6.88102,5.851098,5.720546,5.510962,6.59894,5.917304,5.76509
S15487,6.355682,6.08731,6.99279,5.963756,5.778556,5.502818,6.564958,5.872544,5.763666
S15490,6.32899,5.99282,6.728492,5.986514,5.689162,5.617156,6.319652,5.726716,5.721236
S15496,6.186306,6.03309,6.907378,5.909928,5.601642,5.423058,6.5492,6.00443,5.692996
S1550,6.299924,6.10697,6.925184,5.88811,5.787474,5.516558,6.53188,5.853154,5.712354
S15503,6.326134,6.022518,6.791084,5.931388,5.635258,5.484876,6.45109,5.720454,5.646626
S15513,6.327178,6.322474,7.038392,6.014152,5.646816,5.5262,6.688298,5.98668,5.753656
S15515,6.26098,6.165756,6.941622,5.898624,5.783868,5.542744,6.531556,5.896408,5.73783
S15525,6.512988,6.112716,7.05875,5.989586,5.662776,5.600946,6.485898,5.6684,5.856982
S15526,6.204288,6.164278,6.828036,5.918718,5.885828,5.484358,6.593914,6.03125,5.849756
S15527,6.272438,6.060022,6.840374,5.894602,5.67419,5.5506,6.48695,5.783056,5.717608
S15528,6.358112,6.151338,7.057308,6.043426,5.80037,5.585168,6.621844,5.89514,5.829566
S15543,6.286652,6.074448,6.827224,5.924196,5.653998,5.535048,6.47952,5.849166,5.715628
S15545,6.375284,6.139266,6.955832,5.962682,5.679192,5.544854,6.501728,5.706042,5.684112
S15556,6.395166,6.169044,7.017046,5.97148,5.723926,5.584066,6.573018,5.818604,5.855516
S15558,6.333612,6.050706,6.873416,5.905762,5.665012,5.512912,6.441512,5.747078,5.739884
S15570,6.386668,6.111594,6.819646,5.950132,5.649088,5.70068,6.308534,5.56668,5.741758
S15571,6.257882,6.194234,6.855934,5.923148,5.671756,5.463078,6.448752,5.819158,5.67036
S15574,6.266148,6.1164,6.84229,5.932458,5.674902,5.516844,6.422942,5.839126,5.725342
S15580,6.254902,6.06918,6.782642,5.888532,5.650684,5.473718,6.440424,5.826038,5.699712
S15585,6.330542,6.00583,6.874392,5.888602,5.672892,5.494174,6.462328,5.75613,5.64804
S15587,6.288472,6.14463,6.880494,5.918358,5.69235,5.560726,6.515974,5.893606,5.774066
S15589,6.17649,6.019498,6.808418,5.905006,5.706568,5.546214,6.489816,5.839936,5.675908
S15600,6.433612,6.137728,6.955342,6.02802,5.772768,5.583044,6.54272,5.790838,5.793972
S15605,6.287764,6.051112,6.784858,5.90142,5.628726,5.53583,6.376,5.722278,5.695428
S1561,6.518052,6.202016,7.217032,6.093668,5.72163,5.695402,6.615074,5.747058,5.897234
S15618,6.25104,6.115594,7.009034,5.958422,5.803608,5.521402,6.653012,5.963548,5.761344
S15621,6.265412,5.981936,6.725804,5.942274,5.68546,5.51749,6.394702,5.709316,5.74273
S15628,6.36528,6.140088,6.993758,5.915274,5.602362,5.553992,6.594234,5.867022,5.68526
S15629,6.33215,6.126428,6.960764,5.936636,5.622666,5.510948,6.579868,5.835516,5.699264
S15631,6.354854,6.123614,6.893104,5.949704,5.694748,5.529656,6.50692,5.798088,5.750998
S15634,6.280218,6.027662,6.812236,5.907676,5.642152,5.496822,6.324308,5.75306,5.589178
S1564,6.529996,6.169656,7.049026,5.982368,5.68527,5.534928,6.6097,5.756268,5.71484
S15648,6.274088,6.162402,6.947434,5.909112,5.630438,5.478164,6.598722,5.952354,5.69994
S15659,6.22883,6.089374,6.855662,5.938266,5.718542,5.565222,6.566384,5.946918,5.656654
S15677,6.23959,6.1347,7.031738,5.969558,5.847284,5.554782,6.621666,6.060584,5.891832
S15683,6.458122,6.11416,6.87238,5.994884,5.585396,5.62109,6.478828,5.658214,5.762964
S15689,6.253652,6.062494,6.688378,5.897492,5.58003,5.470442,6.345092,5.68162,5.640786
S15690,6.253892,6.027702,6.755696,5.927748,5.705856,5.577808,6.350938,5.772752,5.71286
S15692,6.253218,6.131708,6.779092,5.890766,5.669072,5.553362,6.426674,5.744002,5.649354
S15693,6.279072,6.036294,6.705988,5.868184,5.666418,5.437156,6.458298,5.747264,5.6735
S15703,6.271948,6.10594,6.791738,5.939614,5.657774,5.529248,6.37837,5.83433,5.711798
S15705,6.26612,6.333432,6.916858,5.948684,5.756332,5.574342,6.461014,5.861642,5.7582
S1572,6.288702,6.212674,6.83178,5.887166,5.701768,5.52119,6.567182,5.877378,5.74287
S15722,6.270782,6.237148,6.754178,5.853168,5.662614,5.495662,6.458774,5.798234,5.64741
S15730,6.363524,6.142678,6.937978,5.92332,5.629686,5.660352,6.440588,5.74007,5.809258
S15732,6.27183,6.051388,6.965774,6.042994,5.785102,5.44432,6.484108,5.91834,5.771822
S15738,6.344064,6.120796,6.941574,5.932346,5.665286,5.517992,6.51088,5.811838,5.750112
S1574,6.24406,6.099824,6.881834,5.882614,5.745826,5.478846,6.55694,5.900798,5.727974
S1576,6.340024,6.06676,6.791288,5.94353,5.664888,5.554108,6.419568,5.650404,5.655624
S15768,6.35391,6.122616,6.929016,5.977266,5.702188,5.569972,6.502958,5.820268,5.683598
S1577,6.243136,6.074474,6.82732,5.903934,5.735466,5.593236,6.554112,5.870196,5.78255
S15770,6.164362,6.066178,6.67485,5.847022,5.71172,5.51261,6.397718,5.849428,5.746352
S15778,6.290224,6.0732,6.849084,5.91502,5.64547,5.44339,6.483856,5.818638,5.667326
S1578,6.26461,6.086412,6.8205,5.93599,5.586308,5.550592,6.283116,5.616348,5.610882
S15781,6.289362,6.120154,6.859586,5.963618,5.625056,5.549818,6.524396,5.840238,5.67892
S15789,6.347282,6.07295,7.047152,5.999802,5.719074,5.537356,6.639716,5.854394,5.799116
S15791,6.209484,6.1585,6.858846,5.919776,5.679764,5.468604,6.47412,5.861888,5.72572
S15795,6.22207,6.01392,6.828832,5.95749,5.70569,5.642196,6.37685,5.78875,5.770104
S15802,6.290672,6.10685,6.878988,5.926354,5.70449,5.546004,6.547078,5.87143,5.75259
S15816,6.24469,6.029962,6.729554,5.951948,5.712578,5.556156,6.333954,5.773326,5.76396
S15819,6.37719,6.067286,6.720868,5.93703,5.58555,5.509118,6.343054,5.596878,5.668944
S15825,6.411958,6.184946,7.074166,6.03772,5.654476,5.568022,6.663404,5.849662,5.729454
S15828,6.33016,6.131094,6.886038,5.951624,5.678474,5.672692,6.420108,5.657284,5.71841
S15833,6.430818,6.076268,6.94977,5.96946,5.644016,5.559386,6.54272,5.762496,5.728754
S15834,6.316442,6.062242,6.811608,5.968072,5.65805,5.591012,6.44909,5.761294,5.752038
S15840,6.306582,6.210306,6.900298,5.999592,5.663806,5.532304,6.461154,5.820154,5.738328
S15844,6.384496,6.113748,6.890368,5.9592,5.65532,5.594516,6.481538,5.65325,5.7084
S15851,6.30214,6.096284,6.84627,5.91246,5.662956,5.520632,6.568506,5.86433,5.726874
S15862,6.384056,6.224046,6.947824,5.944508,5.70441,5.599358,6.586424,5.830666,5.693542
S15863,6.326536,5.834862,6.618528,5.947356,5.662342,5.615596,6.147122,5.570508,5.744834
S15878,6.24681,6.102534,6.869806,5.886986,5.630312,5.494646,6.469166,5.878074,5.668274
S1588,6.244264,6.169022,6.88639,5.940132,5.770544,5.544506,6.568026,5.903246,5.784914
S15886,6.338372,6.15004,6.840118,5.965976,5.653698,5.512934,6.46243,5.778266,5.684514
S15887,6.346056,6.06624,6.954838,5.950586,5.698766,5.531282,6.5203,5.771388,5.70572
S15895,6.379928,6.080738,6.962626,5.978354,5.697904,5.533044,6.468908,5.788014,5.754504
S15898,6.387698,6.04666,6.958466,5.99712,5.678928,5.496548,6.480802,5.821138,5.724366
S15903,6.281242,6.077156,6.769886,5.89184,5.684982,5.508884,6.36614,5.721596,5.674014
S15908,6.23258,6.097918,6.860306,5.905998,5.638492,5.469882,6.563978,5.93204,5.68603
S15910,6.426334,6.079062,7.028104,6.036602,5.62834,5.555846,6.531194,5.78612,5.723318
S15925,6.42392,6.089652,6.883686,5.972312,5.699424,5.57476,6.381096,5.666174,5.690456
S1593,6.350434,6.106974,6.805172,5.968552,5.670794,5.575046,6.424238,5.755726,5.691612
S15931,6.31704,6.061116,6.886284,5.869642,5.536016,5.496798,6.520092,5.838704,5.632788
S15941,6.366112,6.086342,6.914036,6.000778,5.680868,5.485128,6.498596,5.783544,5.758994
S15946,6.275908,6.068602,6.8581,5.929088,5.685952,5.503348,6.487856,5.832636,5.76516
S15955,6.303092,6.054268,6.741936,5.941058,5.646144,5.412514,6.344156,5.769404,5.683684
S15956,6.221174,6.546462,6.9636,5.904302,5.764378,5.49666,6.571052,5.976972,5.811094
S15960,6.340448,6.214244,6.955586,5.932798,5.66794,5.537944,6.59739,5.828842,5.694534
S15966,6.338098,6.138006,6.976432,5.971024,5.684896,5.510344,6.568112,5.871248,5.725678
S15973,6.365692,6.0529,6.788944,5.88913,5.620162,5.436366,6.487356,5.79806,5.673002
S15974,6.274518,6.175154,6.82957,5.86634,5.727356,5.534138,6.526596,5.848144,5.69358
S15976,6.145314,5.957932,6.67954,5.845478,5.694356,5.438212,6.4404,5.821674,5.690184
S15978,6.241604,6.12166,6.929326,5.933972,5.77785,5.50294,6.536498,5.927488,5.788392
S15979,6.342442,6.002668,6.871152,5.98376,5.737442,5.548528,6.425628,5.752946,5.728286
S15981,6.25622,6.071544,6.961198,5.93444,5.798686,5.518474,6.54064,5.92128,5.720502
S15984,6.415306,6.060154,6.76163,6.00339,5.717194,5.595902,6.345534,5.665996,5.726788
S15994,6.259752,6.21132,6.98348,5.916132,5.73735,5.585982,6.629746,5.899566,5.748458
S15996,6.279852,6.166008,6.930484,5.906468,5.783618,5.47434,6.6344,5.925014,5.68776
S15998,6.118626,6.38493,6.958384,5.91598,5.78492,5.548328,6.6947,6.133796,5.794376
S160,6.349844,5.940856,7.01382,5.996388,5.727642,5.519994,6.567056,5.855506,5.692736
S1600,6.307248,6.203894,6.967258,5.916946,5.724762,5.486974,6.546702,5.856518,5.73208
S16012,6.264718,5.986032,7.03938,5.99404,5.677644,5.544618,6.617274,5.904914,5.821156
S16013,6.28593,6.112198,6.850132,5.88983,5.687502,5.552954,6.542538,5.840214,5.709618
S16022,6.222012,6.078146,6.804198,5.857666,5.649672,5.532934,6.476894,5.770274,5.714152
S16037,6.35266,6.101226,6.840756,5.98798,5.62146,5.50445,6.5066,5.78276,5.688586
S16038,6.350756,6.111876,6.783252,5.963368,5.638432,5.55147,6.43681,5.72446,5.723328
S16040,6.265744,6.082796,6.791888,5.927868,5.7164,5.481316,6.450196,5.790916,5.65176
S16048,6.334776,5.998414,6.824828,5.910802,5.60571,5.543822,6.358356,5.670968,5.62922
S16054,6.286042,6.15765,6.946294,5.904264,5.6782,5.521746,6.590732,5.868784,5.667236
S16056,6.26649,6.042094,6.943278,5.905044,5.72083,5.467766,6.572542,5.842078,5.671266
S16069,6.325052,6.141068,6.951488,5.974168,5.76021,5.50954,6.526614,5.922752,5.800322
S1609,6.363618,5.939684,6.677544,5.94317,5.671042,5.481014,6.317982,5.63207,5.633706
S16093,6.360788,6.069876,6.797538,5.95019,5.626882,5.561322,6.434306,5.722352,5.689294
S16097,6.287398,6.071298,6.666884,5.87208,5.634448,5.526926,6.320854,5.71391,5.703366
S16099,6.270298,6.609858,7.032046,5.893946,5.770906,5.5053,6.634126,5.978178,5.847834
S16108,6.386286,6.180998,7.023096,5.939536,5.683416,5.485726,6.689872,5.919982,5.660984
S16109,6.233322,6.080346,6.824814,5.964336,5.743434,5.4838,6.46012,5.82847,5.718106
S1611,6.201942,6.136398,6.947496,5.903642,5.691278,5.50514,6.754768,6.032976,5.758676
S16112,6.366816,6.11473,6.938286,5.946624,5.638902,5.603596,6.503988,5.79212,5.785314
S16116,6.11917,5.974186,6.625164,5.829544,5.694618,5.46118,6.38453,5.75292,5.561616
S16118,6.406622,6.049724,6.899092,5.922568,5.62569,5.47867,6.540216,5.766026,5.692114
S16122,6.300868,6.07775,6.68944,5.822128,5.601018,5.477222,6.379678,5.743082,5.614144
S16126,6.311624,6.050918,6.81392,5.931548,5.736182,5.497116,6.520514,5.83772,5.734516
S16130,6.43614,6.045772,6.94427,6.001052,5.687996,5.557226,6.48668,5.702574,5.739444
S16138,6.255098,6.11098,6.742066,5.943846,5.687158,5.559156,6.348718,5.771444,5.775668
S16146,6.368754,6.176112,7.015978,5.954412,5.746162,5.508262,6.6485,5.818598,5.691472
S16147,6.239114,6.169814,6.944504,5.92554,5.673428,5.435904,6.639142,5.824746,5.66162
S16151,6.28052,6.11496,6.847766,5.914078,5.619982,5.51402,6.484606,5.882164,5.702304
S16154,6.452438,6.020924,6.907148,6.01004,5.701476,5.554784,6.525328,5.724334,5.673788
S16155,6.403914,6.035824,7.021448,5.995534,5.672438,5.607112,6.50749,5.80041,5.798918
S16160,6.24828,6.008574,6.823036,5.952902,5.681582,5.562322,6.426122,5.862012,5.782616
S16163,6.31505,6.08724,6.948488,5.958022,5.682768,5.45344,6.584074,5.808534,5.628604
S16167,6.2281,5.939656,6.610132,5.919504,5.675302,5.486992,6.266258,5.709328,5.695608
S16168,6.430542,6.12261,6.914224,5.919852,5.667908,5.670884,6.528324,5.753592,5.776104
S16169,6.47729,6.019384,6.89503,6.001502,5.712612,5.65713,6.318056,5.638154,5.843834
S16170,6.372264,6.154058,7.052184,6.07996,5.768714,5.558804,6.514528,5.833898,5.805966
S16171,6.259242,6.07403,6.867404,5.884432,5.676234,5.544984,6.497936,5.860676,5.75483
S16178,6.284896,6.092756,6.859894,5.878798,5.649272,5.520228,6.584016,5.856986,5.71496
S16180,6.340898,6.068886,6.894082,5.978466,5.700058,5.565624,6.498996,5.748446,5.747654
S16187,6.373276,6.173266,6.898308,5.907594,5.67456,5.648864,6.530492,5.823394,5.675414
S16195,6.276248,6.143356,6.919274,5.870316,5.77184,5.521866,6.61847,5.92637,5.73808
S16199,6.395488,6.019682,6.898432,6.011828,5.643944,5.598674,6.44357,5.692594,5.738854
