ID,T_cells_(CD4+),B_cells,T_cells_(CD8+),Endothelial_cells,Fibroblasts,Macrophage
S11907,6.452006,5.090822,5.583292,6.045812,5.720514,6.030266
S11914,6.193342,5.083784,5.55952,5.93382,5.452336,5.890266
S11917,6.526968,5.041692,5.600514,6.146918,5.631716,6.072564
S11928,6.353552,5.105646,5.508116,6.097438,5.650762,6.039166
S11929,6.454062,5.043312,5.52613,6.08782,5.545462,5.971162
S1193,6.48912,4.91819,5.589706,6.180288,5.590244,6.114714
S11930,6.497204,5.064368,5.566956,6.127474,5.654592,6.076368
S11934,6.526664,4.972736,5.423686,6.089782,5.573542,5.98543
S11939,6.413904,4.956248,5.457226,6.106736,5.562884,6.032324
S11944,6.60285,4.956448,5.56642,6.11411,5.607656,5.982676
S11945,6.378304,5.16796,5.768948,6.185318,5.584392,6.025762
S11957,6.608072,4.960612,5.606758,6.22949,5.610684,6.04206
S11958,6.394462,5.143372,5.390442,6.145408,5.764956,6.032886
S1196,6.3259,5.065418,5.517158,6.026298,5.529198,6.015444
S11960,6.371646,5.057674,5.446302,6.064476,5.616388,6.019118
S11965,6.357938,5.035774,5.727682,6.051988,5.53438,5.957182
S11967,6.388748,4.964292,5.326838,6.041766,5.566718,5.91671
S1197,6.270234,5.178608,5.376342,6.10675,5.68762,5.9959
S11973,6.587424,5.0076,5.773102,6.268562,5.596012,6.035558
S11974,6.370684,4.921946,5.667852,6.189402,5.561182,6.170136
S11980,6.477178,4.905246,5.607038,6.207024,5.612554,6.119514
S11985,6.534246,4.959846,5.625678,6.23412,5.666896,6.178274
S11987,6.435336,5.03051,5.472374,6.125624,5.55334,6.065628
S11993,6.561142,4.9975,5.505914,6.172248,5.625274,6.049698
S12001,6.31523,4.987938,5.571078,6.068988,5.58821,6.006724
S12004,6.469738,5.10048,5.398116,6.117592,5.627916,6.049574
S12006,6.53426,4.946212,5.479804,6.082526,5.620722,6.031224
S12010,6.392484,5.115398,5.340224,6.07549,5.645376,6.044752
S12011,6.4732,5.037022,5.47569,6.190282,5.677284,6.106438
S12012,6.245876,5.130138,5.343512,5.985836,5.507734,5.890626
S12022,6.489554,5.119024,5.358304,6.166408,5.630496,6.13935
S12043,6.638346,4.863832,5.693658,6.281778,5.682148,6.222358
S12052,6.480822,5.033814,5.601836,6.167858,5.642772,6.043816
S12056,6.454582,5.005394,5.50003,6.082246,5.629134,6.016484
S12057,6.444076,4.993844,5.645606,6.13514,5.569908,6.06032
S12058,6.124946,5.117312,5.346244,5.977196,5.516726,5.939022
S12061,6.541594,4.962158,5.667134,6.153148,5.627534,6.07184
S12064,6.463142,4.941908,5.70581,6.231508,5.615338,6.077762
S12073,6.382324,5.176572,5.459782,6.165708,5.618502,6.04029
S12076,6.332054,5.073778,5.41957,5.999178,5.553468,5.980308
S12079,6.277294,5.017346,5.605814,6.016262,5.47132,5.904586
S12089,6.28781,5.057314,5.393572,6.028324,5.536054,5.997738
S12098,6.560212,4.972242,5.711476,6.172982,5.635046,6.045372
S1210,6.520206,4.967358,5.67711,6.20366,5.63708,6.081866
S12101,6.247726,5.118708,5.406686,6.023706,5.586,5.982564
S12105,6.738692,4.92564,5.730888,6.260242,5.686532,6.154434
S12106,6.372686,5.188144,5.218938,6.065954,5.602852,5.97296
S1212,6.62612,4.942742,5.511744,6.173082,5.628676,6.02627
S12120,6.489934,4.921254,5.414534,6.183494,5.664312,6.070814
S12129,6.625518,5.01115,5.502796,6.202196,5.638784,6.084838
S12137,6.41615,4.928838,5.573482,6.156778,5.594552,6.100022
S12140,6.370066,5.070692,5.626058,6.136172,5.54256,6.015476
S12159,6.607062,5.000764,5.725792,6.206376,5.674188,6.03026
S12170,6.433352,4.949434,5.499016,6.087862,5.58594,6.022768
S12178,6.509558,4.950704,5.581526,6.132378,5.623676,6.069846
S12179,6.60931,4.890678,5.588944,6.170532,5.64668,6.040258
S1218,6.426194,5.037178,5.346336,6.095342,5.59284,6.005096
S12182,6.343448,5.03153,5.41543,6.009202,5.5392,5.963348
S12196,6.486918,5.03927,5.596856,6.190812,5.636594,6.061332
S12198,6.42033,5.005754,5.62657,6.142384,5.579554,6.016434
S1220,6.488922,4.962156,5.690454,6.186454,5.599416,6.070148
S12200,6.434156,4.935212,5.5057,6.099378,5.53992,6.039002
S12202,6.333166,5.020988,5.58448,6.08347,5.593628,6.071538
S12206,6.469308,4.978818,5.503204,6.23968,5.724652,6.113632
S12208,6.500778,4.967192,5.534028,6.212424,5.666502,6.136342
S12215,6.507148,4.960974,5.518588,6.137264,5.5872,6.070844
S12221,6.806594,4.923078,5.597598,6.316432,5.781644,6.169622
S12228,6.535222,5.021016,5.377126,6.239444,5.621726,6.078862
S12231,6.395822,4.971526,5.522474,6.093084,5.613928,6.027218
S12240,6.46097,5.07461,5.6697,6.143138,5.579182,6.009534
S12241,6.462988,5.101924,5.463898,6.201052,5.675776,6.119218
S12244,6.314354,5.112776,5.51095,6.114258,5.589648,6.04904
S12245,6.45777,5.036772,5.44527,6.080324,5.585206,6.058582
S12249,6.54647,4.975728,5.518456,6.251154,5.709674,6.123332
S12251,6.339418,5.015816,5.583794,6.129314,5.604638,6.167434
S12261,6.311832,5.10687,5.32799,6.00377,5.549294,5.970396
S12264,6.452302,4.921854,5.72245,6.197848,5.61722,6.124176
S12265,6.29873,5.020294,5.560306,6.137588,5.548034,6.008078
S12271,6.488458,4.93104,5.44219,6.142464,5.614792,6.10075
S12276,6.610842,5.001012,5.526876,6.215538,5.619472,6.091178
S12278,6.470702,4.897054,5.607036,6.196134,5.590796,6.150862
S12279,6.551666,5.030712,5.70274,6.307802,5.648166,6.13435
S12282,6.398232,5.039558,5.55194,6.07989,5.627834,6.029586
S12285,6.48275,5.034638,5.528636,6.171918,5.615318,6.107428
S12291,6.522872,4.997246,5.664308,6.16663,5.63409,6.10671
S12294,6.426102,5.01391,5.546268,6.130618,5.623716,6.060332
S12308,6.366416,4.972736,5.485122,6.1044,5.594348,6.042584
S12335,6.523758,5.118914,5.650778,6.30477,5.72464,6.19855
S12344,6.64037,5.018188,5.829654,6.370522,5.681096,6.168982
S12347,6.416164,4.994738,5.484902,6.07825,5.573758,6.07325
S12348,6.475572,4.983682,5.603366,6.101026,5.628022,5.990308
S12354,6.73451,5.057556,5.551662,6.173948,5.68402,6.006358
S1236,6.474154,4.958386,5.464644,6.155894,5.644002,6.006776
S12365,6.428198,4.991466,5.480156,6.137786,5.621052,5.989304
S12366,6.424896,4.957596,5.384368,6.111182,5.607124,6.08555
S12374,6.513088,4.923198,5.486634,6.15707,5.613476,6.030648
S12385,6.610584,4.985358,5.57637,6.268216,5.670006,6.157296
S1239,6.411352,4.927896,5.587482,6.165776,5.550396,6.177098
S12391,6.536782,4.998666,5.567634,6.136408,5.589526,6.06398
S12394,6.426688,5.02767,5.367294,6.05879,5.57337,6.003684
S12406,6.43465,5.058788,5.66904,6.11264,5.570572,6.047896
S1241,6.281434,5.074246,5.552416,6.071024,5.541152,5.989022
S12410,6.363232,5.054784,5.30461,6.07063,5.5556,6.050514
S12417,6.446822,5.017294,5.53486,6.107756,5.5799,6.056164
S12419,6.455434,5.004376,5.669536,6.23894,5.660968,6.090212
S12428,6.393102,5.01279,5.466256,6.059764,5.53836,5.972772
S12431,6.557022,4.87042,5.523238,6.14751,5.641708,6.098676
S12432,6.598112,4.925862,5.575508,6.203906,5.675266,6.081512
S12436,6.438156,4.958452,5.652648,6.157666,5.565902,6.036876
S12437,6.456816,4.995166,5.542738,6.122636,5.589196,6.091744
S12439,6.43777,5.003908,5.440884,6.199218,5.601196,6.027032
S12440,6.418268,5.01683,5.43401,6.042988,5.541598,5.921046
S12441,6.351898,4.959816,5.494864,6.17177,5.654882,6.15709
S12447,6.418902,5.100596,5.520978,6.08241,5.548706,5.997636
S12450,6.289188,4.994718,5.559382,6.011274,5.552266,5.97723
S12452,6.538154,4.926456,5.538084,6.156912,5.616346,6.089958
S1246,6.467574,4.976776,5.62488,6.181166,5.620662,6.124284
S12463,6.422314,5.020458,5.68159,6.136974,5.54797,6.01548
S12464,6.669736,5.03511,5.619338,6.26067,5.696046,6.050522
S12488,6.522414,5.090984,5.527548,6.0936,5.537238,6.028656
S12489,6.378094,5.083238,5.434216,6.046806,5.58062,5.99906
S12496,6.467976,5.123082,5.647746,6.198632,5.650064,6.074546
S12500,6.422908,4.975958,5.52826,6.1253,5.613898,6.091636
S12501,6.553332,5.022154,5.645916,6.160512,5.696638,6.149494
S1251,6.398584,4.990808,5.628272,6.123934,5.56112,5.970142
S12516,6.774876,5.037716,5.637408,6.4209,5.801226,6.254428
S1252,6.39585,5.003972,5.532998,6.137978,5.607312,6.090678
S12524,6.41848,5.018958,5.753162,6.191412,5.618904,5.978142
S12527,6.342112,5.043602,5.579104,6.081436,5.566694,6.031298
S12535,6.428162,5.14047,5.404722,6.185726,5.687856,6.089746
S12540,6.419532,4.898048,5.536314,6.160058,5.60587,6.07404
S12548,6.412738,4.9138,5.54318,6.15077,5.621284,6.11945
S12556,6.529024,4.937294,5.532546,6.22919,5.673772,6.167304
S12563,6.450542,4.968758,5.49331,6.125518,5.638688,6.1301
S12568,6.487314,5.024418,5.551918,6.26105,5.654558,6.08862
S12569,6.556866,4.980308,5.55531,6.146034,5.595564,6.10236
S12570,6.457974,4.97441,5.467344,6.176346,5.638104,6.08477
S12577,6.497788,5.02967,5.625408,6.140048,5.62522,6.088394
S12582,6.360122,4.914428,5.40009,6.145832,5.577968,6.112178
S12583,6.460008,4.954818,5.621916,6.143294,5.628088,6.095006
S12585,6.489874,5.009392,5.388364,6.013946,5.586996,5.939872
S12590,6.231112,5.133822,5.669668,6.035606,5.504448,5.952638
S12596,6.472034,5.056702,5.439182,6.180826,5.6486,6.076912
S12597,6.432578,4.94183,5.559616,6.132448,5.596154,6.13014
S12604,6.518736,4.98785,5.429716,6.182948,5.63338,6.033268
S12605,6.379336,5.019936,5.567194,6.00611,5.530134,5.946682
S12608,6.383486,5.076602,5.518698,6.123352,5.61159,6.024752
S12617,6.487882,4.92471,5.722994,6.208474,5.631744,6.140498
S12618,6.364166,4.987628,5.751414,6.19774,5.52236,6.02628
S12624,6.47484,4.972368,5.390026,6.108994,5.59185,6.04385
S12628,6.338856,5.05434,5.418686,6.004118,5.50618,5.935338
S12637,6.448322,4.988808,5.516792,6.118654,5.590278,6.041984
S12655,6.574424,4.93803,5.553662,6.214642,5.607368,6.08361
S12658,6.43804,5.03331,5.509244,6.272284,5.674796,6.149212
S1266,6.567714,4.948222,5.548354,6.12193,5.5748,6.029946
S12665,6.68054,5.009186,5.532854,6.237056,5.709966,6.149136
S12666,6.430838,5.011612,5.659746,6.15834,5.661736,6.152194
S12667,6.520326,4.939382,5.48948,6.153916,5.611048,6.0716
S12675,6.651258,5.083846,5.595056,6.245302,5.697988,6.081904
S12682,6.485076,5.00092,5.501634,6.13458,5.614668,6.125212
S12691,6.32485,4.907336,5.444562,5.997602,5.497598,5.958352
S12704,6.538228,4.96607,5.453338,6.253072,5.65144,6.09815
S12706,6.298612,5.088008,5.62197,6.062926,5.600928,6.006582
S12707,6.515278,4.960346,5.847382,6.332646,5.691012,6.238444
S12721,6.462706,4.989774,5.580832,6.153604,5.626876,6.078986
S12722,6.39342,5.021468,5.44498,6.114146,5.619062,6.035532
S12731,6.20697,5.164306,5.526124,6.031232,5.530858,5.89288
S12734,6.50601,5.04826,5.534074,6.10713,5.640106,6.090224
S12735,6.258378,4.961252,5.600518,5.987684,5.533034,5.979272
S12736,6.429948,5.054648,5.468926,6.198624,5.713634,6.14302
S12742,6.421356,4.892,5.418312,6.044278,5.564594,5.99584
S12754,6.379046,4.980998,5.397264,6.014674,5.557936,6.011636
S12760,6.338496,5.018584,5.40278,6.003938,5.522144,5.943276
S12773,6.325834,5.09701,5.399562,6.113504,5.643686,6.085334
S12775,6.529134,4.981566,5.453006,6.084696,5.592316,6.012482
S12776,6.36806,4.939242,5.488578,6.09849,5.618744,6.063506
S12779,6.589186,4.921226,5.53635,6.16155,5.630758,6.05996
S12781,6.474094,5.021302,5.43774,6.20464,5.659794,6.101462
S12785,6.631478,4.863898,5.548354,6.206298,5.635576,6.09717
S12790,6.570418,4.957602,5.48344,6.176102,5.64591,6.06945
S12794,6.502392,5.092964,5.631564,6.143992,5.603606,6.087586
S12796,6.398556,4.989626,5.497824,6.1165,5.566744,5.98208
S12798,6.731688,4.999352,5.67104,6.19945,5.6876,6.092058
S128,6.702958,4.869516,5.646696,6.240568,5.635642,6.09858
S1280,6.49377,5.06661,5.477146,6.248604,5.680722,6.162502
S12800,6.301668,5.068774,5.440478,6.071414,5.53356,6.01913
S12809,6.332062,5.111202,5.366456,6.007112,5.549916,6.037388
S12813,6.349656,5.026692,5.60876,6.10743,5.534002,5.984106
S12814,6.270922,5.049754,5.382882,5.965666,5.524976,5.919972
S12817,6.614972,4.980898,5.434624,6.124566,5.62485,6.08649
S12819,6.781858,4.989008,5.779344,6.272586,5.718486,6.181678
S1282,6.424014,4.922102,5.481528,6.126116,5.555816,5.970018
S12821,6.500976,4.929448,5.61749,6.137796,5.64445,6.06783
S12823,6.417302,4.970708,5.392444,6.070176,5.568194,5.976182
S12826,6.57231,4.942772,5.540144,6.269272,5.716256,6.168708
S12827,6.565542,5.04029,5.416872,6.272334,5.686744,6.23395
S1283,6.5658,5.048514,5.642762,6.240474,5.7348,6.19007
S12830,6.149656,4.965892,5.567428,5.890486,5.483346,5.956584
S12836,6.540632,4.93944,5.55113,6.216996,5.626794,6.178332
S12839,6.594014,5.046542,5.598374,6.195098,5.651622,6.082028
S12845,6.3255,4.959476,5.53049,6.057466,5.48454,5.942548
S12848,6.604138,4.952754,5.674366,6.219958,5.645464,6.100648
S12849,6.584744,5.024832,5.479504,6.16872,5.64525,6.058218
S12854,6.368266,5.026746,5.419498,6.160136,5.597054,6.12501
S12857,6.684214,5.047328,5.610448,6.20514,5.675692,6.116696
S12863,6.505438,4.983232,5.55714,6.125806,5.607558,6.084392
S12865,6.446064,5.035372,5.6862,6.159826,5.5897,6.017438
S12866,6.305478,5.061676,5.609066,6.053614,5.543396,6.054362
S12868,6.368772,5.011444,5.464386,5.99779,5.536796,5.970878
S12869,6.285072,5.133736,5.358624,6.015206,5.543514,5.916202
S12872,6.50196,4.949706,5.473432,6.165648,5.628306,6.138544
S12875,6.658834,4.93534,5.661328,6.32907,5.771976,6.242054
S12884,6.402968,5.168224,5.24171,6.099976,5.663468,6.062394
S12886,6.293032,5.119176,5.305404,6.07363,5.602966,5.99725
S12888,6.459468,5.033576,5.620162,6.139128,5.610216,5.99637
S12893,6.451652,4.978406,5.502456,6.085022,5.565894,6.02949
S12897,6.50032,5.020712,5.42054,6.081006,5.601818,5.978838
S1290,6.47064,4.995362,5.516808,6.153938,5.587646,6.078016
S12901,6.340556,5.0305,5.53057,6.09134,5.600144,6.05472
S12906,6.541104,5.017132,5.642878,6.158812,5.609066,6.03537
S1291,6.333532,5.098734,5.614932,6.155684,5.665758,6.042052
S12912,6.252204,5.129422,5.553004,5.981836,5.552838,5.94415
S12922,6.809036,4.943664,5.592242,6.195926,5.689488,6.108436
S12924,6.48281,5.039838,5.654054,6.17765,5.62046,6.101192
S12925,6.280446,5.095622,5.562414,6.055004,5.506154,6.014454
S12944,6.522856,4.980546,5.580074,6.108022,5.592766,6.046304
S12950,6.718532,4.985488,5.701484,6.297712,5.712248,6.178164
S12952,6.422524,5.002744,5.446842,6.12967,5.58293,6.050398
S12953,6.457958,5.100298,5.475464,6.132726,5.618278,6.02196
S1296,6.428904,5.023884,5.618748,6.177948,5.618376,6.073366
S12964,6.502658,4.992464,5.60531,6.201128,5.627522,6.18947
S12968,6.563366,4.93398,5.603882,6.170494,5.667056,6.104696
S12969,6.296022,5.00133,5.65059,6.075516,5.503246,5.935508
S12978,6.66215,4.89318,5.696306,6.271118,5.664138,6.141662
S12979,6.365042,4.910562,5.321644,6.120914,5.625614,5.981052
S12982,6.335182,5.09188,5.41754,6.090986,5.64952,5.995876
S12984,6.447912,4.98586,5.477312,6.09476,5.659138,6.130048
S12989,6.484142,4.911744,5.43803,6.197196,5.58952,6.081684
S12996,6.513256,4.974156,5.568758,6.126202,5.609154,6.050454
S13010,6.627276,4.894636,5.614112,6.275164,5.726218,6.153332
S13018,6.339028,5.071122,5.457166,6.043342,5.574836,6.008414
S13022,6.486422,4.931316,5.57326,6.180442,5.609218,6.05892
S13025,6.550568,4.951748,5.51332,6.143118,5.576984,6.046798
S13026,6.367522,5.028626,5.69414,6.089222,5.548718,5.98575
S13029,6.331308,5.144526,5.774118,6.148336,5.574432,6.01612
S13035,6.555072,4.986542,5.82166,6.19886,5.606008,6.102486
S13039,6.586616,4.991596,5.473306,6.213414,5.66964,6.154796
S13042,6.417136,5.001134,5.487862,6.011276,5.601588,5.978568
S13051,6.541808,5.079406,5.665666,6.204698,5.744144,6.164698
S13053,6.68058,5.003288,5.669754,6.31251,5.728092,6.191154
S13057,6.35342,5.036842,5.68894,6.11982,5.583362,6.004772
S1306,6.656094,4.969348,5.563276,6.316664,5.730072,6.195744
S13060,6.236032,5.046266,5.48623,6.038822,5.504344,6.002024
S13062,6.143052,5.17786,5.26868,5.877696,5.498246,5.881578
S13070,6.460856,5.104726,5.505178,6.212184,5.684122,6.122882
S13073,6.537924,5.032898,5.631896,6.18882,5.627152,6.143774
S1308,6.37932,4.976212,5.551988,6.099786,5.598214,6.050548
S13082,6.660982,4.840954,5.639972,6.286008,5.673692,6.21858
S13084,6.552836,5.019126,5.634626,6.25777,5.709092,6.11736
S13094,6.315892,5.066678,5.6419,6.070478,5.58436,5.92545
S13109,6.621708,4.865126,5.722028,6.359424,5.694742,6.13101
S13114,6.503784,4.935462,5.73218,6.195528,5.631358,6.113676
S13131,6.305444,5.173558,5.373564,6.01766,5.583826,5.91119
S13132,6.46627,5.051394,5.409348,6.171224,5.608372,6.064316
S13134,6.42865,5.052256,5.589152,6.082232,5.612144,6.092624
S13154,6.64251,4.947502,5.595712,6.204662,5.665428,6.117254
S13161,6.407812,4.887082,5.563122,6.139468,5.603284,6.1304
S13169,6.596944,4.992068,5.58563,6.176064,5.645564,6.13123
S1317,6.519232,5.188048,5.531386,6.287026,5.70335,6.168222
S13170,6.494988,4.911856,5.65515,6.140174,5.645008,6.120304
S13173,6.580388,4.973992,5.590984,6.266426,5.665598,6.13301
S13178,6.51531,5.094946,5.580514,6.186998,5.660992,6.0638
S13192,6.397848,4.972454,5.522556,6.116088,5.582502,6.064712
S13194,6.444456,4.908694,5.404896,6.11104,5.62922,6.037642
S13195,6.398158,5.045716,5.476432,6.062296,5.557102,5.993072
S132,6.420588,4.973126,5.496104,6.129614,5.627224,6.13961
S13203,6.34907,5.116608,5.42546,6.02559,5.534838,6.005428
S13216,6.640996,5.020724,5.429418,6.236668,5.69165,6.120506
S13217,6.610602,4.958104,5.683568,6.255938,5.700844,6.196552
S13219,6.341066,5.002636,5.482946,6.049754,5.576536,5.986016
S1322,6.421998,4.97122,5.381408,6.184246,5.65276,6.134082
S13227,6.440808,5.057454,5.484084,6.044116,5.592584,5.996336
S13231,6.533274,5.014074,5.608606,6.17775,5.57391,6.037842
S13234,6.393296,4.956156,5.49605,6.080278,5.611318,6.007958
S13243,6.74263,4.92193,5.49361,6.312922,5.700872,6.177208
S13248,6.501982,4.989406,5.644966,6.167918,5.589744,6.056666
S13253,6.329324,5.0504,5.603066,6.060566,5.533242,5.992452
S13272,6.270234,4.984894,5.49986,5.991252,5.560554,6.02637
S13275,6.476964,4.877678,5.556368,6.164504,5.602982,6.119786
S13278,6.268462,5.044472,5.29783,5.961912,5.465074,5.816478
S13283,6.484264,5.007622,5.533092,6.156488,5.60579,6.041316
S13289,6.59993,4.969322,5.854568,6.22926,5.629276,6.0749
S1329,6.584722,5.02045,5.662724,6.150978,5.67565,6.034634
S13291,6.4547,5.107684,5.409498,6.097104,5.65476,6.061852
S13293,6.527342,5.06734,5.57655,6.092644,5.608132,5.992046
S13296,6.655476,4.900018,5.753206,6.34754,5.730982,6.315318
S13299,6.38413,5.06934,5.588268,6.032138,5.602016,6.01129
S1330,6.277446,5.10381,5.328228,5.958716,5.500476,5.915976
S13300,6.543116,5.027568,5.652912,6.095478,5.654058,6.012194
S13305,6.486228,4.926198,5.783592,6.323604,5.646184,6.22742
S1331,6.545474,4.923232,5.532964,6.119356,5.588204,6.04702
S13310,6.509394,5.069738,5.5297,6.257094,5.626808,6.117614
S13311,6.440286,5.030598,5.49558,6.136912,5.667646,6.034372
S13324,6.371326,5.03943,5.436388,6.049744,5.565382,5.97997
S13326,6.315668,5.10954,5.858172,6.1879,5.56242,6.01144
S13329,6.331826,5.039298,5.474472,6.062128,5.544186,5.944736
S13331,6.512246,4.939472,5.472028,6.09237,5.558516,5.930074
S13336,6.603284,5.005542,5.496878,6.256742,5.665072,6.249872
S13339,6.44039,5.05433,5.501668,6.08823,5.573424,6.038406
S13341,6.15508,5.082102,5.271066,6.013344,5.542484,5.893722
S13345,6.5335,4.923876,5.500054,6.189752,5.619252,6.060562
S13346,6.538528,4.921822,5.384566,6.148646,5.6261,6.09386
S13349,6.418136,5.0688,5.633852,6.123798,5.571412,6.020044
S1335,6.506924,4.923788,5.539456,6.117836,5.587182,6.036424
S13352,6.485428,4.949476,5.545674,6.12445,5.615408,6.06503
S13354,6.414758,4.957032,5.334566,6.123004,5.629604,6.088662
S13357,6.407388,5.057842,5.40779,6.114722,5.62959,6.095442
S13367,6.53208,4.98966,5.420448,6.171566,5.610722,6.086002
S13369,6.338704,5.04947,5.530518,6.08169,5.55426,5.968422
S13370,6.51169,4.930174,5.56147,6.144078,5.62221,6.038018
S13374,6.471654,5.035492,5.594296,6.068162,5.635466,6.02705
S13378,6.625736,5.061132,5.708258,6.311198,5.712804,6.219096
S13382,6.222958,5.163632,5.359982,5.931634,5.532116,5.929868
S13389,6.28667,5.085746,5.371736,5.986012,5.509914,5.94922
S13391,6.680782,4.846416,5.511024,6.223194,5.699976,6.18636
S13396,6.245004,5.00864,5.38267,6.042014,5.524698,5.91485
S13398,6.416404,4.97343,5.477078,6.156424,5.58905,6.018406
S13403,6.41979,5.03441,5.520478,6.200424,5.687486,6.101388
S13405,6.315482,4.962936,5.423716,6.141936,5.646666,6.03911
S13407,6.680066,5.004816,5.623872,6.311098,5.728808,6.258994
S1341,6.360092,4.994534,5.447364,6.106642,5.580226,6.06586
S13415,6.440344,5.023854,5.417306,6.069374,5.589174,6.05571
S13416,6.610044,4.847588,5.618746,6.159818,5.640536,6.080058
S13420,6.67154,4.941724,5.75311,6.370886,5.76955,6.219224
S13425,6.471548,4.924766,5.486076,6.13379,5.560984,6.066058
S13433,6.598052,4.899224,5.607504,6.181704,5.655614,6.089188
S13442,6.437418,4.997808,5.553214,6.108698,5.541902,6.019052
S13444,6.25724,5.098902,5.440584,6.06233,5.542818,6.011638
S13445,6.461728,4.9882,5.76926,6.247158,5.637002,6.087384
S13454,6.40747,4.966042,5.582482,6.195008,5.610728,6.103536
S13457,6.45763,4.91299,5.604108,6.16254,5.608576,6.044556
S13461,6.504168,5.049756,5.560556,6.173518,5.627176,6.026808
S13471,6.372858,4.953598,5.504068,6.128978,5.594148,6.04506
S13472,6.63044,4.934584,5.629396,6.278132,5.680874,6.144504
S13476,6.307368,5.079808,5.596154,6.066028,5.529238,5.992312
S13478,6.448928,5.124668,5.449946,6.136396,5.673354,6.081126
S1348,6.445748,4.943306,5.697106,6.129426,5.598948,6.098008
S13486,6.503698,4.941796,5.446644,6.113818,5.579112,6.043768
