ID,B cells naive,B cells memory,Monocytes,NK cells resting,NK cells activated,Neutrophils,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells CD8,Macrophages M0,Macrophages M1,Macrophages M2,Mast cells resting,Mast cells activated,Plasma cells,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,Dendritic cells resting,Dendritic cells activated,Eosinophils
S12282,6.42518387097,6.06803846154,7.33786923077,6.876385,6.90684,8.36358571429,6.32317727273,7.08563846154,4.94658461538,6.1465,6.51837333333,5.85018823529,6.14574782609,5.79656,5.12102380952,5.89842758621,5.9368,5.94708787879,5.995,5.494445,5.777505,6.32482121212
S12285,6.38226774194,6.20308461538,7.34693076923,6.89599,7.05947,8.30210952381,6.50157727273,7.41754615385,4.90598461538,6.39803333333,6.42878,6.0692,6.10224782609,5.80568,5.09335714286,5.95565862069,6.15950416667,6.1086030303,6.07215714286,5.441425,5.973825,6.33190606061
S12291,6.64916774194,6.38543076923,7.30213076923,6.816115,6.913135,8.60441428571,6.45043636364,7.44371538462,5.10811538462,6.62481666667,6.40862666667,6.01101176471,6.12886956522,6.030525,5.08325238095,6.13934827586,6.07185,6.04848484848,6.11414285714,5.50097,6.101535,6.48413030303
S12294,6.37731290323,6.31206923077,7.46223846154,7.055805,7.088385,8.61632857143,6.4145,7.28812307692,4.92706153846,6.38875,6.62406666667,5.97550882353,6.18275652174,5.933305,5.1697,5.93685862069,5.9917,6.08153636364,6.23575714286,5.43485,5.799075,6.42032727273
S12308,6.15752258065,6.22025384615,7.55321538462,7.14495,7.130335,8.41709761905,6.26931818182,7.09198461538,5.02013076923,6.45395,6.26842666667,6.0909,6.03055217391,5.93384,5.1305,5.91292758621,6.03405,5.97603333333,6.10547142857,5.40538,6.034775,6.17607878788
S12335,6.09295483871,6.29588461538,7.52596153846,7.13233,7.050445,8.2735,6.40951363636,7.18542307692,4.87817692308,6.40351666667,6.43454,5.90572352941,6.28054782609,6.07212,5.15454285714,6.07776896552,6.02462083333,6.03769090909,6.0163,5.616775,5.870015,6.31685151515
S12344,6.57933225806,6.53673846154,7.52476923077,7.10109,7.184535,8.44303095238,6.49076818182,7.61402307692,5.06447692308,6.47606666667,6.41127333333,6.00751176471,6.29772173913,5.86095,5.32071904762,6.27882413793,6.2738875,6.13225454545,6.42977857143,5.68014,6.086785,6.85371515152
S12347,6.36921612903,6.13801538462,7.30351538462,6.941555,6.99543,8.32225952381,6.16988181818,7.18073076923,4.78754615385,6.08213333333,6.35606666667,5.84370294118,6.14413043478,5.91934,5.18627619048,5.98870689655,5.85289583333,5.91971515152,5.92217857143,5.377045,5.80224,6.5679
S12348,6.38052903226,6.32955384615,7.25884615385,6.960435,7.065135,8.2299047619,6.41920454545,7.25730769231,4.88768461538,6.49263333333,6.48416,5.76800882353,5.98964347826,5.848105,5.05402857143,6.02151034483,6.10153333333,5.96751212121,6.14152142857,5.379635,5.76524,6.42803030303
S12354,6.68547741935,6.55986153846,7.09125384615,6.855925,7.174355,8.08571904762,6.75275909091,7.5803,5.24606923077,7.1981,6.30024,5.89571176471,5.92949565217,5.92119,5.1505952381,6.06303793103,6.30090416667,6.03766363636,6.31722857143,5.58216,5.796145,6.01735757576
S1236,6.33532903226,6.15673846154,7.3254,6.92352,7.13805,8.6078047619,6.46717272727,7.26562307692,5.02336153846,6.2875,6.53807333333,5.75955,5.98230434783,5.736035,4.97428095238,6.02387586207,6.0759375,5.96777272727,6.07432857143,5.37927,5.76875,6.18404848485
S12365,6.27137741935,6.18813076923,7.33168461538,6.759655,6.87917,8.08814285714,6.42360454545,7.19897692308,4.9186,6.43168333333,6.44540666667,5.73947647059,6.05224782609,5.755475,5.00449047619,5.92295862069,6.08199583333,5.99449090909,6.0496,5.5329,5.76002,6.14522121212
S12366,6.44600967742,6.14777692308,7.46728461538,6.78186,6.85954,8.81291428571,6.39608636364,7.23519230769,4.80379230769,6.38426666667,6.50814,5.83047352941,6.20615652174,5.76181,5.047,5.98049655172,5.96724166667,5.94837878788,5.8137,5.45328,5.744375,6.35671212121
S12374,6.47678709677,6.41937692308,7.42816153846,6.79626,6.81346,8.71653333333,6.45533181818,7.39093846154,4.87162307692,6.38665,6.5256,5.89513529412,6.14385217391,5.542335,4.89547619048,6.08907586207,6.0425125,5.95576666667,5.97766428571,5.3998,5.86979,6.30488484848
S12385,6.4044,6.21763846154,7.59192307692,6.923325,7.196145,8.73836666667,6.66022727273,7.60127692308,4.92716923077,6.69166666667,6.47830666667,5.88009411765,6.18814347826,5.838345,5.02963333333,6.09251724138,6.26570416667,6.09522424242,6.17539285714,5.60719,5.77981,6.19289393939
S1239,6.24538709677,6.45216923077,7.61712307692,7.158015,6.91178,8.48403571429,6.22061363636,7.02881538462,4.93834615385,6.40413333333,6.32569333333,6.0241,6.20216086957,5.99805,5.01702857143,5.95300344828,5.96708333333,6.00782121212,6.08108571429,5.646905,6.01987,6.53707575758
S12391,6.38967096774,6.22590769231,7.33559230769,7.00714,7.215835,8.50660238095,6.45143181818,7.33894615385,4.91506923077,6.4441,6.55803333333,5.84513823529,6.11377391304,5.82725,5.06766190476,5.96833103448,6.091075,6.02745454545,6.36942857143,5.42967,5.869815,6.25603333333
S12394,6.37038387097,6.11788461538,7.38582307692,6.71582,6.80744,8.61393809524,6.51662727273,7.26116923077,4.80079230769,6.61658333333,6.45702666667,5.90858823529,6.0318,5.690855,4.99337142857,5.9137862069,5.99900416667,6.07163030303,5.96731428571,5.360915,5.598525,6.28738484848
S12406,6.51123548387,6.30190769231,7.57333846154,7.00379,7.075105,8.65794761905,6.39686818182,7.24503076923,4.88026923077,6.43685,6.48414666667,5.91277352941,6.22786956522,6.070745,5.13503809524,6.07783448276,6.08206666667,6.09393333333,6.14881428571,5.65035,5.91051,6.56209393939
S1241,6.17505483871,6.01284615385,7.5016,7.03937,6.830325,8.45712619048,6.18925909091,6.91448461538,4.93107692308,6.27101666667,6.61648,5.8854,6.08023043478,6.02592,5.18146190476,6.05782068966,5.90912916667,6.07306969697,6.13823571429,5.41892,5.83788,6.52005454545
S12410,6.2275,6.05606923077,6.96598461538,6.951175,7.03914,8.01440714286,6.47207727273,7.04236923077,5.0007,6.55086666667,6.23185333333,5.82983529412,5.90760434783,5.83826,5.00424285714,5.86526896552,6.0326625,6.00538787879,6.00059285714,5.47442,5.689585,6.16041515152
S12417,6.20600645161,6.11558461538,7.40476153846,6.801505,6.799505,8.64834761905,6.31378636364,7.21403076923,4.80570769231,6.33098333333,6.57375333333,5.90508529412,6.0383826087,5.814185,5.11226190476,5.93918965517,5.97100416667,5.97876060606,6.00872142857,5.442915,5.82035,6.28699393939
S12419,6.40599677419,6.3792,7.78988461538,7.431355,7.38215,8.77518571429,6.30495909091,7.1207,4.89966153846,6.73381666667,6.62129333333,5.94120882353,6.28224782609,5.97011,5.11612857143,6.21383448276,6.16304166667,6.05562424242,6.15279285714,5.662785,5.898505,6.64323636364
S12428,6.03513225806,6.08423846154,7.27353076923,7.10616,7.13103,8.26070238095,6.35489545455,7.06122307692,4.95403076923,6.43361666667,6.25374,5.86856764706,6.04737826087,5.64682,4.93252380952,5.8779137931,5.99485833333,5.97645151515,6.03728571429,5.413115,5.722275,6.16813333333
S12431,6.54414516129,6.26375384615,7.4357,6.68897,6.84085,8.76618809524,6.42577727273,7.65388461538,4.9135,6.68591666667,6.37325333333,5.92906176471,6.16776521739,5.694435,5.05559047619,5.97752413793,6.11798333333,5.96548787879,6.09502857143,5.46891,5.82283,6.3642
S12432,6.35241290323,6.20201538462,7.48336923077,7.153175,7.461785,8.32221666667,6.58079090909,7.46451538462,4.90641538462,7.09486666667,6.39427333333,5.80404411765,6.0075173913,5.691575,4.87575238095,6.14847931034,6.12153333333,5.97788484848,6.18425,5.485535,5.794015,6.29229090909
S12436,6.44322258065,6.34791538462,7.42963076923,7.04941,7.22459,8.42125238095,6.24934090909,7.12636153846,4.90293846154,6.48155,6.50790666667,5.9336,6.07557391304,5.791785,5.14478095238,6.08251724138,6.0143375,6.01976666667,6.25336428571,5.305295,6.025045,6.32665151515
S12437,6.29262580645,6.44746153846,7.55216923077,6.998865,6.947515,8.70889761905,6.43445909091,7.32767692308,5.07881538462,6.83733333333,6.48080666667,6.14046176471,6.15593913043,5.997845,5.06006666667,6.00942068966,6.11412083333,6.09233030303,6.25102142857,5.48276,5.933825,6.27793636364
S12439,6.03633225806,6.11693846154,7.49123846154,7.100785,7.24258,8.48123809524,6.50828181818,7.094,4.93324615385,6.58745,6.33466666667,5.91902647059,6.24216521739,5.676965,4.98423333333,5.88119310345,6.1235,6.01858484848,6.01355714286,5.626525,5.625425,6.3613
S12440,6.43428064516,6.13223846154,7.20248461538,6.642315,6.847245,8.37394047619,6.45083636364,7.35604615385,4.97827692308,6.515,6.46154666667,5.81952647059,5.99383043478,5.611775,5.04266190476,5.9061,6.09711666667,5.99320909091,6.01601428571,5.452445,5.731615,6.18582121212
S12441,6.08379677419,6.29706923077,7.49409230769,6.993695,7.166075,8.51034047619,6.06378636364,6.85934615385,4.85490769231,6.62898333333,6.48404666667,6.23951176471,6.1693826087,5.9758,5.1734047619,5.92014827586,5.95640416667,5.95872424242,6.11564285714,5.437265,6.1289,6.31420606061
S12447,6.55491612903,6.36086923077,7.43695384615,6.7404,6.915215,8.67903095238,6.59322727273,7.40593846154,5.00476153846,6.5145,6.6205,6.03421470588,6.09075217391,5.7763,5.17010952381,6.03414137931,6.159125,6.12923333333,6.18732142857,5.434935,5.727435,6.32778787879
S12450,5.80883548387,6.08770769231,7.48841538462,7.08254,7.021135,8.75226190476,6.18861818182,6.87313846154,4.97731538462,6.38935,6.38578666667,5.88891764706,6.07710434783,5.880265,5.25668095238,5.88042068966,5.85685833333,5.88923939394,6.11012142857,5.527365,6.00495,6.35720909091
S12452,6.33646129032,6.27967692308,7.25312307692,6.6935,6.790425,8.17686904762,6.46830454545,7.5657,4.87266153846,6.50058333333,6.40020666667,5.89388823529,6.10910869565,5.920355,5.08066190476,6.01931724138,6.0632375,5.97487878788,6.07684285714,5.426685,5.85564,6.36405151515
S1246,6.40963548387,6.20733076923,7.35773076923,7.30083,7.24929,8.3747047619,6.37007727273,7.30287692308,4.93785384615,6.38883333333,6.57518666667,5.87877352941,6.12305652174,6.189965,5.08989047619,6.0342,6.07011666667,6.03314848485,6.28115714286,5.597835,5.889575,6.38798484848
S12463,6.44567096774,6.3098,7.21533846154,6.936925,7.05688,8.23748095238,6.28984545455,7.1673,4.82217692308,6.52665,6.45325333333,5.81107941176,6.08585652174,5.83102,5.17136666667,6.07207586207,5.99765833333,5.93503939394,6.10134285714,5.469755,5.878265,6.43631212121
S12464,6.684,6.40944615385,7.04461538462,6.818935,7.138305,7.96846428571,6.6588,7.51122307692,4.96910769231,6.71023333333,6.31413333333,5.80071470588,5.92693913043,5.711675,5.0550952381,6.22990689655,6.35079166667,6.0047969697,6.0496,5.4533,5.71581,6.10571212121
S12488,6.64724193548,6.25840769231,6.97113076923,6.551905,6.699065,7.56960238095,6.51875454545,7.56988461538,5.02024615385,6.42906666667,6.21988,5.78450294118,5.90525652174,5.683655,4.90892857143,6.05062413793,6.1105,6.01584242424,5.94938571429,5.44152,5.808745,5.91908484848
S12489,6.31310645161,6.20120769231,7.34872307692,7.03375,7.00105,8.55495,6.40330909091,7.08111538462,4.85038461538,6.3238,6.44264666667,5.9187,6.00852173913,6.057615,5.10062857143,5.89974137931,5.95539583333,6.06530606061,5.82485,5.34759,5.68479,6.25114242424
S12496,6.43476451613,6.30996153846,7.29012307692,6.9601,6.753,8.00779285714,6.42863181818,7.24454615385,4.9455,6.58726666667,6.54074666667,5.81889705882,6.11453043478,5.850515,5.14927619048,6.05843448276,6.27072083333,6.08316060606,6.20612857143,5.608325,5.72252,6.43314242424
S12500,6.12087419355,6.25826153846,7.37235384615,6.82178,7.088265,8.49680238095,6.3242,7.21594615385,4.98703846154,6.44086666667,6.41776666667,6.02447647059,6.0800826087,5.73799,5.11884761905,6.00185862069,5.92245416667,5.88516363636,6.13121428571,5.41333,5.976755,6.37438484848
S12501,6.22983870968,6.34813076923,7.1803,7.21276,7.36552,8.26142619048,6.46028181818,7.32673846154,4.97210769231,6.5038,6.42782,5.94952058824,6.10963913043,5.93837,5.22168571429,5.99835862069,6.06335833333,6.11833333333,6.39886428571,5.437535,5.965825,6.53562727273
S1251,6.37512903226,6.46838461538,7.47786923077,7.03419,7.01834,8.29815952381,6.34641363636,7.13542307692,4.81769230769,6.42821666667,6.42552,5.83275,6.08467391304,5.896065,4.98908095238,5.97124482759,6.02215416667,6.00638787879,6.05627857143,5.493,5.77773,6.21449393939
S12516,6.76387741935,6.47255384615,7.62537692308,7.31838,7.404495,8.43269761905,6.70250454545,7.72522307692,4.93017692308,7.05498333333,6.41203333333,6.06099411765,6.29086956522,6.10729,5.1682,6.36932758621,6.43469166667,6.25651818182,6.22067142857,5.71193,5.870915,6.69873939394
S1252,6.51030645161,6.42731538462,7.49791538462,7.10386,7.137445,8.40830714286,6.36020454545,7.10625384615,4.94504615385,6.33491666667,6.60155333333,5.87087352941,6.08130434783,5.922595,5.04734285714,5.95105862069,6.00647916667,6.02967575758,6.18112857143,5.446845,5.773825,6.26125757576
S12524,6.1512483871,6.25429230769,7.59285384615,7.0901,7.060265,8.65632857143,6.29611363636,7.13844615385,5.06193076923,6.4104,6.56718,5.867,6.09156956522,5.98507,5.21395238095,6.11832758621,5.99319583333,5.9556030303,6.22374285714,5.45428,5.87786,6.54104848485
S12527,6.08212580645,6.0614,7.2809,6.81863,6.786335,8.27504047619,6.36253181818,7.1706,4.98061538462,6.29275,6.4932,5.81117058824,6.11692608696,5.83936,5.10324761905,5.91055517241,5.88668333333,6.00752727273,5.98785714286,5.63888,5.831365,6.37973939394
S12535,6.27589677419,6.22097692308,7.73524615385,6.95336,6.895835,9.07639047619,6.47679545455,7.17341538462,4.91103076923,6.62541666667,6.70688666667,5.95876176471,6.24510434783,5.904605,5.18698571429,6.0115,6.20793333333,6.21116666667,6.02698571429,5.624905,5.660485,6.20688181818
S12540,6.37906129032,6.11070769231,7.31217692308,6.794715,6.81732,8.66374285714,6.37202727273,7.3216,5.02218461538,6.37008333333,6.54998666667,5.94800294118,6.03986086957,6.062535,5.1552,5.9692862069,5.98264166667,5.97901515152,6.06857142857,5.391935,5.870925,6.35448484848
S12548,6.46456451613,6.25604615385,7.39065384615,7.03808,7.281225,8.36416666667,6.32677727273,7.34015384615,4.93145384615,6.39291666667,6.61985333333,5.99945,6.18054782609,6.02255,5.08717619048,6.02087586207,6.06945,5.95661515152,6.16754285714,5.645745,6.028575,6.33191212121
S12556,6.1884516129,6.23706153846,7.69718461538,6.860785,6.903805,8.6502,6.46101818182,7.38640769231,4.93275384615,6.55783333333,6.49865333333,5.89479411765,6.18506956522,5.8941,5.28141428571,5.9232862069,6.02188333333,5.97606363636,6.01525714286,5.51026,5.719785,6.86551515152
S12563,6.28528064516,6.04904615385,7.50206153846,7.048905,7.17743,8.6106547619,6.35019090909,7.19708461538,4.83937692308,6.59701666667,6.45180666667,5.93245882353,6.19761304348,5.909565,5.02584761905,5.95656551724,6.05982916667,6.03313939394,6.07097857143,5.418505,5.739285,6.28890606061
S12568,7.89587419355,7.26382307692,7.16729230769,6.621485,6.372375,7.87638333333,6.12061818182,6.87369230769,4.80465384615,5.93046666667,6.05811333333,5.94672647059,5.99009565217,5.420805,4.85584285714,6.49842413793,5.985825,6.13726666667,5.67442857143,5.49756,5.90916,5.98755454545
S12569,6.33734516129,6.09241538462,7.22812307692,6.636215,6.81539,8.25268809524,6.54063181818,7.56133846154,4.96964615385,6.49061666667,6.47432,5.83897352941,6.09363478261,5.826765,4.98001904762,6.02237586207,6.06794583333,5.99260606061,6.08827142857,5.42258,5.855885,6.38137272727
S12570,6.16966774194,6.31569230769,7.65023076923,7.039,7.180495,8.56542619048,6.35426818182,7.19568461538,4.91510769231,6.6195,6.59758666667,5.96448529412,6.12322608696,5.890575,5.1203952381,5.9832137931,6.03565833333,5.88987575758,6.11643571429,5.44958,5.852485,6.48938181818
S12577,6.38954193548,6.244,7.44393076923,7.097245,7.152805,8.65075952381,6.29207272727,7.15716923077,4.92619230769,6.27281666667,6.56336,5.94607941176,6.1703173913,6.00041,5.14375238095,5.99267931034,6.06357083333,5.99868181818,6.19915714286,5.540815,5.71892,6.52489090909
S12582,6.24671290323,6.15353846154,7.76330769231,6.82555,6.69223,8.51668095238,6.24850454545,6.94663846154,4.85926923077,6.19373333333,6.44148,5.88930882353,6.2144,5.844995,5.10267619048,5.86811724138,5.9043375,5.82254848485,5.88151428571,5.642385,5.80594,6.34072121212
S12583,6.39128387097,6.39036923077,7.43493846154,7.190345,7.433445,8.64095952381,6.45151818182,7.30688461538,5.00016923077,6.59988333333,6.62707333333,5.85829705882,6.18096086957,5.89552,5.099,6.07875172414,6.07615416667,6.01707878788,6.34000714286,5.5813,5.842165,6.34269090909
S12585,6.5335516129,6.15756923077,7.09474615385,6.61312,6.528255,8.29053809524,6.52670909091,7.35387692308,4.89597692308,6.50463333333,6.29278,5.77094117647,5.9104826087,5.59451,4.85903333333,6.03387241379,6.12699166667,5.97227272727,5.92941428571,5.33156,5.683355,6.13484545455
S12590,6.48501612903,6.23268461538,7.01321538462,6.712805,6.61559,8.00591190476,6.20932727273,7.07272307692,5.14792307692,6.3768,6.58449333333,5.69403529412,6.00646521739,5.748495,5.04833809524,6.03955172414,6.06489583333,5.9566969697,6.08997857143,5.4065,5.795785,6.19132424242
S12596,6.22635806452,6.194,7.40826923077,7.077765,7.335655,8.4355047619,6.50805909091,7.24493076923,4.99456153846,6.61395,6.49378666667,5.94262058824,6.09694782609,5.94834,5.16410952381,5.91492758621,6.14225416667,6.04356363636,6.12650714286,5.514865,5.727105,6.30014545455
S12597,6.33544193548,6.21146923077,7.45692307692,6.889585,6.96165,8.4929452381,6.32571363636,7.28854615385,4.94411538462,6.24223333333,6.48552,5.96434705882,6.09679130435,5.95835,5.0870047619,5.98895862069,5.95944583333,5.96734848485,6.14122857143,5.445275,5.88041,6.5627
S12604,6.41251290323,6.26186923077,7.29614615385,6.6767,6.922345,8.3607547619,6.6624,7.48183076923,4.97857692308,6.63585,6.3932,5.78884705882,6.05596521739,5.67961,4.9112952381,6.02849310345,6.19958333333,6.0345,5.9847,5.517105,5.639945,6.14750606061
S12605,6.38008064516,6.19440769231,7.27581538462,6.75529,7.068665,8.22267857143,6.35757272727,7.16359230769,4.94030769231,6.43033333333,6.28674666667,5.90699117647,6.02786956522,5.608535,5.06494285714,5.95010344828,5.96685833333,5.99362424242,6.05578571429,5.44333,5.856935,6.26828484848
S12608,6.15983225806,6.13103076923,7.30973076923,6.939355,6.98421,8.19955238095,6.38259545455,7.1414,4.9126,6.44993333333,6.39401333333,5.85198529412,6.0526,5.97072,4.97364285714,5.9498862069,5.97322083333,6.04335151515,6.07306428571,5.45304,5.853965,6.10909393939
S12617,6.31440645161,6.25092307692,7.41206153846,7.301785,7.530175,8.35672380952,6.27357272727,7.31939230769,5.05324615385,6.49968333333,6.48506,5.82464117647,6.13655652174,6.022105,5.27495238095,6.11509655172,6.15841666667,6.0276969697,6.5454,5.496445,5.86671,6.69149393939
S12618,6.38112258065,6.3505,7.20371538462,7.18412,6.945625,8.0398452381,6.25316363636,7.10576923077,4.97036923077,6.55825,6.47669333333,5.77817352941,6.07308695652,5.809775,5.17542857143,6.08362068966,6.11538333333,6.02054242424,6.27027857143,5.578825,5.80522,6.45585151515
S12624,6.2911516129,6.08590769231,7.21929230769,6.831585,7.04725,8.3838,6.49605909091,7.36577692308,4.93941538462,6.56615,6.45730666667,5.82822352941,5.96444782609,5.75018,4.9826047619,5.84855517241,6.07436666667,6.03785757576,6.13429285714,5.416075,5.77935,6.26073939394
S12628,6.48972903226,6.15255384615,7.0967,6.85998,7.21651,8.16642142857,6.28254545455,7.16672307692,4.90803846154,6.1591,6.42483333333,5.80282058824,6.03315652174,5.54267,5.00295714286,5.94796896552,5.947275,6.04908787879,6.05660714286,5.46902,5.591725,6.00929090909
S12637,6.24545483871,6.22276923077,7.32498461538,6.96988,7.19083,8.32034761905,6.30969545455,7.26687692308,4.90863846154,6.38526666667,6.40176666667,5.79852352941,6.05956086957,5.845645,5.02015238095,5.94656551724,6.06955416667,6.01267575758,6.27372857143,5.46128,5.811925,6.22152727273
S12655,6.20996451613,6.15591538462,7.27556923077,6.899315,6.922925,8.32449047619,6.59865454545,7.49562307692,4.92137692308,6.76705,6.48298,5.8893,6.02599565217,5.698975,5.04897142857,6.01100344828,6.211675,6.07804545455,6.07117142857,5.500355,5.74421,6.31772727273
S12658,6.45519677419,6.37476153846,7.54170769231,7.066015,7.08691,8.88836904762,6.47392727273,7.22879230769,4.93730769231,6.57195,6.69144666667,5.95174411765,6.25855652174,6.244205,5.11461904762,6.00289310345,6.128,6.04803939394,6.0295,5.533975,5.69629,6.16306363636
S1266,6.58002258065,6.14841538462,7.15963846154,7.09236,7.204815,8.26837857143,6.46971818182,7.54167692308,5.18685384615,6.73826666667,6.33425333333,6.06806176471,6.0331826087,5.698435,5.10786190476,6.02887931034,6.19292083333,6.01324545455,6.33678571429,5.45104,5.735105,6.58055151515
S12665,6.45384516129,6.46064615385,7.02343076923,6.891085,7.50412,8.33304285714,6.71130909091,7.59895384615,5.12304615385,6.88338333333,6.41983333333,5.96629117647,6.02137826087,5.761005,5.26605714286,5.98568275862,6.3048,5.98099090909,6.45595714286,5.66331,5.909835,6.22890909091
S12666,6.48170967742,6.17705384615,7.29863076923,6.993575,7.044305,8.36868333333,6.17611818182,7.24047692308,4.85219230769,6.38438333333,6.36952666667,5.84447352941,6.1377826087,6.07235,5.02988571429,6.1550862069,6.1399,6.03788787879,6.00179285714,5.397225,5.97488,6.47623939394
S12667,6.32324193548,6.12983846154,7.20593076923,7.034315,7.159785,8.25550714286,6.44231363636,7.43355384615,5.00513076923,6.6196,6.36748,5.8115,6.08042173913,5.96391,5.07343809524,5.99727241379,6.1153875,5.9743,6.18634285714,5.492145,5.78308,6.46172727273
S12675,6.50126774194,6.27425384615,7.1075,6.742725,6.9239,8.14124047619,6.70739545455,7.68653846154,5.04409230769,6.88931666667,6.16264,5.89588823529,5.9559,5.6171,5.03336190476,6.14007931034,6.41470833333,6.12106363636,6.08384285714,5.522225,5.882955,6.31335454545
S12682,6.19071290323,6.24982307692,7.28055384615,6.76274,6.784945,8.38286904762,6.30986818182,7.2751,4.82637692308,6.27143333333,6.45341333333,5.98164705882,6.09593478261,5.803225,5.03928095238,5.98421034483,5.9241625,5.93020909091,5.8829,5.4488,6.010075,6.31235151515
S12691,6.20920645161,6.04996153846,7.35568461538,6.661325,6.74136,8.4772047619,6.27572727273,7.17430769231,4.91506153846,6.1678,6.43229333333,5.85712941176,6.06260434783,5.740705,4.92573333333,5.95513448276,5.9229375,5.96590606061,6.04053571429,5.42504,5.755725,6.11177272727
S12704,6.39698387097,6.38590769231,7.5569,7.10516,7.30005,8.6312452381,6.57277727273,7.28091538462,4.87933076923,6.69011666667,6.39834666667,6.07115,6.06698695652,5.773915,4.93728095238,5.99009310345,6.21214583333,6.04827272727,6.19087142857,5.590935,5.80506,6.41704545455
S12706,6.32638709677,6.04836153846,7.08084615385,6.844635,6.901095,8.08238333333,6.32477727273,7.16043076923,5.06722307692,6.29045,6.30722,5.81030588235,5.99169565217,5.7433,5.04222857143,6.03916206897,5.96156666667,6.05809090909,6.18931428571,5.28617,5.7425,6.1320030303
S12707,6.64357096774,6.26193076923,7.53644615385,7.190255,7.23697,8.56856428571,6.33255909091,7.44734615385,5.02145384615,6.55693333333,6.48354,5.96614411765,6.30256521739,6.122925,5.25678095238,6.11588965517,6.1608125,6.02233939394,6.39178571429,5.645515,6.118195,6.62148484848
S12721,6.48076774194,6.35228461538,7.0888,7.249745,7.723815,8.27963095238,6.42018636364,7.39836153846,5.0111,6.62128333333,6.34022,5.86767352941,6.02994782609,5.70161,5.11259047619,6.01699310345,6.14415,6.09813939394,6.43899285714,5.512815,5.764975,6.47492727273
S12722,5.98907741935,5.91222307692,7.50886923077,6.985345,7.070695,8.40076904762,6.48389545455,7.19670769231,4.89636153846,6.4494,6.33464666667,5.92994705882,6.10626086957,5.7794,5.04987142857,5.88037241379,5.98499583333,6.01376969697,5.98199285714,5.44337,5.81621,6.4463030303
S12731,6.07750967742,6.08382307692,7.29984615385,6.85321,6.65764,8.36068333333,6.13817272727,6.67720769231,4.99557692308,5.95916666667,6.51160666667,5.85928529412,6.11041304348,5.915375,5.24734761905,5.97154137931,5.72788333333,5.9829969697,5.88612857143,5.479155,5.867655,6.23588484848
S12734,6.59368064516,6.26698461538,7.13220769231,6.7252,6.89987,7.86297857143,6.45328181818,7.42011538462,4.94055384615,6.54368333333,6.26338,5.87179705882,6.01042173913,5.69481,4.94418095238,5.9869862069,6.1108375,6.06262424242,6.2376,5.586175,5.799185,6.42171212121
S12735,6.19930645161,6.21033846154,7.47553846154,6.92814,6.723245,8.12156428571,6.12899090909,6.98366923077,4.84563846154,6.38898333333,6.36868666667,5.82241764706,6.11769565217,5.790775,5.1265047619,6.03422068966,5.90486666667,5.84917878788,6.13243571429,5.42529,5.91276,6.44743333333
S12736,6.59870322581,6.22691538462,7.73077692308,6.95004,6.89536,8.78743333333,6.40272727273,7.20059230769,4.84683846154,6.3008,6.75009333333,5.94024705882,6.3055826087,5.97996,5.16336190476,6.01411724138,6.10186666667,6.05192424242,6.08286428571,5.63618,5.78419,6.34925757576
S12742,6.32940645161,5.92480769231,7.48929230769,7.17412,7.3177,8.75327619048,6.36116363636,7.24465384615,4.75116153846,6.55053333333,6.43577333333,5.78372058824,6.07617826087,5.80055,4.93611428571,5.80482758621,5.95895,6.03657272727,6.02690714286,5.330135,5.66051,6.1833
S12754,6.38541612903,6.21942307692,7.02486153846,6.799745,6.88096,8.32878809524,6.40153181818,7.35943076923,4.97229230769,6.48655,6.45304,5.97735,6.02532173913,5.641365,5.00808571429,5.8828862069,5.9275375,6.05953939394,6.00914285714,5.380295,5.88273,6.19069393939
S12760,6.1788516129,6.05223076923,6.99665384615,6.84191,6.841185,8.15919285714,6.36257272727,7.07403846154,4.99483076923,6.54151666667,6.27108666667,5.79848529412,5.93840869565,5.8648,5.02447142857,5.8837,6.04805,6.02796060606,6.08185,5.322105,5.676245,6.12348484848
S12773,6.22276129032,6.18433076923,7.44071538462,6.914305,7.228715,8.17449047619,6.30690454545,7.01523076923,4.78003846154,6.17426666667,6.52450666667,5.86092352941,6.10666086957,5.8905,5.02595238095,5.96816551724,5.8957625,6.09468787879,6.08264285714,5.557405,5.858145,6.22264848485
S12775,6.44425806452,6.16925384615,7.27303076923,6.67604,6.825085,8.43364761905,6.51249545455,7.48620769231,4.92331538462,6.47521666667,6.50272666667,5.83827647059,5.98180869565,5.674425,4.93226666667,5.96828275862,6.1434125,6.01744545455,6.01304285714,5.308755,5.80498,6.0335030303
S12776,6.32810967742,6.28649230769,8.0435,6.992505,6.586845,9.35469285714,6.03102272727,6.63175384615,4.7084,6.0484,6.82806666667,5.94329705882,6.30387826087,6.33362,5.28122857143,5.92286896552,5.64047916667,5.9357969697,5.75433571429,5.56584,5.819615,6.60624545455
S12779,6.39148387097,6.20611538462,7.45228461538,6.87324,6.9941,8.22885952381,6.47816363636,7.34286923077,4.86854615385,6.64135,6.35242,6.02249705882,6.16649565217,5.60216,4.87244285714,5.89320344828,6.07555416667,5.96312727273,6.22663571429,5.41469,5.828235,6.21366060606
