Gene,Chondrocyte.articular,B.cell.naive,B.cell.memory,Monocyte.CD14,NK.cell.CD56,Endothelial.large.blood.vessel,Endothelial.microvascular.mammary.or.endometrial,Endothelial.microvascular.non.reproductive,Epithelial.cell.mammary,Epithelial.renal.cortical,Epithelial.respiratory,Fibroblast.cardiac.ventricle,Fibroblast.of.arm,Fibroblast.of.lung,Fibroblast.of.the.aortic.adventitia,Fibroblast.or.papilla.dermal.cell,Hair.follicular.keratinocyte,Macrophage,Mature.neutrophil,Melanocyte.of.skin,Myometrial.cell,Osteoblast,MSC.like.pluripotent.cell,Myocyte.regular.cardiac,Smooth.muscle.cell.aortic,Smooth.muscle.cell.bronchial,Smooth.muscle.cell.of.bladder,Smooth.muscle.cell.coronary.artery,Smooth.muscle.cell.pulmonary.artery,Smooth.muscle.cell.of.trachea,Smooth.muscle.cell.uterine,T.Cell.CD4,T.cell.CD4.memory,T.cell.CD8.memory
mix_75,224.1146,193.3704,257.4497,722.401,339.6693,265.3373,360.1635,151.4503,129.6543,219.8158,250.0206,216.6206,2175.5912,134.5462,293.4546,190.5389,395.4708,392.3037,193.7012,2788.3314,351.6866,203.7941,376.1111,380.4438,271.612,355.7906,375.0958,178.1845,318.3179,12225.0632,150.4481,161.628,521.5518,253.9864
mix_76,230.5982,185.2613,266.5534,443.667,419.9303,319.4749,444.0007,171.6636,137.8619,204.1191,221.8051,174.1537,1882.6368,145.2302,297.0683,193.5641,347.9207,324.6178,168.7572,2502.0595,351.205,224.8471,378.6365,305.938,238.7036,338.8389,445.8888,170.9857,400.5234,11223.5864,166.2622,226.6357,673.1382,569.5833
mix_77,241.2893,202.1817,286.8205,281.4688,431.6156,342.9772,464.6547,182.3791,142.8718,202.1782,205.8457,145.3523,1614.681,152.0659,312.903,198.6629,323.8472,283.0784,156.1061,2677.9988,334.352,246.2998,391.8224,262.7936,214.7358,336.9591,470.0903,174.3244,445.0469,10730.2454,178.0103,267.4685,756.7152,722.7957
mix_78,222.0011,189.6763,257.6163,649.7298,353.1407,276.3436,390.1752,157.9965,131.1597,215.8314,241.9431,205.6213,2196.5364,138.6527,293.8366,188.8571,375.5741,372.8521,183.6962,2768.9145,347.5612,208.4686,382.4926,362.1593,260.4226,352.9144,390.2621,176.0607,349.4755,12054.1854,155.1547,174.3303,557.1556,359.2095
mix_79,221.6605,171.212,244.3145,709.7754,332.212,276.3953,377.1106,155.6222,135.8734,217.6942,252.6144,213.1627,2139.4803,141.1065,299.6354,186.0,378.2805,384.1838,184.4505,2787.5748,349.6929,207.3047,382.5502,369.3873,266.073,360.4119,391.4665,175.7289,342.254,12058.2845,153.5737,177.0217,567.3834,382.5547
mix_80,242.0063,220.3399,286.3787,466.786,341.9739,300.1,385.7673,160.3122,135.3971,205.3139,218.6712,168.338,1740.3977,148.3676,308.5084,190.6235,358.5174,326.3445,165.708,2507.7543,343.8028,228.1892,374.6699,292.2434,231.2936,338.9416,437.0013,174.2334,400.3442,11256.4842,163.5724,221.7334,649.4879,512.6922
mix_81,248.4544,198.3388,277.6323,455.1306,352.8448,309.4032,403.6369,165.0927,136.1909,205.5599,223.5903,167.9784,1751.4706,146.0882,313.0889,187.8367,346.6083,323.045,165.2628,2503.6298,345.9957,233.2333,375.8644,298.5844,226.3863,344.0494,444.6418,174.6993,403.6795,11224.5154,163.8529,239.7413,689.2233,566.3732
mix_82,230.022,202.0456,271.0968,604.297,337.2677,282.6945,385.6574,159.0848,133.5098,213.7071,232.9313,194.7896,2066.4428,139.1772,300.8542,190.9085,368.782,360.3848,179.079,2545.5284,350.8338,214.9882,376.7449,329.9544,251.6564,353.742,399.4959,175.4358,364.7854,11802.4627,155.2729,188.054,585.6677,406.5627
mix_83,223.0902,189.8014,253.4199,720.9879,343.7613,269.1951,365.1236,153.9867,130.3861,219.1687,249.1608,211.6459,2171.7748,134.491,292.4836,189.271,385.0339,387.274,190.3155,2784.546,355.1084,206.3716,379.5239,363.5416,272.1764,357.8459,384.4254,176.754,335.4914,11990.7011,150.9692,166.4439,537.3858,293.4019
mix_84,238.5773,202.7652,277.0977,499.5054,348.6395,298.7237,385.6454,161.2986,134.2099,206.1598,229.0389,176.5768,1807.7425,143.8617,305.5995,187.2978,357.8398,332.8354,167.853,2515.7781,343.8303,227.6348,377.5169,302.9413,233.2289,344.8816,441.2945,174.7569,395.5033,11371.2071,162.7915,218.8865,655.3792,508.5427
mix_85,237.6403,195.7424,272.4617,486.389,352.5011,300.1395,400.1413,161.9272,137.982,204.3501,226.7584,175.0318,1788.3067,146.3169,310.1439,186.3524,346.3196,328.7059,165.9346,2513.1701,348.2333,226.9048,382.702,310.6748,232.2768,346.8271,444.8829,175.0078,397.4275,11352.8689,161.4234,224.0147,669.5607,548.8916
mix_86,240.3319,190.8124,273.1646,369.6296,419.9709,330.1372,447.0501,180.1217,138.4457,203.3852,214.3101,159.0938,1752.4927,144.3307,307.6719,192.1451,333.0006,300.1522,159.9415,2481.995,347.6911,235.029,387.8711,282.2027,224.5611,343.7713,450.853,171.8099,415.8933,10957.8685,173.3888,253.9676,729.3249,626.5452
mix_87,232.3409,183.927,262.887,568.3446,333.8942,292.1766,389.5447,158.78,135.6639,208.297,239.25,188.6191,1890.7895,143.9565,307.1712,185.2574,359.2843,350.694,171.9515,2533.6374,352.3133,222.1277,378.3075,333.4368,242.1956,352.0585,426.0708,175.3511,364.4099,11640.1233,157.2745,212.8412,644.0929,488.5338
mix_88,234.9554,205.1419,279.9724,427.8888,394.4077,307.6746,423.8273,170.1626,135.2667,204.8709,216.0351,166.2644,1822.46,142.6504,302.2699,193.1351,349.0248,317.7343,163.5954,2497.5222,347.8281,226.8847,382.953,294.4971,231.6778,342.592,434.5451,172.2548,400.6942,11218.7537,166.2475,228.6072,668.0306,526.3993
mix_89,246.9021,212.127,286.6239,323.7102,410.4381,329.9431,451.0972,176.6036,140.9175,199.4661,211.4551,149.1944,1632.8578,149.5767,310.6249,195.4414,332.2077,293.2519,157.7239,2476.5362,336.9472,235.6056,387.0275,275.8201,218.7779,335.1379,453.9074,170.869,429.4582,10894.7039,174.5313,256.4337,723.5236,660.2272
mix_90,229.7591,179.3461,259.2855,616.7621,338.2927,289.9112,391.7839,157.7319,136.5858,209.2436,241.2264,192.7991,1911.6152,145.5213,303.2467,185.4451,361.4343,357.5022,175.6356,2545.096,344.6581,215.6798,381.5347,342.614,249.842,354.0563,409.5498,173.7326,369.4543,11806.8318,155.8032,199.1099,625.5942,471.1627
mix_91,220.3838,186.8782,250.6754,694.83,362.469,269.6558,386.1221,157.7232,132.2744,215.8031,246.3387,213.9193,2264.3088,134.9631,291.5514,190.8227,384.7636,387.2797,190.1429,2773.1226,351.8788,206.2706,384.997,375.8658,268.5907,350.9358,384.5845,176.7342,331.2129,11987.8986,153.9044,167.4205,535.907,296.3176
mix_92,232.2172,190.7097,263.0011,599.226,336.7732,287.7227,389.1225,157.6622,133.7825,209.5289,239.3109,192.8513,1906.0956,141.44,302.0865,185.0158,368.3366,357.79,177.0231,2539.3677,348.3121,218.1466,377.6612,334.3603,248.6552,349.4885,406.1478,175.159,366.9759,11805.7767,155.4306,200.4776,617.3133,429.4048
mix_93,218.6954,158.2163,232.0991,895.7424,304.1422,257.6461,365.7972,149.9097,138.0958,225.7865,276.4535,242.4665,2617.4958,137.9721,292.2897,190.0442,406.8407,435.3951,202.8498,2335.6825,366.4441,196.7818,383.8532,446.7573,294.5964,373.1323,355.9355,182.1544,300.1781,12172.4809,148.157,139.202,498.9581,239.6287
mix_94,213.7079,163.6074,237.2466,751.4623,362.6946,271.442,393.0064,159.2872,135.8012,222.3767,258.7913,225.9715,2357.8378,137.8012,289.7077,192.3426,391.7833,402.1126,195.2735,2803.7123,355.3356,200.8545,387.9987,402.6251,279.3317,362.6217,366.8791,175.1221,315.3643,12094.5878,151.7958,157.2145,535.1748,333.425
mix_95,221.5759,202.0921,254.6891,669.9952,370.2668,262.8218,377.5952,157.5119,127.188,216.4634,241.9024,209.5952,2299.5353,134.1297,288.2128,192.9878,386.9208,381.7713,189.8584,2775.6743,349.8479,204.6477,381.9648,366.3461,272.1714,350.322,378.7242,174.9898,336.4771,11984.9476,153.7298,161.2773,519.0679,264.1603
mix_96,220.8068,193.6943,253.7479,634.1653,400.7603,270.9227,407.635,164.5798,130.7125,216.5809,235.3113,206.5864,2277.4231,136.2109,285.2449,197.961,380.891,376.2713,187.5934,2767.539,349.3167,203.5198,384.6029,370.6017,269.708,350.1253,376.3902,173.9603,329.2901,12015.8571,159.187,168.781,529.5463,287.7706
mix_97,225.7408,184.7004,257.0977,650.6923,338.4911,283.5716,386.0937,156.3564,134.013,212.4076,246.1113,202.0784,2080.3625,142.0438,299.4814,187.35,371.81,369.8948,180.5836,2766.0867,348.2485,212.4691,381.3352,350.871,256.1966,354.1153,397.4235,175.1495,358.9277,11938.0313,154.2451,183.6226,581.704,403.6947
mix_98,235.3098,192.9199,267.5192,630.9299,333.6238,282.3978,377.7122,153.4295,131.8013,212.6409,241.5559,195.5381,2075.1499,140.738,299.7986,188.9859,373.5185,365.198,177.8944,2547.5777,345.3573,214.4592,377.3097,349.4147,254.8562,354.3729,397.1953,177.8772,367.1348,11803.3111,155.213,190.9068,586.6686,379.6686
mix_99,253.6837,209.7003,296.5533,235.2514,415.7379,356.0531,455.9272,187.1516,142.2923,199.0515,203.9857,137.2796,1478.0187,156.3715,329.5998,192.4973,325.726,272.421,151.9019,2163.537,341.7224,252.5595,388.8458,240.789,203.0221,335.9114,474.3617,175.5494,456.3317,11142.0802,184.8133,289.3227,814.1467,766.3764
mix_100,230.2919,195.7425,267.9621,566.6654,345.2564,288.3065,391.5808,159.7051,132.303,207.8694,234.4929,186.5363,1936.9592,140.4491,301.4794,187.6341,366.632,349.1356,173.5077,2529.6052,347.147,219.7631,378.4584,328.4756,245.4735,351.7135,420.0667,175.0283,360.6413,11639.0272,158.1222,205.758,627.601,443.8825
