ID,Bcells,CD4_Tcells,CD8_Tcells,Endothelial,CAFs,Macrophages
S11877,8.176956,8.150072,8.687998,7.725382,7.033884,8.349298
S11878,9.149332,9.26236,9.405832,8.356644,7.71144,9.06464
S11882,8.24597,8.363606,8.862012,7.73124,7.108394,8.267384
S11883,8.13269,8.084486,8.747552,7.738948,7.042028,8.336714
S11884,8.713968,8.723722,9.370064,8.03306,7.470176,8.880602
S11886,8.437726,8.394054,9.019042,7.804076,7.271818,8.477648
S11897,8.781476,8.872246,9.32138,8.131988,7.456862,8.944336
S1190,8.43016,8.593616,9.166992,7.827478,7.141712,8.47753
S11903,8.426912,8.604894,9.184048,7.95398,7.208722,8.527326
S11905,8.354636,8.425836,8.988014,7.864978,7.280892,8.734974
S11907,8.829554,8.981186,9.154038,8.301258,7.524614,8.810244
S11914,8.399998,8.546792,8.962184,7.87811,7.27589,8.588276
S11917,8.732978,8.848558,9.292506,8.120062,7.392268,8.71036
S11928,8.554446,8.621598,9.219708,8.051094,7.348368,8.841752
S11929,8.596846,8.61159,9.25026,8.040294,7.36486,8.664338
S1193,8.557768,8.520844,9.07405,7.780568,7.248974,8.443088
S11930,8.622078,8.618868,9.195434,7.976804,7.287448,8.602906
S11934,8.428406,8.477706,9.068126,7.778708,7.11976,8.255692
S11939,8.379538,8.441464,9.230726,7.968266,7.217346,8.796358
S11944,8.717404,8.826632,9.272188,7.981638,7.314156,8.51302
S11945,8.90218,8.967046,9.133516,8.210102,7.409736,8.77827
S11957,8.42829,8.59106,9.335874,7.974436,7.335858,8.895022
S11958,8.64892,8.625032,9.254452,8.27633,7.538058,8.997872
S1196,8.480526,8.610404,9.140408,8.103822,7.30195,8.70313
S11960,8.498964,8.454282,9.06272,7.871608,7.159344,8.472746
S11965,8.533578,8.556218,8.896594,7.824142,7.026056,8.184228
S11967,8.459048,8.537762,9.161874,7.956842,7.284196,8.553048
S1197,8.30854,8.459374,8.958204,7.904174,7.353928,8.687578
S11973,9.150546,9.237198,9.466644,8.2428,7.57687,8.76406
S11974,8.629962,8.74779,9.249332,8.014438,7.289804,8.71899
S11980,8.610626,8.674628,9.217468,7.99704,7.302268,8.663768
S11985,8.613418,8.768842,9.253128,8.152172,7.436502,8.769116
S11987,8.469666,8.6142,9.217254,8.105428,7.373338,8.848372
S11993,8.728118,8.789544,9.302114,8.077268,7.350278,8.712624
S12001,8.239896,8.370606,8.946664,7.836756,7.203762,8.581558
S12004,8.546096,8.559948,8.95933,8.103036,7.389484,8.748232
S12006,8.480438,8.365602,8.951734,7.669284,6.956474,8.205682
S12010,8.407766,8.47361,9.051984,7.87602,7.229708,8.353626
S12011,8.703562,8.792498,9.302406,8.138212,7.502806,8.910722
S12012,8.231696,8.388212,8.910568,7.92982,7.149244,8.6003
S12022,8.551204,8.56371,9.032098,7.970192,7.34038,8.804242
S12043,8.735004,8.756108,9.362074,8.07046,7.364656,9.012958
S12052,8.71003,8.743792,9.184364,7.994198,7.228208,8.477916
S12056,8.615042,8.615166,9.127626,7.930482,7.213446,8.540276
S12057,8.49915,8.597532,9.125398,7.883852,7.204612,8.560466
S12058,8.241192,8.122626,8.86422,7.835402,7.135034,8.559542
S12061,8.767764,8.78573,9.179928,7.95381,7.243816,8.506838
S12064,8.921222,9.039096,9.328964,8.081316,7.401702,8.652754
S12073,8.758926,8.86409,9.472628,8.286292,7.626496,9.062664
S12076,8.322852,8.251586,8.968488,7.794644,7.146818,8.511366
S12079,8.424216,8.517502,8.960814,7.778162,7.18259,8.606284
S12089,8.393982,8.362504,9.076406,7.857578,7.238256,8.570294
S12098,8.62732,8.849482,9.225674,7.992314,7.362066,8.605754
S1210,8.515112,8.642336,9.248822,7.991912,7.423496,8.583694
S12101,8.33429,8.355052,8.90882,7.855292,7.132404,8.438734
S12105,8.903926,8.983082,9.378034,8.096868,7.40584,8.741964
S12106,8.367552,8.281866,8.953074,7.911884,7.415832,8.593614
S1212,8.404334,8.615228,9.241034,7.968586,7.374334,8.66958
S12120,8.26209,8.44509,9.332474,7.977654,7.421194,8.857096
S12129,8.671464,8.68405,9.21094,8.10978,7.35091,8.630324
S12137,8.464454,8.55201,9.21126,7.95758,7.307084,8.798552
S12140,8.53296,8.59931,9.079142,7.939908,7.232952,8.444494
S12159,8.972974,9.017596,9.349236,8.10892,7.39349,8.635666
S12170,8.436912,8.497632,9.232712,7.92227,7.25424,8.55696
S12178,8.461174,8.541278,9.14947,7.829916,7.16863,8.359144
S12179,8.720324,8.715664,9.22501,7.929506,7.273078,8.518272
S1218,8.671756,8.643436,9.125244,7.85468,7.291364,8.487542
S12182,8.385002,8.29569,8.98973,7.786078,7.196806,8.434268
S12196,8.516428,8.729572,9.229994,7.948856,7.381076,8.634256
S12198,8.733804,8.78431,9.217756,8.04425,7.18052,8.652842
S1220,8.656944,8.774394,9.126996,7.911842,7.299712,8.636302
S12200,8.423606,8.392688,9.010332,7.74498,7.052498,8.359536
S12202,8.3703,8.464222,9.095476,7.929236,7.218486,8.636388
S12206,8.589528,8.755156,9.416842,8.07347,7.48641,8.741188
S12208,8.687194,8.769574,9.306222,8.007572,7.462422,8.725596
S12215,8.565388,8.544238,9.127886,7.957744,7.257228,8.713506
S12221,8.524102,8.645628,9.48321,8.02146,7.431652,8.781296
S12228,8.85721,8.878018,9.25891,8.118296,7.617312,8.926688
S12231,8.445248,8.460736,9.028998,7.899096,7.123476,8.50063
S12240,8.910784,8.868678,9.152914,8.016738,7.409296,8.551848
S12241,8.605908,8.591448,9.204958,8.010346,7.371158,8.6871
S12244,8.38877,8.448524,9.070064,7.881916,7.35556,8.536362
S12245,8.4593,8.48727,9.086562,7.919152,7.246904,8.54579
S12249,8.643546,8.83409,9.373288,8.106374,7.54428,8.891706
S12251,8.407148,8.477072,9.113112,8.022546,7.186794,8.84089
S12261,8.224704,8.214628,8.810918,7.815932,7.086572,8.392138
S12264,8.625644,8.756854,9.310484,7.926404,7.370568,8.60094
S12265,8.472414,8.63171,9.070186,7.900412,7.231556,8.555496
S12271,8.5429,8.538992,9.222066,7.871746,7.24005,8.638206
S12276,8.81322,8.77119,9.361716,8.02089,7.424836,8.813058
S12278,8.431898,8.562816,9.234692,7.870986,7.36851,8.532756
S12279,9.016194,9.147426,9.461232,8.26709,7.569964,8.93383
S12282,8.605262,8.660882,9.107428,7.907542,7.314522,8.720974
S12285,8.627428,8.700048,9.226154,8.033768,7.282006,8.679322
S12291,8.706364,8.718042,9.306606,8.011386,7.318948,8.623224
S12294,8.561304,8.629114,9.280674,7.99853,7.375692,8.763916
S12308,8.359078,8.49535,9.157214,7.909972,7.157494,8.578056
S12335,8.645358,8.769092,9.280754,8.06459,7.547172,8.778584
S12344,9.170522,9.201806,9.44805,8.262904,7.583376,8.841994
S12347,8.489466,8.474834,9.08723,7.899634,7.26278,8.710242
S12348,8.67243,8.770858,9.20548,8.028016,7.34555,8.538622
S12354,8.368516,8.478964,9.183508,7.789302,7.198374,8.549282
S1236,8.498502,8.595256,9.19989,7.93438,7.337126,8.57455
S12365,8.53471,8.576898,9.083876,7.854354,7.250568,8.534236
S12366,8.531066,8.5954,9.182006,8.051864,7.347072,8.884566
S12374,8.62446,8.728338,9.252998,7.948434,7.282,8.609484
S12385,8.817296,8.876122,9.456876,8.226724,7.657272,9.132586
S1239,8.537212,8.708566,9.26993,7.96915,7.410374,8.729818
S12391,8.610026,8.631952,9.17669,8.004372,7.232966,8.562834
S12394,8.544262,8.528398,9.078904,7.85967,7.160986,8.553322
S12406,8.73938,8.803498,9.224496,8.040532,7.382014,8.749394
S1241,8.617058,8.746948,9.082096,8.220632,7.345466,8.74394
S12410,8.435072,8.472562,9.010114,7.870338,7.145878,8.448678
S12417,8.405642,8.418446,9.06435,7.785894,7.151778,8.592306
S12419,8.862356,9.039272,9.37015,8.30472,7.558246,8.859924
S12428,8.444346,8.608046,9.132056,7.851362,7.291226,8.500946
S12431,8.58748,8.658518,9.31717,7.968752,7.300108,8.613172
S12432,8.618328,8.709334,9.339948,7.956958,7.458944,8.572022
S12436,8.75184,8.77341,9.331832,8.14708,7.359506,8.72306
S12437,8.733096,8.716106,9.437854,8.134926,7.466188,8.872018
S12439,8.689042,8.80085,9.192894,8.025082,7.44836,8.775344
S12440,8.494198,8.504118,9.054386,7.796604,7.168826,8.439942
S12441,8.323438,8.478246,9.250046,8.021324,7.290278,8.75434
S12447,8.801404,8.730324,9.245858,8.055812,7.320164,8.7993
S12450,8.365464,8.538156,9.177658,8.093914,7.20822,8.740074
S12452,8.509388,8.53426,9.136048,7.82889,7.25926,8.470468
S1246,8.626876,8.662706,9.258378,7.915296,7.309226,8.595282
S12463,8.59678,8.641084,9.119572,7.867786,7.14809,8.50269
S12464,8.810084,8.762366,9.10417,7.92241,7.244614,8.498778
S12488,8.505354,8.310002,8.895306,7.67786,7.106774,8.258218
S12489,8.488768,8.537068,9.042582,7.978398,7.230678,8.662842
S12496,8.89866,8.865908,9.06568,8.080758,7.26994,8.71864
S12500,8.371286,8.458352,9.09555,7.795708,7.083296,8.529712
S12501,8.710982,8.822136,9.29988,8.04618,7.369114,8.660282
S1251,8.489496,8.543856,9.122416,7.91806,7.352186,8.508644
S12516,9.070988,9.169328,9.495082,8.311484,7.741608,8.934736
S1252,8.586526,8.688682,9.218664,8.022284,7.32921,8.687694
S12524,8.768088,8.796506,9.140682,8.09291,7.345896,8.742994
S12527,8.28634,8.424484,9.004678,7.800434,7.231398,8.448502
S12535,8.800146,8.97658,9.35509,8.40454,7.7125,9.40605
S12540,8.41555,8.5227,9.076838,7.925516,7.225158,8.61874
S12548,8.497776,8.582564,9.245108,7.97377,7.314792,8.685108
S12556,8.759144,8.79722,9.32346,7.93373,7.410366,8.7388
S12563,8.593364,8.600254,9.226112,8.049846,7.303488,8.862954
S12568,8.93203,8.730474,9.018684,7.90823,7.344088,8.540786
S12569,8.595724,8.615122,9.151776,7.900038,7.322362,8.589656
S12570,8.508562,8.67464,9.279974,8.030418,7.420676,8.85774
S12577,8.715482,8.934764,9.309888,8.11313,7.437374,8.822516
S12582,8.525776,8.640198,9.10514,7.93327,7.386974,8.874492
S12583,8.744374,8.756042,9.35249,8.036104,7.403584,8.735866
S12585,8.596414,8.516028,9.034128,7.773712,7.196556,8.590572
S12590,8.634596,8.505364,8.873792,7.952066,7.131152,8.387928
S12596,8.507908,8.5798,9.232756,8.048164,7.358654,8.721478
S12597,8.518532,8.553064,9.123004,7.912874,7.234662,8.584578
S12604,8.6802,8.677784,9.103286,7.799286,7.28846,8.536634
S12605,8.454538,8.384466,8.990462,7.76769,7.041062,8.345878
S12608,8.428772,8.468852,9.069502,7.893138,7.22346,8.583508
S12617,8.884446,8.962536,9.331446,8.196722,7.45509,8.654
S12618,8.611544,8.67298,9.08556,7.939028,7.230384,8.396962
S12624,8.444762,8.451666,9.139342,7.911666,7.202142,8.534994
S12628,8.391466,8.296926,9.01294,7.846638,7.10677,8.440524
S12637,8.590716,8.550866,9.180076,7.891852,7.23229,8.443876
S12655,8.681934,8.726216,9.2545,7.905204,7.327996,8.600754
S12658,8.786478,8.81658,9.427818,8.247632,7.56818,9.048414
S1266,8.774794,8.84629,9.347952,8.068674,7.325446,8.693494
S12665,8.407552,8.486232,9.356386,7.952402,7.246502,8.889032
S12666,8.541742,8.67305,9.160324,8.117774,7.295666,8.56693
S12667,8.541024,8.510148,9.128604,7.888562,7.214376,8.443848
S12675,8.790506,8.883538,9.284972,8.080216,7.290594,8.485896
S12682,8.411954,8.522568,9.009266,7.910982,7.277678,8.600534
S12691,8.402064,8.476306,9.09256,7.852332,7.2432,8.530386
S12704,8.760926,8.925362,9.434398,8.174722,7.551772,8.917772
S12706,8.53444,8.5485,8.927332,7.91204,7.043606,8.349324
S12707,8.952714,8.994318,9.418864,8.215246,7.49221,8.898046
S12721,8.643988,8.740766,9.30822,8.032952,7.385638,8.569792
S12722,8.4533,8.550234,9.19312,7.93328,7.2416,8.575668
S12731,8.316,8.323532,8.916668,7.862254,7.082436,8.583586
S12734,8.495422,8.524852,9.103222,7.750556,7.126572,8.438178
S12735,8.461834,8.599132,8.958004,7.883108,7.123268,8.55218
S12736,8.695288,8.757736,9.281138,8.203492,7.62856,9.131136
S12742,8.490866,8.538772,9.235696,7.868034,7.21475,8.538234
S12754,8.479012,8.415888,9.146462,7.905888,7.265944,8.66439
S12760,8.334106,8.29526,8.850866,7.762314,6.917418,8.240086
S12773,8.553758,8.53211,9.098276,8.088266,7.405294,8.753016
S12775,8.381688,8.44725,9.043318,7.794418,7.099256,8.424326
S12776,8.402054,8.666394,9.26833,8.04641,7.435686,9.04395
S12779,8.499258,8.536082,9.167072,7.746704,7.16498,8.39711
S12781,8.805364,8.898768,9.390214,8.135618,7.475598,9.0205
S12785,8.502824,8.589522,9.305502,7.864784,7.236422,8.456732
S12790,8.59709,8.63263,9.16904,7.878574,7.310112,8.642634
S12794,8.70853,8.76772,9.27297,8.15261,7.316498,8.75922
S12796,8.566102,8.56683,9.167896,7.955938,7.28652,8.705506
S12798,8.651688,8.70312,9.220884,7.822466,7.308958,8.39489
S128,8.86618,8.845756,9.43309,7.961198,7.31769,8.358946
S1280,8.888276,9.033044,9.414716,8.227388,7.72283,9.046616
S12800,8.60993,8.71251,9.24368,8.19833,7.272802,8.949112
S12809,8.349162,8.283772,8.990166,7.86055,7.062188,8.371606
S12813,8.657552,8.68507,9.019052,7.98544,7.141416,8.60934
S12814,8.440856,8.362294,9.031316,7.855686,7.165298,8.756622
S12817,8.655394,8.548354,9.160326,7.968794,7.2118,8.383892
S12819,8.677932,8.831564,9.265462,7.956992,7.322528,8.45925
S1282,8.48489,8.590778,9.159434,7.891878,7.274214,8.58107
S12821,8.45972,8.544082,9.193756,7.846068,7.229422,8.407526
S12823,8.415248,8.445552,9.216302,7.86272,7.170646,8.539142
S12826,8.855304,9.016132,9.559892,8.189302,7.575154,8.886342
S12827,8.927088,9.050234,9.346536,8.358426,7.774396,9.15542
S1283,8.631002,8.841194,9.243668,8.094304,7.560136,8.723502
S12830,8.383172,8.535002,8.98858,7.877,7.156442,8.530904
S12836,8.619156,8.773294,9.316014,8.000996,7.425052,8.69252
S12839,8.783594,8.801998,9.247534,8.112812,7.450144,8.859148
S12845,8.47088,8.549946,9.080918,7.837156,7.234642,8.4911
S12848,8.639232,8.727762,9.340226,7.964768,7.41135,8.533118
S12849,8.63595,8.706968,9.144762,7.986068,7.3903,8.735074
S12854,8.569252,8.66325,9.209014,8.19177,7.537586,9.05803
S12857,8.838002,8.862102,9.201422,8.023342,7.364868,8.600668
S12863,8.613892,8.692342,9.318146,8.004992,7.297606,8.763074
S12865,8.772688,8.731,9.279544,8.062178,7.338614,8.593826
S12866,8.295176,8.36738,8.87295,7.794892,7.00563,8.27739
S12868,8.350542,8.338264,8.935512,7.756546,7.002492,8.290278
S12869,8.374514,8.292248,8.822516,7.90633,7.263562,8.532944
S12872,8.64472,8.74229,9.30166,8.02155,7.419068,8.889026
S12875,8.97157,9.036084,9.505108,8.176594,7.604472,8.86142
S12884,8.561688,8.517394,9.237406,8.163486,7.360606,8.932602
S12886,8.617046,8.62985,8.991026,7.999526,7.425212,8.867308
S12888,8.529464,8.639154,9.155132,7.986596,7.31337,8.554838
S12893,8.50412,8.565594,9.16174,7.86272,7.153792,8.456532
S12897,8.47318,8.427068,9.223282,8.002066,7.210066,8.753226
S1290,8.569434,8.606554,9.087504,7.85431,7.297234,8.559438
S12901,8.395346,8.435456,9.021612,7.90127,7.17174,8.537216
S12906,8.656792,8.647584,9.219694,8.068898,7.243238,8.617084
S1291,8.527424,8.688582,9.152036,8.178272,7.467524,8.934228
S12912,8.459876,8.317492,8.90742,7.907874,6.978974,8.45173
S12922,8.924856,8.810434,9.14215,7.900602,7.247902,8.261184
S12924,8.679008,8.677448,9.221576,8.081244,7.383938,8.678568
S12925,8.589062,8.61433,9.08599,8.045174,7.213592,8.713318
S12944,8.512264,8.572572,9.179512,7.924572,7.186194,8.420268
S12950,9.048574,9.104988,9.502474,8.176546,7.49863,8.977534
S12952,8.462036,8.484964,8.986608,7.870638,7.26905,8.492914
S12953,8.46649,8.493908,9.031994,7.994098,7.231742,8.375614
S1296,8.682034,8.849962,9.250456,8.10975,7.339358,8.814452
S12964,8.636784,8.631434,9.302926,7.974214,7.359108,8.669208
S12968,8.668474,8.797004,9.215538,7.98407,7.343898,8.744114
S12969,8.423844,8.428654,8.954074,7.726884,7.119848,8.368648
S12978,8.705646,8.744456,9.20634,7.837434,7.263962,8.617688
S12979,8.497552,8.579334,9.220768,7.910948,7.325016,8.663074
S12982,8.567838,8.568526,9.043286,8.047154,7.369246,8.61483
S12984,8.461468,8.570454,9.300922,7.871038,7.283896,8.681064
S12989,8.49818,8.533494,9.049636,7.91437,7.237942,8.522724
S12996,8.746392,8.786228,9.337602,8.027538,7.29551,8.66607
S13010,8.493714,8.789786,9.462232,8.066934,7.570258,8.940692
S13018,8.320836,8.251086,9.06635,7.855114,7.246374,8.636736
S13022,8.48291,8.609762,9.15611,7.798024,7.273704,8.48563
S13025,8.572174,8.54895,9.079196,7.838498,7.173748,8.416076
S13026,8.75369,8.742188,9.195596,7.948334,7.112694,8.527696
S13029,8.791194,8.807984,9.111262,8.059574,7.239708,8.597544
S13035,8.785858,8.85266,9.142778,7.940444,7.256942,8.58716
S13039,8.845338,8.809536,9.2866,8.037296,7.404432,8.856262
S13042,8.471686,8.53004,8.99791,7.934882,7.073444,8.406446
S13051,8.544964,8.669926,9.122328,8.028078,7.176926,8.530728
S13053,9.08439,9.161932,9.472702,8.295042,7.51178,8.892694
S13057,8.573454,8.638656,8.94076,7.941378,7.166184,8.400328
S1306,8.918106,8.910984,9.373196,8.048056,7.52088,8.721342
S13060,8.303628,8.323946,8.922604,7.691074,7.113994,8.492614
S13062,7.801702,7.791316,8.384644,7.523138,6.74655,8.058508
S13070,8.839256,8.856472,9.355394,8.103592,7.543572,8.828232
S13073,8.70051,8.741092,9.141712,8.059054,7.29634,8.62362
S1308,8.444358,8.54394,9.200574,8.045248,7.2129,8.61379
S13082,8.709572,8.786724,9.35255,8.001068,7.365686,8.884946
S13084,8.73777,8.959824,9.389812,8.177736,7.542632,8.767622
S13094,8.648346,8.716546,9.19738,8.050194,7.358688,8.530948
S13109,8.880692,8.999908,9.342974,7.987226,7.386216,8.557218
S13114,8.87812,8.978994,9.348308,8.116892,7.414864,8.740952
S13131,8.399624,8.451788,9.05573,8.089726,7.37291,8.867144
S13132,8.750936,8.818856,9.124986,8.066196,7.509162,8.774172
S13134,8.738328,8.771612,9.19925,8.00525,7.319474,8.70591
S13154,8.693532,8.807734,9.257212,7.948122,7.398268,8.702056
S13161,8.40397,8.409796,9.141274,7.861006,7.146088,8.4778
S13169,8.690326,8.738378,9.177902,8.00603,7.378094,8.803358
S1317,8.996194,9.0387,9.446778,8.379506,7.783984,9.11341
S13170,8.483064,8.628184,9.121496,7.970414,7.169316,8.673448
S13173,8.807338,8.839088,9.391928,8.090098,7.427888,8.784056
S13178,8.892126,8.890352,9.106644,8.175304,7.51561,8.75218
S13192,8.394802,8.478512,9.056736,7.928346,7.184102,8.56553
S13194,8.5902,8.64347,9.108566,7.913152,7.377202,8.821046
S13195,8.384962,8.386144,9.054378,7.83873,7.165378,8.29511
S132,8.572912,8.491446,9.112828,7.902822,7.297316,8.717832
S13203,8.370262,8.319772,8.895904,7.79717,7.098754,8.396512
S13216,8.78013,8.798514,9.323292,8.123996,7.546396,8.91869
S13217,8.86446,8.930456,9.501272,8.223888,7.559142,8.872016
S13219,8.345572,8.509282,8.978534,7.907926,7.297282,8.519024
S1322,8.600878,8.72587,9.29571,8.02246,7.443516,8.820884
S13227,8.409268,8.359072,8.946574,7.776542,7.060174,8.289446
S13231,8.608926,8.697754,9.126228,7.910218,7.290242,8.410498
S13234,8.495414,8.542862,9.198408,7.948664,7.243498,8.89554
S13243,8.794972,8.936484,9.36825,8.158912,7.543108,8.798158
S13248,8.737278,8.836494,9.256972,7.999226,7.326206,8.699374
S13253,8.530256,8.616824,9.0909,7.950932,7.195078,8.599348
S13272,8.322022,8.369634,9.06174,7.885588,7.081876,8.59811
S13275,8.673448,8.705322,9.286746,7.91679,7.274672,8.673206
S13278,8.13819,8.2143,8.712176,7.611856,6.90855,8.155544
S13283,8.639696,8.693936,9.242454,7.913776,7.300964,8.682704
S13289,8.976486,9.044116,9.369824,8.046236,7.356348,8.809082
S1329,8.778758,8.856484,9.25045,8.015526,7.277782,8.66748
S13291,8.62154,8.653754,9.224536,8.084564,7.494044,8.744202
S13293,8.667326,8.590898,9.08088,7.790848,7.117026,8.37194
S13296,8.910146,8.960386,9.45563,8.08336,7.442404,8.778372
S13299,8.492594,8.6214,9.185632,7.961278,7.240836,8.624232
S1330,7.992688,7.954026,8.698672,7.546534,6.808982,8.199468
S13300,8.62582,8.660144,9.216014,8.029946,7.250974,8.565358
S13305,8.7123,8.8355,9.396396,8.109296,7.371174,8.962388
S1331,8.57399,8.755592,9.297744,7.946418,7.38362,8.732842
S13310,8.792328,8.841198,9.26476,8.23237,7.398952,8.90415
S13311,8.800538,8.85557,9.281292,8.096704,7.545564,9.104552
S13324,8.388978,8.464094,9.06922,7.81931,7.19286,8.510308
S13326,8.442542,8.653522,9.091458,7.94394,7.185432,8.419296
S13329,8.492506,8.497186,9.093462,7.908086,7.25948,8.63174
S13331,8.554658,8.543418,9.16643,7.831936,7.197338,8.50637
S13336,8.866706,8.961576,9.427262,8.395886,7.657634,9.298666
S13339,8.512246,8.446036,8.955376,7.843078,7.130202,8.402136
S13341,8.169098,8.151926,8.84123,7.72957,6.965976,8.436962
S13345,8.692992,8.670344,9.080452,7.930808,7.287648,8.677058
S13346,8.460036,8.451206,9.094916,7.822724,7.21189,8.473318
S13349,8.536918,8.656004,9.115806,7.896516,7.304462,8.410784
S1335,8.562048,8.631626,9.22188,7.958272,7.230558,8.59827
S13352,8.500214,8.546072,9.145362,7.908196,7.171724,8.563418
S13354,8.542252,8.496968,9.08199,7.862512,7.291182,8.60886
S13357,8.5104,8.521318,8.923452,7.970186,7.225356,8.48749
S13367,8.785284,8.79147,9.28626,8.043102,7.40437,8.90499
S13369,8.379638,8.390822,8.972246,7.858924,7.099676,8.472702
S13370,8.686738,8.704484,9.264448,8.027208,7.362888,8.826552
S13374,8.588272,8.655744,9.174028,7.903416,7.315674,8.45041
S13378,8.764478,8.998102,9.573586,8.24289,7.527508,8.854222
S13382,8.278348,8.196546,8.810414,7.855808,7.009396,8.422662
S13389,8.32994,8.3391,8.966588,7.781166,7.150898,8.54028
S13391,8.774304,8.879734,9.459458,8.126922,7.349966,8.779294
S13396,8.422996,8.382622,9.034636,7.857418,7.224172,8.716208
S13398,8.567242,8.662148,9.214476,7.938976,7.26355,8.746352
S13403,8.525162,8.547984,9.066144,7.980364,7.383702,8.610792
S13405,8.492008,8.410314,9.141366,7.855728,7.142698,8.599818
S13407,8.834744,8.876728,9.287612,8.108098,7.432434,8.71637
S1341,8.315546,8.316076,9.065326,7.792404,7.074864,8.52899
S13415,8.49969,8.501834,9.15386,7.903564,7.32216,8.704722
S13416,8.664704,8.695864,9.163686,7.863448,7.148538,8.431282
S13420,8.766934,8.900908,9.383264,8.087918,7.413662,8.638678
S13425,8.584816,8.631232,9.160342,7.93696,7.318244,8.68522
S13433,8.74467,8.719598,9.229724,7.955564,7.319242,8.525836
S13442,8.387286,8.412378,9.070064,7.824728,7.219452,8.478598
S13444,8.474568,8.426664,9.085916,8.019896,7.325998,8.766076
S13445,8.736644,8.793602,9.178166,7.93043,7.303948,8.688852
S13454,8.736192,8.883792,9.38263,8.281766,7.431164,8.941914
S13457,8.551432,8.722692,9.220188,8.015228,7.288084,8.807392
S13461,8.908848,8.97057,9.241442,8.08741,7.435902,8.782404
S13471,8.56689,8.612552,9.223922,7.885498,7.305022,8.655578
S13472,8.769438,8.87738,9.342692,8.104706,7.532674,8.814208
S13476,8.670576,8.833914,9.263284,8.213048,7.369844,8.826212
S13478,8.65143,8.650628,9.319398,8.121874,7.474188,8.857628
S1348,8.742096,8.753086,9.244108,8.010572,7.265684,8.6359
