	Adipocytes	Astrocytes	B-cells	Basophils	CD4+ T-cells	CD4+ Tcm	CD4+ Tem	CD4+ memory T-cells	CD4+ naive T-cells	CD8+ T-cells	CD8+ Tcm	CD8+ Tem	CD8+ naive T-cells	CLP	CMP	Chondrocytes	Class-switched memory B-cells	DC	Endothelial cells	Eosinophils	Epithelial cells	Erythrocytes	Fibroblasts	GMP	HSC	Hepatocytes	Keratinocytes	MEP	MPP	MSC	Macrophages	Macrophages M1	Macrophages M2	Mast cells	Megakaryocytes	Melanocytes	Memory B-cells	Mesangial cells	Monocytes	Myocytes	NK cells	NKT	Neurons	Neutrophils	Osteoblast	Pericytes	Plasma cells	Platelets	Preadipocytes	Sebocytes	Skeletal muscle	Smooth muscle	Tgd cells	Th1 cells	Th2 cells	Tregs	aDC	cDC	iDC	ly Endothelial cells	mv Endothelial cells	naive B-cells	pDC	pro B-cells	ImmuneScore	StromaScore	MicroenvironmentScore
Mix_55	0	0	0.0279	0.0497	0	0	0	0	0	0.0163	0.0217	0.0414	0.002	0	0	0	0.0052	0	0	0	3.00E-04	0	0	0.0212	0	0	0	0	0.0052	0.0241	0	0	0	0	0	1.00E-04	0.0277	0	0.0476	0.0091	0.108	0.0133	2.00E-04	0.0015	0	0.0478	0.0037	0.0052	0	0.0092	0.0067	0.0264	0	0	0.0232	0	0	0.0693	0.043	0.0027	0	0.0241	0	0.0101	0.1342	0	0.1342
Mix_56	0	0	0.0991	0.0208	0	0.021	0	0	0	0.036	0.0355	0.0299	0.0023	0	0	0	0.0253	7.00E-04	0.0047	0	6.00E-04	0	0	0.0316	0	8.00E-04	0.0017	0	0.0169	0.0449	0	0	0	0	0	4.00E-04	0.0796	0	0.089	0	0.0362	0.0125	2.00E-04	0	0	0.0664	0.0097	0	0	0.0148	0	0.0144	0.0015	0	0.0095	0	0	0.1387	0.1344	0	0	0.04	0	0.0237	0.174	0.0024	0.1764
Mix_57	0	0	0	0.025	0	0.0116	0	0	0	0	0	0.0369	0	0	0	0	0	0	0.0072	7.00E-04	0	0	0	0.0218	0	4.00E-04	0	2.00E-04	0	0	0	0	0	4.00E-04	0	0	0	0	0.0614	0.0105	0.1296	0	0	0.0037	0	0.0439	7.00E-04	0.0067	0	0.0108	0.0044	0.0366	0.0117	0	0.0188	0.0056	0	0.0597	0	0.0067	2.00E-04	0	0	0	0.1305	0.0036	0.1341
Mix_58	0	0	0.1144	0.0012	0	0.0424	0.0047	0.0099	0	0.0239	0.0231	0.0308	0.0013	0	0	0	0.0339	0	0.0069	0	0.0013	0	0.0015	0.0057	0.0028	0	7.00E-04	0	0.0166	0.0388	0	0	0	0	0	1.00E-04	0.0963	0	0.0503	0.0031	0.066	0.0205	6.00E-04	0	0	0	0.0168	0.0047	0	0.013	0	0.0112	0.0032	0	0.0189	0.0029	0	0.0742	0.0789	0	0	0.0369	0	0.0168	0.1697	0.0042	0.1739
Mix_59	0	0	0.0803	0.0675	0	0	0	0	0	0	0.0141	0.0422	0.0022	0	0	0	0.0081	0	0.0016	0	0	0	0	0	0	9.00E-04	0	0	0.009	0	0	0	0	0	0	0	0.0713	0	0.0376	0.0109	0.1154	0	8.00E-04	0.0016	0	0.0546	0.0079	0	0	0.0047	0.0042	0.0299	0	0	0.0296	0	0	0.0463	0.0511	0.0042	0	0.0436	0	0.0205	0.1566	8.00E-04	0.1574
Mix_60	0	0	0.2838	0	0	0	0	0	0	0.0383	0.0397	0.0246	0.0053	0	0	0	0.0629	0	0	0	0	0	0	0	0	0	1.00E-04	0	0.0217	0.1556	0	0	0	0	0	3.00E-04	0.1911	0	0	0	0.0211	0.003	0.0063	0	0	0	0.0104	0.0064	0	2.00E-04	0	0	0	0	0.0208	0	0	0	0.0915	0	0	0.1	0	0.0566	0.2288	0	0.2288
Mix_61	0	0	0.2421	0.0647	0	0	0	0	0	0	0	0.0292	0	0	0	0	0.0529	0	0	0	0	0	0	0.0056	0	5.00E-04	0	0	0.0204	0.0979	0	0	0	0	0	4.00E-04	0.1763	0	0.0596	0.0044	0.0439	0.0018	0.0041	0.0019	0	0.0314	0.0131	0	0	0.0151	7.00E-04	0	0	0	0.0033	0	0	0.0856	0.14	0	0	0.0894	0	0.0531	0.2317	0	0.2317
Mix_62	0	0	0.2728	0.0342	0	0	0	0	0	0	0.0044	0.0388	0.0017	0	0	0	0.0582	0	0	0	0	0	0	0	0	4.00E-04	0	0	0.0289	0.1245	0	0	8.00E-04	0	0	2.00E-04	0.1905	0	0	0.0064	0.0809	0	0.0058	0	0	0.0093	0.0137	0	0	0	1.00E-04	0	0	0	0.0231	0	0	0	0.0981	5.00E-04	0	0.1003	0	0.0656	0.2358	0	0.2358
Mix_63	0	0	0.0315	0.0657	0	0	0	0	0	0	0.0021	0.0343	0	0	0	0	0.0062	0	0.0052	0	0.0026	0	0	0.0479	0	0.0017	0	0	0.0051	0.0117	0	0	0	0	0	6.00E-04	0.0319	0	0.0989	0.0075	0.0926	0.0246	0	0.0049	0	0.0653	0.0078	0	0	0.0367	0.0048	0.0095	0	0	0.0124	0	0	0.157	0.0785	0.0019	0	0.0264	0	0.0101	0.1519	0.0026	0.1545
Mix_64	0	0	0.1729	0.05	0	0	0	0	0	0	0.0092	0.0207	6.00E-04	0	0	0	0.044	0	0	0	0.0011	0	0	0.0647	0	0	0	0	0.0253	0.1457	0	0	0	0	0	5.00E-04	0.1378	0	0.1176	0	0.0263	0.0267	0.002	0.0026	0	0.0265	0.0191	0	0	0.0345	0	0	0	0	0	0	0	0.183	0.2125	0	0	0.0644	0.0034	0.0449	0.2129	0	0.2129
Mix_65	0	0	0.183	0.0446	0	0	0	0	0	0.0033	0.0197	0.0219	0.0011	0	0	0	0.0468	0	0	0	1.00E-04	0	0	0.0421	0	0	0	0	0.0224	0.0884	0	0	0	0	0	8.00E-04	0.1388	0	0.0974	0	0.0272	0.0159	0.0028	3.00E-04	0	0.0396	0.0162	0	0	0.0237	0	0	0	0	0.0091	0	0	0.1561	0.183	0	0	0.0634	0.0015	0.046	0.2075	0	0.2075
Mix_66	0	0	0.2136	0.031	0	0.0122	0	0.0017	0	0.008	0.0167	0.0327	0.001	0	0	0	0.0434	0	0	0	0	0	0	0	0.0028	0	0	0	0.0175	0.1111	0	0	0.0012	0	0	2.00E-04	0.1542	0	0.0141	0.002	0.0715	0	0.0037	0	0	0.014	0.0121	0.0036	0	2.00E-04	0	0	0	0	0.0229	0	0	0.0169	0.1006	0	0	0.078	0	0.0453	0.2048	0	0.2048
Mix_67	0	0	0.2715	0.062	0	0	0	0	0	0	0	0.0064	0	0	0	0	0.0736	0	0	0	0	0	0	0.0434	0	0	0	0	0.0255	0.1812	0	0	0	0	0	7.00E-04	0.1926	0	0.0907	0	0.007	0	0.0042	0.0026	0	0.0239	0.0207	0	0	0.0247	0	0	0	0	3.00E-04	0	0	0.1399	0.1807	0	0	0.094	0.0057	0.0631	0.2479	0	0.2479
Mix_68	0	0	0.1338	0.016	0	0.0231	0	0.0017	0	0.035	0.0341	0.0241	0.0021	0	0	0	0.0295	0	0.0019	0	0.002	0	0	0.0422	0.0026	0	8.00E-04	0	0.0196	0.1073	0	0	0	0	0	2.00E-04	0.1051	0	0.0798	0	0.0211	0.0159	0.0019	0	0	0.0294	0.0088	0.0054	0	0.0149	0	0	0	0	0.012	0	0	0.1038	0.1542	0	0	0.0487	5.00E-04	0.0297	0.1798	0.001	0.1808
Mix_69	0	0	0.2613	0.0459	0	0	0	0	0	0	0.01	0.0292	0.0017	0	0	0	0.0546	0	0	0	0	0	0	0	0	0	0	0	0.0192	0.1411	0	0	0	0	0	0	0.1861	0	0.034	3.00E-04	0.047	0.0098	0.0054	0	0	0.0129	0.0119	0	0	0.0037	0	0	0	0	0.0141	0	0	0.0732	0.1286	0	0	0.0949	0	0.0532	0.2282	0	0.2282
Mix_70	0	0	0.1312	0.01	0	0.0313	0	0.0049	0	0.0328	0.0366	0.026	0.0036	0	0	0	0.0401	0	0.0012	0	0.0015	0	0	0.0218	0	0	6.00E-04	0	0.0137	0.0902	0	0	0	0	0	8.00E-04	0.0984	0	0.0664	0	0.0343	0.0107	0.0011	0	0	0.0225	0.0096	0.0059	0	0.0077	0	0	0	0	0.025	0	0	0.0965	0.1183	0	0	0.0459	0	0.0273	0.1765	6.00E-04	0.1771
Mix_71	0	0	0.1508	0.0686	0	0	0	0	0	0.0053	0.0198	0.0349	0.0022	0	0	0	0.0316	0	0	0	0	0	0	0	0	3.00E-04	0	0	0.0145	0.0279	0	0	0	0	0	3.00E-04	0.1169	0	0.0391	0.0056	0.0787	0.0041	0.003	0.002	0	0.0331	0.0087	1.00E-04	0	0.0057	0.0033	0.0122	0	0	0.0143	0	0	0.0826	0.1303	0.001	0	0.0627	0	0.0343	0.1839	0	0.1839
Mix_72	0	0	0.1114	0.0251	0.0054	0.0526	0.0078	0.0115	0	0.0116	0.0222	0.0117	0	0	0	0	0.0323	0.0037	0.0103	0.0029	0.0025	0	0	0.0536	0.0012	0	0	0	0.0175	0.0849	0	0	0	0	0	6.00E-04	0.0865	0	0.1185	0	0.0046	0.0185	4.00E-04	0	0	0.0454	0.0102	8.00E-04	0	0.0268	0	0	0.0023	0	0.002	0	0	0.1723	0.1505	5.00E-04	0	0.0401	9.00E-04	0.0304	0.1721	0.0052	0.1772
Mix_73	0	0	0.0294	0.04	0	0	0	0	0	0.0185	0.0217	0.0434	0.0013	0	0	0	0.0023	0	0.0016	0	0	0	0	0	0	0	0	0.0015	0	0.0262	0	0	0	0	0	0	0.0223	0	0.0426	0.0143	0.1175	0.0113	2.00E-04	5.00E-04	0	0.0404	0.004	0.0119	0	0.0035	0.0047	0.0203	0.0068	0	0.0199	0	0	0.0434	0.0292	0.0044	0	0.0243	0	0.0073	0.139	8.00E-04	0.1398
Mix_74	0	0	0.2262	0.0795	0	0	0	0	0	0	0	0.0273	2.00E-04	0	0	0	0.0532	0	0	0	0	0	0	0.0127	0	1.00E-04	0	0	0.0208	0.1216	0	0	0	0	0	3.00E-04	0.1682	0	0.0666	0.0013	0.043	0.0085	0.0038	0.0032	0	0.0309	0.0171	0	0	0.0233	0	0	0	0	0	0	0	0.115	0.1469	0	0	0.0848	4.00E-04	0.0511	0.226	0	0.226
Mix_75	0	0	0.141	0.0695	0	0.0016	0	0	0	0	0.0028	0.0344	0	0	0	0	0.0168	0	0.0024	0	0	0	0	0	0	0	0	0	0.0121	0.0593	0	0	0	0	0	0	0.1102	0	0.0175	0.0059	0.1004	0	0.0027	0	0	0.0275	0.0113	0.0034	0	0.0022	0.0028	0.0063	0.0015	0	0.0227	0	0	0.0255	0.0747	0.0038	0	0.0636	0	0.0319	0.1726	0.0012	0.1738
Mix_76	0	0	0.1429	0.0653	0	0	0	0	0	0	0.0113	0.0369	0.0024	0	0	0	0.0185	0	7.00E-04	0	0	0	0	0	0	8.00E-04	0	0	0.0136	0.0376	0	0	0	0	0	2.00E-04	0.1128	0	0.0109	0.0066	0.1033	0	0.0031	0	0	0.0358	0.0076	0.0045	0.0025	0	0.0045	0.0103	0	0	0.0284	0	0	0.0167	0.0646	0.005	0	0.0608	0	0.0325	0.1714	4.00E-04	0.1717
Mix_77	0	0	0.1298	0.0499	0	0	0	0	0	0	0	0.026	0	0	0	0	0.0285	0	0.0033	0	9.00E-04	0	0	0.0444	0	0	0	0	0.0189	0.0831	0	0	0	0	0	4.00E-04	0.1043	0	0.1031	0	0.058	0.0107	9.00E-04	0.0027	0	0.0481	0.0163	0	0	0.0291	0	0	0	0	0.0014	0	0	0.1529	0.1631	7.00E-04	0	0.0517	0.0014	0.0328	0.1957	0.0016	0.1974
Mix_78	0	0	0.0617	0.0107	0	0.025	0.0039	0.003	0	0.0371	0.0332	0.0446	0.0025	0	0	0.0023	0	0	0.0028	0	0	0	0	0	0.0036	0	0	0	0.0107	0	0	0	0	0	0	0	0.0474	0	0.0067	0.0076	0.1049	0	1.00E-04	0	5.00E-04	0.019	0.0042	0.0168	0	0	0.0013	0.0451	0.0094	0	0.0276	0.0063	0	0	0.0391	0.0034	0	0.0355	0	0.0168	0.1403	0.0014	0.1417
Mix_79	0	0	0.0505	0.0728	0	0	0	0	0	0	0	0.0373	0	0	0	0	0.0086	0	0.0046	0	0	0	0	0.0068	0	9.00E-04	0	0	0.0075	0.0329	0	0	0	0	0	5.00E-04	0.0473	0	0.0765	0.0081	0.1069	0.0014	1.00E-04	0.0077	0	0.0576	0.0095	0	0	0.0245	0.0064	0.012	0	0	0.0154	0	0	0.1051	0.0618	0.0059	0	0.032	0	0.0155	0.1611	0.0023	0.1634
Mix_80	0	0	0.1709	0.0287	0	0.0453	0	0.0086	0	0	0.0079	0.0249	0	0	0	0	0.0446	0	8.00E-04	0	0	0	0	0	0	0	0	0	0.016	0.1052	0	0	0	0	0	1.00E-04	0.1254	0	0.0678	0	0.0594	8.00E-04	0.0017	0	0	0.0214	0.0107	0.0017	0	0.0105	0	0	0.0051	0	0.0074	0.0019	0	0.0783	0.1006	0	0	0.0582	0	0.0344	0.1987	4.00E-04	0.1991
Mix_81	0	0	0.153	0.0663	0	0	0	0	0	0	0.0122	0.0311	7.00E-04	0	0	0	0.0367	0	3.00E-04	0	0	0	0	0.0083	0	0	0	0	0.0181	0.072	0	0	0	0	0	3.00E-04	0.1201	0	0.0724	0.0025	0.066	0.0094	0.0012	0.002	0	0.0406	0.0186	0	0	0.0158	0.0019	0	0	0	0.0098	0	0	0.1206	0.1315	4.00E-04	0	0.0608	0	0.0356	0.1956	1.00E-04	0.1958
Mix_82	0	0	0.2003	0	0	0	0	0	0	0.0208	0.0257	0.0466	0.0027	0	0	0	0.0303	0	0.0011	0	0	0	0	0	0	0	0	0	0.0325	0.0766	0	0	0	0	0	0	0.1477	0	0	0.0063	0.095	0	0.0033	0	0	0.0124	0.0059	0.0075	0	0	0.0021	0.0079	0	0	0.032	0	0	0	0.0809	0.002	0	0.0792	0	0.0511	0.2107	6.00E-04	0.2113
Mix_83	0	0	0.2191	0.0556	0	0	0	0	0	0	0.0068	0.0276	9.00E-04	0	0	0	0.0499	0	0	0	0	0	0	0.0087	0	0	0	0	0.0207	0.1165	0	0	0	0	0	1.00E-04	0.1603	0	0.0623	1.00E-04	0.0495	0.0103	0.004	8.00E-04	0	0.033	0.0167	0	0	0.0152	0	0	0	0	0.0078	0	0	0.0976	0.1462	0	0	0.0803	0	0.0468	0.2211	0	0.2211
Mix_84	0	0	0.1578	0.0325	0	0.0123	0	8.00E-04	0	0.0185	0.0308	0.0245	0.001	0	0	0	0.0429	0	0.0026	0	0	0	0	0.0242	7.00E-04	0	0	0	0.0189	0.0785	0	0	0	0	0	2.00E-04	0.1204	0	0.0836	0	0.0342	0.0095	0.002	0	0	0.0483	0.0166	5.00E-04	0	0.0185	0	0	0	0	0.0052	0	0	0.131	0.1542	0	0	0.0531	0	0.0367	0.1961	0.0013	0.1974
Mix_85	0	0	0.1662	0.0493	0	0.014	0	0.0012	0	0.0022	0.0122	0.038	0	0	0	0	0.021	0	0.0012	0	0	0	0	0	0.0031	0	0	0	0.0134	0.0685	0	0	0	0	0	0	0.1244	0	0.0089	0.0054	0.0958	0	0.003	0	0	0.0284	0.0118	0	0	1.00E-04	0.0019	0	0	0	0.0298	0	0	0	0.076	0.0012	0	0.0675	0	0.0354	0.1821	6.00E-04	0.1827
Mix_86	0	0	0.1136	0.0622	0	0	0	0	0	0	0.013	0.0354	7.00E-04	0	0	0	0.0225	0	0	0	0	0	0	0.0241	0	0	0	0	0.0142	0.0815	0	0	0	0	0	2.00E-04	0.0903	0	0.0787	0.001	0.0783	0.0167	0.0015	0.0031	0	0.0447	0.0156	0	0	0.0182	3.00E-04	0	0	0	0.0058	0	0	0.1288	0.1266	8.00E-04	0	0.0497	0	0.0283	0.1825	0	0.1825
Mix_87	0	0	0.3032	0.0503	0	0	0	0	0	0	0	0.0115	0	0	0	0	0.0863	0	0	0	0	0	0	0.019	0	0	0	0	0.0222	0.1869	0	0	0	0	0	6.00E-04	0.2081	0	0.0709	3.00E-04	0.0106	0.0102	0.0062	0.0028	0	0.008	0.0216	0	0	0.0163	0	0	0	0	0	0	0	0.1105	0.1748	0	0	0.1059	0.0041	0.066	0.2583	0	0.2583
Mix_88	0	0	0.234	0.0368	0.0024	0.0342	0	0.0083	0	0.0193	0.0269	0.0077	0.0027	0	0	0	0.0591	0	0	0	0	0	0	0.0055	0.0047	0	1.00E-04	0	0.0197	0.1399	0	0	0	0	0	4.00E-04	0.1682	0	0.0502	0	0	0.0015	0.0043	0	0	0	0.0148	3.00E-04	0	0.0102	0	0	0	0	0.0105	0	0	0.0732	0.1542	0	0	0.0761	0	0.0485	0.2039	0	0.2039
Mix_89	0	0	0.0049	0.0344	0	0.0082	0	0	0	0.0023	0.0118	0.0366	0	0	0	0	0.0023	0.0024	0.0068	0	0	0	0	0.0443	0	0.0012	0	0	0	0.0119	0	0	0	0	0	3.00E-04	0.0052	0	0.121	0.0048	0.093	0.0117	0	0.0026	0	0.059	0.0041	0.0045	0	0.0277	0.0042	0.0151	0.0064	0	0.0049	0	0.0286	0.1659	0.0799	0.0012	2.00E-04	0.0112	0	0.0011	0.1508	0.0034	0.1542
Mix_90	0	0	0.1559	0.0464	0	0	0	0	0	0	0	0.0353	0	0	0	0	0.0244	0	0.0035	0	0	0	0	0	0.0052	6.00E-04	0	0	0.0189	0.0327	0	0	0	0	0	0	0.1228	0	0.0061	0.0079	0.1123	0	0.0013	0	0	0.0242	0.0106	0.0073	0	0	0.0063	0.0137	0	0	0.0211	0	0	0.0112	0.0718	0.0059	0	0.0661	0	0.0372	0.1829	0.0018	0.1846
Mix_91	0	0	0.3148	0.0373	0	0	0	0	0	0	0	0.0142	0	0	0	0	0.0816	0	0	0	0	0	0	0	0.0046	0	0	0	0.0162	0.1593	0	0	0	0	0	0	0.2129	0	0.0155	0.0017	0.0338	0	0.006	0	0	0	0.0158	0	0	2.00E-04	0	0	0	0	0.0117	0	0	0.0322	0.1278	0	0	0.1073	0	0.0603	0.2427	0	0.2427
Mix_92	0	0	0.1727	0.0685	0	0	0	0	0	0	0	0.0212	0	0	0	0	0.0385	0	0	0	0	0	0	0	0	0	0	0	0.0176	0.1137	0	0	0	0	0	0	0.1346	0	0.0578	9.00E-04	0.0737	0	0.0015	0	0	0.0216	0.0135	0	0	0.0172	0	0	0	0	0.0138	0	0	0.1044	0.1043	0.0013	0	0.0707	0	0.0386	0.2028	0	0.2028
Mix_93	0	0	0.1188	0.0372	0.0091	0.0622	0.0063	0.0132	0	0.0093	0.0236	0	1.00E-04	0	0	0	0.042	0.005	0.0095	0.0062	0.0037	0	0	0.0612	0.0121	0.0011	2.00E-04	0	0.013	0.1382	0	0	0	0	0	0.0019	0.0927	0	0.1177	0	0	0.0015	4.00E-04	0	0	0.043	0.0137	0	0.0172	0.0257	0	0	0	2.00E-04	0.0022	0	0	0.1617	0.1094	0	0	0.0369	0	0.0241	0.1774	0.0048	0.1822
Mix_94	0	0	0.2543	0.031	0	0.0251	0	0.0064	0	0.0107	0.0209	0.018	0.0023	0	0	0	0.0627	0	2.00E-04	0	0	0	0	5.00E-04	0.0037	0	2.00E-04	0	0.0188	0.1425	0	0	0	0	0	6.00E-04	0.1759	0	0.0498	0	0.0091	0.0037	0.0045	0	0	0.0205	0.0128	7.00E-04	0	0.0068	0	0	0	0	0.0117	0	0	0.0605	0.1179	0	0	0.0868	0	0.0501	0.2159	1.00E-04	0.216
Mix_95	0	0	0.1358	0.0483	0	0.0283	0	0.0052	0	0	0	0.0267	0	0	0	0	0.0337	0	0.0031	0	0	0	0	1.00E-04	0.0023	0	0	0	0.0182	0.1031	0	0	0	0	0	0	0.1065	0	0.0417	0.0026	0.0793	0	0.001	0	0	0.0145	0.0092	0.0018	0	0.0041	9.00E-04	0	0.0045	0	0.0157	0.0053	0	0.0905	0.1029	0.0014	0	0.0552	0	0.0315	0.1712	0.0016	0.1728
Mix_96	0	0	0.0775	0.0304	0	0.0404	0.0053	0.0085	0	0.024	0.0293	0.0336	0.0012	0	0	0	0.0185	0	0.004	0	1.00E-04	0	0.0019	0.0175	0.003	0	0	0	0.0106	0.0377	0	0	0	0	0	2.00E-04	0.0599	0	0.0663	0.0033	0.064	0.005	3.00E-04	0	0	0.0395	0.0105	0.0035	0	0.0095	3.00E-04	0.018	0.0077	0	0.0111	0.0039	0	0.0824	0.089	0.002	0	0.0352	0	0.0154	0.1545	0.003	0.1575
Mix_97	0	0	0.1866	0.0828	0	0	0	0	0	0	8.00E-04	0.0276	0	0	0	0	0.0389	0	0	0	0	0	0	0.0183	0	0	0	0	0.0189	0.1175	0	0	0	0	0	2.00E-04	0.1438	0	0.079	0	0.0499	0.0111	0.0024	0.0029	0	0.0385	0.0195	0	0	0.0233	0	0	0	0	0	0	0	0.1247	0.1534	1.00E-04	0	0.0716	0	0.0465	0.2123	0	0.2123
Mix_98	0	0	0.2422	0.0563	0	0	0	0	0	0	0	0	0	0	0	0	0.0745	0.0036	0.0067	0.0118	0.0073	0	0	0.1028	0	0.0025	0	0	0.0309	0.2082	0	0	0.0019	0	0	0.0037	0.1803	0	0.1479	0	0	0.0166	0.0029	0.0115	0	0.0387	0.0243	0	0.0105	0.0506	0	0	0	0	0	0	0	0.2265	0.3536	0	0	0.0792	0	0.071	0.278	0.0034	0.2814
Mix_99	0	0	0	0	0.0181	0.0605	0.053	0.0228	0	0.0279	0.0348	0.0374	0.0015	0	0	3.00E-04	0	0	0.0126	0	5.00E-04	0	0.008	0.0012	0.0112	0	8.00E-04	0.0076	0	0.0069	0	0	0	0	0	0	0	0	0.0295	0.0029	0.0734	0	0	0	0.0113	0.0219	0	0.0137	0	7.00E-04	0	0.0434	0.0082	0	0.0223	0.0257	0	0.0054	0	0.0046	3.00E-04	0	0	0	0.0993	0.0103	0.1096
Mix_100	0	0	0.1593	0.0865	0	0	0	0	0	0	0	0.0078	0	0	0	0	0.0416	0	0	0	0	0	0	0.0436	0	0	9.00E-04	0	0.0201	0.1348	0	0	0	0	0	8.00E-04	0.1252	0	0.0991	1.00E-04	0.0363	0.0074	9.00E-04	0.0037	0	0.0375	0.0187	0	0	0.0302	0	0	0	0	0.0014	0	0	0.1655	0.203	0	0	0.0592	0.0015	0.0423	0.1989	0	0.1989
