CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell	otherCells
S16995	1.11732920023245e-08	0.0768218283931551	2.90821630857579e-05	0.00021031763307575	0.000118149289308223	2.26395515298339e-05	5.21099489933289e-08	9.36553097113066e-09	0.922797910321073
S17000	2.8832395643791e-07	0.0777711276135863	6.60254952567311e-06	3.81291434133784e-05	4.69616849816144e-06	8.41353605019484e-09	3.23616894639209e-10	2.46751992369578e-08	0.922179122788668
S17002	8.2639970926265e-07	0.0768587478283299	8.27303235869195e-05	0.000261021370997667	5.70530037710241e-06	2.85485119710456e-06	5.97809954211346e-09	1.40049134895254e-08	0.922788093942789
S17012	9.41406605445788e-09	0.0770098040924184	1.0823326224173e-05	1.26333084783311e-07	2.06255923624048e-05	8.98202621369299e-07	2.31286681888986e-09	0.000172938996842557	0.922784771729514
S17015	8.84527984829029e-06	0.0768962112489838	2.82966973073913e-06	8.52051861964192e-06	1.09735124119179e-05	1.85155193535029e-08	5.4310639751114e-09	7.36954633482881e-05	0.922998900360474
S1702	0.000695875678483704	0.0765522388953008	1.43203921291992e-06	6.00149163361598e-08	5.38691234249147e-05	4.83916842301954e-09	1.10049329224207e-06	9.35472684159455e-08	0.922695325368932
S17021	4.8243917528459e-05	0.0768528585060617	5.5232252710113e-05	0.000360433428938029	1.14558940051675e-07	2.4013950724461e-09	1.28565308170038e-08	1.58325528129179e-08	0.922683086245343
S17025	9.65605353748289e-07	0.0778687796461721	2.33376427870565e-05	0.000317140517263077	4.30664057872164e-05	1.12969350243862e-05	1.06938776939507e-09	1.49620400657675e-08	0.921735397216185
S17027	2.92542803950776e-07	0.0774625346411243	0.000230778244679053	5.96706235981966e-08	5.75302039303839e-05	4.80883557059733e-06	2.45619510959466e-08	9.5976196049496e-08	0.922243875323121
S17030	4.03913633731729e-07	0.0774628260153999	6.25698501320992e-06	0.00021500907577426	0.000117504569112832	1.12730335505106e-06	2.51103364697789e-09	1.80344794970941e-09	0.922196867823229
S17037	1.60725727480547e-07	0.0768856437829756	3.73989457837847e-07	2.70246444332865e-05	0.00100214741504454	7.47036302231504e-09	2.18713242565762e-09	1.53797587037627e-08	0.922084624405107
S17040	3.05064770185894e-06	0.0769015605114368	6.03302584882382e-06	0.000265341744625163	9.71336148269358e-05	2.73715153501163e-08	1.38070143945422e-10	4.51377705005675e-08	0.922726807808204
S17046	1.87661021560491e-06	0.0774224594903567	0.00022348633131049	0.000218232011013062	2.22360766466379e-05	1.68289719548627e-06	1.0509474507245e-10	3.85435514888075e-07	0.922109641042652
S17047	3.46407925865244e-07	0.0778526067961998	4.67803568038796e-09	1.05999802474506e-05	7.96554734003579e-05	1.00018924703881e-05	3.5544893551187e-07	4.54458844369412e-05	0.922000983438348
S17055	1.45385998523298e-05	0.0776779908280056	1.74100528361946e-06	6.01583391062378e-08	0.00017922267030852	5.13085333426231e-09	1.18321266542747e-09	1.05839882722673e-08	0.922126429840157
S17056	1.13866033314056e-07	0.076878688894999	9.57982157259715e-05	6.87777488154637e-05	0.000476701051405609	7.77342232588722e-06	3.24960434693777e-11	5.40150933178188e-05	0.922418131674881
S17057	2.43029282402018e-05	0.076664721543804	8.46501028505952e-05	8.72254740834989e-05	0.000430604412192095	1.5692698965827e-07	5.67975502273138e-07	0.000104102452782306	0.922603668183555
S1706	6.12766535150789e-10	0.0779234039790644	0.0001195503099903	0.000171309137815684	2.53089358100444e-08	5.88479435600625e-07	2.02810860033817e-09	2.84092300295932e-06	0.92178227922088
S17068	3.38046023204329e-07	0.0766966573256695	8.6948928020327e-06	0.000644662716556876	0.000400594317028921	3.18044306638938e-09	5.97467722539368e-09	1.09412191567205e-08	0.92224903260558
S17070	0.000498201621234271	0.0774863373107776	2.64635083812486e-05	2.79936433714657e-05	4.29947861816817e-05	8.93789458616472e-09	7.71207670656687e-10	6.202885529077e-08	0.921917937392096
S17077	2.7246191639223e-06	0.0756793645087163	2.23784142341554e-08	0.000822698902692351	0.000207145212355316	3.26528017852375e-09	2.43754663566833e-06	1.77876426924002e-05	0.92326781592405
S17078	3.49333335463686e-08	0.0742349287537444	1.6760331777338e-05	0.00104416142636672	0.000256860905127998	5.02014963274594e-08	2.04891373326786e-08	4.03218111011533e-06	0.924443150777906
S17079	4.83646176188747e-08	0.0763622515409201	3.18731050037197e-06	4.65386936453425e-07	0.00100394810316945	8.15144941608521e-06	6.65743856799962e-10	2.21681886888125e-07	0.922621725496809
S17080	2.61365566706815e-05	0.0772983007825972	2.05432334530454e-05	0.000572383622653489	6.87673558600815e-09	1.0336868090839e-08	2.62320791670584e-10	5.15323791198246e-05	0.922031085949581
S17091	6.3109391979339e-07	0.0770672742976339	3.91767528837522e-05	3.62409326935462e-06	0.000179251587845668	5.66915009383393e-07	6.84212443536741e-08	3.10722687754873e-08	0.922709375765925
S17095	4.6857619575878e-07	0.076902686628353	0.000121748078265722	0.000572619089205362	8.75955227407507e-05	1.03328717192198e-08	7.40586078536529e-09	7.33580672092495e-09	0.9223148570307
S17097	3.60257232969529e-07	0.0758979028618284	0.000454135278837077	1.43032922621325e-05	0.000752477528287402	1.37731827889794e-07	5.59720752834832e-09	2.52432408279667e-08	0.922880652209276
S17099	4.37151634683009e-08	0.0775294558443324	2.09436098256277e-05	4.32371106030442e-05	5.70630584793169e-05	1.58618386196984e-09	1.19920238856603e-08	0.000100591477335285	0.922248651606053
S17102	1.76515308779485e-07	0.0769224512520035	0.000233517687001597	0.000316315720483472	0.000206532754065778	6.58446776435148e-05	6.90858484928452e-10	3.24050138486591e-06	0.92225192020125
S17110	5.97595063824522e-08	0.0768096083370244	2.23973443091355e-05	0.000432064777588397	3.04806811342021e-05	7.35546988575768e-08	3.61269722302083e-10	1.21464122757472e-08	0.922705303038057
S17114	2.66035050672008e-06	0.0761140043099557	3.74953859468606e-06	0.000966311968976497	1.75755194250619e-06	8.49469908960377e-07	3.65159531074123e-09	2.37127469273256e-08	0.922910639445773
S17117	0.000302723973482455	0.0765298915023549	7.34770468400504e-09	0.000648091183307274	0.000149537591061408	1.09941951774644e-05	1.13247183608982e-08	1.5465203528949e-08	0.92235872741699
S17131	6.39832927957476e-08	0.0772540926684637	1.49507427676018e-06	0.000295362695701497	0.000218619799445229	4.58675406561716e-08	1.69303971746e-10	3.96717134990328e-05	0.922190648028476
S17132	2.59324356326832e-07	0.0774953326241092	3.75817841906875e-07	8.5855476927926e-05	9.61266490873762e-06	7.4730981204417e-06	4.89879827574694e-11	3.11279076328153e-08	0.92240105981684
S17133	3.10982652792134e-07	0.0772947212973152	2.94891473192701e-09	1.16268030148473e-05	1.88922112694816e-06	3.37518429903242e-06	4.09091242380243e-10	1.00372387920832e-05	0.922678035914793
S17134	2.71765632375325e-07	0.0774820758228183	0.000140214503794683	8.55248075291776e-05	0.000167516841720485	1.35267202293237e-07	2.98869079284242e-10	1.98577656583351e-07	0.922124062114777
S17142	2.59595165311909e-06	0.0767744820919688	1.82271335258889e-05	1.45646513623519e-09	0.000871869026010796	5.41834912943528e-06	3.02253078990182e-10	6.84188928446085e-09	0.922327398847104
S17148	1.3691831144237e-06	0.0750055226039949	0.00257458438606368	2.0898984438523e-06	1.39036145447235e-06	4.58481498295011e-09	4.3292691668936e-08	1.44116351885157e-08	0.922414981277787
S17150	0.000470123976714923	0.0768481936458253	9.5521098270464e-05	0.000388243258444809	7.65494124212856e-06	7.11246864764055e-08	1.60398230172241e-07	1.34449251597417e-07	0.922189897107334
S17151	8.48645340259115e-07	0.0762056201024175	7.9670071082797e-09	0.000757353442354328	4.0870666700616e-06	3.86661941262489e-08	1.53255846256975e-08	2.13925687419276e-05	0.92301063621569
S17180	6.07757259142112e-06	0.0786315946955081	1.0182476863669e-05	6.78721499895128e-05	2.34200365720335e-05	2.49169043546474e-06	2.02690346268893e-09	2.28563578677862e-08	0.921258336494778
S17187	7.16802788671332e-06	0.0763800679790824	1.5247526378093e-05	0.000699858066496409	2.84863145027049e-05	2.48068077580574e-06	3.88597885736067e-08	5.85102228292208e-08	0.922866594034866
S17197	6.16023014002556e-06	0.0775805155893098	4.36468871289034e-09	1.03172582160911e-06	6.26953579706477e-05	7.24112132075658e-05	2.75885035459094e-07	6.745015508698e-09	0.922276898888811
S17198	8.38785934030786e-08	0.077345371429283	0.000211512964631271	5.43155156456206e-05	6.96358140168647e-08	6.25238958185722e-07	2.77636795401784e-06	9.44503334886672e-09	0.922385235524087
S17205	8.07465516717425e-08	0.0770627656670673	1.34060664979117e-05	0.000108109654543853	9.38230529209224e-06	4.8912021849152e-09	2.68220031960306e-10	2.76021541913619e-05	0.922778648246434
S1721	1.36085017922021e-06	0.0775939465035601	4.38800750840331e-08	0.000705384482660707	2.82577685495608e-05	9.97401551939889e-06	5.33159987485879e-08	7.76213867079459e-06	0.921653217044786
S17210	4.47231577371157e-05	0.0780452739854476	0.000219114167554526	5.08805072514607e-08	2.09925737916164e-06	9.36753168789104e-06	1.06848791415661e-10	2.86562190107199e-06	0.921676505290937
S17211	1.13252346071102e-07	0.0768873518256023	3.2631270031429e-05	5.41821034465264e-05	0.000249667497552888	5.02980159831268e-07	4.02494622040423e-09	3.48330113884516e-05	0.922740714034526
S17212	4.59444655609109e-06	0.0774904253777582	2.88754011505387e-05	0.000233000516684273	3.84224981810665e-08	2.15000616636768e-05	6.48199136247169e-10	8.22920276615708e-06	0.922213335922724
S17219	1.0316833857709e-06	0.0765577653100167	1.56731007805075e-05	0.000671887815163638	6.18154721183109e-05	3.12373734304564e-08	1.65139494210516e-07	1.29402676873823e-06	0.922690336214899
S17223	7.28444949253868e-08	0.0759195566700386	6.87488398874979e-06	4.77070712676333e-07	0.000546835209361535	1.19126276072097e-05	1.24265439700383e-10	2.3083730819234e-05	0.923491186838712
S17229	2.22200018952343e-06	0.076529752542606	4.6585655233378e-05	0.000848753268776854	1.48818191343591e-06	8.76685017516301e-09	1.337751196731e-07	2.95095942835961e-06	0.922568104849883
S17230	6.47735423803605e-08	0.0777913908812115	5.92125713382139e-05	4.07555707496004e-05	1.53075070917874e-08	1.24498295112221e-08	1.6763895657794e-09	1.19137362667735e-07	0.922108427632069
S17233	7.77638299920258e-08	0.0780915930512559	8.49295234335609e-07	0.000238458379494567	1.70279979244462e-05	7.80102753922146e-10	7.71896844569373e-12	1.57105749771998e-05	0.921636282149462
S17240	1.88086830847235e-06	0.0773656359332572	3.5810389131897e-09	0.000371310695382979	0.00013927919630379	3.70273503522485e-06	3.89808271292478e-07	5.54461967506691e-06	0.922112252562727
S1725	2.76230902248832e-07	0.0765974025801719	3.16477091186457e-08	0.000274522940960625	0.000605597114875422	5.93060051173642e-07	3.49239746909883e-10	2.06422663991792e-09	0.922521574011863
S17251	3.58427032897213e-06	0.0780451139999261	1.65921141432177e-05	2.52490980649354e-05	1.53602401812286e-05	9.0454201188212e-08	5.89867000045459e-07	2.56125340561766e-08	0.92189339434362
S17252	2.71258085656644e-07	0.0767465522909763	4.25583417060081e-05	5.95956866858465e-05	4.68421359333985e-06	4.32803564558078e-07	4.85965042538121e-09	2.82507279232638e-08	0.92314587229501
S17254	5.21808701093205e-07	0.075022529582078	3.40025822548228e-08	0.00189851005044916	3.83799997998263e-05	5.83995228545235e-06	1.94917796603138e-09	7.57634055474545e-08	0.923034106891521
S17256	3.02300100600466e-07	0.0770917408625548	0.000279442500006043	3.0490264348416e-09	8.25176061478688e-06	1.25065558262045e-05	1.30374079024889e-09	1.13235578320605e-07	0.922607638432552
S17259	3.29302029582542e-06	0.0772804216848598	4.98829146916143e-07	0.000354243260607376	2.35912750761061e-07	4.22051337968002e-06	1.4866085263703e-06	1.9500435736127e-07	0.922355405166076
S1726	4.24641223445224e-07	0.0774889081617869	2.92737067857608e-05	0.00052428184268506	4.66825353257825e-05	7.9848661928422e-06	1.63428300496538e-09	3.3322315945459e-09	0.921902439279486
S17275	4.77153024671999e-08	0.0770637398094406	0.000136810903857551	0.000187961675901555	7.31674094678575e-06	1.79476020413629e-06	5.57667853802949e-11	1.24315072978403e-08	0.922602315907073
S17281	2.12627059200796e-07	0.0769745140552165	0.000174535653122409	0.000352927855034009	4.95880047396188e-07	2.46714054799101e-07	9.78036746471737e-10	1.02715793483216e-10	0.922497066134713
S17283	4.7301264076776e-07	0.077009373586298	8.61013735350901e-05	1.49382801578095e-06	3.83178585541126e-06	1.17813305604107e-07	3.87693924133845e-08	1.2350735798239e-05	0.922886219095159
S17284	1.31007003703864e-06	0.0774136290085679	0.000181103261873837	8.31609233678208e-08	0.000126256052584904	3.74929452424198e-06	2.77129879332056e-09	2.13647371027723e-08	0.922273845015453
S17290	1.95345327458657e-08	0.0772863357585186	1.95301627062695e-07	5.64730144093569e-05	0.000474254476998887	2.42930360598527e-09	6.21599339367777e-10	1.64532408949976e-05	0.922166265622115
S17291	1.98390735214718e-07	0.0774054810474983	4.01458649726018e-06	3.45137375061592e-05	2.49165871691481e-05	2.29019879885024e-06	1.19711229645514e-10	9.10457477755159e-09	0.922528576227509
S17295	2.14412976187571e-08	0.0772601722953009	7.79855702030195e-06	4.30871111475498e-05	0.000257270744139956	2.97963530698459e-08	6.75345181490342e-07	1.62319487860875e-08	0.92243092847761
S17301	5.373009026628e-07	0.076857002013121	0.000263820701020827	1.73322934097348e-05	8.13136844482093e-05	3.72662275731439e-09	2.91698751779549e-09	6.92992820640918e-07	0.922779294370667
S1731	2.13186315050968e-07	0.0772853165298584	2.47864606648209e-05	1.55671325629006e-06	0.000104490561446689	2.18472773346253e-09	1.47740667907279e-06	4.21117626403692e-05	0.922540045194412
S17311	3.45220497387088e-07	0.0774126248017474	2.92751849244236e-06	3.4017861468756e-05	0.000439583950749381	2.6464393645313e-08	3.36270420599348e-10	2.14660622464355e-08	0.922110452380318
S17316	9.35268658921578e-09	0.0775590791657269	0.000341189651266378	2.82803677103607e-07	0.000379771361349494	3.87523503897137e-07	2.59455974037258e-09	1.79036664929154e-05	0.921701373880737
S17320	2.89691466919903e-07	0.0777964124599853	4.5004832209312e-05	1.81864438491247e-05	1.19397144306045e-05	3.66245802288169e-09	8.69681994567298e-10	1.9483633409751e-05	0.922108678692509
S17322	3.09092907803234e-08	0.0775032046942721	1.10810042527197e-05	0.000193359023022347	3.87696446370699e-06	7.8135827857479e-06	1.23242990383713e-09	2.56865428309674e-08	0.92228060690294
S17323	0.000413644896456926	0.0785445203170554	2.05437583496991e-06	5.89297410373973e-07	6.86537706639056e-06	1.40682879476828e-07	6.30700518084383e-09	6.56950356314688e-08	0.921032113051256
S17332	0.000165301918600728	0.0760147752204406	8.29180646822302e-05	0.000934083900303758	6.09532908782736e-06	2.51713367928298e-08	4.05188947048632e-10	6.30784122637221e-07	0.922796169206236
S17333	1.3290059305136e-06	0.0769692422465401	4.46521464170759e-06	0.000447480111978633	3.84549598164525e-07	6.06754961485409e-07	8.59633597408067e-09	1.56295235719428e-08	0.92257646789049
S17334	3.40096299747583e-07	0.075007685983994	1.41740773500298e-05	0.00087350648544314	1.21203385632568e-07	2.39794684281512e-07	3.81522928890267e-07	4.44074982131959e-06	0.924099110086093
S17346	9.41911110406674e-08	0.0772974927363544	2.23155708045442e-05	0.000706814529616867	8.69154121751447e-06	3.61857953330576e-09	2.12371088993727e-08	2.11605961962253e-08	0.921964545414611
S17351	1.00363505841713e-08	0.0780632082509652	0.000254540711845523	2.95168088364333e-05	9.82315053377138e-05	3.35546930220239e-06	6.19682434937018e-10	0.000187984339411925	0.921363152258268
S17353	5.0493048674383e-07	0.0773115411377214	3.52575670287148e-08	0.000203722988018875	1.02699565446387e-05	1.54295101240618e-06	1.08588712267943e-09	2.68143323266078e-06	0.922469700259529
S17362	7.32414913185308e-07	0.0778494571277605	5.7212647273997e-05	0.000285239113763398	6.86021586960448e-05	7.37943513281124e-08	1.06124898465622e-08	4.90470874483871e-06	0.921733767422007
S17365	1.81468441329989e-07	0.0774423377499579	8.92670250012883e-07	2.31210637188274e-06	3.68418072851108e-05	9.03294751064092e-09	1.63282249367362e-08	1.9744126066906e-07	0.922517211395261
S17367	2.50862984035683e-07	0.0773468300085236	1.49578692012598e-06	0.000330057831032752	8.10883862406075e-05	3.20839813044342e-08	2.79301830693308e-07	7.98649132233272e-09	0.922239957751996
S17369	1.29728320759706e-07	0.0776705464941211	3.41792029342398e-06	0.000293476703191615	7.84854099327654e-06	6.23873762356119e-08	1.0180460382799e-09	2.38526577419128e-06	0.922022131941883
S17370	1.10741170166288e-07	0.0767710305468615	2.51402277251143e-06	1.46274661752418e-05	4.10887057819128e-05	4.77360857549646e-06	3.06169994712655e-09	1.41209802317195e-07	0.923165710637161
S17373	2.06493596221233e-06	0.0780483701025677	3.71955461411189e-05	4.12384652412185e-07	9.39459394262916e-05	4.48791442906204e-09	6.24240825603398e-08	7.71817488986408e-08	0.921817866997504
S17378	5.22659395471887e-07	0.0775087621820949	2.33898029323288e-05	0.000214635771545497	0.000179785037544679	5.59821370293971e-09	1.43848904331641e-08	1.05073868649556e-06	0.922071833824696
S1738	1.2078261486837e-07	0.0769068823054734	3.43854200067964e-06	1.41506286737863e-05	0.000167463314011087	3.98079688190685e-08	3.26464566661464e-11	7.4578401213247e-05	0.922833326185398
S17381	1.20503907786158e-07	0.0778188699765768	5.14311572099931e-06	9.36546113187835e-07	0.000187341536819763	9.9076966977298e-06	5.69442208512643e-10	4.59966591059524e-05	0.921931683395615
S17393	6.10470453514619e-05	0.0773157918888377	0.000612449557494776	4.59998288732964e-07	8.88030715479595e-06	1.07112619793237e-05	2.79195992192131e-08	1.41462866717527e-06	0.921989217392627
S17396	4.02574656994169e-07	0.0763972428176289	0.000304434480457761	0.000467851872959435	7.11787321603304e-05	5.49072802915021e-08	3.38693566654578e-09	3.07643076476844e-06	0.922755754797156
S17411	1.0132990640033e-06	0.0773386819836494	2.60171076422376e-06	0.000180185926375497	3.06767365001384e-05	8.4381214211164e-08	2.2832515196399e-07	5.84072181561509e-09	0.922446521796559
S17412	1.57874664916926e-07	0.0768895862089734	9.95532860726299e-09	0.000358216786599669	3.05373062891115e-05	6.04456197428232e-08	1.79183895016237e-06	6.35922158405081e-08	0.922719575991359
S17413	2.76031137347352e-06	0.0760200951928606	7.60877983135168e-06	5.50651911050365e-06	0.00154793460935615	6.08618081682338e-06	2.13368489189643e-10	2.08863205319753e-05	0.922389121872751
S17415	2.85997393264785e-08	0.0767073106777116	0.000225385906728747	0.000384062802484726	0.000126391728896514	7.53271675100248e-07	2.44912457258845e-09	1.59107542146426e-08	0.922556048652885
S1742	3.35341945899332e-07	0.0779284208380156	1.27598931792492e-06	3.88056780823874e-08	4.5163364334215e-05	1.09090777023082e-06	1.13546819999716e-09	3.66229368205174e-08	0.922023636994533
S17421	4.53739341551948e-07	0.0778529472682822	4.11167962057542e-09	2.9137468855377e-05	1.6108763921257e-08	1.19309980463998e-05	1.09921354602026e-07	7.40497785225245e-08	0.922105326333898
S17422	2.01955990419081e-06	0.0764754777782907	1.53300649503672e-05	0.000118428085087922	0.00110935017070177	9.98255451696679e-08	1.85183875119472e-08	2.58227435280087e-06	0.92227669372278
S17427	0.000308195079344984	0.0766824843988586	4.24863259923057e-06	0.00013434026790523	0.000196781109640426	3.59857697224149e-07	5.46702328979718e-07	4.20268155339084e-06	0.922668841270072
S17428	1.63145074012869e-06	0.0766084273100912	2.77677262568128e-06	0.000524811032558396	3.27932879492103e-10	2.40912015825636e-05	7.20765541604853e-07	3.15531763080095e-08	0.922837509585751
S17430	1.6606474133714e-06	0.0773216811985356	1.3385912698752e-06	0.000228245052714201	2.04595467808179e-05	3.98418081058565e-07	2.09073609386623e-09	1.02362477049266e-07	0.922426112091992
S17431	1.29020136268407e-09	0.0772548158972449	1.0598876420324e-05	7.15760535729707e-06	5.34386092642469e-06	2.9343333465117e-08	4.62307597156075e-07	6.30930305363884e-07	0.922720959888614
S17435	5.336597802113e-05	0.0765572641064093	9.73321939586766e-06	0.000885071329849873	1.15430005866472e-09	1.43743443591833e-07	7.65494726692266e-09	5.97057473388898e-08	0.922494353107886
S17437	4.09243112298565e-07	0.0764239188800924	0.000186275394333289	0.000484262809690268	2.23417364698737e-06	2.83525989493273e-08	2.45879120941759e-10	6.91314421618683e-05	0.922833739458485
S17446	4.87901461939067e-07	0.0770681605162495	6.35417733112183e-05	1.50319799215796e-07	0.000327764515800958	1.38250712655207e-06	2.19720539243273e-09	2.30519081541181e-05	0.922515458360891
S17448	0.000120556388998047	0.0770076526030692	0.000527578347539762	0.000160557659386057	6.81144993764874e-09	6.36822702909e-06	4.59277928674174e-07	2.90308213686615e-07	0.922176530376385
S17456	0.000219966150932887	0.0764107706940334	0.000318591484103347	0.00020199808395973	1.02173930112236e-06	1.25890925276397e-08	7.10773374721076e-09	1.99860479788087e-09	0.922847630152238
S17458	5.2729292180471e-08	0.0761690380214231	0.000984119990129929	6.90007242296509e-05	0.000963008419096356	3.38339263040782e-06	4.04166101569717e-10	7.15061377786031e-06	0.921804245705254
S17460	2.6393537662005e-07	0.0775048892271716	4.90520764190381e-08	0.000389856455948117	4.02339270937869e-06	1.01404188527932e-09	4.25143230577157e-07	1.97243467150095e-06	0.922098519344774
S17464	0.000108928737260829	0.0769682869684803	1.79584628516279e-07	2.01601720752537e-08	0.000979956197625259	9.73324526649914e-09	4.01082379549458e-08	6.3020642377048e-05	0.921879557867973
S17467	0.0006167918478107	0.0758069922999866	2.03422806834946e-06	0.000370970642706881	0.00014951179534418	3.78374038896544e-10	4.88403192398603e-07	1.47458734453059e-05	0.923038464531072
S17468	1.41689948562934e-07	0.0770020919584405	3.71662015227377e-08	5.02893703637371e-05	5.2050412522655e-05	2.67405583615398e-07	3.53140523032622e-10	1.97157869217166e-06	0.922893150065107
S17472	1.85706276670516e-07	0.0771240446740092	2.52798236663759e-06	0.000284653797096068	0.000325084780264332	6.53724689882524e-07	3.34871182512761e-11	3.7635426195554e-08	0.922262811666384
S17478	3.27858830935142e-08	0.0775103593965796	3.99255057106858e-05	0.000173272350607301	7.23446134850384e-07	5.77872673404472e-08	1.85955139842797e-09	1.16975558346008e-07	0.922275509892707
S17479	2.18904207861318e-08	0.0774450493109078	1.54579001659257e-07	6.49025515575709e-05	7.9900864427977e-05	5.07390226536074e-06	4.90737262701727e-09	7.11567207787539e-08	0.922404820837325
S17481	3.60159303895487e-06	0.0762789714398251	6.51994569164377e-06	9.20173921106499e-05	2.19874106483534e-05	2.65607052416696e-05	1.60586364901194e-09	4.43066853238786e-05	0.923526033222256
S17485	3.02528520289035e-07	0.0771625457267628	0.000121666145155105	0.000145695133260785	0.000102360255576943	1.48174259660937e-06	1.15259482323923e-10	7.66276264229507e-05	0.922389320726445
S17493	1.01793445580218e-05	0.0768369030247788	0.00011986662295158	0.000219409852546802	0.000422723160910611	3.53229965643794e-08	2.11995920480198e-10	1.89299155303356e-06	0.922388989467709
S17498	1.46932274806145e-07	0.0763866036382597	0.000103529605116442	0.000487541491778454	4.24349968226326e-05	1.9202934743123e-08	1.16245059855471e-08	4.94769122281042e-09	0.922979707560616
S17510	3.54371698165738e-05	0.0757073950523945	0.000403288999939254	0.00052762809598035	7.01185872622607e-06	1.02363872595893e-05	2.50141852247467e-08	1.25761615945201e-07	0.923308851660082
S17516	3.53244926087194e-07	0.0765490409242753	2.80826720072781e-08	0.000700059919877416	0.000136055974916501	7.9168228998223e-08	1.07410867381809e-07	4.19418126067637e-08	0.922614233332424
S1752	1.73359556090747e-08	0.0771170272999933	0.000185399697622586	5.6167477282218e-05	2.94751619396726e-06	3.09683156028197e-06	3.07696128392015e-10	3.82915160051333e-05	0.922597052017691
S17520	1.29939541595219e-06	0.0764848449539358	7.28433617220799e-06	0.000160717658997065	0.000851750006997785	1.70265540975039e-08	1.21856022454098e-09	5.16924144464116e-06	0.922488916161922
S17521	2.48703984266822e-07	0.0774463991425217	4.53507875433933e-10	6.09832686804397e-05	3.73743223112432e-05	2.17791239430936e-08	1.98152078516413e-08	1.1648682473604e-07	0.922454836027838
S17523	1.14483956535371e-07	0.0768353530811429	0.000199292303624055	2.37362862753035e-05	0.000118948422520581	8.09275012164375e-07	6.8953126777984e-10	2.97684811673133e-08	0.922821715689456
S17529	3.67037911514057e-05	0.0772840227106657	1.60138571207043e-07	0.000569215987335225	2.1218813141058e-06	2.51250459375581e-06	6.81001220697609e-08	9.71633210170537e-08	0.922105097722926
S17530	3.58648903388173e-06	0.0777406073311477	1.72204714687152e-06	0.000248078579936725	5.59304282277458e-09	1.04146799497485e-05	5.41482058138226e-09	2.58125738085659e-08	0.921995554052348
S17539	1.78742783534254e-06	0.0776472722636801	1.23172865714461e-05	6.20448429771407e-07	7.50871162558855e-06	1.63715927253454e-09	3.15391583412874e-09	6.17219302654372e-07	0.92232987185148
S1754	0.000294787481374684	0.074205235125672	0.000120442237673999	0.00188609177530139	2.33473390222618e-06	2.93208600767268e-09	1.00294167294535e-07	1.56407699482513e-08	0.923490989779052
S17542	4.47327151256454e-07	0.0781297908039147	3.48673772116601e-09	0.00012920490903571	5.1822778100064e-06	1.49205948713e-06	7.44072903057135e-11	4.59902572519185e-08	0.921733833071199
S17549	1.6175584277248e-07	0.0775475890248413	1.56029428152781e-05	2.46651206523666e-08	0.00020202026602513	5.69888539587973e-09	6.37325325217596e-10	1.41287469180146e-05	0.922220466262226
S17558	1.03668773846788e-06	0.0777484682083067	1.19287981371693e-05	4.20207962670448e-05	2.43270798316243e-05	4.75332636598895e-08	6.28579292661922e-07	9.53289182566955e-09	0.922171532784271
S1756	5.70996439469385e-06	0.0776966403159316	1.45704688433585e-08	0.000278361477412056	6.82385241079463e-06	1.63185156013407e-06	5.76623889725566e-07	1.30097842397565e-08	0.922010228334148
S17563	1.76508133982541e-08	0.0773541510668196	1.11999941319749e-05	0.000661644922622203	2.23234849262649e-06	3.19855253791007e-06	1.80666707668726e-09	1.06489807607937e-08	0.921967543008934
S17567	7.53622781183769e-07	0.0775465615249113	1.68231621090753e-06	3.59981337533264e-07	1.84553288461619e-05	7.20845519277785e-09	7.97988567341367e-10	6.92439367919681e-05	0.922362935282677
S17576	3.35805949636225e-08	0.0763864874827033	0.0008144689451011	7.85136744250913e-05	0.000316832629463802	3.88219340409038e-08	1.29916321267469e-10	1.77814533838972e-06	0.922401846590523
S17577	3.57415399493881e-08	0.0763184042175382	2.09423850394799e-06	0.000964499130075706	2.60635619894147e-09	3.39877013823582e-05	4.90157479548584e-06	9.44153448992525e-06	0.922666633255318
S17582	1.43659777487024e-05	0.0780172897407321	1.25546352848166e-08	1.55240976364027e-07	2.01543909581984e-05	4.06750453990721e-09	3.07739552904222e-07	5.84003228206237e-06	0.92194187025561
S17583	9.85202071534406e-07	0.0765721773976129	0.000139511896418034	0.000788276765887123	0.00018940584196735	1.89900363311973e-05	3.63747363590913e-10	6.36058195364125e-08	0.922290588890145
S17587	7.76466257094141e-08	0.0777646703779679	2.77743225814295e-05	0.000245835650251877	4.26296349909097e-05	1.31740266323821e-07	3.30572078432882e-07	5.30219469162552e-09	0.921918544753043
S17590	1.28036770672226e-06	0.0767250260982056	5.74868540178825e-05	0.000694354302017039	0.000259440487811721	1.39744280281732e-05	1.00194899509487e-09	6.07685235886289e-07	0.922247828775028
S176	3.59181437979985e-07	0.0773497431314012	1.05879024634982e-05	2.23931505532529e-05	2.17026995294389e-05	1.53832738602326e-07	3.80238400569862e-09	5.38706715314888e-06	0.922589669232339
S17600	1.27483584813652e-07	0.0763529027931859	4.55123922048203e-06	0.00104804459303657	8.6211394048468e-07	1.71625872587048e-06	5.23000582223065e-10	3.39791190480263e-08	0.922591761016186
